iter	M_lnPC_duod(1)	M_lnFu_duod(1)	M_lnFu_colon(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKc2p(1)	V_lnPC_duod(1)	V_lnFu_duod(1)	V_lnFu_colon(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKc2p(1)	Ve_lnC_central(1)	lnPC_duod(1.1)	lnFu_duod(1.1)	lnFu_colon(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKc2p(1.1)	lnPC_duod(1.1.1)	lnFu_duod(1.1.1)	lnFu_colon(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKc2p(1.1.1)	lnPC_duod(1.1.2)	lnFu_duod(1.1.2)	lnFu_colon(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKc2p(1.1.2)	lnPC_duod(1.1.3)	lnFu_duod(1.1.3)	lnFu_colon(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKc2p(1.1.3)	lnPC_duod(1.1.4)	lnFu_duod(1.1.4)	lnFu_colon(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKc2p(1.1.4)	lnPC_duod(1.1.5)	lnFu_duod(1.1.5)	lnFu_colon(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKc2p(1.1.5)	lnPC_duod(1.1.6)	lnFu_duod(1.1.6)	lnFu_colon(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKc2p(1.1.6)	lnPC_duod(1.2)	lnFu_duod(1.2)	lnFu_colon(1.2)	lnV_central(1.2)	lnVmax_vitro(1.2)	lnKm_vitro(1.2)	lnKc2p(1.2)	lnPC_duod(1.2.1)	lnFu_duod(1.2.1)	lnFu_colon(1.2.1)	lnV_central(1.2.1)	lnVmax_vitro(1.2.1)	lnKm_vitro(1.2.1)	lnKc2p(1.2.1)	lnPC_duod(1.2.2)	lnFu_duod(1.2.2)	lnFu_colon(1.2.2)	lnV_central(1.2.2)	lnVmax_vitro(1.2.2)	lnKm_vitro(1.2.2)	lnKc2p(1.2.2)	lnPC_duod(1.2.3)	lnFu_duod(1.2.3)	lnFu_colon(1.2.3)	lnV_central(1.2.3)	lnVmax_vitro(1.2.3)	lnKm_vitro(1.2.3)	lnKc2p(1.2.3)	lnPC_duod(1.2.4)	lnFu_duod(1.2.4)	lnFu_colon(1.2.4)	lnV_central(1.2.4)	lnVmax_vitro(1.2.4)	lnKm_vitro(1.2.4)	lnKc2p(1.2.4)	lnPC_duod(1.2.5)	lnFu_duod(1.2.5)	lnFu_colon(1.2.5)	lnV_central(1.2.5)	lnVmax_vitro(1.2.5)	lnKm_vitro(1.2.5)	lnKc2p(1.2.5)	lnPC_duod(1.2.6)	lnFu_duod(1.2.6)	lnFu_colon(1.2.6)	lnV_central(1.2.6)	lnVmax_vitro(1.2.6)	lnKm_vitro(1.2.6)	lnKc2p(1.2.6)	LnPrior	LnData	LnPosterior
58000	1.26309	-0.554906	-0.942056	-0.268905	-2.14257	6.5121	-0.293423	0.0570201	0.182312	0.21784	0.287203	0.247291	0.175817	0.551092	  0.5	1.55827	-0.945219	-1.06764	-0.132949	-1.36541	6.45255	-0.143862	2.00233	-1.13611	-1.40732	-0.821836	-2.21938	6.28164	0.082244	1.38703	-0.781235	-0.502872	-0.385452	-1.53717	6.19067	-0.147685	1.43818	-1.13663	-0.7616	-0.2021	-1.09272	5.40493	0.1309	1.50445	-1.39086	-1.0126	-0.2933	-1.51555	6.39061	-0.270965	1.87834	-0.809982	-0.883631	-0.117729	-1.46639	5.83011	-0.491719	1.65419	-1.12571	-1.53058	-0.264391	-1.02407	6.40229	-0.123757	1.2188	-0.257179	-0.619056	-0.18726	-1.20916	6.05427	-0.266396	1.1648	-0.924639	-0.773345	-0.155999	-1.63113	6.05347	-0.322668	1.32993	-0.144717	-1.20155	-0.456291	-1.29434	5.62076	1.54008	1.25558	-0.12909	-0.911052	-0.474607	-0.866306	6.26587	-0.680241	1.13552	-0.976792	-0.180652	-1.39957	-0.57508	6.03097	-0.231285	1.45808	-0.175837	-0.516321	-0.918493	-1.48516	6.53786	-0.479665	1.15552	-0.586889	-0.516086	-0.788754	-0.717787	6.25835	0.707243	-3.348601e+01	-1.082647e+04	-1.085996e+04
58100	0.142114	-1.0027	-1.41948	-1.56599	-1.33035	6.3687	-0.222898	0.13289	0.148174	0.237306	0.253616	0.24455	0.318366	0.0653827	0.499966	0.852465	-0.900558	-1.8019	-1.97846	-0.786557	5.71093	-0.244615	1.02153	-0.123196	-1.70653	-1.82346	-1.16679	5.80794	0.0247596	1.09909	-1.30119	-1.85305	-1.35213	-0.939885	6.09095	-0.324203	0.905732	-0.990503	-1.94691	-1.98486	-0.415557	5.48503	-0.0305214	0.743238	-1.06349	-2.07048	-2.0472	-0.58152	5.82308	-0.260865	0.581092	-1.03885	-1.48388	-2.05605	-0.505334	5.7293	-0.0963167	0.349561	-1.53049	-1.21306	-2.05276	-0.500569	6.65643	-0.438703	1.03451	-0.936633	-0.76502	-0.628202	-1.5161	6.56595	-0.119063	0.633603	-1.16823	-0.774977	-1.8692	-2.04156	6.62394	-0.00442125	1.18385	-1.14211	-1.64181	-1.3835	-1.10376	6.36659	-0.349458	0.864044	-1.37006	-0.877272	-0.249526	-1.37791	6.53126	-0.413244	0.739314	-1.05886	-0.665389	-0.885841	-1.306	6.2165	-0.0806333	1.38652	-0.630649	-0.678853	-0.6732	-1.22386	6.2856	-0.448629	0.689011	-0.744432	-0.497517	-0.742229	-1.76925	6.26072	-0.233732	-3.159166e+01	-1.082719e+04	-1.085878e+04
58200	0.465196	-0.882697	-0.920148	-1.57548	-1.67079	6.06642	-0.452735	0.0861656	0.0702827	0.0737851	0.0996118	0.0948317	0.177673	0.1451	0.49995	0.345117	-1.0258	-0.640833	-1.56643	-1.78378	6.08407	-0.532642	0.603015	-1.22766	-0.641787	-1.63514	-1.09693	5.73193	-0.136049	0.959004	-1.02851	-0.937512	-1.43337	-1.71546	6.10169	-0.573783	0.131144	-1.03938	-0.780394	-1.56852	-1.9718	5.53573	-0.110003	0.200441	-0.910419	-0.522774	-1.97205	-1.85242	5.77949	0.00912194	0.0355733	-1.23148	-0.0756203	-1.83564	-2.0239	5.33065	-0.668413	0.558119	-0.844092	-0.7434	-2.13784	-2.10333	5.29007	-0.140593	0.829626	-0.27977	-0.685478	-1.72503	-2.22254	6.08005	-0.516721	1.61863	-0.699286	-0.282548	-1.51714	-1.99459	6.25581	-0.200668	0.957142	-0.258777	-0.824029	-1.42909	-1.92779	6.20932	-0.601576	1.42895	-0.0665395	-0.72436	-1.68451	-2.13019	6.15172	-0.296418	0.545616	-0.369182	-0.585943	-1.51289	-1.9676	5.89066	0.0266484	1.07113	-0.564631	-1.07723	-1.92037	-1.97637	5.7747	-0.550934	1.25303	-0.19218	-0.681972	-1.28591	-1.56215	5.95461	-0.592015	-1.003019e+01	-1.082753e+04	-1.083756e+04
58300	0.923975	-0.360965	-0.0378157	-2.03706	-1.08389	6.44784	-0.417336	0.228599	0.0665651	0.295925	0.165145	0.305139	0.618619	0.214408	0.499991	1.85881	-0.62325	-0.307841	-2.15924	-1.25768	5.40654	-0.659187	1.50632	-0.86135	-0.537122	-1.14403	-1.07542	5.53805	-0.639136	1.29355	-0.6258	-0.645977	-1.99969	-1.63227	5.31478	-0.241396	1.75958	-0.75739	-0.637999	-1.39403	-1.23849	5.81624	-0.650117	1.3837	-1.09037	-0.788187	-1.66812	-2.0769	5.29188	0.0389929	1.33547	-0.572796	-0.515909	-2.25897	-2.02565	6.63238	-0.166023	2.04668	-0.546291	-0.253741	-2.29499	-2.23885	5.4003	-0.567072	0.798198	-0.168883	-0.706694	-2.15737	-0.860029	5.90446	-0.491058	1.06145	-0.450713	-0.632468	-2.18185	-1.93644	5.35843	0.389345	1.3568	-0.125516	-1.01875	-2.28453	-0.518902	5.29397	-0.312025	0.791124	-0.640897	-1.61904	-1.94993	-0.884916	5.86415	-0.469573	1.57983	-0.0402168	-0.795917	-1.80939	0.0392757	5.62218	-0.363981	1.20034	-0.106488	-1.51002	-2.16445	-1.08638	6.52708	-0.158165	1.71387	-0.55466	-0.479084	-2.23378	-0.360654	6.27063	-0.24025	-3.476084e+01	-1.082665e+04	-1.086141e+04
58400	0.30038	-0.771965	-0.436197	-1.01624	-1.44733	6.48504	1.57089	2.85621	0.193081	0.0578085	0.114503	0.197148	0.0497103	0.884652	0.499993	0.195076	-0.578922	-0.772952	-0.922212	-1.01429	6.55533	0.0780475	0.252249	-0.90525	-0.516495	-0.391608	-1.17472	6.51343	-0.520839	0.278966	-0.463616	-0.814288	-0.828307	-1.45759	6.33879	0.275401	1.34018	-0.213668	-0.611436	-0.798649	-1.60931	6.30237	1.26218	0.921154	-0.674893	-0.661853	-0.678513	-0.889549	6.55222	0.165881	 1.76	-1.07401	-0.719405	-1.3378	-1.19676	6.60559	-0.294527	0.147646	-0.604842	-0.176121	-1.29662	-1.492	6.29382	1.44414	1.18885	-0.608091	-0.242947	-1.15111	-1.55992	6.34093	0.960634	1.90467	-0.353423	-0.564188	-1.03402	-1.8818	6.4833	0.388461	1.43383	-0.848958	-0.293544	-2.09523	-1.23878	6.6561	0.706241	0.611748	-0.414283	-0.213965	-1.51169	-1.60654	6.38654	-0.0261438	1.88634	-1.4661	-0.0149041	-0.625311	-1.32245	6.44733	1.42758	1.5648	-0.119993	-0.173958	-1.41038	-1.5477	6.07628	0.168168	1.08289	-0.513388	-0.0793278	-1.19245	-1.71814	6.25195	1.34693	-4.090060e+01	-1.082661e+04	-1.086751e+04
58500	1.45056	-0.534861	-1.46747	-0.420893	-1.37107	6.05159	-0.0822576	0.0972951	0.169452	0.0961823	0.330975	0.23232	0.239071	0.155647	0.499995	1.26454	-1.301	-0.727319	-0.553529	-2.20034	5.92088	0.313616	1.23757	-2.11698	-1.19305	-0.401523	-1.84851	6.43195	0.13108	1.46506	-1.18779	-0.923541	-0.76008	-1.44762	6.4011	0.865927	1.70296	-1.61305	-0.203814	-0.335631	-2.105	5.92638	0.320899	1.58534	-1.45952	-1.35583	-1.06855	-2.18953	6.56732	0.222381	1.18478	-1.20669	-0.357635	-0.730983	-1.62682	6.32395	-0.175265	0.821515	-0.80564	-0.908623	-1.19921	-2.28525	5.97291	0.306095	1.77568	-0.457236	-1.86403	-1.44161	-1.59998	5.99008	-0.236645	1.95263	-1.39476	-1.7085	-1.77769	-2.04054	6.36434	-0.135981	1.52093	-0.506129	-1.71172	-1.81052	-2.07243	5.79102	-0.394216	1.53489	-0.215936	-1.85633	-1.70454	-1.91641	5.84121	-0.379893	1.51254	-0.485711	-1.45049	-0.317657	-1.38996	5.60614	-0.183415	1.80627	-0.082965	-1.97717	-0.808901	-1.34515	5.3656	-0.63175	1.30841	-0.417456	-1.9492	-1.05177	-2.0419	6.55761	-0.196195	-3.696297e+01	-1.082657e+04	-1.086353e+04
58600	1.70532	-1.14574	-1.26381	-0.111934	-1.62275	5.6495	0.166267	0.0726668	0.294453	0.0700985	0.151137	0.240731	0.125336	0.114833	0.499983	1.60267	-2.0687	-1.53511	-0.231969	-1.39575	5.74758	0.377009	1.44481	-2.57717	-1.28154	-0.516241	-0.7924	5.88339	-0.137459	1.6269	-2.41023	-1.68468	-0.0761736	-1.01085	5.41649	0.551624	1.34479	-3.04671	-1.89102	-1.14617	-1.45971	6.0751	0.580057	1.73559	-1.58196	-1.49836	-0.44071	-1.15089	5.5258	0.130002	1.68292	-2.69971	-1.33542	-0.692313	-0.838686	5.53402	0.540648	2.04171	-2.14525	-1.87342	-0.476155	-1.46204	6.06442	0.527606	1.09522	-1.10978	-1.09866	-0.302846	-0.795356	5.80885	0.230217	1.21193	-0.23281	-0.360232	-1.05273	-0.17637	6.01024	0.337644	0.88421	-0.849003	-1.45695	-0.137529	-1.2515	5.42065	0.036378	0.750461	-0.993647	-1.50358	-0.611469	-0.461196	6.03807	-0.0211821	0.990772	-1.31625	-1.56565	-0.576129	-0.588288	5.80599	0.489139	1.04799	-1.36138	-0.880226	-0.265512	-0.111438	6.17389	0.10315	1.0903	-1.21678	-1.02145	-0.310519	-0.583948	5.58918	0.54655	-2.748345e+01	-1.082683e+04	-1.085432e+04
58700	1.89492	-1.23859	-1.03099	-0.457929	-1.33085	6.21478	-0.583531	0.258076	0.210101	0.0899745	0.0568115	0.129438	0.0667127	0.275767	0.499982	0.924378	-0.807939	-0.67169	-0.459529	-0.549442	6.43918	-0.027532	1.88977	-0.837052	-1.04068	-0.797032	-0.893038	6.39298	0.0232171	1.23825	-0.68165	-0.912021	-0.432128	-0.703829	6.32873	0.313953	1.86446	-0.821791	-0.606061	-0.490295	-0.460454	6.59502	-0.619222	0.577392	-0.431768	-0.887077	-0.62704	-0.0187938	6.27099	-0.17538	0.962718	-0.476389	-0.598078	-0.712763	-0.764483	6.03039	-0.0784938	1.06889	-1.25309	-1.03381	-0.590996	-0.778791	6.29668	-0.29369	1.77256	-1.5826	-1.33248	-0.4075	-1.99659	6.46493	-0.318561	1.96105	-1.13153	-1.2412	-0.390664	-2.00173	6.42737	-0.599312	0.995142	-1.57983	-1.37455	-0.623635	-1.81341	6.42315	-0.286287	1.78829	-1.64409	-1.09077	-0.150193	-1.6853	6.49645	-0.595156	1.18035	-1.83351	-1.2844	-0.571101	-1.89864	6.51873	-0.0721378	2.14175	-1.02006	-1.57782	-0.108627	-1.36695	6.65816	-0.109854	1.63743	-1.53402	-1.20368	-0.1839	-1.9838	6.46315	-0.039222	-1.379330e+01	-1.082686e+04	-1.084065e+04
58800	0.355077	-1.37533	-0.914589	-0.297938	-1.11515	6.12903	-0.0156498	0.597305	0.0880998	0.115471	0.173961	0.30565	0.584494	0.12804	0.499981	0.261928	-1.52662	-0.913044	-0.704031	-1.03749	6.28361	0.236418	0.329264	-1.59769	-0.315843	-0.0922157	-0.298529	5.62807	0.094354	0.957582	-1.45964	-0.539281	-1.08502	-0.980762	5.83825	0.638825	0.351663	-1.77157	-0.953219	-0.399004	-1.71859	5.83163	0.0874305	0.165574	-1.61253	-0.661011	-1.00392	-0.513905	5.99932	0.776477	0.211971	-2.43763	-0.787455	-0.457763	-0.741192	6.01969	0.377727	0.46408	-1.11209	-0.872127	-0.845845	-1.16198	5.3512	-0.18848	0.890793	-0.500776	-0.382631	-0.781987	-0.993285	6.43401	0.195283	1.09819	-0.218424	-0.513572	-1.07578	-1.48745	6.42184	0.274964	0.0069923	-0.831153	-0.174771	-0.203166	-1.3873	5.7734	0.0531181	0.182006	-0.692509	-0.468693	-0.972583	-1.54426	6.14823	0.54688	1.40585	-0.40946	-0.119221	-0.633292	-0.458646	6.19738	-0.19444	1.26506	-0.427302	-0.192753	-0.37243	-1.4124	6.51511	0.311871	2.00617	-0.526315	-0.917633	-1.04795	-1.67316	6.25307	0.60957	-4.369914e+01	-1.082686e+04	-1.087056e+04
58900	0.114327	-0.848879	-0.39484	-1.34025	-1.19354	6.6067	0.0584504	0.396762	0.116451	0.106738	0.11571	0.324061	0.240988	0.0585546	0.499959	0.371914	-0.979611	-0.095189	-1.26047	-0.431729	6.63501	0.164381	0.792357	-1.38539	-0.262065	-0.539159	-0.797191	6.37254	0.509851	0.961266	-0.776984	-0.540343	-1.27834	-1.59857	5.65728	0.111584	0.619196	-1.00431	-0.0917493	-1.56405	-0.889761	6.23671	0.0149888	0.721705	-0.834719	-0.0446691	-1.33916	0.0412832	6.04836	0.135309	0.427924	-1.45125	-0.875899	-1.27753	-1.5888	6.09216	0.0326432	0.239259	-0.670631	-0.349776	-1.72596	-0.624994	6.40231	0.378253	0.293248	-0.814357	-0.748155	-1.64027	-1.3403	6.08245	-0.307463	0.624034	-0.265952	-0.790846	-1.68319	-1.13788	6.46436	-0.364166	0.240304	-0.357139	-0.46968	-1.25509	-1.38656	6.25913	0.0740135	0.625728	-0.995821	-0.56859	-1.12365	-1.88772	5.46782	-0.606792	0.407885	-1.01707	-0.493988	-1.99946	-0.840734	6.03703	-0.371451	0.232383	-0.983144	-0.893698	-1.63562	-1.32944	6.00283	-0.228223	1.08387	-0.384097	-0.539879	-1.71693	-0.971808	5.71258	-0.457693	-2.453534e+01	-1.082734e+04	-1.085188e+04
59000	0.165534	-0.895431	-0.124199	-2.12243	-0.545317	6.62918	-0.64414	0.20926	0.127607	0.122585	0.491732	0.463064	0.0578876	0.223804	0.499991	0.584259	-1.38436	-0.524989	-2.2208	0.143891	 6.58	0.608308	0.491505	-1.52841	-0.407927	-1.83343	0.753301	6.06417	0.328225	0.747899	-1.37926	-0.706946	-1.66866	-0.067023	6.63898	-0.444391	0.595417	-1.7777	-0.633218	-1.5016	0.361054	6.13582	1.40656	0.200524	-2.1689	-0.725051	-1.93427	0.0250807	6.29168	-0.112501	0.156157	-0.805319	-0.630113	-1.33881	0.885366	6.43026	1.27419	0.761761	-2.2406	-0.413826	-1.57412	0.21538	6.67546	0.99979	0.123305	-1.17279	-0.31632	-1.31002	-0.202037	6.54979	-0.223295	0.14172	-1.32649	-0.488826	-1.54298	-1.24878	6.54912	0.200222	0.763088	-0.792129	-1.64776	-0.643469	0.428158	5.95211	-0.468872	0.744062	-1.54748	-0.461171	-0.747682	-0.616194	6.4992	0.944115	0.277756	-0.9567	-0.48748	-1.61716	-0.748812	6.65677	-0.322005	0.0025602	-1.12412	-0.780499	-1.65121	0.175238	6.65208	-0.110539	0.315731	-1.50991	-0.81029	-1.97151	0.410347	6.37074	-0.0447916	-4.804376e+01	-1.082667e+04	-1.087471e+04
59100	0.809753	-0.863079	-0.423448	-1.82686	0.385226	5.6728	1.58429	0.235482	0.0785014	0.212657	0.254109	0.238002	0.747717	0.103644	0.499943	0.70514	-1.30066	-0.559	-1.40402	0.826102	6.58112	1.07417	1.24313	-1.17089	-0.883313	-1.64668	0.0811934	6.42643	1.18518	1.11945	-1.18478	-0.0397765	-1.4343	1.14035	6.16168	1.10921	0.955985	-1.3438	-0.770254	-2.00333	1.15577	6.52917	0.994268	1.04176	-1.14713	-0.471364	-1.01516	1.13071	5.74478	1.13555	1.11088	-1.27196	-1.48635	-0.436284	0.487112	6.30766	1.17547	0.996712	-1.70588	-0.379965	-0.68568	1.04409	6.48797	1.27873	0.433045	-1.0108	-0.338327	-2.26734	1.85958	5.51544	1.18183	0.611736	-1.49845	-0.161406	-2.13124	2.17909	5.34784	1.43605	1.53099	-0.922668	-0.871139	-2.28219	1.60997	5.5282	1.44919	1.06225	-0.834643	-0.913865	-1.99009	1.26982	6.45565	0.827331	0.848914	-0.580394	-0.174309	-2.2136	1.44356	6.08377	1.00897	0.817875	-0.888869	-0.243688	-2.04417	1.34317	5.61696	1.26039	0.773568	-0.772015	-0.176819	-1.51049	1.41778	6.22818	1.59407	-3.541704e+01	-1.082768e+04	-1.086309e+04
59200	1.35481	-0.903547	-0.817376	-2.12908	0.457434	6.51676	1.25858	0.120443	0.119076	0.127465	0.291279	0.247897	0.163366	0.15897	0.499865	1.10776	-1.21905	-0.577717	-2.20144	0.894402	6.66795	1.44723	0.853551	-0.781762	-0.16489	-2.29938	1.65251	5.99884	1.45686	0.771247	-0.971845	-0.560071	-2.23217	1.53928	5.77542	1.48602	1.63618	-1.2059	-0.77235	-2.20786	1.47728	6.40477	1.30763	0.863891	-0.735537	-1.26128	-1.04274	1.4567	6.425	1.34775	1.12171	-1.56485	-0.997627	-1.99071	1.06197	6.14885	1.5877	1.14662	-1.06655	-1.04276	-1.85933	0.541244	6.478	1.23214	1.18471	-1.66573	-0.953891	-2.11552	-0.110178	6.06532	1.39851	1.45906	-1.20968	-1.26837	-1.96488	0.269153	5.34511	1.0259	1.02117	-1.64511	-0.574399	-1.9552	-0.0831925	6.1796	1.36929	1.13554	-1.7125	-1.06049	-1.67378	-0.524135	6.20103	1.14773	1.62393	-1.73985	-0.955638	-1.07291	0.573713	5.81112	1.56537	0.895128	-2.01434	-0.863433	-1.86237	0.393901	6.32097	1.08224	1.21435	-1.48815	-1.24294	-1.81324	-0.852526	6.1019	1.35103	-2.250691e+01	-1.082935e+04	-1.085186e+04
59300	1.797	-2.25004	-0.427592	-2.07286	0.42986	6.11197	1.09431	0.0902221	0.123534	0.114843	0.143963	0.144676	0.0762246	0.0521132	0.499994	1.76442	-1.96104	-0.269411	-2.06711	-0.487267	6.0429	1.124	2.11421	-1.56246	-0.661982	-1.55483	-0.555324	6.03329	1.21961	1.90765	-2.43178	-0.329216	-2.07321	-0.946858	5.99236	0.893704	2.06677	-1.51823	-0.285071	-1.691	-0.956416	6.11221	1.10506	1.68602	-2.19189	-0.0904423	-2.05522	-0.891569	6.43575	1.22256	1.52438	-1.70352	-0.231009	-1.98426	-0.241564	5.73971	0.849034	1.59923	-2.6292	-0.264655	-2.15013	-0.573006	5.94012	0.907279	1.81905	-1.8715	-0.308241	-2.2371	0.722052	5.662	1.52368	1.50402	-1.77165	-0.0982922	-2.27297	0.288941	5.55086	1.26749	1.71596	-1.47562	-0.55762	-2.1932	0.878899	5.58718	1.44397	1.76956	-1.59258	-0.881617	-2.04412	0.847892	5.60978	1.51717	1.45194	-1.87808	-0.312082	-2.29935	0.821349	5.84387	1.25074	1.76517	-1.49077	-0.198021	-2.23588	0.987363	5.31357	1.20363	1.79482	-1.49478	-0.433781	-1.50121	1.25747	5.73786	1.5413	2.931900e+00	-1.082658e+04	-1.082365e+04
59400	2.17197	-2.71676	-0.308241	-2.28867	0.202868	5.32249	1.51997	0.0857881	0.113326	0.220352	0.0905432	0.0855068	0.134951	0.123428	0.499996	2.2948	-2.14377	-0.619276	-1.66169	0.1137	5.34606	1.47635	2.25733	-2.16873	-0.854884	-1.3302	0.208531	6.16244	1.33938	2.2551	-2.25235	-0.672447	-1.63036	-0.138368	5.53229	1.17776	1.83458	-2.29139	-0.107416	-2.12502	-0.0915146	5.61795	1.04524	1.58987	-1.9541	-0.490131	-1.09619	-0.0537998	5.57481	1.10769	1.92147	-2.12728	-1.09274	-1.49073	0.0350097	5.56633	1.4338	1.57978	-1.8494	-0.144673	-1.296	0.761569	5.67356	1.57692	2.1899	-3.52337	-0.222263	-2.18526	0.065975	5.3086	1.53433	1.91535	-3.06344	-1.48325	-1.88703	-0.135273	5.86585	1.50387	2.00051	-3.88941	-1.29439	-1.86677	0.17172	5.38033	1.36416	1.39526	-3.20284	-0.467947	-2.03079	0.107153	5.92078	1.40724	2.03678	-3.66638	-0.324005	-1.63427	-0.206825	5.48684	1.30269	2.21787	-4.08802	-0.18914	-2.15029	0.0105688	6.08209	1.05777	2.15964	-3.27907	-0.106441	-2.06478	0.151052	5.69851	1.39409	-6.475169e+00	-1.082656e+04	-1.083304e+04
59500	2.26656	-3.44346	-0.830472	-1.60608	-0.00349566	5.45023	0.731229	0.138509	0.130435	0.120857	0.151968	0.139611	0.232801	0.10606	0.499925	2.25908	-3.97754	-1.23923	-1.80278	-0.0563735	5.35586	0.249288	2.20561	-4.31841	-1.50034	-1.76989	0.370661	5.33043	-0.293032	1.74984	-3.8786	-1.57928	-1.85155	-0.0319538	6.01835	-0.507664	2.00711	-4.43719	-1.42524	-1.90864	0.306084	5.86737	0.164482	1.89076	-3.82021	-1.57572	-1.64621	0.171206	5.37617	0.0637418	2.22405	-4.17711	-1.42965	-1.58392	0.209824	5.78015	0.352335	1.82218	-3.56948	-1.1517	-2.20528	-0.666441	5.70099	0.766745	1.50798	-3.92752	-1.17778	-1.74934	-0.354376	5.37634	0.385044	1.31964	-3.73859	-1.19772	-1.27237	-0.559156	5.49021	0.0234427	1.18862	-3.9625	-1.25502	-1.48197	-0.143638	5.96874	0.0853691	1.42296	-3.85139	-0.662275	-1.02815	0.310662	5.69258	0.449322	1.4357	-4.32196	-1.34277	-1.6047	-0.681994	6.32483	0.519689	1.48336	-4.20238	-1.05537	-1.79771	-0.6526	5.44941	0.270549	1.66212	-4.23172	-1.72264	-1.80185	0.103585	6.46342	0.469291	-2.003953e+01	-1.082806e+04	-1.084810e+04
59600	1.73161	-3.06339	-2.10411	-1.30141	-1.34761	5.80682	0.821098	0.0851558	0.0684874	0.163226	0.155926	0.217699	0.169378	0.147827	0.499989	1.59595	-2.91497	-2.12454	-1.85427	-0.565623	5.48691	0.838553	2.14693	-2.29186	-1.90254	-1.47832	-0.735663	5.67672	0.432066	1.8095	-2.60317	-2.49766	-1.63783	-0.920051	5.36116	0.898997	1.67029	-3.36924	-2.43626	-1.89991	-0.577666	5.44796	0.744944	1.89027	-3.33436	-2.49426	-2.28659	-1.01658	5.60798	0.783645	1.57555	-3.08947	-2.25866	-1.51693	-0.0769398	5.51683	1.05815	1.27255	-2.933	-2.63199	-2.09862	-0.381134	5.92442	1.43045	1.41993	-3.09056	-1.26954	-0.848304	-1.19355	6.11761	0.729674	1.21608	-3.16773	-0.383585	-0.807605	-1.15695	6.32764	0.590958	1.37676	-3.11256	-0.937824	-1.11251	-0.828994	5.98793	0.186598	1.28963	-2.66241	-0.8518	-0.765713	-1.20141	5.53788	0.62257	1.25205	-3.05717	-1.00916	-1.20626	-0.0347294	5.60609	1.01471	1.63791	-3.55162	-1.5768	-1.37093	-1.38306	6.09731	0.915478	1.79038	-3.5061	-1.52858	-0.803513	-1.28717	6.38511	0.906257	-2.831570e+01	-1.082669e+04	-1.085501e+04
59700	1.07816	-2.95532	-1.6097	-0.196093	-0.0245271	5.81136	1.44401	0.0293726	0.0730292	0.115258	0.276445	0.105644	0.0551936	0.130169	0.499587	1.27447	-2.99049	-1.0561	-0.710045	-0.446354	5.96816	1.14887	1.04352	-2.66575	-0.58002	-1.2647	-0.175859	6.0155	1.3656	1.43231	-3.22637	-1.0879	-1.254	-0.0568643	6.09579	1.02587	1.14693	-3.22243	-2.1299	-0.0912963	-0.52324	5.86138	1.41434	1.41862	-2.7816	-1.19382	-0.563453	-0.444643	5.836	0.78313	1.68265	-3.03226	-1.01581	-0.84578	-0.401394	5.75441	1.02813	1.43175	-2.47066	-1.02158	-0.569263	0.15353	6.03353	1.2752	1.41625	-3.24028	-1.43906	-0.385572	-0.709575	5.54261	1.24441	1.28793	-3.38776	-1.24262	-0.711172	-0.521929	5.35566	1.36275	1.13453	-3.14984	-1.88074	-1.07978	-1.13618	5.47075	0.738467	1.43194	-3.45864	-1.33905	-1.25494	-0.777557	5.59933	0.814539	1.53281	-3.36526	-1.61096	-0.0397828	-0.442557	5.66273	1.13126	1.31244	-3.1578	-1.39978	-1.14024	-0.774724	5.56221	1.03877	1.56072	-3.45344	-1.16333	-0.716679	-1.09696	5.63689	1.30349	-1.223007e+01	-1.083530e+04	-1.084753e+04
