iter	M_lnPC_duod(1)	M_lnFu_duod(1)	M_lnFu_colon(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKc2p(1)	V_lnPC_duod(1)	V_lnFu_duod(1)	V_lnFu_colon(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKc2p(1)	Ve_lnC_central(1)	lnPC_duod(1.1)	lnFu_duod(1.1)	lnFu_colon(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKc2p(1.1)	lnPC_duod(1.1.1)	lnFu_duod(1.1.1)	lnFu_colon(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKc2p(1.1.1)	lnPC_duod(1.1.2)	lnFu_duod(1.1.2)	lnFu_colon(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKc2p(1.1.2)	lnPC_duod(1.1.3)	lnFu_duod(1.1.3)	lnFu_colon(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKc2p(1.1.3)	lnPC_duod(1.1.4)	lnFu_duod(1.1.4)	lnFu_colon(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKc2p(1.1.4)	lnPC_duod(1.1.5)	lnFu_duod(1.1.5)	lnFu_colon(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKc2p(1.1.5)	lnPC_duod(1.1.6)	lnFu_duod(1.1.6)	lnFu_colon(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKc2p(1.1.6)	lnPC_duod(1.2)	lnFu_duod(1.2)	lnFu_colon(1.2)	lnV_central(1.2)	lnVmax_vitro(1.2)	lnKm_vitro(1.2)	lnKc2p(1.2)	lnPC_duod(1.2.1)	lnFu_duod(1.2.1)	lnFu_colon(1.2.1)	lnV_central(1.2.1)	lnVmax_vitro(1.2.1)	lnKm_vitro(1.2.1)	lnKc2p(1.2.1)	lnPC_duod(1.2.2)	lnFu_duod(1.2.2)	lnFu_colon(1.2.2)	lnV_central(1.2.2)	lnVmax_vitro(1.2.2)	lnKm_vitro(1.2.2)	lnKc2p(1.2.2)	lnPC_duod(1.2.3)	lnFu_duod(1.2.3)	lnFu_colon(1.2.3)	lnV_central(1.2.3)	lnVmax_vitro(1.2.3)	lnKm_vitro(1.2.3)	lnKc2p(1.2.3)	lnPC_duod(1.2.4)	lnFu_duod(1.2.4)	lnFu_colon(1.2.4)	lnV_central(1.2.4)	lnVmax_vitro(1.2.4)	lnKm_vitro(1.2.4)	lnKc2p(1.2.4)	lnPC_duod(1.2.5)	lnFu_duod(1.2.5)	lnFu_colon(1.2.5)	lnV_central(1.2.5)	lnVmax_vitro(1.2.5)	lnKm_vitro(1.2.5)	lnKc2p(1.2.5)	lnPC_duod(1.2.6)	lnFu_duod(1.2.6)	lnFu_colon(1.2.6)	lnV_central(1.2.6)	lnVmax_vitro(1.2.6)	lnKm_vitro(1.2.6)	lnKc2p(1.2.6)	LnPrior	LnData	LnPosterior
5200	0.301281	-0.784128	-0.365171	-1.7966	-1.63115	5.78338	1.20909	0.127367	0.341116	0.114339	0.973954	0.148392	0.0831447	0.307464	0.499976	0.163302	-1.07743	-0.246715	-2.12814	-1.80788	6.47103	1.08398	0.361981	-1.12605	-0.019803	-1.81273	-1.5093	6.28795	0.617066	0.89284	-1.45544	-0.217459	-2.10748	-1.16219	5.71672	1.15418	0.275154	-1.39355	-0.0904898	-2.21718	-1.85849	6.55086	1.07747	1.29136	-1.28747	-0.516191	-1.85902	-2.02815	6.41498	0.400715	0.825355	-1.51169	-0.268184	-2.05331	-1.80695	6.1774	1.2493	0.201164	-1.74989	-0.28677	-1.89101	-1.94897	6.45575	0.156175	0.0527096	-0.31515	-0.0516878	-1.26849	-2.21459	5.47517	1.35672	0.138007	-0.779258	-0.280706	-1.0224	-1.56055	5.47455	1.46486	0.177817	-0.28799	-0.465222	-0.766731	-1.53502	5.72112	0.71373	0.209873	-0.902448	-0.240444	-0.639669	-2.0945	5.51612	1.37251	0.303209	-0.653275	-0.735361	-1.92904	-1.95342	5.35757	0.745605	0.159431	-0.503751	-0.0305078	-1.59446	-2.12699	5.37218	0.377553	0.138968	-0.567816	-0.52332	-1.84853	-1.77746	5.32737	1.48819	-2.609396e+01	-1.082698e+04	-1.085308e+04
5300	0.595454	-0.70699	-0.505373	-0.388231	-1.96008	6.50304	0.571538	0.279507	0.123443	0.131676	0.444229	0.0673813	0.618983	0.201677	0.499847	0.489945	-0.207456	-0.28065	-1.07283	-1.80179	6.17769	0.308404	0.454549	-0.0528767	-0.00242656	-0.874136	-2.09178	6.10832	0.36386	0.206844	-0.712675	-0.466935	-1.48856	-1.4759	5.67475	0.395567	0.639194	-0.544633	-0.793239	-0.967157	-1.59618	5.64809	0.0830801	1.17608	-0.199863	-1.06651	-0.0760491	-1.53433	5.99058	-0.0254174	0.4177	-0.0404158	-0.0376167	-0.461051	-1.72084	6.33158	0.899135	1.09118	-0.606528	-0.0554913	-1.02445	-1.92383	6.4101	0.532333	1.60935	-0.541201	-0.68645	-0.689444	-1.79202	5.67656	-0.409503	1.4937	-0.0973553	-0.690787	-0.600161	-2.07443	5.75017	0.125029	2.10834	-0.502298	-1.29739	-0.0928169	-1.93048	6.24731	-0.615733	0.82651	-0.656077	-0.504727	-1.87261	-1.84084	6.06904	-0.0403242	0.221513	-0.759279	-0.798961	-1.34741	-2.12378	6.32437	-0.256394	1.25676	-0.907159	-0.957755	-0.647281	-1.82604	5.51636	-0.627573	1.87887	-0.882003	-0.420775	-1.82972	-1.56426	5.71372	-0.207764	-3.797121e+01	-1.082973e+04	-1.086770e+04
5400	1.27715	-0.371242	-0.945918	-1.06968	-1.30184	6.43219	0.621662	0.120269	0.203275	0.145585	0.168269	0.161703	0.447218	0.168946	0.499829	1.15047	-0.173034	-0.882514	-1.42543	-0.858164	6.21424	0.588658	0.51528	-0.0109833	-1.18801	-0.297544	-1.99116	5.67235	0.0423	1.76346	-0.149214	-1.33852	-1.07048	-1.27787	6.64164	-0.340503	0.998381	-0.436225	-0.834688	-2.18365	-0.827026	5.5339	0.372681	1.19849	-0.907108	-0.688362	-1.57394	-0.273415	5.99951	-0.0467095	1.13684	-0.379396	-0.390755	-1.92179	-1.08035	6.28985	0.357586	1.2982	-0.321048	-0.968104	-1.49535	-1.81558	6.18559	0.856413	1.07568	-1.1628	-1.16468	-0.879218	-0.945167	6.02041	0.832816	1.05311	-0.745444	-0.987243	-0.728383	-0.894496	6.19247	0.347802	1.05083	-1.30005	-1.04402	-1.18251	-0.207776	5.86232	0.758641	0.985067	-1.80097	-1.14611	-0.620077	-1.1522	6.62584	0.934859	1.634	-1.19495	-0.675456	-0.756164	-0.720654	6.67663	1.13451	1.0822	-1.29999	-1.35659	-0.72834	-0.90378	6.08231	0.987191	0.897513	-1.38031	-0.640429	-0.678605	-1.03082	6.06808	0.505043	-4.118355e+01	-1.083012e+04	-1.087130e+04
5500	0.708578	-0.735695	-2.00573	-2.18879	-1.08374	6.54674	0.3483	0.0910099	0.132633	0.187821	0.16308	0.117936	2.23576	0.156402	0.499841	0.902617	-1.06422	-2.09399	-2.1653	-1.65329	5.69281	0.232569	1.57541	-0.888512	-3.05805	-2.26747	-1.92211	5.76124	1.28172	0.996398	-0.416463	-2.76068	-2.08901	-1.76906	5.73405	0.367136	1.25357	-0.800268	-2.54985	-2.14677	-1.4897	6.16873	-0.0646971	1.53258	-0.689549	-2.04097	-2.2502	-1.53822	5.56826	-0.508301	1.00584	-1.73866	-1.98252	-2.28596	-1.52418	6.42736	0.179883	0.94207	-0.68181	-1.60531	-2.14223	-2.08148	5.57218	0.123002	0.381541	-0.686108	-1.25172	-1.98296	-1.19363	6.21463	0.57983	0.144106	-0.756821	-2.01179	-1.8676	-1.67595	6.5509	0.772074	0.4295	-0.0662299	-2.17273	-1.64042	-1.04307	6.10086	0.733711	0.710495	-0.973341	-0.706204	-1.52332	-1.66935	6.48269	0.265182	0.49115	-1.22803	-0.79791	-1.35722	-0.988115	5.30811	1.15011	0.761717	-1.25414	-0.921316	-1.98661	-0.98752	5.38075	0.825149	0.173255	-0.607934	-0.425742	-1.69357	-1.71525	6.60415	0.950892	-4.460123e+01	-1.082987e+04	-1.087447e+04
5600	1.15274	-2.0254	-0.582608	-0.750026	-1.3751	5.8058	0.705127	0.311763	0.0953267	0.739752	0.130869	0.3406	0.718721	0.321626	0.49999	1.44936	-1.89719	-1.49791	-1.64155	-1.54581	5.81261	1.17157	1.41145	-2.16917	-0.143468	-1.6023	-1.9839	5.53893	0.643457	1.80721	-2.2161	-2.94333	-2.24802	-1.63522	5.98058	1.54474	1.75817	-2.14609	-1.81209	-1.31631	-0.622314	5.64269	0.86172	0.960834	-1.33556	-1.55911	-1.75563	0.367634	6.25629	0.976285	1.72768	-1.68172	-0.858009	-1.73753	-1.76968	5.92057	0.967754	1.53477	-2.68557	-2.56274	-1.15077	-1.25161	5.59459	0.227328	0.329373	-1.40723	-0.448184	-0.566919	-1.80257	5.72782	0.972663	0.0172994	-1.16977	-0.735324	-0.62463	-1.55612	5.32801	1.50691	0.00504232	-1.51899	-0.845513	-0.296219	-1.92896	6.10713	1.10601	1.37265	-1.18269	-0.55536	-0.175104	-2.06652	6.08482	0.829271	0.000624755	-1.26826	-0.780705	-0.96576	-1.28324	5.86245	0.92886	0.53076	-1.72296	-1.40585	-1.26596	-1.69117	5.85472	1.044	0.896554	-1.37486	-0.064343	-1.53133	-2.16794	6.59962	1.43978	-6.696544e+01	-1.082667e+04	-1.089364e+04
5700	0.103415	-2.23643	-0.030491	-1.1045	-1.5783	5.52999	0.980203	0.249988	0.11328	0.176343	0.097067	0.142273	0.208961	0.169815	0.499993	0.22257	-2.13092	-0.205741	-1.80605	-1.86226	5.79554	0.696591	0.570306	-1.66596	-0.00365541	-1.95862	-1.79885	5.80632	1.03607	0.383015	-1.78199	-0.458807	-1.61037	-2.22071	5.98385	1.15161	0.699836	-2.42391	-0.392762	-1.59701	-1.38994	6.45167	0.21584	0.805521	-2.34705	-0.120351	-1.86655	-2.00949	6.48564	0.98943	0.909321	-1.91651	-0.431783	-2.16553	-1.85292	5.94585	0.541986	0.275189	-2.08029	-0.329677	-1.68071	-1.75176	5.69859	0.509529	0.713422	-1.84721	-0.0282041	-1.32002	-1.27982	5.44564	1.12198	0.506712	-1.95911	-0.0985636	-1.31158	-1.29329	5.32073	1.41594	1.5082	-1.71837	-0.142705	-0.999098	-0.883743	5.4399	1.09564	0.493013	-2.32083	-0.00416152	-1.61498	-1.76056	5.86155	0.718269	1.15841	-2.09777	-1.54195	-1.29477	-1.65534	5.64462	1.58261	0.809832	-1.29554	-0.0478434	-1.234	-1.39181	5.40085	0.67411	1.34244	-2.35866	-0.39862	-1.26988	-1.28557	5.53238	0.879543	-1.698124e+01	-1.082662e+04	-1.084360e+04
5800	0.406517	-1.34461	-0.891239	-1.34973	-1.01447	5.54875	0.824119	0.126223	0.129539	0.120291	0.187241	0.949903	0.432773	0.21021	0.499945	0.369174	-1.69274	-1.11432	-0.601578	-0.651616	5.44958	1.50367	0.487541	-1.76879	-1.30471	-0.612687	-0.696398	5.35637	1.44867	1.07979	-1.64555	-0.704471	-0.983354	-1.65447	5.59583	0.791711	0.38714	-1.59944	-1.20383	-0.222978	1.21305	5.92637	0.778007	0.327038	-2.42717	-1.79591	-0.447224	-1.06924	6.22181	0.463384	0.573719	-2.08565	-1.11218	-0.357515	-0.900885	5.83992	1.53116	0.541619	-1.64293	-1.29145	-0.381274	-1.54429	6.14521	1.25201	0.71051	-1.05663	-1.39761	-1.16445	0.437725	5.87549	0.87352	0.720958	-0.273557	-1.28556	-0.371953	-0.469878	6.19687	1.24327	0.561734	-0.992157	-1.39553	-1.18427	0.385989	5.64727	0.792977	0.740512	-0.375315	-1.19228	-0.910798	-0.246446	6.35035	0.586617	1.14654	-1.1024	-1.4798	-1.24426	-0.908558	5.83791	0.987943	0.404885	-0.726182	-1.12627	-1.79156	0.173792	5.92736	0.89714	0.428329	-0.535829	-1.0201	-1.20129	0.546506	5.41762	0.975117	-4.847891e+01	-1.082763e+04	-1.087611e+04
5900	1.09861	-0.31193	-1.14848	-1.475	0.532748	6.0459	-0.0289623	0.182747	0.122406	0.118295	0.198687	0.147183	0.0989956	0.170739	0.49985	0.449434	-0.530818	-1.94429	-1.66305	0.661168	5.39095	0.748087	0.535185	-0.771675	-1.88423	-1.92199	0.384885	5.31634	1.16949	1.00532	-0.184144	-1.77897	-0.97091	0.251329	5.71539	0.871545	0.29541	-0.685605	-2.60337	-0.9508	0.492374	5.32232	0.793719	0.653842	-0.337531	-1.88379	-1.81751	0.698663	5.83629	1.2333	0.575454	-0.568614	-1.16741	-1.54058	1.05842	5.30761	0.567077	0.41591	-0.468766	-1.98373	-1.79161	0.146248	5.58817	1.41189	1.83753	-0.263423	-0.521834	-1.55109	0.627616	5.86498	0.12984	2.02339	-0.866898	-0.429325	-1.87485	1.3513	6.20888	0.65705	2.21722	-0.153588	-1.06712	-1.76175	0.743373	5.48048	-0.42177	1.74284	-0.352661	-0.261719	-1.56984	1.22818	6.33096	-0.138103	2.01071	-0.886329	-0.674888	-1.00465	1.20785	5.85803	0.226191	2.08296	-0.557114	-0.660607	-1.10721	1.19302	5.45929	0.484614	1.2884	-0.275895	-0.353617	-1.6355	0.0851353	6.22377	0.0843923	-3.279817e+01	-1.082968e+04	-1.086248e+04
6000	0.280361	-0.274748	-0.40954	-1.54702	2.13179	5.89638	0.618572	0.529061	0.132326	0.122422	0.170105	0.100382	0.0724401	0.080082	0.499915	0.33533	-0.0434892	-0.825222	-1.3354	1.4921	5.9673	0.846229	0.677989	-0.53282	-0.617383	-0.988744	1.66768	6.11478	1.07089	1.10727	-0.333251	-1.00351	-1.27299	1.4575	6.28467	0.887369	0.546183	-0.426394	-1.07078	-1.77592	1.57109	5.74491	0.878102	0.731812	-0.231437	-0.544099	-0.743614	1.32161	5.93129	1.02645	0.997152	-0.277858	-0.87171	-1.34559	1.54529	6.06568	1.37572	0.457562	-0.0310667	-1.64073	-1.37436	1.31534	6.15882	0.288896	1.29098	-0.0655511	-0.790075	-1.84059	2.2016	5.86389	0.631803	1.17439	-0.323676	-1.05533	-1.9708	1.61616	6.16014	1.10135	1.04804	-0.508501	-0.745734	-0.92217	1.725	5.67796	0.364685	1.35415	-0.192655	-0.526244	-1.22995	1.81725	5.61781	0.807469	1.14622	-0.130131	-1.05945	-0.979603	2.09983	5.60889	0.49464	1.1809	-0.373206	-0.451366	-1.53332	2.23219	5.81784	0.329868	1.56271	-0.152784	-0.671017	-1.20129	2.18945	6.46109	0.697082	-1.631349e+01	-1.082828e+04	-1.084459e+04
6100	1.00552	-1.09532	-1.39258	-1.60095	1.01626	5.30391	0.50254	0.115668	0.105476	0.186573	0.114327	0.142743	0.109582	0.0910779	0.49994	0.766294	-2.0555	-1.20492	-1.97229	1.30269	5.65235	0.564039	0.555969	-1.86386	-2.38349	-1.93136	1.1542	5.74422	0.129471	0.750043	-2.61035	-1.09823	-1.53113	1.34534	5.85885	0.55766	0.700808	-1.79771	-0.776163	-2.16251	1.70037	5.79037	0.8152	1.12781	-1.22926	-1.51499	-1.93078	1.78652	5.7264	0.604278	0.664185	-2.32649	-0.880311	-1.70308	0.445573	5.31631	0.973037	0.315279	-1.50641	-1.04327	-2.09869	1.54817	5.61342	0.834241	1.13831	-0.951165	-0.919175	-1.1135	0.399644	5.65386	0.478372	1.56601	-0.81329	-1.01489	-1.36326	-0.0417813	5.82859	0.562665	1.0229	-1.08505	-0.920376	-0.959821	0.19992	5.73347	0.824747	1.4292	-1.56018	-1.02045	-1.14748	-0.400052	5.37505	0.518515	0.797313	-0.930856	-1.27118	-1.21495	0.781637	5.32585	-0.0972728	1.85532	-0.610857	-1.22788	-0.827519	-0.435478	6.07224	0.10522	0.743997	-1.13213	-0.288507	-0.828892	0.251635	5.38753	0.406314	-3.263757e+01	-1.082776e+04	-1.086040e+04
6200	0.294564	-1.69002	-2.78058	-0.957379	2.10972	6.30969	1.27397	0.0685173	0.540677	0.129256	0.393193	0.270148	0.646527	0.122748	0.499948	0.567919	-1.11034	-3.08491	-1.56146	2.04013	6.06289	1.31362	0.597007	-1.11939	-2.46437	-1.47581	2.24298	5.84528	1.08782	0.692297	-1.89086	-3.03633	-0.770744	0.760275	5.59403	1.03683	0.747152	-0.781111	-2.5803	-1.99371	1.132	6.43087	1.23948	0.801837	-2.3404	-2.91607	-1.46026	1.98528	6.42687	0.67287	0.280828	-1.39128	-2.53208	-1.4713	1.81215	5.81569	1.51281	0.739409	-0.869127	-3.63066	-1.70343	2.2181	6.46145	0.834054	0.200687	-1.84778	-3.41815	-1.37785	1.32074	5.75605	1.09389	0.242035	-1.76565	-3.45251	-1.67088	1.02955	6.36282	1.29859	0.532031	-2.28959	-3.17088	-1.39048	1.44917	6.45856	0.455187	0.466875	-1.4271	-3.44245	-2.20782	0.520918	6.59713	1.08149	0.308672	-1.68929	-3.11132	-0.0104919	1.26181	5.83678	1.53354	0.0788615	-1.36938	-3.61134	-1.40206	0.815807	5.47365	0.752083	0.135074	-1.99954	-3.25418	-1.34852	1.18795	6.32794	1.06118	-4.495321e+01	-1.082758e+04	-1.087253e+04
6300	0.297	-0.487477	-3.26246	-1.99373	2.22413	6.14318	0.727197	0.256958	0.112807	0.474698	0.942657	0.59069	0.0662389	0.0763123	0.499972	0.805551	-0.662323	-2.17292	-1.91399	2.18515	5.93963	-0.0421777	0.334398	-0.952579	-2.32442	-2.12982	1.79029	6.2422	0.00428352	0.541155	-0.298207	-1.10392	-1.51667	2.10751	5.79061	-0.207215	0.81973	-1.25861	-2.27238	-1.78126	1.06505	5.72006	-0.203272	0.549385	-0.689608	-1.85603	-0.445804	1.23975	5.65871	-0.0942012	1.26183	-0.619459	-2.11736	-1.45407	1.67083	5.783	0.0855189	0.327125	-0.425693	-3.34032	-1.13821	1.37593	5.87445	0.0740573	0.226301	-0.533925	-2.87754	-2.22916	1.7631	6.42377	0.800045	0.272148	-0.297663	-1.6912	-1.70134	1.55167	6.37639	1.2281	0.730317	-0.476238	-3.03571	-1.95067	1.11256	6.17425	0.986063	0.0129181	-0.126024	-3.27039	-1.99893	1.47089	5.91474	0.662814	0.736306	-0.845509	-1.89969	-1.79466	1.22616	6.6708	0.715273	0.769671	-0.0849507	-1.84633	-1.91384	1.08344	6.39152	0.824718	0.487648	-0.163741	-2.35614	-1.45752	1.54412	6.4943	1.13709	-4.410202e+01	-1.082707e+04	-1.087117e+04
6400	0.545125	-0.282754	-1.52341	-1.47851	0.60797	6.50409	0.529075	0.0405607	0.137412	0.0734538	0.141437	0.119277	0.0841123	0.124748	0.499965	0.818134	-0.15842	-1.75829	-1.23599	0.633345	6.0092	0.388482	0.640564	-0.13703	-1.70062	-1.02918	0.697076	6.0543	0.168092	0.687082	-0.549262	-2.08075	-1.71735	0.77689	6.67696	0.995732	0.536179	-0.207599	-1.09729	-1.37664	0.420516	5.68824	0.58022	0.623772	-0.444868	-1.92295	-1.0415	0.381956	6.10157	0.577864	1.01867	-0.554851	-2.20862	-2.10784	0.603965	5.97269	-0.0202853	0.829383	-0.695774	-1.55599	-1.50145	0.583273	6.2003	1.5499	0.43343	-0.303573	-1.97555	-1.04065	0.343622	6.61664	0.327725	0.86309	-0.144973	-1.51583	-1.15181	-0.0113146	6.42012	0.520906	0.376751	-0.222888	-1.59101	-0.718248	0.516014	6.0437	0.229866	0.31547	-0.986679	-1.68563	-1.02712	0.222136	6.64289	0.314631	0.270371	-0.41833	-1.86413	-1.20696	1.0541	6.64814	0.365583	0.439228	-0.0182657	-1.88248	-0.716352	0.757095	6.26963	1.02907	0.297541	-0.567587	-1.80176	-0.937797	0.358599	6.24706	0.554435	-1.644710e+01	-1.082720e+04	-1.084365e+04
6500	0.33178	-0.803475	-1.26006	-1.9553	0.821966	5.53718	0.928564	0.127494	0.122012	0.15036	0.0872485	0.0893251	0.0879253	0.249085	0.49998	0.502115	-0.939989	-1.0177	-2.08862	0.776733	5.90432	0.0823685	0.576972	-1.43175	-0.698633	-2.06173	0.864679	5.96935	0.876708	1.26731	-0.655428	-1.0423	-1.84902	0.903448	5.85853	-0.264578	1.21571	-0.971212	-1.06197	-1.95723	0.547206	5.85124	-0.0817493	0.0399911	-0.957455	-1.30869	-1.80735	0.400207	6.2073	-0.584583	1.29157	-0.508189	-1.15643	-2.01969	1.05808	5.92466	-0.313304	0.089157	-0.686171	-0.783467	-1.8523	0.785902	5.8428	0.762294	0.447393	-0.537094	-1.23019	-1.8529	0.931954	5.61638	1.6067	0.334546	-0.516317	-1.74082	-1.42178	0.948468	5.93747	0.901486	0.706435	-0.255402	-1.12563	-1.88805	0.550989	5.58245	1.0275	0.913646	-1.06112	-1.09249	-1.9164	0.755621	5.87064	1.29456	0.721546	-0.231233	-1.52938	-1.81278	1.08977	5.95154	1.57869	0.247829	-0.906044	-2.00443	-1.7997	0.750895	6.04032	1.15389	0.385031	-0.887017	-0.951187	-1.73021	0.741021	6.15184	1.49135	-1.370690e+01	-1.082690e+04	-1.084061e+04
6600	0.882976	-0.210541	-0.855101	-1.36846	0.504588	5.41108	0.20212	0.387652	0.196627	0.141527	0.23784	0.112038	0.643886	0.231255	0.499979	0.614259	-0.731407	-0.547165	-1.71141	0.423626	5.53899	0.374293	1.51975	-0.865358	-0.922149	-0.925251	0.833937	6.13009	0.120864	1.00669	-0.497728	-0.247189	-0.427191	0.255739	5.4718	-0.288484	0.604575	-0.620693	-0.461563	-2.05653	0.551649	5.82843	0.565483	1.0262	-0.736973	-0.350411	-0.893122	0.359683	5.84617	0.28171	0.5061	-1.77292	-0.240207	-2.14171	1.00472	5.74263	0.293726	0.974783	-0.155045	-0.232158	-1.46214	0.77731	5.48964	-0.4057	0.0043924	-0.0777389	-1.18712	-1.69919	1.09611	6.39945	-0.17398	0.0385815	-0.256974	-0.726032	-1.48523	1.03857	5.40801	0.292886	0.740352	-0.024255	-1.14028	-0.804115	1.0708	6.34536	-0.0350499	0.341964	-0.0472709	-0.816145	-2.08846	1.50703	6.23328	-0.296174	0.143468	-0.412204	-1.36541	-1.45297	0.777235	6.43738	0.435674	0.157934	-0.270229	-1.22011	-1.7132	1.74594	6.1986	0.581074	1.10378	-0.0942768	-1.32329	-0.892	0.840831	5.97083	0.0709986	-4.288344e+01	-1.082692e+04	-1.086980e+04
6700	1.02969	-0.840891	-0.17022	-0.507207	1.08114	6.12851	0.0942696	0.238383	0.0757216	0.0556403	1.23925	0.116486	0.0790734	0.127795	0.499966	1.20736	-0.492798	-0.399487	-0.829075	0.617681	5.88912	-0.0507923	1.10627	-0.231752	-0.533203	-1.94406	0.430135	5.73277	0.188013	0.734967	-0.143843	-0.212501	-1.2305	0.675548	5.38012	-0.0411704	1.36761	-0.148646	-0.298768	-0.530087	0.872635	5.7799	0.0769902	1.284	-0.529116	-0.592844	-1.81129	0.830294	5.63141	0.155438	1.20046	-0.145345	-0.337532	-1.24004	0.839226	6.25493	-0.140063	1.29235	-0.268296	-0.602791	-1.0659	1.16172	6.03966	0.505448	0.956404	-0.852308	-0.404903	-1.42346	0.945462	6.13245	0.251018	0.437053	-0.638649	-0.995415	-0.626604	1.18635	6.40186	0.469267	0.573995	-0.818823	-0.763563	-1.75382	1.07015	5.75767	0.146538	1.30142	-0.741422	-0.568318	-1.03653	1.11907	5.76875	0.00234187	0.56835	-0.932031	-0.363711	-0.453514	1.20011	6.44295	0.449469	0.756057	-0.77221	-0.513854	-1.54098	0.887053	6.22317	0.372046	0.921275	-0.0093623	-0.369365	-1.75432	0.886144	6.05351	0.304967	-2.441377e+01	-1.082720e+04	-1.085162e+04
6800	1.85595	-0.648496	-1.1831	-1.7918	0.775066	5.87032	-0.655369	1.13731	0.0585485	0.331115	0.155002	0.108961	0.324227	0.553749	0.499939	1.76682	-0.4677	-0.860956	-1.42952	0.963276	5.80612	0.20615	1.08739	-0.190498	-1.10644	-1.46533	0.825993	6.0241	1.35759	0.921432	-0.142449	-1.37387	-1.5309	0.966066	5.83355	-0.480787	1.63188	-0.465556	-1.37256	-1.55636	1.03969	5.592	-0.437256	2.12448	-0.405904	-1.34647	-1.59178	0.947131	5.43119	0.488621	2.29495	-0.162179	-1.17464	-1.1443	1.22923	5.64366	-0.538025	0.867852	-0.268286	-0.82546	-0.552307	1.11065	6.53262	-0.387666	1.50035	-0.112221	-0.544016	-1.96671	0.587627	5.59299	1.16173	1.648	-0.191638	-0.817686	-2.21695	0.245276	6.09676	0.110976	0.599345	-0.374442	-1.51037	-2.2328	1.0577	5.75787	0.740958	1.60797	-0.56371	-1.13488	-2.19761	1.02333	5.99072	1.22346	1.13954	-0.276675	-0.35464	-2.26055	0.771375	5.50325	0.429206	1.09192	-0.220893	-0.850603	-1.91881	0.663821	6.00044	1.31199	1.71357	-0.102747	-0.348337	-2.14643	0.271503	5.45476	1.55303	-4.349837e+01	-1.082776e+04	-1.087126e+04
6900	1.80124	-0.185192	-2.09227	-1.85215	0.0617288	5.95039	-0.282908	0.293198	0.201965	0.253073	0.627473	0.0753822	0.181716	0.165798	0.499989	1.72234	-1.16965	-1.89116	-1.74084	0.573296	5.61084	-0.0834341	1.60819	-1.93327	-1.98418	-0.852089	1.0502	5.78235	-0.681811	1.65443	-1.08137	-2.04444	-1.64628	0.495458	5.69531	-0.0134052	1.09302	-1.12544	-1.93661	-1.43413	0.780607	5.54935	0.205924	1.5532	-1.38688	-1.85225	-1.96486	0.6679	5.69646	0.0729651	2.13151	-1.55901	-2.00002	-1.69236	0.784646	5.4253	0.410309	1.58512	-0.569626	-1.44185	-1.50945	0.60942	5.62319	-0.0977906	1.10233	-0.504138	-2.20479	-1.06753	0.198733	5.84355	0.0537609	0.779262	-0.170352	-0.942375	-1.47715	0.106949	6.09732	0.307062	0.66304	-0.861868	-2.35439	-2.25498	0.1689	5.67327	0.47072	1.18868	-0.146373	-2.24692	-0.785485	0.491833	6.04844	0.566719	0.799194	-0.142827	-2.81432	-0.516688	0.314633	5.76036	0.463105	1.07519	-0.528211	-2.89919	-0.674804	-0.202931	6.41095	0.32927	0.880266	-0.709659	-2.74164	-0.841376	0.349531	5.53529	-0.27431	-3.959639e+01	-1.082669e+04	-1.086629e+04
