iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1.1)	lnkDCVCC(1.1.1)	lnkElimDCVCC(1.1.1)	lnkElimNDCVCC(1.1.1)	lnISkDCVG(1.1.1.1)	lnISkDCVC(1.1.1.1)	lnISkNDCVC(1.1.1.1)	lnISkDCVG(1.1.1.2)	lnISkDCVC(1.1.1.2)	lnISkNDCVC(1.1.1.2)	lnISkDCVG(1.1.1.3)	lnISkDCVC(1.1.1.3)	lnISkNDCVC(1.1.1.3)	lnISkDCVG(1.1.1.4)	lnISkDCVC(1.1.1.4)	lnISkNDCVC(1.1.1.4)	lnISkDCVG(1.1.1.5)	lnISkDCVC(1.1.1.5)	lnISkNDCVC(1.1.1.5)	lnISkDCVG(1.1.1.6)	lnISkDCVC(1.1.1.6)	lnISkNDCVC(1.1.1.6)	lnISkDCVG(1.1.1.7)	lnISkDCVC(1.1.1.7)	lnISkNDCVC(1.1.1.7)	lnISkDCVG(1.1.1.8)	lnISkDCVC(1.1.1.8)	lnISkNDCVC(1.1.1.8)	LnPrior	LnData	LnPosterior
6950	0.584593	0.869632	0.925583	1.21797	0.591679	0.852366	0.808923	0.222628	0.414761	0.835043	0.72257	2.09641	-1.19202	-2.58144	3.53821	4.56067	-1.60481	-4.19021	1.111	0.0572712	0.0932618	0.351502	4.16923	1.63724	7.92948	2.33708	-1.40836	-2.53607	3.5183	3.70926	-2.14386	-2.24346	3.402	-1.89719	-1.74079	2.21549	-1.25963	-1.63144	3.07424	-0.958048	-3.4906	3.16414	-2.7338	-1.70405	3.52999	-1.85421	-4.16552	3.74292	-2.449	-4.50094	3.38458	-1.9108	-4.29892	-6.585491e+001	-6.211842e+002	-6.870391e+002
7000	0.423526	0.85784	1.00069	1.03765	0.408816	0.801855	0.630774	0.246648	0.317129	0.637285	0.801642	1.8453	-1.85716	-2.47358	3.78219	4.57601	-0.433833	-4.31591	0.101637	0.197781	0.12863	0.49694	1.75845	1.33748	6.56291	1.88337	-1.89044	-2.53992	3.38507	3.6004	-1.37796	-1.30567	3.53415	-1.60509	-3.50822	3.51106	-0.865748	-2.60196	4.05502	-1.73933	-3.90539	3.11775	-1.99316	-2.33593	3.82168	-0.881126	-3.6954	4.39495	-1.38457	-4.44665	4.39588	-1.58832	-4.00053	-5.552952e+001	-6.140842e+002	-6.696137e+002
7050	0.63593	0.989879	0.81093	1.06753	0.447882	0.839382	0.694441	0.393343	0.411888	0.572863	0.861145	0.690645	-1.73977	-2.24094	0.496447	4.31119	-1.09361	-3.46735	0.224146	0.120879	0.105602	1.22096	1.05016	0.826809	1.34023	1.88196	-1.5672	-2.66498	3.52514	3.16479	-1.83645	-3.24248	4.05829	-1.88551	-2.78322	2.96198	-1.20887	-2.27466	3.03098	-1.108	-2.85202	3.15902	-2.07657	-2.10777	3.6968	-1.45899	-3.29203	4.20303	-1.10105	-4.06022	3.7974	-1.31269	-3.25466	-6.120467e+001	-6.119037e+002	-6.731084e+002
7100	0.497916	0.914689	0.882881	0.915665	0.464426	0.812802	0.91993	0.362132	0.857019	0.549103	0.682518	2.54563	-0.802109	-2.26255	2.97966	3.44332	-1.97309	-2.36109	0.0947448	0.122136	0.0552141	0.114628	0.880503	0.662432	1.40966	2.43319	-1.43982	-1.77195	2.67818	2.75945	-1.74626	-1.12951	2.85767	-1.62721	-1.06631	2.34459	-1.41347	-1.61202	2.85615	-1.91332	-2.75051	3.64099	-2.95807	-2.39692	3.90233	-1.72968	-1.7472	3.92764	-1.52473	-1.59686	3.44091	-1.11165	-1.52563	-5.341038e+001	-6.232526e+002	-6.766630e+002
7150	0.501956	0.997274	0.904976	0.983825	0.565124	0.820991	0.788109	0.346002	0.446399	0.619494	0.925789	1.83638	-1.05578	-2.00921	3.47274	4.36119	-2.07979	-2.84438	0.141891	0.245623	0.147909	0.093665	1.26131	1.67382	2.86548	1.69755	-0.858897	-2.16183	3.42621	3.77755	-2.88934	-3.59854	3.76123	-2.93451	-2.2357	3.27812	-1.65908	-2.19359	3.44986	-1.71427	-1.91443	3.24143	-2.06033	-0.673584	3.87259	-1.26679	-1.29584	4.19958	-2.12421	-2.26624	4.24292	-2.25151	-1.91742	-5.161940e+001	-6.139878e+002	-6.656072e+002
7200	0.462701	0.914909	0.836442	1.12423	0.382024	0.81107	0.930008	0.429425	0.498469	0.734688	0.795577	1.67395	-1.95297	-2.06194	3.39436	4.55569	-1.94923	-2.07801	0.104909	0.289406	0.18552	0.0886512	1.09631	1.38106	2.41676	1.88243	-1.53606	-2.27753	3.41217	4.37212	-2.13039	-2.17639	4.2966	-1.34008	-1.86592	3.47985	-1.49611	-3.61882	3.17284	-1.66703	-3.72662	3.59941	-2.39302	-1.76438	3.77104	-1.03756	-1.86546	4.49369	-1.12902	-2.10536	4.11037	-1.74834	-2.03969	-5.037151e+001	-6.175673e+002	-6.679389e+002
7250	0.478757	0.853493	0.962596	1.09287	0.358818	0.729874	0.717497	0.292082	0.533906	0.743008	0.664221	2.22761	-1.79107	-2.75391	3.48189	3.11411	-2.30853	-4.5688	0.0831989	0.192831	0.0596372	0.127251	1.18174	2.34532	2.55757	2.39318	-1.68872	-2.3349	3.77917	3.38004	-1.51871	-2.16155	3.17914	-1.68436	-2.82068	2.69759	-1.42038	-3.35877	2.42476	-0.072362	-4.5054	2.92516	-1.22744	-0.626188	3.5307	-1.70319	-4.04733	3.90883	-1.43974	-4.21315	3.65116	-0.605854	-2.00051	-5.694411e+001	-6.118238e+002	-6.687679e+002
7300	0.572737	0.915824	0.920198	1.10501	0.491544	0.860806	0.742604	0.40752	0.51043	0.855172	0.694586	2.84658	-1.30307	-0.986891	3.90995	4.03961	-3.59058	-4.50501	0.099808	0.132334	0.145794	0.200906	1.60363	2.24437	2.42912	2.66627	-1.05396	-1.4253	3.79442	2.77807	-2.33068	-1.75464	3.78159	-2.55792	-4.01299	2.54149	-1.80072	-3.11094	3.08102	-0.592541	-3.97681	2.57064	-1.94203	-1.44069	3.43722	-3.14662	-3.6993	3.88844	-2.44868	-2.24046	3.87909	-2.29359	-4.28904	-5.663687e+001	-6.187717e+002	-6.754086e+002
7350	0.693851	0.946022	0.914267	0.984009	0.361288	0.844838	0.993576	0.504961	0.540503	0.771305	0.689135	2.97601	-0.894795	-1.81985	3.74137	2.98234	-1.25787	-3.61188	0.0876663	0.222644	0.276867	0.1024	1.38222	2.67623	1.27574	2.49817	-1.2698	-1.86743	4.02187	2.65832	-1.99543	-2.49785	2.7338	-2.23619	-3.30893	2.62982	-2.109	-3.19177	2.84423	-1.49581	-2.2374	2.45027	-2.41123	-2.18415	4.0652	-1.95179	-3.91212	3.13495	-2.09413	-2.54411	3.48716	-2.171	-4.09706	-5.710933e+001	-6.183134e+002	-6.754228e+002
7400	0.607452	0.916044	0.881606	0.978517	0.417425	0.861227	0.950558	0.506928	0.434131	0.740216	0.738054	2.19063	-0.810806	-2.37448	4.5412	3.30784	-2.21811	-3.34109	0.221086	0.240077	0.0866609	0.338487	0.977574	1.07695	1.6571	2.63105	-0.964062	-2.50751	4.0916	3.03318	-2.11306	-2.02813	2.62245	-2.14147	-2.79121	2.13017	-1.43241	-2.74978	2.83041	-1.93448	-3.81823	2.02747	-3.89908	-3.80866	3.13813	-2.50295	-2.88472	2.82955	-1.68898	-3.97521	3.68507	-2.60616	-4.39013	-5.438169e+001	-6.152593e+002	-6.696410e+002
7450	0.525707	0.860675	0.907454	0.982596	0.402078	0.847581	0.679046	0.235178	0.480667	0.603026	0.650872	2.24293	-0.731338	-1.81048	3.59677	3.26996	-2.47286	-2.89361	0.20953	0.192916	0.0597142	6.41194	0.637692	2.14174	1.2573	2.20246	-0.810862	-1.72331	4.26435	3.58479	-2.66867	-2.63217	3.64878	-2.32022	-3.04726	2.90536	-1.97589	-3.21355	2.9728	-1.1288	-3.5688	3.06121	-2.20716	-1.28004	3.03549	-2.09113	-3.69617	3.87326	-1.41922	-3.15369	3.92461	-2.03741	-1.8611	-6.256780e+001	-6.124345e+002	-6.750023e+002
7500	0.340298	0.824791	1.00732	1.02712	0.340623	0.803657	0.644792	0.335547	0.43605	0.827391	0.688267	2.3159	-1.65362	-1.63723	4.42497	4.42288	-2.14695	-3.93853	0.447744	0.187231	0.0839559	0.109881	3.04475	1.31866	1.59267	1.8214	-0.786749	-1.42778	4.47873	3.64069	-2.25403	-2.42659	3.89649	-2.89187	-4.38857	3.6891	-2.33512	-4.09257	3.69928	-1.24511	-2.98691	3.91268	-3.31292	-4.36072	3.96965	-2.63679	-4.13485	4.58188	-2.31732	-3.76885	4.44101	-1.9361	-2.41139	-5.154891e+001	-6.124189e+002	-6.639678e+002
7550	0.403847	0.854336	0.960711	1.09319	0.475905	0.859803	0.600357	0.565108	0.553173	0.635201	0.736123	2.03109	0.175924	-0.299149	3.46416	3.73887	-3.97854	-4.13909	0.150099	0.313332	0.0858215	0.329869	0.657985	1.6726	1.43124	1.97154	-0.01415	-0.257909	2.94013	3.74885	-3.34157	-2.04876	4.45353	-3.90166	-2.63802	3.00915	-3.58211	-3.23079	3.47174	-2.9066	-2.84242	3.09853	-4.20238	-4.49653	3.61621	-3.47501	-3.74807	4.44888	-3.72925	-3.3783	4.09079	-3.68333	-3.85385	-4.961014e+001	-6.187381e+002	-6.683482e+002
7600	0.524893	0.872238	1.00709	1.02408	0.512712	0.866741	0.952349	0.554802	0.249139	0.552486	0.525319	2.4901	0.613094	-0.712744	3.98494	4.38987	-3.83757	-4.51598	0.152961	0.103351	0.249489	0.197759	1.14198	1.63354	1.41626	1.71232	0.322834	-1.40611	4.51947	3.91287	-3.24006	-2.45434	4.4249	-4.1203	-3.86399	3.7254	-2.13366	-2.25577	3.78946	-2.08862	-4.52566	3.60808	-4.29073	-2.96966	3.68924	-3.33504	-4.40077	4.15616	-2.79866	-3.96619	4.15582	-3.5882	-3.21468	-4.979728e+001	-6.176922e+002	-6.674895e+002
7650	0.486329	1.00674	0.972383	0.974413	0.403532	0.884413	0.689548	0.49119	0.563206	0.619338	0.908847	2.78462	-1.06632	-0.508364	3.50909	4.55697	-3.59218	-2.26273	0.207694	0.165391	0.0798293	0.0876865	0.905842	1.57341	1.6327	1.66487	-0.0632592	-0.515909	3.08475	3.74988	-3.6466	-2.47036	4.00932	-3.86856	-2.05789	4.22179	-2.73905	-1.50674	3.6354	-2.92027	-1.82724	3.89393	-3.76883	-4.31945	4.14809	-4.04967	-2.8146	4.32337	-3.37421	-2.44081	4.08872	-3.21825	-2.26503	-5.204478e+001	-6.227042e+002	-6.747490e+002
7700	0.714605	0.899539	0.868727	1.06549	0.412795	0.831047	0.748257	0.495248	0.430881	0.922846	0.610744	1.6489	0.126562	-0.623211	4.2013	3.56563	-4.27235	-3.75406	0.335069	0.407672	0.186076	0.232781	1.57948	1.16011	3.77109	2.25153	0.391673	-1.19224	3.47649	2.9654	-4.03589	-1.80508	3.13503	-3.25467	-1.73379	2.697	-3.04963	-1.41203	2.29768	-2.47714	-4.45894	2.45982	-4.28253	-1.05674	2.99356	-4.08705	-3.14379	4.59376	-2.97019	-4.24171	4.29602	-4.41948	-4.13387	-6.106343e+001	-6.232320e+002	-6.842955e+002
7750	0.3665	0.918103	0.865952	0.929072	0.454057	0.757245	0.778166	0.268046	0.37576	0.75823	0.721363	1.90492	-0.455225	-0.892087	3.73009	4.57359	-4.0115	-2.6379	0.104627	0.320842	0.0589525	0.128748	0.609116	1.53633	1.33358	1.63634	0.197452	-0.768392	3.88816	3.98052	-3.43601	-2.14518	4.36838	-3.4141	-3.81693	3.45384	-3.05215	-2.74034	3.99688	-2.68496	-1.81658	4.23111	-3.69678	-1.35472	4.21053	-3.2567	-3.67749	4.24398	-2.93726	-3.40334	4.27536	-3.18663	-4.53966	-4.698602e+001	-6.112617e+002	-6.582478e+002
7800	0.550739	1.0651	1.04805	0.996685	0.45566	0.733961	0.885364	0.407531	0.473041	0.881005	0.754636	0.82405	-0.688871	0.226168	2.85869	4.14674	-3.27349	-3.06956	0.309847	0.139496	0.188868	0.0937316	1.38847	0.745875	2.55398	1.60054	-0.325131	-0.733209	2.90632	3.9406	-3.44075	-2.73266	4.15662	-2.56041	-2.13232	3.25216	-2.79683	-2.74289	3.86315	-2.28274	-2.82188	3.24188	-3.32936	-3.06554	4.05128	-2.82536	-4.14498	4.57479	-3.04375	-3.4138	3.53248	-3.25551	-2.65051	-5.318018e+001	-6.219749e+002	-6.751551e+002
7850	0.635116	1.00431	0.966373	0.957018	0.427005	0.86604	0.786512	0.518271	0.393972	0.70902	0.650639	1.60066	-0.647688	-0.0667331	2.73142	2.53598	-4.4642	-3.38154	0.257274	0.119351	0.273196	0.136203	1.53582	1.45711	1.33334	2.50055	0.0429519	-0.348911	3.05421	2.45949	-2.84522	-1.26711	3.86914	-3.3206	-3.39788	2.55492	-3.14239	-2.34435	2.3213	-3.67027	-3.40552	3.09578	-3.80258	-2.4482	2.9576	-3.61684	-2.93807	3.53703	-3.35933	-3.68353	3.05389	-3.48204	-2.86702	-5.595327e+001	-6.185432e+002	-6.744965e+002
7900	0.642042	1.16745	0.953338	0.92901	0.6318	0.716365	0.601613	0.501689	0.434535	0.681421	0.50586	3.62601	-0.0460571	-0.365631	2.10843	2.10711	-3.92385	-3.79054	0.333418	0.229925	0.308969	0.19177	0.605447	1.05572	4.52837	3.1843	0.0801645	-0.358356	3.3941	3.12776	-3.64751	-2.57057	2.08535	-3.60793	-3.45231	1.95834	-3.09071	-2.54052	1.71198	-2.76806	-4.01374	1.29075	-4.26298	-3.17412	1.80428	-3.84804	-3.40985	1.93237	-2.51826	-3.82464	2.38781	-3.74869	-2.4168	-6.052694e+001	-6.288735e+002	-6.894004e+002
7950	0.484184	0.97009	1.10567	1.00632	0.535044	0.716967	0.572216	0.313121	0.355522	0.517236	0.650756	3.1033	0.178101	-0.726365	4.36083	3.65119	-3.72908	-3.81489	0.119995	0.154963	0.280728	0.10624	1.21684	1.28458	1.06081	2.77241	0.276506	-0.337345	4.22504	2.65698	-3.18637	-2.42573	3.50344	-3.5676	-3.75738	2.15079	-2.99049	-2.85106	3.03219	-2.91898	-2.5594	3.14092	-4.20277	-3.067	2.63092	-3.76968	-3.70921	3.10233	-3.12332	-3.85091	3.31935	-2.82778	-2.97966	-4.752853e+001	-6.173350e+002	-6.648635e+002
8000	0.42185	0.981247	0.992996	0.939199	0.630405	0.923709	0.715796	0.30834	0.378936	0.558074	0.908843	1.96356	1.09428	-0.00232117	3.72443	4.44078	-4.40127	-4.27087	0.103547	0.213577	0.067424	0.143113	0.94202	1.35729	4.19295	2.04395	0.89931	-0.192155	4.42426	3.33282	-4.28255	-3.08972	4.47338	-3.80312	-3.75747	3.30828	-3.0404	-2.28867	4.29611	-4.27437	-3.26114	3.40977	-4.31502	-2.21316	3.73189	-4.26998	-3.86081	4.3683	-3.56994	-3.89059	4.01033	-4.03613	-3.93318	-4.567167e+001	-6.220159e+002	-6.676876e+002
8050	0.556465	1.07288	0.836685	0.949935	0.479354	0.813779	0.710233	0.537406	0.434263	0.780468	0.637375	1.76181	0.34546	-0.0748675	3.90904	4.48974	-4.5802	-3.90324	0.221468	0.364649	0.0886352	0.490885	1.73737	1.15796	2.48843	2.14081	0.512847	-0.504078	3.654	3.08336	-4.24173	-3.29415	2.66799	-3.66328	-3.07905	2.97263	-2.93068	-2.51749	3.82176	-3.8344	-3.91696	3.78049	-4.23469	-2.19116	3.73127	-4.35247	-4.49253	4.15732	-3.27619	-2.76982	3.80513	-3.87453	-4.47571	-5.199590e+001	-6.207985e+002	-6.727944e+002
8100	0.395048	0.966515	0.928631	1.00378	0.474092	0.765417	0.709049	0.390965	0.457576	0.695208	0.746225	2.57601	0.740417	1.51674	4.53122	3.12832	-4.57782	-2.51237	0.173968	0.220417	0.0927164	0.138399	0.65436	1.53267	1.13178	2.38531	0.761585	0.853974	4.11562	3.03504	-3.40997	-2.03181	3.54615	-3.72174	-2.5456	2.76684	-3.99675	-3.82271	3.00763	-3.43294	-2.87351	2.98185	-4.1992	-1.19072	3.60199	-4.37183	-3.9898	4.0638	-4.42795	-3.97073	3.63309	-3.60498	-1.54522	-5.045745e+001	-6.109441e+002	-6.614016e+002
8150	0.649332	0.901916	0.881385	0.967038	0.51729	0.791647	0.628477	0.39012	0.48626	0.777158	0.591582	2.58416	1.48644	-0.178336	4.34972	3.97019	-4.60135	-3.98236	0.197262	1.8016	0.0468593	0.200887	0.93974	0.566643	3.14633	1.84628	0.265083	-0.140262	3.74374	3.69526	-3.86187	-2.35246	3.2149	-4.09682	-3.36484	3.49173	-3.48966	-3.25593	3.1901	-2.56503	-3.8493	3.89882	-4.55922	-2.31939	3.49582	-3.58248	-3.70255	4.37647	-4.30884	-2.19791	3.65307	-3.26994	-3.34942	-6.026745e+001	-6.178508e+002	-6.781182e+002
8200	0.661655	0.991279	0.736389	0.981405	0.41018	0.776883	0.953377	0.315641	0.458484	0.77734	0.847944	1.94382	-0.674859	1.25069	4.19608	4.38488	-4.38439	-4.11145	0.146594	0.439935	0.589879	0.189822	0.997802	1.63827	2.10379	1.82411	0.423752	-0.741791	4.27657	2.82335	-3.80571	-3.07618	4.41686	-3.80351	-3.65718	2.28379	-3.04943	-2.71124	3.5491	-3.56923	-2.10266	2.73093	-4.08553	-3.31289	3.94486	-4.51955	-4.2995	4.0664	-3.44566	-3.08295	4.28506	-3.39232	-3.60699	-5.800423e+001	-6.174750e+002	-6.754792e+002
8250	0.484952	0.955459	0.885595	0.990961	0.426973	0.864397	0.755578	0.577399	0.426285	0.707267	0.65869	2.19045	0.938603	-0.152445	3.66007	4.53117	-4.56681	-4.1623	1.06536	0.0705608	0.231258	0.19844	1.72161	0.972991	4.32063	1.72055	0.695756	-0.863332	3.68252	4.06859	-4.4325	-3.63796	4.02449	-3.95496	-2.97179	3.46005	-3.00142	-1.62826	3.85308	-3.42983	-2.56075	3.01293	-4.31148	-2.40658	3.79376	-3.86469	-3.52146	4.131	-3.50536	-4.39725	4.5216	-4.56105	-4.45821	-5.364340e+001	-6.122912e+002	-6.659346e+002
8300	0.569523	0.785392	1.04016	0.976875	0.473707	0.811796	0.913417	0.483463	0.388359	0.745455	0.936852	1.1818	0.858935	-0.302757	2.69506	4.2635	-4.53462	-1.02962	0.137732	0.120744	0.0843588	0.0666487	1.62083	1.05308	1.55439	2.06264	0.755233	-0.173324	2.83399	3.06637	-3.85062	-0.898752	3.76981	-4.45286	-2.33637	2.91309	-3.59189	-0.986516	3.95647	-3.61215	-0.890725	2.28665	-4.11734	0.0392122	3.73019	-4.27263	-2.91459	4.20271	-4.03952	-2.95437	3.82079	-3.49163	-2.31904	-4.986643e+001	-6.207959e+002	-6.706624e+002
8350	0.603607	0.758994	1.00049	1.03552	0.452065	0.759693	0.618937	0.371976	0.736005	0.77008	0.728886	1.92744	0.685253	-0.848975	2.84473	4.16215	-4.53754	-1.40055	0.108004	0.0516452	0.137066	0.129416	1.63091	5.35963	0.793478	2.21744	0.52808	-0.137218	2.75907	3.96076	-4.40113	-1.89218	3.74708	-3.97675	-1.72116	3.4806	-3.36739	-1.1278	4.09527	-2.47338	-0.545024	2.46589	-3.40357	0.249573	3.94515	-4.34405	-1.74687	4.3366	-3.76923	-1.71966	3.40737	-3.92405	-2.50483	-5.328881e+001	-6.254837e+002	-6.787725e+002
8400	0.540814	0.985181	0.882046	1.09789	0.577397	0.729899	0.750204	0.19365	0.462538	0.656416	0.620832	2.76711	0.987991	0.587297	2.35384	3.86442	-3.9883	-2.39618	0.106655	0.148137	0.0796438	0.0564944	2.77833	2.07634	1.30325	2.02624	0.811991	0.795511	2.34181	2.58007	-4.2986	-0.939137	3.05954	-4.32978	-2.10397	2.41692	-3.7167	-1.67352	3.20352	-4.03687	-1.99153	2.60688	-4.37414	-0.402597	2.96843	-3.67751	-1.99079	3.67951	-3.88838	-2.86858	4.10929	-2.57759	0.211165	-5.496496e+001	-6.233533e+002	-6.783182e+002
8450	0.706412	1.01513	0.74621	0.964533	0.561147	0.602982	0.451936	0.477035	0.728551	0.659973	0.696842	1.75396	0.44093	1.53787	2.73563	4.35836	-4.28645	-1.4551	0.0566578	0.508591	0.0882846	0.0880643	1.04869	1.41494	0.649558	1.78754	1.46095	1.37638	2.90075	3.68415	-4.46693	-0.969304	2.88933	-3.42481	-0.966146	2.59394	-4.37567	-1.90968	4.09313	-3.88445	-2.05787	2.58282	-4.43329	-1.43725	3.69565	-4.19716	-3.4848	4.27044	-4.45599	-2.55028	4.39011	-3.59421	-1.3403	-5.127658e+001	-6.228218e+002	-6.740983e+002
8500	0.6718	0.94198	0.734091	0.986296	0.508242	0.644485	1.00238	0.59631	0.463464	0.712831	0.664386	2.69216	1.7053	1.78257	3.05465	2.56151	-4.54969	-2.53672	0.111372	0.082762	0.135533	0.128272	1.94193	1.09593	4.41923	2.80023	1.21295	1.50845	3.12607	2.09902	-4.19892	-2.48049	2.81192	-4.27183	-2.43356	1.37197	-4.58909	-3.4383	2.37874	-4.12831	-2.17509	2.60961	-4.27105	-1.04218	2.86054	-4.37432	-3.42296	3.20085	-4.50873	-3.83586	3.28188	-3.76881	-2.07204	-5.073034e+001	-6.225356e+002	-6.732660e+002
8550	0.670345	0.894753	0.739531	0.951271	0.725638	0.738276	0.631172	0.316897	0.353076	0.721203	0.770005	3.16559	0.721091	0.211477	4.41132	2.48239	-4.45711	-4.48602	0.105303	0.127556	0.108651	0.145425	0.624525	2.14866	1.38721	2.96428	0.827658	0.324903	4.46863	1.59772	-4.36284	-3.15466	2.75386	-3.97172	-3.90749	1.15783	-3.56454	-3.8659	2.62498	-4.0102	-4.45184	2.10482	-4.5944	-2.96092	2.35522	-3.92839	-4.24372	2.52944	-3.81946	-3.52878	2.86011	-4.09244	-3.68312	-4.278624e+001	-6.146443e+002	-6.574306e+002
8600	0.550794	0.890991	0.932343	1.04877	0.451387	0.840453	0.740475	0.416739	0.348625	0.674927	0.693883	3.46157	-0.355384	0.08149	4.01856	1.84375	-3.32261	-2.27793	0.0727186	0.567146	0.125412	0.10511	0.897909	1.2436	0.890604	3.62422	0.38361	-0.623753	4.31002	1.75926	-4.12401	-3.01927	1.80065	-3.91165	-3.9854	1.76273	-3.24246	-3.54962	1.0845	-2.97877	-3.94167	1.60586	-3.73712	-1.86877	2.12118	-2.7019	-2.44981	2.53107	-2.89627	-3.07717	2.96299	-3.77976	-2.83152	-5.684276e+001	-6.129624e+002	-6.698052e+002
8650	0.64539	1.05788	0.802785	0.945507	0.580613	0.733595	0.573724	0.480912	0.410221	0.561309	0.836973	3.43741	0.783849	0.645718	4.14588	1.60911	-4.54591	-4.06996	0.0602338	0.1792	0.256356	0.0766297	2.0156	1.67607	1.72035	3.24213	0.320645	0.0682757	4.06237	1.62309	-3.80294	-3.18109	2.05888	-3.72864	-4.49449	1.68676	-2.92517	-3.09661	1.52324	-3.18465	-3.19033	2.21935	-4.47232	-4.30358	2.14346	-3.98484	-3.70534	2.35118	-3.72592	-2.79882	2.88839	-3.83075	-2.7899	-4.983038e+001	-6.198161e+002	-6.696465e+002
8700	0.617829	1.06311	0.949138	1.06129	0.490429	0.782008	0.731424	0.288078	0.574937	0.643881	0.763718	2.20091	0.849656	0.521518	3.23031	3.4542	-4.55918	-2.46667	0.186935	0.104417	0.111109	0.360238	0.914985	2.33587	2.7867	2.29562	0.74876	0.412714	3.58374	3.88995	-3.99908	-1.9311	3.65657	-3.86742	-3.26636	2.72465	-4.20212	-2.785	3.16271	-3.40926	-4.48865	3.18213	-4.31223	-2.93782	3.33375	-3.61146	-3.65635	3.56613	-4.07235	-4.26749	3.59737	-3.179	-2.00762	-5.140872e+001	-6.170790e+002	-6.684877e+002
8750	0.488413	0.874541	0.933661	0.988835	0.391136	0.809091	0.787121	0.410922	0.462302	0.585103	0.65023	2.5565	1.19265	-0.777579	4.35534	2.40615	-4.21601	-4.08885	0.559113	0.195703	0.182372	0.591947	1.69107	1.60209	1.29617	2.72549	0.790794	-0.140474	4.31185	3.34963	-3.99621	-2.57553	2.31734	-4.35287	-4.37382	2.15096	-3.61601	-3.56943	2.53333	-2.95174	-2.73049	3.19383	-3.79766	-2.10609	2.48795	-3.84847	-3.03045	3.25264	-3.44715	-3.69147	3.64108	-4.31047	-4.22312	-5.652630e+001	-6.142873e+002	-6.708136e+002
8800	0.577667	0.905079	1.02327	0.959435	0.609595	0.773814	0.79945	0.340153	0.571714	0.701253	0.75565	2.43642	-0.00522384	-0.191298	3.49935	3.02994	-2.94379	-2.58007	0.619895	0.105756	0.0792351	0.2284	1.29851	1.88531	0.884057	2.65386	0.456734	0.164468	3.0306	2.79553	-4.14572	-2.04802	2.74128	-4.10852	-2.25079	3.20576	-3.54634	-1.86397	2.55383	-2.92087	-2.91023	2.63971	-4.26661	-2.95704	3.18628	-3.48831	-2.68602	3.47877	-3.41231	-1.10826	3.39798	-3.12493	-2.67535	-5.669718e+001	-6.165278e+002	-6.732250e+002
8850	0.52118	0.920174	0.839492	1.08084	0.466285	0.781224	0.708635	0.570864	0.57106	0.652313	0.850251	2.01073	-0.182126	1.24806	3.73798	4.01769	-4.45877	-3.40317	0.468236	0.32198	0.12886	0.374408	1.72482	1.75156	3.14987	2.01793	0.360375	0.542139	3.07447	3.10334	-3.65683	-1.15526	4.18179	-3.7046	-1.7704	2.71541	-3.86144	-2.29939	3.23851	-3.65035	-2.21457	3.31769	-2.76518	-4.1947	3.76652	-3.60947	-3.30709	4.42283	-4.02516	-3.2004	4.51615	-3.39882	-4.55942	-5.909730e+001	-6.237529e+002	-6.828502e+002
8900	0.558365	0.868869	0.87693	0.984756	0.355848	0.851225	0.769799	0.213198	0.328162	0.571884	0.732549	3.07708	0.525884	-1.57316	4.54174	4.54751	-4.49403	-3.72373	0.424541	0.39523	0.0753979	0.286299	1.21707	1.13625	2.52287	2.1333	0.541433	-1.27466	3.83353	3.14759	-3.88844	-2.60159	3.88529	-4.24156	-2.68852	3.16282	-3.07723	-2.12503	3.30729	-3.40937	-3.6943	3.39663	-3.6395	-1.22233	3.45684	-3.6255	-3.21918	4.10835	-2.82223	-3.07839	4.04547	-3.86273	-4.24215	-5.321455e+001	-6.124757e+002	-6.656902e+002
8950	0.387937	0.847021	0.926111	1.06261	0.503165	0.887456	0.901019	0.261268	0.337908	0.619881	0.609804	1.84246	0.897611	-0.381956	4.26041	3.31878	-4.45316	-2.3879	0.167028	0.19689	0.0841605	0.101912	1.50568	2.96164	1.72144	2.85169	0.935014	-0.240903	3.70974	3.29419	-4.29453	-2.36405	2.85275	-4.55493	-3.18881	2.51676	-3.66105	-2.54926	2.52024	-3.67611	-2.91431	2.58429	-3.92927	-0.563367	3.31374	-4.07993	-3.30735	3.7317	-3.89516	-3.38228	3.4213	-4.0127	-2.31132	-5.270758e+001	-6.079373e+002	-6.606449e+002
