iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1.1)	lnkDCVCC(1.1.1)	lnkElimDCVCC(1.1.1)	lnkElimNDCVCC(1.1.1)	lnISkDCVG(1.1.1.1)	lnISkDCVC(1.1.1.1)	lnISkNDCVC(1.1.1.1)	lnISkDCVG(1.1.1.2)	lnISkDCVC(1.1.1.2)	lnISkNDCVC(1.1.1.2)	lnISkDCVG(1.1.1.3)	lnISkDCVC(1.1.1.3)	lnISkNDCVC(1.1.1.3)	lnISkDCVG(1.1.1.4)	lnISkDCVC(1.1.1.4)	lnISkNDCVC(1.1.1.4)	lnISkDCVG(1.1.1.5)	lnISkDCVC(1.1.1.5)	lnISkNDCVC(1.1.1.5)	lnISkDCVG(1.1.1.6)	lnISkDCVC(1.1.1.6)	lnISkNDCVC(1.1.1.6)	lnISkDCVG(1.1.1.7)	lnISkDCVC(1.1.1.7)	lnISkNDCVC(1.1.1.7)	lnISkDCVG(1.1.1.8)	lnISkDCVC(1.1.1.8)	lnISkNDCVC(1.1.1.8)	LnPrior	LnData	LnPosterior
14400	0.381699	0.978864	0.838667	1.01998	0.619621	0.80029	0.413675	0.64292	0.617267	0.762194	0.843917	1.07165	-1.65139	0.0560498	2.99433	4.32644	-2.67518	-3.14292	0.0937617	0.211145	0.316541	0.287238	1.07216	0.899791	1.80376	1.40665	-0.870779	-0.417417	3.76896	4.32124	-2.17454	-4.1648	4.08771	-2.33659	-3.33212	4.12257	-2.36867	-3.55595	3.66578	-1.90278	-3.73478	4.26603	-3.14495	-2.52784	4.33462	-2.95637	-3.80224	4.53318	-2.42625	-2.8567	4.45751	-1.63888	-4.3981	-5.210130e+001	-6.220020e+002	-6.741033e+002
14450	0.675882	0.829508	0.958897	1.03439	0.532228	0.962904	0.825812	0.510161	0.453335	0.757864	0.94487	2.86906	-0.696959	-1.8748	1.29481	4.43646	-2.62063	-4.13879	0.131944	0.175708	0.154963	0.0932459	4.82002	1.11206	2.29899	2.3185	-0.469334	-2.07732	1.46203	2.52693	-3.8006	-2.86636	2.76897	-2.71801	-3.42098	2.7979	-2.58008	-4.16317	3.93122	-1.8805	-3.92836	3.2525	-3.42467	-2.19219	3.74855	-3.06791	-1.21126	3.86709	-2.76015	-4.29074	4.35802	-2.06392	-1.37841	-5.719145e+001	-6.348791e+002	-6.920705e+002
14500	0.588726	0.993918	0.883222	0.904989	0.449832	0.773241	1.25147	0.460048	0.428124	0.639425	0.577983	2.18124	0.0132706	-2.22326	-0.513999	4.31937	-2.81412	2.02983	1.53995	0.413902	0.789991	0.250019	0.455924	2.40331	1.3458	1.86188	-0.327389	-1.92191	-0.81809	2.99268	-3.2509	2.62228	3.65911	-3.39256	1.32056	3.75469	-2.12735	2.62775	4.10732	-1.96508	1.95373	2.98635	-4.27431	1.92306	4.25901	-3.70504	0.706329	4.5642	-1.85691	0.955902	4.03448	-2.29725	2.14209	-6.894236e+001	-6.240262e+002	-6.929686e+002
14550	0.46008	1.06284	1.05412	0.974205	0.570119	0.811652	0.770151	0.618971	0.271704	0.478452	0.660621	2.32138	0.457697	-0.277397	0.288078	4.37101	-3.70209	2.23827	0.118257	0.272453	0.402253	1.12799	2.27255	1.27614	2.04951	1.72351	0.195852	-1.41349	-0.846892	4.10562	-3.85405	1.42692	3.97498	-3.76982	2.26955	3.26747	-2.5268	2.85825	4.17926	-3.22259	2.15091	3.94509	-3.61307	2.99797	4.11483	-3.24117	1.78435	4.08708	-2.66719	2.11449	4.05592	-3.67927	1.52068	-5.998497e+001	-6.174219e+002	-6.774069e+002
14600	0.453806	0.97786	0.903492	1.02903	0.418594	0.807552	0.842906	0.638311	0.544804	0.89616	0.912724	2.31576	0.908821	-0.373057	-0.528985	4.0057	-4.60472	1.2587	0.234581	0.880133	0.169714	0.643891	2.35948	0.764472	2.84166	2.35635	0.726652	0.00530436	-0.857878	3.99355	-4.57441	1.34358	2.3242	-3.94986	2.51183	2.63923	-3.81304	0.298501	2.48139	-4.53313	1.39628	3.18206	-4.51938	1.009	3.04343	-3.85612	1.60854	3.85606	-3.92005	3.65786	3.27716	-4.29716	2.00629	-6.012737e+001	-6.277235e+002	-6.878509e+002
14650	0.470804	0.825224	0.902725	0.990504	0.393171	0.759694	0.789914	0.330892	0.482676	0.737194	0.695969	3.22843	-0.126294	-0.331865	0.0837554	3.03079	-4.29551	1.76284	0.233288	0.128057	0.344354	0.127147	0.81532	1.87071	2.15674	3.20776	0.221144	-0.873587	-0.589209	2.78288	-4.03873	2.06621	2.444	-3.99208	1.39384	2.12028	-2.89909	1.8061	2.67421	-3.14779	1.61666	2.23154	-4.24812	2.65533	2.75551	-3.25186	0.942612	3.63061	-3.69271	0.684194	2.48535	-4.28467	1.33426	-5.372521e+001	-6.151277e+002	-6.688529e+002
14700	0.652173	0.857954	1.01903	0.97168	0.439413	0.734962	0.682538	0.55941	0.286041	0.595757	0.662246	2.27141	-0.0925766	-1.18851	-0.353028	2.68471	-4.06687	0.672731	0.147558	0.103971	0.72874	0.107592	0.982656	1.531	1.22972	3.01589	0.0190026	-0.59572	-0.0386661	2.67015	-3.06346	1.92371	2.87411	-3.74771	0.0364874	2.4481	-2.7497	1.53989	2.55187	-2.94519	1.16206	2.45297	-4.14315	-0.0560576	2.99246	-2.76931	1.09345	4.12128	-2.91477	-0.36175	2.75914	-3.43213	-1.24771	-5.665427e+001	-6.189580e+002	-6.756123e+002
14750	0.52469	0.857979	0.978153	0.958195	0.515898	0.755441	0.699367	0.401486	0.37714	0.657572	0.791153	3.91636	0.0159314	-0.998953	-1.25376	2.65417	-4.00247	1.85243	0.0973451	0.112853	0.225373	0.104698	1.03777	2.34006	1.65716	3.58614	0.0406125	-0.838274	-0.742636	1.79265	-3.96766	1.54983	2.81975	-3.26703	1.27935	1.49634	-2.76874	1.16094	2.40084	-1.44354	2.9425	1.57009	-3.10154	3.44386	2.46926	-3.05454	1.25334	2.28505	-2.6728	0.586049	2.73473	-3.64075	1.598	-5.428155e+001	-6.116210e+002	-6.659026e+002
14800	0.382287	0.948278	1.14882	1.04705	0.47142	0.818123	0.69796	0.571652	0.43186	0.614481	0.680389	2.6918	1.33457	-1.28493	-2.21068	3.08866	-4.46364	0.614662	0.284756	0.721142	0.108329	0.248271	0.948849	3.92856	1.22845	2.5283	0.396628	-1.11413	-0.746505	3.52977	-4.03877	-0.489471	3.47618	-4.04705	0.55955	3.32586	-3.16231	1.61279	3.08626	-2.98615	0.112347	3.69493	-4.50624	-1.13141	2.84468	-3.71356	0.141963	3.30378	-2.95401	0.75593	3.78862	-2.78007	-0.978166	-6.340760e+001	-6.270529e+002	-6.904605e+002
14850	0.677708	0.915097	0.673148	1.0161	0.53742	0.750937	0.7307	0.396173	0.381185	0.549048	0.897325	2.30498	1.22355	-0.668906	0.381935	4.01829	-4.29318	-0.504361	0.0801366	0.126232	2.24438	0.273285	2.09887	1.18241	6.52314	2.14021	0.550863	0.716041	0.360455	3.41302	-3.82445	0.612447	3.84309	-4.28724	-1.19693	2.2184	-3.94344	-1.61294	2.6698	-3.8552	0.120629	2.32152	-4.59437	-1.50714	3.99533	-3.89461	-0.314105	2.78843	-3.49783	-0.842126	3.7837	-4.0942	-0.151382	-6.441840e+001	-6.257196e+002	-6.901380e+002
14900	0.449428	0.856843	0.944565	1.0742	0.477692	0.715831	0.796841	0.748607	0.503389	0.696368	1.01605	2.74605	0.0171255	0.00512339	0.754278	3.56045	-4.01428	-0.14992	0.0801366	0.134981	0.0747931	0.106941	1.41472	1.56758	2.16191	2.81223	0.338076	-0.300626	0.715562	2.97692	-4.06251	0.239946	2.68325	-3.24076	0.272162	2.77859	-3.4619	0.0991767	2.47396	-2.84743	1.057	2.36506	-3.57695	-2.00988	3.20562	-3.7075	-1.07016	3.81243	-3.18092	-0.341391	3.39622	-3.84954	-0.190894	-5.055825e+001	-6.212896e+002	-6.718479e+002
14950	0.500113	0.851772	1.01095	1.08645	0.463568	0.854463	0.624904	0.385257	0.408469	0.63782	0.658049	2.96748	0.0647267	-1.61088	0.578176	3.53169	-2.44764	1.03022	0.104342	0.138913	0.102581	0.141348	1.17796	2.16755	1.18851	2.56898	-0.0979811	-1.31704	0.148728	3.12759	-2.97989	1.73908	3.50643	-3.89536	0.246351	2.80279	-2.38832	1.45181	2.92194	-3.33714	-0.0855061	2.99398	-3.67254	1.53869	3.43073	-2.72043	-0.149706	2.99235	-2.21496	0.776702	3.44467	-1.4551	2.25628	-5.219945e+001	-6.145731e+002	-6.667725e+002
15000	0.662866	0.916196	0.881564	0.944348	0.524748	0.733206	0.744063	0.555191	0.351578	0.720588	0.764342	2.36472	-0.306573	-1.49093	-0.0781121	4.19361	-3.38429	2.42019	0.238535	0.12641	0.166364	0.327498	3.0082	1.73105	3.0081	2.02553	-0.619021	-1.854	-0.326516	2.98873	-2.82287	2.03934	3.71445	-3.01016	0.501221	2.44495	-1.67796	2.05141	2.81758	-1.50423	1.72981	3.14121	-3.216	2.16913	4.04812	-2.41073	1.78427	4.23712	-2.31244	2.14278	2.72383	-3.24284	1.40286	-5.947498e+001	-6.161991e+002	-6.756741e+002
15050	0.482137	0.916631	0.822796	0.9361	0.48073	0.843434	0.818186	0.475675	0.530884	0.669607	0.883039	1.04219	-1.17292	-3.6034	-2.31913	3.98503	-2.07217	0.597501	0.159144	0.0987682	0.128067	0.942902	2.33467	1.86694	3.4822	2.01193	-1.3479	-2.66991	-1.11332	3.24369	-1.9828	2.83307	3.60315	-2.43471	1.88823	2.9608	-1.14429	2.83328	3.07655	-2.59361	0.340091	4.00138	-3.02084	0.0770904	3.9169	-1.53535	1.74339	4.1134	-1.45868	0.0291456	3.95573	-2.46397	-0.429948	-6.840425e+001	-6.143844e+002	-6.827887e+002
15100	0.61509	0.934762	0.933016	1.00572	0.478997	0.765035	0.768182	0.28414	0.696186	0.459829	0.865717	1.64568	-0.123651	-2.52884	-0.52828	3.79539	-1.86342	2.83126	0.355665	0.12973	0.437672	0.35064	0.634616	0.938061	1.01521	1.53899	-0.767697	-2.09406	-0.979293	4.104	-2.7338	2.5079	3.82455	-2.60553	2.23291	3.57601	-1.38394	2.88424	3.41286	-2.18844	2.71101	4.50639	-3.00577	2.10972	3.65414	-1.30991	2.87552	4.38037	-2.02423	0.954848	4.41647	-1.93658	2.71017	-5.715544e+001	-6.204757e+002	-6.776312e+002
15150	0.52591	0.974365	0.856447	0.963567	0.621041	0.884821	0.70876	0.315276	0.479698	0.546795	0.666054	2.34462	-1.02676	-4.04241	-0.441253	3.14873	-2.20837	1.80232	0.0456779	0.055146	0.197552	0.162365	2.09572	1.77866	10.9777	2.2249	-1.13212	-3.6885	-0.301151	2.98763	-2.16667	1.95696	3.73208	-2.22125	1.34481	2.46249	-1.22205	2.08843	2.961	-1.92786	-2.13929	3.28892	-1.92937	2.98444	3.54638	-2.0024	0.56102	4.33554	-1.45591	-1.67245	4.29371	-1.68844	-1.81796	-6.406047e+001	-6.149328e+002	-6.789933e+002
15200	0.458596	0.856637	1.03424	1.00088	0.509375	0.751487	0.683719	0.272566	0.463624	0.632698	0.862819	2.29743	-1.5101	-1.87318	-0.616058	4.18908	-1.85382	-0.248359	0.0932176	0.228962	0.0566971	0.157534	1.82261	1.00662	1.21182	1.79985	-1.43532	-1.8564	-0.487403	3.96992	-2.28229	0.381539	3.95996	-2.27968	0.649106	3.59012	-1.78676	1.24352	4.20891	-0.46051	0.434949	3.73979	-2.80878	-1.17182	3.96613	-1.76083	-0.175561	4.1449	-1.57071	1.14905	3.91141	-0.937304	1.5776	-5.191762e+001	-6.151087e+002	-6.670263e+002
15250	0.467059	0.88102	0.880504	1.00196	0.50539	0.7679	1.01533	0.368837	0.380261	0.667099	0.605623	2.7946	-1.98981	-3.53968	-1.15956	3.16702	-1.42362	1.05641	0.280102	0.151398	0.151351	0.0390974	1.40645	0.670769	1.71473	2.37251	-1.91705	-2.96433	-1.36345	3.52228	-1.17582	3.26822	3.77748	-2.00712	0.726133	2.7424	-0.738334	2.48048	3.32429	-1.36552	0.527976	3.20818	-2.26153	0.841242	3.1904	-1.58982	1.90347	4.08876	-0.946073	0.788657	3.58551	-2.00925	-0.193275	-5.591875e+001	-6.114788e+002	-6.673975e+002
15300	0.468705	0.980577	0.889457	1.04736	0.527457	0.923874	0.585393	0.377626	0.657059	0.617136	0.886247	2.18476	-1.69827	-2.83906	-0.528542	3.32608	-0.244126	0.256756	0.152823	0.0824058	0.197668	0.0978513	1.3622	2.29011	2.22167	1.99857	-1.70325	-3.19952	-0.370867	3.59897	-2.04956	1.31974	3.83913	-1.79225	1.32401	3.14493	-0.443386	1.49905	4.15656	-1.14451	-3.91411	3.5869	-2.56541	-0.406557	3.7304	-0.734084	-0.367392	4.2613	-0.512487	-2.96035	4.10888	-1.14323	1.41038	-6.338557e+001	-6.217125e+002	-6.850981e+002
15350	0.568626	0.905402	0.906259	0.980001	0.412447	0.882568	0.624727	0.313541	0.531696	0.543762	0.625582	1.38581	-1.55141	-1.9702	-0.568349	4.6016	-2.30373	3.27582	0.129633	0.184897	0.160076	0.127541	1.31199	2.1792	6.63406	1.60142	-1.42723	-2.51272	-0.301609	4.31007	-2.23462	0.792416	3.99727	-2.35062	0.767753	3.1329	-0.940005	2.05766	3.95761	-1.21196	-0.0571812	3.66705	-2.43259	2.90571	3.64577	-1.34832	0.163527	4.34487	-1.87992	-1.66527	4.58166	-2.04184	2.11705	-5.801092e+001	-6.147049e+002	-6.727158e+002
15400	0.410243	0.882903	0.962659	1.04461	0.379397	0.931876	0.826967	0.486069	0.46218	0.501528	0.632962	1.22717	-0.953097	-2.39321	-1.63065	4.58979	-1.53756	3.22275	0.575313	0.123539	0.137455	0.105543	1.98799	1.21008	5.5861	1.70958	-1.38419	-2.63224	-1.23778	3.9154	-1.31049	3.00752	3.81945	-1.68703	2.12569	4.00258	-0.977144	3.12473	4.27268	-1.71098	2.01639	3.49919	-1.94554	3.11547	4.15755	-1.6095	2.37785	4.20458	-1.31014	0.637007	4.48192	-2.03971	1.50932	-5.521519e+001	-6.157047e+002	-6.709199e+002
15450	0.530937	1.04834	0.888596	1.07328	0.424964	0.895598	0.704823	0.248977	0.327505	0.618385	0.80906	2.2049	-1.51774	-2.14508	-1.35578	3.85526	-1.84541	2.20986	0.378117	0.123485	0.108966	0.548717	2.42783	0.820446	3.13512	2.04316	-1.44862	-2.40573	-1.101	3.00524	-1.87951	3.07376	4.49123	-2.12195	2.63517	2.72854	-0.933618	2.84905	3.06503	-0.632676	2.90868	3.41898	-2.16423	3.71203	4.0845	-1.21154	1.33341	4.38267	-1.17816	1.12557	4.18864	-2.53373	-1.4728	-6.059157e+001	-6.147613e+002	-6.753528e+002
15500	0.520151	0.851072	1.01127	1.02257	0.442693	0.897742	0.83435	0.418189	0.485904	0.730985	1.0785	1.65038	-1.05221	-1.64838	-4.65518	4.44174	-2.25334	3.24726	0.0704913	0.0460065	0.215084	1.7247	0.999023	1.14664	3.99556	1.52242	-1.05874	-1.93546	-3.94394	3.66586	-2.02935	3.9847	4.03445	-2.96408	1.96061	3.17759	-2.01009	3.70189	4.38587	-1.43396	3.22706	3.69075	-3.2575	3.16205	4.03153	-1.70283	1.29821	4.58394	-2.27017	-4.08117	4.56814	-3.03253	2.67393	-6.469912e+001	-6.255017e+002	-6.902008e+002
15550	0.526412	0.899984	0.888993	0.979412	0.500515	0.876566	0.758675	0.291677	0.322067	0.808842	0.543539	1.26072	-1.8103	-2.02511	-1.79943	4.53702	-3.60643	1.91303	0.104941	0.528416	0.267043	0.0730734	0.999959	1.82908	15.1593	1.48477	-0.791426	-2.24068	-1.6827	4.45979	-3.1842	1.46945	4.21696	-2.65994	2.39871	4.03471	-2.15619	2.39089	3.63741	-2.98907	1.22377	3.31918	-2.91202	-4.16824	4.37498	-1.96171	2.11419	4.54983	-2.22455	0.351839	4.33717	-2.16115	2.0277	-6.257855e+001	-6.241981e+002	-6.867766e+002
15600	0.506753	0.943407	1.01565	0.990605	0.713354	0.836124	0.820779	0.408972	0.562191	0.773155	0.511942	1.58508	-0.491484	-0.854979	-2.42092	4.2802	-3.80673	3.98424	0.0690319	0.22154	0.0807559	0.252648	1.68424	2.82657	1.043	1.59356	-0.0928413	-0.527599	-2.29372	4.30519	-3.25107	4.31151	4.27181	-3.70942	3.04602	3.24708	-2.59937	2.97397	4.08847	-2.68295	3.48153	3.92901	-3.872	3.38465	3.59181	-3.93352	2.35959	4.30683	-2.98779	4.0866	4.45888	-3.72452	3.47716	-4.839468e+001	-6.169139e+002	-6.653085e+002
15650	0.517914	0.888913	0.956933	1.11031	0.426878	0.798092	0.614396	0.275076	0.425726	0.794585	0.795405	2.73428	0.762212	-0.448222	-1.83376	4.30824	-4.47406	3.74682	0.0900448	0.154355	0.0448006	0.116271	1.43815	1.10969	11.1793	2.64556	0.643652	-0.206021	-2.569	3.14573	-4.0176	3.95007	3.10777	-4.07955	1.4298	3.10381	-3.40412	4.33488	2.55539	-4.39389	3.00224	2.89525	-4.30886	4.26213	2.84325	-3.78336	1.99765	3.50378	-3.15564	3.74665	3.72383	-3.26436	4.40779	-5.611364e+001	-6.166248e+002	-6.727384e+002
15700	0.578915	0.812329	0.934556	0.978171	0.39332	0.74014	0.826829	0.293475	0.347893	0.629825	0.64505	2.67852	0.701904	-1.23241	-1.61199	3.39902	-3.352	4.17588	0.146578	0.0848314	0.258506	0.150893	2.1422	1.23527	2.23748	2.7212	0.62187	-1.13665	-1.93056	3.33533	-3.83177	3.93308	3.87851	-3.85091	2.63238	2.28898	-3.25251	3.39134	2.3366	-2.61565	3.56821	3.42305	-3.56802	4.50386	2.32216	-3.73645	2.93477	4.12884	-2.96627	3.96293	3.40175	-3.94671	2.92416	-4.839527e+001	-6.163546e+002	-6.647499e+002
15750	0.72961	0.841605	0.782691	0.946449	0.573036	0.810581	0.729102	0.225224	0.457301	0.932666	0.775345	2.45153	0.419294	-0.835756	-1.8672	2.86466	-3.17064	3.12723	0.128783	0.260492	0.821459	0.357637	0.852407	2.08577	1.48258	2.40654	0.453596	-0.739128	-1.21319	2.51008	-3.74673	2.76345	3.30944	-4.14258	1.65063	2.29271	-3.00689	3.24099	2.13034	-2.89699	2.8956	2.94334	-3.64842	3.74508	2.75372	-3.91475	2.54176	4.11786	-3.40745	2.13352	3.84268	-3.30509	2.71469	-5.906449e+001	-6.192473e+002	-6.783118e+002
15800	0.575914	0.828331	0.892866	0.916566	0.447621	0.852575	0.854192	0.322647	0.380147	0.792929	0.668908	2.95819	1.0131	-0.15005	-1.57486	2.10015	-4.2261	3.23414	0.10599	0.145749	0.21565	0.075763	2.02595	1.36143	6.03631	3.33025	0.850141	-0.0707778	-1.82514	2.51791	-4.59844	2.43025	2.52338	-4.3058	1.96245	1.64639	-3.78056	2.02284	2.29471	-3.17546	1.08633	1.83199	-4.37085	4.33878	2.1751	-3.9009	1.21275	2.73541	-4.12603	2.53374	3.10784	-3.90461	2.1009	-5.409828e+001	-6.149765e+002	-6.690748e+002
15850	0.565835	0.949904	0.965716	1.04455	0.402517	0.770195	1.0028	0.219512	0.348631	0.599282	0.606471	3.45941	0.663439	-0.761566	-0.190478	2.36327	-3.87934	1.3953	0.12134	0.115061	0.141205	0.158312	0.803762	1.69474	1.50592	3.03135	0.805647	-0.38099	-0.312349	2.48511	-3.59344	2.39226	2.53537	-4.5658	0.216569	1.62945	-3.60302	1.71777	3.04894	-2.88751	1.87216	2.69352	-3.7881	3.05667	2.65945	-4.03771	1.57248	3.41193	-3.60367	-0.0722293	2.40755	-2.92464	2.59716	-5.052937e+001	-6.161842e+002	-6.667135e+002
15900	0.715809	0.938721	0.875165	0.936259	0.325324	0.86783	0.666379	0.384235	0.374203	0.591145	0.817998	3.68591	0.771628	-0.972631	-1.1842	3.08783	-4.56503	1.80095	0.126299	0.0741955	0.238311	0.0630842	2.13815	1.37108	0.773677	3.28102	0.792802	-0.441023	-0.74715	1.96651	-4.18291	2.09156	2.25114	-3.98042	1.58716	1.47996	-3.2989	2.02389	2.25448	-3.12239	1.78691	1.35692	-4.02696	3.14586	2.18784	-3.73063	0.920134	2.22664	-3.4852	 1.95	2.66858	-3.64155	1.97653	-5.116615e+001	-6.118106e+002	-6.629767e+002
15950	0.437722	0.877419	0.924655	1.05254	0.568342	0.816276	0.906467	0.289088	0.388997	0.513099	0.671893	3.45042	0.311025	-0.99567	-0.664184	3.6281	-4.04293	2.46311	0.0541117	0.178698	0.129137	0.172293	2.83722	1.24219	5.1645	3.3545	0.504639	-1.03128	-1.11981	2.45234	-3.89602	2.35649	2.04551	-4.0495	2.3038	2.27391	-3.17482	2.19922	2.30299	-3.27202	1.95819	2.15839	-3.18121	3.70226	2.31048	-4.01238	2.08147	3.28512	-3.04102	-0.0553782	2.79085	-3.75782	1.42381	-5.596012e+001	-6.136750e+002	-6.696351e+002
16000	0.533226	0.907113	0.826813	1.1907	0.438474	0.817593	0.7834	0.313605	0.521763	0.680239	0.816013	2.6393	0.696084	1.14303	-1.33398	2.32849	-4.48423	2.35935	0.0954659	0.211607	0.120851	0.112968	0.667334	1.97986	3.8522	2.95897	0.63957	0.341593	-1.54007	2.96506	-4.3859	2.08683	2.70483	-4.13237	1.49268	2.03849	-3.52035	1.90898	2.53189	-3.87438	1.90751	2.02202	-4.19049	2.81278	2.46287	-3.98776	-1.09875	2.83793	-4.1741	-0.506408	3.35639	-4.22597	1.01648	-5.556849e+001	-6.177157e+002	-6.732841e+002
16050	0.50073	0.928173	0.895563	0.997484	0.504765	0.713272	0.645254	0.325164	0.522793	0.706718	1.01106	4.09489	0.669836	0.668203	1.06705	2.02613	-4.45864	-2.76228	0.0857504	0.248652	0.374776	0.753363	0.882137	1.67429	2.08465	3.58997	0.872335	0.766513	1.86663	2.17226	-4.52144	-1.81865	2.53573	-4.44818	-1.11913	2.02809	-4.13511	-3.18785	2.58129	-3.28966	-0.412748	2.07797	-4.00084	-1.03512	2.54009	-4.44983	-3.23037	2.54827	-3.99304	-3.21426	2.78727	-4.0934	-3.58964	-5.788522e+001	-6.207610e+002	-6.786462e+002
16100	0.474732	0.884735	0.973567	0.960613	0.432955	0.749638	0.85075	0.225036	0.465692	0.654315	0.763008	3.64235	1.09862	0.622112	1.92216	2.12741	-3.99958	-1.21555	0.113116	0.159551	0.312914	0.186828	2.76393	1.40946	0.614982	3.42693	1.02556	0.333261	1.63467	2.66478	-4.53215	-0.46181	2.16902	-4.21324	-0.218706	1.47494	-3.97874	-1.38462	1.62523	-3.66779	-0.516449	2.62793	-4.28798	-0.376331	2.69901	-4.54906	-1.66053	2.82501	-3.62899	-1.08529	2.03054	-3.82046	-1.5871	-5.183887e+001	-6.178532e+002	-6.696920e+002
16150	0.469628	0.915165	0.893743	1.03424	0.407382	0.839197	0.740003	0.382248	0.587773	0.618374	0.615384	2.53612	1.16924	1.2086	1.43224	2.79846	-4.59807	-0.424006	0.0809008	0.225188	0.228007	0.225117	0.961378	1.19757	0.896592	2.7187	0.940134	-0.116239	1.5544	3.9288	-4.32087	-0.290031	2.78535	-3.92857	-0.676481	2.77215	-3.83235	-0.639405	2.67705	-3.99394	-0.624993	2.43956	-2.45819	1.45327	3.269	-4.50728	-1.69204	4.0713	-3.79064	-0.286848	3.63076	-3.89685	-0.397759	-5.387602e+001	-6.170867e+002	-6.709627e+002
16200	0.590094	0.944288	0.742752	1.11711	0.49438	0.850991	0.766075	0.58847	0.29886	0.738212	0.941354	2.19911	0.769175	0.337531	0.24894	4.45739	-4.05161	0.0117374	0.491877	0.326538	0.195412	0.0857429	1.55741	0.874399	1.46831	2.01178	0.867285	-0.0917908	0.67899	3.72183	-4.0168	0.957563	3.39392	-3.82237	0.953372	2.2033	-3.71981	0.237827	3.1717	-4.21858	-2.82504	2.98074	-3.95167	1.84578	4.45549	-4.2461	-0.70676	4.12538	-3.94574	-1.8782	3.86893	-4.10558	1.04328	-5.725896e+001	-6.181268e+002	-6.753858e+002
16250	0.70835	0.96901	0.876994	0.92128	0.324728	0.736574	0.688267	0.377483	0.475795	0.615727	0.907596	2.28694	1.48446	1.0035	-0.973348	4.59636	-4.02568	0.533667	0.214253	0.269238	0.188147	0.156254	1.74604	1.63014	10.8237	2.34443	1.16856	0.722966	-1.03123	2.93853	-4.3786	2.51986	3.71754	-4.52681	2.21328	2.83636	-4.36719	0.656499	3.40361	-4.45197	0.275628	3.25163	-3.43952	4.47077	3.22922	-4.15146	-0.232458	4.15156	-4.3273	-1.74045	3.29145	-3.54756	-1.32606	-6.011260e+001	-6.188227e+002	-6.789353e+002
16300	0.69074	0.915305	0.62427	0.886277	0.506448	0.95113	0.907856	0.312099	0.583523	0.706928	0.703093	0.814575	0.0690574	-1.78649	-0.337756	4.43506	-4.54982	2.14861	0.564324	0.171603	0.112025	0.15328	1.45092	1.50854	9.07003	1.63285	0.164125	-1.67134	-0.750502	3.05411	-4.16331	1.89438	3.7497	-3.83639	1.83655	2.30339	-2.54889	1.99159	2.5043	-3.37729	1.6459	3.46632	-2.83753	4.02626	4.33602	-4.26425	0.902114	3.75968	-4.14906	0.179329	3.78223	-4.02187	1.04501	-6.035405e+001	-6.262110e+002	-6.865651e+002
16350	0.673033	1.08381	0.750862	0.885895	0.457376	0.907671	0.785872	0.42233	0.746468	0.740988	0.584253	2.08662	0.737331	-0.669022	-0.630805	3.38575	-4.08552	1.56528	0.26874	0.245493	0.32377	0.19125	1.40953	1.78673	1.92507	2.00134	0.251802	-1.48298	-0.376921	3.45282	-3.37784	2.03716	3.29006	-4.08043	1.17031	2.47623	-2.54159	2.13305	3.32059	-3.20076	0.556656	3.61966	-2.88185	3.06002	3.57858	-3.32814	0.987474	3.89055	-3.71418	-0.685605	3.38816	-4.03098	0.407683	-5.774069e+001	-6.220465e+002	-6.797872e+002
16400	0.6046	0.951456	0.892727	0.946506	0.397345	0.778191	0.785785	0.333691	0.503588	0.687618	0.784725	1.15184	1.91254	-1.33874	-0.0576586	4.33349	-3.03121	1.3557	0.0835999	1.47176	0.066236	0.0962404	1.74135	1.0908	1.11218	1.6289	0.168199	-1.70517	-0.19916	3.6304	-3.65089	1.96033	4.36531	-4.03469	1.37799	2.54429	-2.21093	2.37252	2.79954	-2.99856	0.697968	3.7999	-3.61769	1.18716	4.03467	-3.74986	0.538415	4.28501	-2.26671	2.17315	4.11426	-3.30677	1.6643	-5.665673e+001	-6.173397e+002	-6.739965e+002
