iter	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
50200	1.11498	0.647146	2.1534	1.97745	0.872182	2.55813	3.03261	1.00631	1.1598	0.696582	0.788407	0.610815	0.667029	0.944114	0.441374	0.369948	0.577852	0.425978	-1.89783	0.0337892	0.578066	0.166175	0.173753	3.2208	-2.69383	-0.260586	1.54914	-1.75614	-0.419601	2.08578	-2.47053	-0.127067	2.28434	-1.95205	0.565956	-0.187637	-3.743816e+01	-3.601242e+02	-3.975623e+02
50300	0.570268	1.69057	0.543663	1.77472	2.48376	3.27263	3.06915	1.11771	1.19572	0.777081	0.594641	0.747591	0.925315	0.733894	0.803847	0.310356	0.762849	0.482082	-1.4088	0.156553	1.94333	0.107026	0.316028	2.67689	-2.2143	0.664853	1.62182	-1.44619	0.274003	1.33024	-1.74047	0.747677	2.41224	-1.30961	-0.358251	2.9873	-3.846225e+01	-3.649555e+02	-4.034178e+02
50400	1.7202	1.2097	0.853368	1.34571	1.11217	2.24146	2.81714	1.17789	0.981207	0.587155	0.557164	0.577086	0.791115	0.934668	0.62771	0.579302	0.808479	0.549764	-2.00696	0.733003	0.010333	0.352189	0.122606	1.49911	-3.11793	1.36997	-0.649116	-1.25371	0.980436	1.183	-3.14502	1.05739	1.05142	-1.47943	0.683094	0.65282	-4.038953e+01	-3.624480e+02	-4.028375e+02
50500	0.589217	1.08918	0.924417	2.71624	0.866529	1.96532	2.9952	1.00754	1.10242	0.597682	0.781076	0.545723	0.88527	0.813404	0.328649	0.521355	0.796408	0.480131	-1.80082	-0.7433	3.91236	0.256248	0.0569824	1.06999	-2.14737	-0.805584	3.01694	-1.70441	-0.896353	2.35376	-1.40752	-0.576435	3.53215	-1.06624	-0.812515	2.27361	-3.171765e+01	-3.550416e+02	-3.867593e+02
50600	0.719239	0.434217	0.72325	2.95982	1.22804	1.34764	3.20618	1.00325	1.03452	0.698192	0.590598	0.586889	0.7475	0.621894	0.346501	0.425372	0.660301	0.870475	-2.04646	-1.85202	3.82143	0.0570328	0.0530566	1.15156	-2.22824	-1.84366	3.43772	-1.61058	-1.63439	3.37887	-2.67191	-1.82824	4.08062	-1.94708	-1.84558	2.00693	-2.970098e+01	-3.580903e+02	-3.877913e+02
50700	0.586767	0.884435	1.31677	3.00762	0.668565	3.25384	2.95094	1.11872	1.06499	0.654333	0.810477	0.506804	0.788	0.769614	0.347954	0.555514	0.776709	0.324681	-1.819	-1.92664	3.70385	0.10344	0.134989	6.65944	-1.9102	-2.00544	4.14025	-1.43565	-2.19206	4.47843	-2.10849	-1.67278	4.43347	-1.71905	-1.50706	3.82825	-3.278345e+01	-3.562099e+02	-3.889934e+02
50800	0.709864	0.690831	0.512825	1.49008	1.39683	2.73269	2.98401	1.10543	1.04409	0.604608	0.748386	0.474567	0.726708	0.897257	0.303285	0.535459	0.918384	0.405629	-2.23162	-1.81912	4.25584	0.105144	0.107527	9.11284	-2.1704	-1.80668	3.88438	-1.97387	-1.88193	3.4601	-2.22249	-1.73676	4.4488	-1.8705	-1.35634	2.46334	-3.168636e+01	-3.556143e+02	-3.873006e+02
50900	0.577845	1.23686	1.37521	1.46136	1.14051	2.92781	2.51142	1.01322	1.22948	0.572496	0.544732	0.453728	0.859555	0.615581	0.61388	0.4923	0.716703	0.666867	-2.38616	-2.07588	3.28092	0.245038	0.118202	1.59599	-2.99874	-2.39313	0.991444	-1.86348	-1.88008	3.012	-2.13135	-1.88203	4.08741	-2.18195	-1.69028	3.18135	-3.382364e+01	-3.663311e+02	-4.001547e+02
51000	1.18662	0.848978	0.658686	3.07716	1.00392	2.92494	3.28713	0.994187	1.06939	0.843885	0.715346	0.612881	0.858414	0.671449	0.316929	0.447559	0.706953	0.608671	-2.25482	-1.69612	3.04123	0.266267	0.18423	1.99576	-2.51262	-1.59757	2.83525	-1.3397	-1.67215	3.49992	-3.12439	-1.26998	1.68096	-3.04239	-1.61354	3.71892	-3.734194e+01	-3.546387e+02	-3.919807e+02
51100	0.477607	0.539004	0.649634	2.12689	1.79557	3.18961	3.04579	1.0657	1.11723	0.660632	0.4994	0.586904	0.871989	0.746194	0.341074	0.516577	0.928605	0.416062	-1.85277	-2.37503	4.06271	0.157587	0.170461	1.66434	-1.86894	-1.62191	3.87356	-1.59528	-1.75432	3.6933	-2.25475	-1.8259	3.41345	-2.44452	-3.00574	2.05944	-3.474500e+01	-3.595859e+02	-3.943309e+02
51200	0.544819	0.938947	0.895335	1.77987	0.937917	3.18317	3.16178	0.9534	1.16094	0.589931	0.89934	0.492721	0.863165	0.977961	0.462968	0.407261	0.714931	0.705198	-2.41366	-1.6597	4.00809	0.462425	0.211999	0.965768	-1.92216	-1.12254	3.22333	-1.34843	-2.22849	4.31046	-2.67659	-1.56785	2.96315	-1.74971	-1.6963	0.811507	-4.226715e+01	-3.557599e+02	-3.980271e+02
51300	0.820077	0.645676	0.533802	3.21241	0.907342	2.45498	2.77181	0.930336	0.959166	0.676774	0.690134	0.623582	0.728148	0.709706	0.588379	0.534335	0.955247	0.636191	-2.1639	-1.69972	4.13314	0.415325	0.108389	4.37394	-3.01717	-1.86848	3.53599	-1.2477	-1.5999	3.66953	-2.77073	-1.70235	3.35176	-2.21618	-1.42165	1.38221	-3.663939e+01	-3.584697e+02	-3.951091e+02
51400	0.576455	0.547704	0.735228	2.5833	0.918209	1.91859	3.05796	0.992103	1.02307	0.823056	0.748927	0.466472	0.800946	0.688534	0.805804	0.327857	0.705627	0.724726	-1.82302	-2.09026	3.98367	0.322217	0.152883	1.94564	-2.36261	-2.03322	3.27894	-1.47222	-1.66418	3.47758	-2.18879	-2.04751	4.50896	-1.2974	-2.21749	3.8951	-3.181427e+01	-3.591878e+02	-3.910021e+02
51500	0.821563	0.494087	1.51782	3.06162	0.900977	2.09347	3.25856	1.06331	1.23202	0.674419	0.665162	0.819741	0.822393	0.550253	0.288903	0.382057	0.982595	0.714487	-1.49659	-1.40973	3.81652	0.248787	0.0961008	3.87128	-2.06044	-1.7855	4.07338	-1.91651	-1.44531	3.14624	-1.70447	-1.29044	4.30878	-1.87339	-1.75803	2.652	-3.365002e+01	-3.597166e+02	-3.933667e+02
51600	1.28278	0.302161	0.911403	3.11147	0.971923	2.94154	3.18505	0.965465	1.15664	0.651978	0.867203	0.636736	0.770138	1.08068	0.479399	0.480151	0.772732	0.661379	-1.71842	-1.4145	2.31698	0.0782191	0.156756	3.33002	-2.64694	-1.99513	3.5764	-1.69702	-2.1115	4.15782	-2.03909	-1.54142	3.84562	-1.66911	-1.70147	1.28119	-4.028739e+01	-3.596163e+02	-3.999037e+02
51700	0.602868	0.664798	0.560624	1.80428	0.886921	2.52459	3.02818	1.14937	1.12235	0.652083	0.723601	0.689095	0.76677	0.682723	0.423451	0.433088	1.01105	0.464634	-1.09549	-1.51545	3.94276	0.335677	0.105801	0.932862	-1.65734	-1.23206	3.6057	-1.47359	-1.11747	3.22021	-1.51474	-1.42025	4.40682	-0.827842	-2.16201	3.11951	-3.286416e+01	-3.566373e+02	-3.895015e+02
51800	1.8902	0.904257	0.886238	2.00657	1.14255	2.30554	3.01267	0.982533	1.06897	0.771508	1.1296	0.393878	0.79435	0.662438	0.309005	0.399661	0.748391	0.41751	-1.95871	-0.983227	3.33034	0.221711	0.208205	0.881518	-2.1121	-1.30211	3.18479	-1.63222	-1.52227	3.17109	-1.82126	-1.07947	4.1145	-0.737888	-0.933589	3.58459	-3.533221e+01	-3.629657e+02	-3.982979e+02
51900	0.741306	0.795946	1.2622	1.75083	1.50641	2.32073	3.22419	1.01605	1.11979	0.710362	0.573796	0.527433	0.754474	0.618986	0.309787	0.430687	0.933	0.520392	-1.67621	-1.41538	4.23939	0.0809986	0.254489	1.66587	-2.01324	-1.61366	3.89275	-1.45067	-0.11368	1.76442	-1.59725	-1.25952	4.15224	-1.40506	-1.41396	3.00449	-3.407640e+01	-3.554396e+02	-3.895160e+02
52000	1.48699	0.872388	0.503307	1.81406	1.68218	2.59824	3.15715	0.913754	1.08471	0.717875	0.745532	0.545512	0.802323	0.574092	0.412264	0.427696	0.893747	0.549076	-1.0285	-2.21779	2.52553	0.216322	0.255134	1.49654	-1.91489	-1.63698	3.91287	-1.71894	-1.74373	2.96019	-1.70933	-1.50942	4.47427	-1.45631	-1.92836	2.17128	-4.032414e+01	-3.572798e+02	-3.976040e+02
52100	0.585084	0.539009	0.529041	1.75568	1.32923	2.60953	3.23833	0.972241	1.22348	0.634399	0.712966	0.66529	0.797803	0.896024	0.354205	0.558163	0.992919	0.624738	-1.55185	-2.19621	4.01861	0.481949	0.0559215	3.02323	-2.43212	-2.32175	4.25494	-2.07418	-2.08976	3.48209	-2.7818	-2.42806	3.25503	-1.67641	-2.62413	1.6474	-3.731539e+01	-3.570710e+02	-3.943864e+02
52200	0.408056	0.766995	0.768202	2.0266	0.94184	2.55393	3.04968	1.14144	1.05011	0.614479	0.612986	0.743553	0.709438	0.872057	0.409973	0.540568	0.600043	0.878019	-2.48063	-2.30098	3.50449	0.362848	0.232703	2.14542	-2.68657	-2.54562	2.98509	-1.47288	-2.62526	4.06938	-2.99229	-2.28244	3.67409	-2.02007	-2.11117	2.99421	-3.542116e+01	-3.602463e+02	-3.956675e+02
52300	0.960874	0.603524	0.982317	3.29017	0.976906	3.26222	3.18796	1.07328	0.9971	0.537037	0.67702	0.490878	0.891735	0.864849	0.685205	0.350822	0.707715	0.914635	-2.62852	-2.43858	3.89656	0.132921	0.0834047	6.20078	-2.5032	-2.61053	3.99578	-1.96244	-2.56921	3.76693	-2.60682	-2.44327	4.52272	-2.4002	-2.6563	1.79452	-3.351124e+01	-3.606053e+02	-3.941165e+02
52400	2.14696	0.79148	1.30707	2.40081	1.63675	3.0392	3.26659	1.06601	0.988069	0.675143	0.756889	0.581709	0.704914	0.932129	0.556576	0.56264	0.630792	0.665277	-2.14436	-1.97629	3.51767	0.144078	0.245825	3.77761	-2.22063	-2.37765	4.00038	-1.93488	-2.24685	3.16131	-2.36624	-1.5452	4.22012	-2.19187	-2.20485	2.96263	-3.574117e+01	-3.600444e+02	-3.957856e+02
52500	0.796159	0.719784	0.808768	2.67325	2.34028	1.95998	3.22567	1.07786	1.14019	0.796266	0.803621	0.579135	0.807226	0.652079	0.472401	0.534694	0.84388	0.550211	-1.58456	-1.47255	3.97066	0.182784	0.0839656	0.882647	-2.25516	-1.65547	3.83939	-1.30589	-0.861061	2.79129	-1.829	-1.36111	4.34374	-1.51651	-1.70251	3.2288	-3.290095e+01	-3.552725e+02	-3.881734e+02
52600	0.905514	0.988502	2.98211	2.75633	1.16515	2.57772	3.2498	1.02372	1.05533	0.57574	0.595111	0.627637	0.874147	0.932023	0.606944	0.432042	0.635727	0.747387	-2.0078	-1.38124	2.62295	0.147728	0.0975118	1.08393	-2.46718	-1.85708	2.69092	-1.71944	-1.45268	3.09318	-2.53246	-1.71795	4.23823	-1.82804	-1.28716	2.24342	-3.431020e+01	-3.580063e+02	-3.923165e+02
52700	1.49561	0.782985	0.683086	2.39456	1.90934	3.09945	3.27039	1.10701	0.957179	0.706897	0.774525	0.500034	0.865981	0.887047	0.304052	0.45165	0.893237	0.494928	-1.72523	-0.699879	3.33219	0.526299	0.0757762	9.54924	-2.99242	-0.478502	1.59031	-1.71149	-0.675439	2.40985	-1.73138	-0.842075	3.88195	-1.80147	-0.973302	2.80745	-4.108638e+01	-3.573563e+02	-3.984427e+02
52800	0.967666	0.792215	1.68152	1.55629	1.9213	2.89302	3.08968	1.08245	1.22571	0.799512	0.589847	0.518881	0.784009	1.13682	0.663294	0.634211	0.824255	0.65975	-1.26304	-1.5055	3.99123	0.273754	0.0326676	1.4115	-2.12809	-1.53815	3.1997	-1.81798	-1.6026	3.53104	-1.03107	-1.41882	4.26496	-0.873914	-1.52913	1.93005	-3.567348e+01	-3.658267e+02	-4.015001e+02
52900	0.563639	1.18118	0.654314	2.71015	0.67983	2.51806	2.98575	1.02136	1.11848	0.661923	0.811206	0.712801	0.836928	0.522373	0.495414	0.498704	0.778828	0.718462	-2.11607	-1.6457	4.01463	0.286655	0.391714	1.09908	-1.90391	-1.45734	3.74598	-1.12105	-2.52513	4.59404	-2.48591	-0.869736	3.10618	-1.9382	-1.26518	2.92866	-3.802730e+01	-3.577473e+02	-3.957746e+02
53000	0.568559	0.739072	1.56491	2.73775	0.982143	2.62785	3.1503	1.11548	0.94731	0.628771	0.564377	0.564357	0.792786	0.735416	0.388148	0.621371	0.882009	0.586385	-1.88613	-1.77281	3.5271	0.102255	0.190833	3.51493	-2.18549	-1.34588	3.19832	-1.8952	-1.60044	3.41353	-2.0329	-1.03332	3.5199	-1.78148	-2.1183	2.10261	-3.301204e+01	-3.566465e+02	-3.896586e+02
53100	1.28068	0.879235	0.614499	2.71251	1.4208	2.97582	3.06231	0.918014	1.13128	0.65187	0.642635	0.618307	0.78043	0.703859	0.505502	0.35708	0.860125	0.571685	-2.00565	-1.97457	3.61391	0.181264	0.279646	1.20133	-2.40972	-2.08626	4.2779	-1.37665	-1.33569	3.30226	-2.40406	-1.42579	4.06023	-1.53303	-0.973161	2.85221	-3.716584e+01	-3.526478e+02	-3.898136e+02
53200	2.68255	0.571498	1.45307	2.1627	0.641994	2.9934	3.26001	1.20461	0.958473	0.745711	0.774713	0.446334	0.873126	0.783701	0.410736	0.471989	0.897066	0.624853	-1.70338	-1.98824	3.8499	0.32293	0.539988	1.10392	-2.54423	-1.84171	3.39746	-1.81039	-2.30979	4.29148	-2.27022	-1.13996	4.5154	-1.36119	-1.75206	3.52758	-3.957705e+01	-3.637463e+02	-4.033234e+02
53300	0.516486	1.22428	0.962479	1.72693	1.37673	2.3416	2.81871	1.16086	1.04161	0.925067	0.675914	0.617653	0.747988	0.719537	0.243746	0.448794	0.886168	0.535621	-2.14495	-1.93576	4.41564	0.115326	0.11794	2.74101	-2.72469	-1.60632	2.89225	-1.71188	-1.28074	2.80773	-2.5118	-2.32161	3.01035	-1.92969	-2.41398	4.20573	-3.418514e+01	-3.642090e+02	-3.983941e+02
53400	2.77368	0.934458	1.16362	2.58213	0.901964	2.79161	2.73681	1.17482	1.00952	0.670076	0.606376	0.785446	0.818141	0.959478	0.707824	0.454267	0.709879	0.688093	-2.55095	-1.28394	2.27806	0.189423	0.111428	1.43117	-2.45489	-0.524824	2.12353	-1.94536	-1.45086	2.63321	-2.54768	-1.11233	3.67781	-1.99031	-0.479136	2.71587	-3.934213e+01	-3.641419e+02	-4.034841e+02
53500	0.652045	0.436608	0.950632	1.08738	1.09719	 1.94	2.77685	0.992641	1.07684	0.679905	0.727142	0.639831	0.992668	0.751857	0.647361	0.626719	0.765579	0.842677	-1.63253	-0.902879	1.09996	0.0780892	0.0755869	4.70325	-2.33201	-1.12387	2.59526	-1.75121	-0.976995	2.29577	-2.16012	-0.729755	-0.337013	-1.61991	-0.899278	0.97865	-3.473654e+01	-3.643715e+02	-3.991080e+02
53600	0.927394	1.30384	1.13471	1.93785	1.46364	2.92914	2.91532	1.09588	1.0981	0.724589	0.554001	0.587513	0.85651	0.901658	0.443923	0.505295	0.873188	0.429524	-1.82845	-0.840189	2.14463	0.0876173	0.171113	1.56541	-1.35331	-0.283532	2.61399	-1.75396	-1.40263	3.2263	-1.70431	-0.564815	3.77712	-1.63993	-0.150448	2.25731	-3.522980e+01	-3.596115e+02	-3.948413e+02
53700	0.746241	0.611318	0.969655	1.80699	1.42265	1.89299	3.01994	1.14607	1.0214	0.648328	0.927699	0.689613	0.811489	0.679433	0.399092	0.547402	0.933417	0.558982	-2.07432	-0.219972	1.9489	0.055641	0.287188	1.30595	-2.19789	-0.727348	2.56645	-1.49263	0.0945029	1.75994	-2.07895	-0.385899	2.49728	-2.02504	0.100745	0.351445	-3.443806e+01	-3.574715e+02	-3.919096e+02
53800	0.580494	0.499628	1.99234	2.95867	0.66478	2.15616	2.61726	1.05879	1.10979	0.654386	0.735002	0.797118	0.796096	0.862015	0.316327	0.777108	1.01562	0.330397	-2.39493	0.90936	1.1705	0.0834378	0.0994618	0.639593	-1.92885	1.00542	1.4281	-2.36802	0.760774	-0.0143648	-2.52672	0.890429	1.12535	-2.24582	0.680642	1.06865	-2.909519e+01	-3.688177e+02	-3.979128e+02
53900	0.979524	0.932436	1.7259	2.71884	0.783153	2.123	2.55738	1.10976	1.06234	0.650975	0.84152	0.656653	0.843776	0.895912	0.447881	0.632831	0.931018	1.11567	-2.61609	-0.87783	0.954276	0.154527	0.201338	1.45126	-2.78177	-0.576489	-1.29274	-2.243	-1.06517	-0.402708	-2.56309	-1.03206	-0.549761	-1.60267	-1.05845	1.6794	-3.953168e+01	-3.656687e+02	-4.052003e+02
54000	0.834972	1.33896	1.38894	2.02444	2.05034	2.4594	3.10005	1.12904	1.04475	0.640467	0.710055	0.420475	0.877494	0.620071	0.27535	0.572863	0.932088	0.40769	-2.20179	-0.436226	1.86077	0.302987	0.284819	1.22164	-2.20701	-0.844949	2.92243	-1.34066	-1.47426	3.73431	-2.73049	0.413784	1.07892	-1.27642	-0.990309	2.42969	-4.331640e+01	-3.569874e+02	-4.003038e+02
54100	1.12688	0.644471	0.522815	2.6873	0.772692	2.72648	2.5654	1.10114	1.16394	0.723976	0.771413	0.561763	0.861519	0.817797	0.352959	0.415994	0.712967	0.727252	-1.45576	-1.04751	2.22245	0.492725	0.183753	1.95453	-2.46279	-0.832446	2.77398	-1.00483	-0.561894	2.73951	-2.25617	-0.704904	2.45057	-1.25881	-1.24062	2.99452	-3.749540e+01	-3.580442e+02	-3.955396e+02
54200	0.727585	1.37977	0.5969	2.98226	2.16569	2.5708	3.00742	1.08973	1.13623	0.851604	0.597985	0.668923	0.665135	0.762707	0.249951	0.460085	0.793751	0.504576	-2.1177	-1.87472	3.27495	0.370254	0.258461	1.27357	-1.86174	-1.81517	4.12392	-1.83549	-2.05513	4.11522	-2.50844	-2.46702	4.23487	-1.94596	-2.58451	4.1945	-3.719784e+01	-3.628183e+02	-4.000162e+02
54300	0.703334	1.42255	1.40379	1.88136	0.846982	1.63088	3.05681	0.985665	1.17246	0.650138	0.711981	0.576252	0.806538	0.736332	0.255234	0.37725	0.752697	0.454448	-2.20565	-1.86909	2.74896	0.195297	0.261114	1.89959	-2.49685	-1.45632	2.75508	-1.78265	-1.18668	2.89803	-2.73074	-1.64477	4.0505	-1.45769	-1.21426	3.69136	-3.631475e+01	-3.584842e+02	-3.947989e+02
54400	1.93317	0.793935	1.33843	2.9213	1.15676	2.52912	2.90792	1.00485	1.10711	0.67959	0.692394	0.563147	0.754994	0.660559	0.480652	0.601342	0.988698	0.857983	-1.99594	-1.57131	3.26067	0.115206	0.134297	2.18384	-1.835	-1.64182	3.91277	-1.70266	-1.89555	3.47125	-2.61499	-1.32321	4.14824	-2.07083	-1.87698	3.39594	-3.338391e+01	-3.589721e+02	-3.923560e+02
54500	1.14457	0.588906	1.21178	1.34619	0.881577	1.94222	3.00834	1.00218	1.11194	0.536775	0.818783	0.429697	0.83453	0.79967	0.403033	0.420049	0.950802	0.560576	-2.00029	-2.06131	2.9769	0.134874	0.128836	4.82371	-2.21737	-2.0809	4.13686	-2.20098	-2.27281	3.40341	-2.32586	-1.97877	3.9161	-2.06268	-2.1015	3.06509	-3.085525e+01	-3.611487e+02	-3.920039e+02
54600	0.71899	1.42001	0.829812	2.10744	0.758425	2.76539	2.79031	1.18066	1.16069	0.686361	0.460746	0.663323	0.853242	0.697197	0.394588	0.64365	0.601309	0.706106	-1.8099	-2.17361	4.00709	0.192233	0.18837	2.31385	-2.82654	-1.27996	1.258	-1.46524	-1.94549	3.83431	-2.61522	-2.42179	2.94306	-1.61093	-2.09403	4.23137	-3.877525e+01	-3.632854e+02	-4.020606e+02
54700	0.570766	0.981723	0.72534	1.83311	0.85132	2.75114	2.53051	0.940067	0.969045	0.611325	0.610685	0.566423	0.927373	0.661579	0.335805	0.463399	0.798055	0.55908	-1.78811	-1.82825	2.60601	0.150473	0.0898693	2.08472	-2.34863	-1.47637	3.47674	-1.40838	-2.22105	4.44747	-2.4652	-1.77644	3.27625	-1.75838	-1.95686	1.912	-3.205275e+01	-3.564980e+02	-3.885507e+02
54800	0.675682	0.755459	0.360029	1.78492	1.65635	2.93639	3.10507	0.986282	1.08443	0.675674	0.936953	0.487129	0.752767	0.863302	0.383952	0.502103	0.858619	0.602312	-1.90443	0.0258466	2.38706	0.168231	0.175312	1.48668	-2.0516	-0.00698751	2.05269	-1.97395	0.498962	1.27649	-2.05222	0.29089	1.71622	-1.92695	-0.55462	0.902295	-3.207250e+01	-3.588892e+02	-3.909617e+02
54900	1.4724	0.700701	1.76698	3.18647	1.15999	2.29468	3.00586	1.09342	1.12979	0.87836	0.853301	0.589225	0.97792	0.570496	0.3184	0.346955	0.721307	0.819661	-1.75383	-0.257539	3.85966	0.154481	0.0788963	2.30826	-2.16274	-0.436105	2.52743	-1.59722	-0.0713016	1.7223	-2.12122	-0.649421	3.62498	-1.40915	-0.554137	2.81052	-3.342692e+01	-3.593913e+02	-3.928182e+02
55000	0.832204	1.11823	1.4687	1.55439	0.846188	3.12169	2.78722	1.12691	1.09144	0.69506	0.721105	0.607411	0.799069	0.708061	0.513559	0.623926	0.649469	0.406836	-1.6956	-0.555476	2.18046	0.0691698	0.460578	1.33898	-2.02532	-0.52433	2.51013	-1.70341	-0.066409	2.02307	-2.03012	-0.113378	3.17901	-1.58175	-0.610825	2.78642	-3.432859e+01	-3.579123e+02	-3.922408e+02
55100	0.65257	0.986782	0.529744	1.57728	1.14982	2.70233	3.11424	1.1521	1.07533	0.506716	0.962505	0.575759	0.880986	0.633491	0.459637	0.32783	0.829303	0.520633	-1.96526	-1.2317	3.63031	0.183214	0.239536	0.796607	-2.25433	-1.14436	3.37396	-1.1519	-0.910577	2.89029	-2.06437	-1.40704	4.20342	-1.69458	-1.0008	2.82716	-3.260966e+01	-3.566868e+02	-3.892964e+02
55200	0.659796	0.745112	0.991692	2.95745	0.840245	2.88321	3.26113	1.02935	1.07147	0.650028	0.818438	0.652749	1.06245	0.72073	0.39748	0.472014	0.792536	0.572013	-1.81807	-0.377993	3.74923	0.513139	0.187301	6.68618	-2.00992	-0.434438	2.42324	-0.800935	-0.925079	3.27706	-2.82923	-0.254382	0.286097	-1.5944	-0.535994	0.413766	-4.305104e+01	-3.555535e+02	-3.986045e+02
55300	0.765723	0.566148	0.695681	1.61847	1.32448	2.58573	3.27975	0.899757	1.10449	0.70716	0.600328	0.68883	0.733499	0.909286	0.363675	0.374364	1.23215	0.57049	-2.23391	-1.05287	4.30805	0.271799	0.164659	0.720958	-2.17643	-0.873973	3.51606	-1.5217	-1.91392	4.08661	-2.15201	-0.455859	3.4191	-1.48442	-0.628243	3.5321	-3.584106e+01	-3.595150e+02	-3.953561e+02
55400	0.819503	0.72744	1.99098	2.30054	1.35205	1.90917	3.06297	1.05311	1.1266	0.668232	0.675891	0.665491	0.766871	0.509009	0.447446	0.565752	0.858404	0.413132	-2.78226	-1.85809	3.77551	0.301142	0.125289	3.41651	-2.56676	-2.06005	4.45101	-2.28952	-1.3357	2.50385	-1.88429	-0.667888	3.47899	-3.66931	-2.24492	4.185	-4.289436e+01	-3.627334e+02	-4.056278e+02
55500	0.670803	0.694522	1.31643	1.42446	1.32542	2.49784	2.65803	1.00099	1.0048	0.650626	0.750456	0.631112	0.744219	0.719502	0.294674	0.360575	0.828666	0.467479	-2.16297	-1.86373	4.45593	0.137537	0.0825983	1.20768	-2.04229	-1.94281	4.30016	-1.94652	-1.73761	3.21127	-2.42701	-1.89568	4.57281	-1.78147	-2.04039	4.46905	-2.494057e+01	-3.566383e+02	-3.815789e+02
55600	1.01766	0.501085	0.392505	1.39064	1.03369	2.79744	2.27434	0.946868	1.11283	0.553542	0.763622	0.789854	0.824151	0.709172	0.443593	0.664866	0.983883	0.792029	-2.32021	-1.24541	2.82959	0.231021	0.348063	6.57392	-3.0802	-1.42142	1.34557	-1.74383	-0.487321	1.58867	-2.3367	-1.49361	3.99742	-2.45955	-1.40109	-2.49061	-4.221129e+01	-3.669756e+02	-4.091869e+02
55700	0.645329	0.793564	1.16569	1.36347	0.96972	2.74941	3.28905	1.09222	1.10336	0.563318	0.715184	0.690927	1.00102	0.747058	0.607014	0.447422	1.06157	0.626711	-1.94467	-0.0589816	4.08703	0.107145	0.341613	3.65542	-2.1345	-0.187273	2.40024	-1.17993	1.05246	1.30024	-1.9075	-0.899196	3.52165	-1.28873	-0.0754797	-3.33378	-4.889617e+01	-3.573623e+02	-4.062585e+02
55800	1.89963	0.443763	0.587026	2.38868	1.22196	2.1796	3.11487	0.98308	1.19868	0.625714	0.587757	0.525313	0.820369	0.787356	0.575008	0.227805	0.854203	0.441505	-1.94816	0.783579	2.59235	0.374037	0.487098	1.22994	-2.17017	1.78596	0.432512	-1.74346	1.62689	0.128166	-1.73898	0.183923	3.08787	-1.54781	0.0184628	0.581844	-4.471929e+01	-3.606200e+02	-4.053393e+02
55900	0.447723	0.741704	0.45538	2.75265	1.08012	2.85009	3.0619	0.99025	1.03242	0.680768	0.864522	0.655435	0.743131	0.720217	0.513275	0.420563	0.864275	0.497829	-1.85634	2.18939	-0.716455	0.0939029	0.285029	4.77096	-2.07796	2.15975	-0.192766	-1.62561	1.50583	0.0681619	-2.41669	2.00958	0.651071	-1.64598	1.97496	-1.65231	-3.628938e+01	-3.544017e+02	-3.906911e+02
56000	0.752569	0.835771	0.605989	2.52274	0.889186	1.83184	3.26836	0.918232	1.19903	0.718285	0.663444	0.687645	0.745789	0.674684	0.536602	0.355825	1.02227	0.784091	-1.88148	0.155044	2.02669	0.051504	0.132746	3.11153	-2.19937	0.201369	1.76118	-1.59573	-0.038175	1.5932	-1.86576	1.02443	1.74405	-1.69715	0.639987	1.2665	-3.427870e+01	-3.583022e+02	-3.925809e+02
56100	0.592495	0.607186	0.845408	2.23361	0.742627	1.6743	3.11847	0.953321	1.05989	0.741148	0.582689	0.512799	0.875149	0.608944	0.320776	0.406731	0.836722	0.551551	-1.88252	-0.384989	1.58653	0.0953268	0.118322	1.88331	-2.39677	-0.497708	2.22507	-1.80123	-0.0110006	2.07843	-2.46886	0.368006	1.09936	-1.86719	-0.388872	1.2851	-3.143400e+01	-3.585243e+02	-3.899583e+02
