iter	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
26800	1.53052	1.51628	0.806722	2.11981	1.01514	2.60352	3.02537	1.0067	1.31869	0.617783	0.545067	0.5452	0.6681	1.05557	0.452026	0.514763	0.884541	0.713355	-2.07622	-1.62759	2.09104	0.376085	0.0917036	2.04078	-2.79397	-1.17618	2.36605	-1.88001	-1.94832	3.14488	-2.08118	-1.74756	3.88899	-1.73046	-0.934305	2.47725	-3.933820e+01	-3.642442e+02	-4.035824e+02
26900	1.05364	1.19491	0.742883	1.90826	1.13628	2.82484	3.21278	0.999462	1.1702	0.882977	0.71023	0.707175	0.790927	0.706094	0.227435	0.512602	0.765102	0.420121	-1.55232	-1.91385	3.61334	0.316638	0.15605	1.3537	-2.37808	-1.77455	3.43974	-1.16186	-1.83954	4.03776	-2.88311	-1.85566	3.42694	-1.44394	-1.62722	3.25275	-3.519909e+01	-3.572333e+02	-3.924324e+02
27000	0.752597	0.968155	0.62247	2.17824	1.0586	2.62483	3.01588	1.07298	1.09881	0.604854	0.714934	0.525977	0.913495	0.861625	0.252445	0.475927	0.919113	0.784465	-2.55418	-1.64071	3.98306	0.171656	0.0781297	1.57769	-2.14609	-1.78197	3.72833	-1.99959	-1.67845	3.56106	-2.48365	-1.52756	3.61677	-2.18737	-1.76602	4.18554	-2.819146e+01	-3.580588e+02	-3.862503e+02
27100	0.852718	1.5756	0.578531	2.33349	1.13147	2.46164	3.10786	1.00897	1.00062	0.802481	1.02757	0.535553	0.71638	1.03571	0.28274	0.490631	0.899353	0.553158	-1.95525	-0.742507	2.46411	0.186054	0.179489	1.32406	-2.29092	-1.08327	3.24261	-1.55283	-0.525804	2.34388	-2.04255	-1.10369	4.07537	-1.84385	-0.109256	1.60927	-3.446656e+01	-3.572903e+02	-3.917568e+02
27200	0.912413	1.2717	0.941302	2.39209	0.908057	3.16931	3.1973	1.06988	1.05577	0.663683	0.855341	0.515062	0.799617	0.780988	0.444967	0.453494	0.601366	0.851529	-1.89989	-1.95326	3.23083	0.158234	0.606687	1.1359	-2.09559	-1.60888	3.51928	-1.43881	-1.95988	3.64767	-1.78139	-1.40118	4.47677	-1.78661	-3.20711	4.26432	-3.854156e+01	-3.534356e+02	-3.919772e+02
27300	0.673659	1.21462	0.642039	2.73393	1.1426	3.29802	3.14944	0.975909	1.05351	0.668359	0.616834	0.616007	0.972199	0.930985	0.515004	0.306948	0.882753	0.474519	-2.08985	-0.399714	2.79141	0.144935	0.148532	3.92578	-2.08817	-0.223831	2.3405	-1.80774	-0.245034	2.08738	-2.87568	-0.87562	2.92033	-1.88434	-0.0528976	1.59094	-3.520212e+01	-3.554384e+02	-3.906405e+02
27400	1.76693	0.721747	3.19912	1.98717	1.22888	2.18343	2.97047	1.02297	0.976993	0.653898	0.805347	0.575352	0.753824	0.661861	0.499425	0.617319	1.0043	0.544107	-2.22878	-1.23451	4.06208	0.0547073	0.514176	2.39491	-2.16778	-1.17713	2.94254	-1.98197	-0.761222	2.85068	-2.20317	-2.33321	3.16703	-2.03289	-1.07707	3.05254	-3.683329e+01	-3.656571e+02	-4.024903e+02
27500	0.815423	1.57481	0.76454	2.61194	0.967517	2.83674	2.67006	0.988735	0.944449	0.622147	0.910687	0.600972	0.787562	0.887936	0.594573	0.539823	0.806231	0.304571	-2.07693	-1.03157	2.922	0.25534	0.0871495	0.659088	-2.54421	-1.12684	3.01059	-1.2797	-1.20783	3.31926	-2.64545	-1.27666	2.81509	-2.249	-1.19645	1.7496	-3.389157e+01	-3.599109e+02	-3.938025e+02
27600	0.602587	1.28652	0.689529	2.37226	0.905655	2.22143	3.09364	1.04718	1.06197	0.577949	0.836988	0.666593	0.820448	0.65263	0.447587	0.45869	0.757215	0.475358	-2.17044	-1.67127	3.55988	0.213775	0.240923	1.514	-2.18339	-1.21559	3.39013	-1.96746	-2.32868	3.51327	-2.31362	-1.39872	4.54038	-1.88197	-1.17514	3.33116	-3.285185e+01	-3.563287e+02	-3.891806e+02
27700	0.886545	2.60836	0.670731	3.17618	1.68634	2.76198	2.87276	1.02759	1.16981	0.727237	0.599158	0.451486	0.81274	0.674503	0.470856	0.379681	0.883258	0.701981	-1.53991	0.276769	1.61624	0.183586	0.178261	1.09251	-2.27454	0.0342475	1.67185	-1.88589	-0.525938	1.79263	-2.24352	1.10538	1.76448	-1.70094	-0.0786947	1.4651	-3.856314e+01	-3.590008e+02	-3.975640e+02
27800	1.29883	1.11282	0.555794	2.82939	0.853788	2.95618	3.18791	1.08359	0.986969	0.596444	0.674076	0.792536	0.845964	0.707104	0.348397	0.439971	0.989634	0.502689	-1.38673	0.224877	3.30635	0.187736	0.918213	3.71841	-1.99674	-0.294895	2.70798	-1.6868	1.39849	-0.128572	-1.59023	0.124511	2.85942	-1.23997	0.0366284	2.26194	-4.331178e+01	-3.582762e+02	-4.015880e+02
27900	1.02797	1.32496	3.23917	3.07405	1.21131	1.9892	3.24733	1.14288	1.03943	0.622776	0.865386	0.661983	0.718118	0.589265	0.290178	0.772842	0.950745	0.701425	-2.0258	0.735771	0.771542	0.247023	0.0479119	1.31044	-2.44167	0.506464	0.598766	-2.34353	0.26819	0.849441	-2.45501	0.617431	-0.635947	-2.00847	0.846166	-0.436359	-3.671099e+01	-3.683280e+02	-4.050390e+02
28000	0.479821	1.0566	1.15268	1.49815	1.02351	2.92944	3.1024	1.07095	1.04047	0.646885	0.624163	0.869585	0.808187	0.606119	0.283668	0.487115	1.11319	0.480464	-2.02914	-1.14995	3.98921	0.0855597	0.0897156	2.32905	-1.76272	-0.624453	2.87342	-1.49886	-1.30659	3.37116	-2.31557	-0.689398	3.06359	-2.59108	-1.23112	1.89459	-3.364509e+01	-3.605211e+02	-3.941661e+02
28100	0.56362	0.550665	0.767867	1.8407	0.716445	1.4621	3.13481	1.02688	1.01655	0.609835	0.987942	0.735329	0.774516	0.670811	0.425841	0.447576	0.954645	0.626988	-2.32624	-0.817224	4.1715	0.124542	0.132601	2.51661	-2.63491	-1.20541	2.92943	-1.6497	-0.940905	2.783	-2.50752	-0.638496	2.96781	-2.36	-0.533907	1.94755	-3.087479e+01	-3.593908e+02	-3.902655e+02
28200	1.33105	0.414579	0.909357	3.25785	1.67628	3.28479	3.17706	1.03819	1.1176	0.725354	1.02102	0.551268	0.819664	0.794738	0.440498	0.606204	0.955645	0.459181	-2.59118	-1.35672	2.4439	0.929081	0.0973674	3.94133	-2.28702	-1.01907	2.84111	-1.91112	-1.59932	3.14156	-3.10856	-1.80315	1.41437	-2.78425	-1.56395	-0.790964	-4.355508e+01	-3.600385e+02	-4.035936e+02
28300	1.76503	1.25086	1.35028	3.03579	1.03909	3.09588	3.13936	1.04315	1.07912	0.568031	0.579501	0.588429	0.722594	0.786852	0.514394	0.848329	0.821576	0.964394	-2.60959	-1.99877	0.126632	0.0587058	0.102278	2.75808	-2.73813	-1.78901	2.67833	-2.7382	-2.56345	1.67563	-2.9078	-2.50117	-1.24209	-2.47627	-2.01061	-3.90913	-3.969062e+01	-3.658281e+02	-4.055187e+02
28400	0.734786	0.80468	0.920697	1.31171	1.25788	2.59243	3.12916	1.08119	1.16848	0.670079	0.373063	0.673195	0.821946	0.791176	0.267374	0.51439	0.858847	1.16263	-2.70987	-1.71835	-2.25702	0.170735	0.396301	1.34935	-3.08226	-1.92503	-0.807105	-2.26021	-1.13923	-1.80647	-3.08989	-2.47006	-4.11335	-2.19711	-2.4444	-3.4942	-3.901590e+01	-3.710662e+02	-4.100821e+02
28500	0.594124	0.619788	1.89814	2.38729	1.02751	3.05627	3.08667	1.00291	1.09069	0.651219	0.662653	0.489963	0.997333	0.815664	0.590235	0.409031	0.939041	0.395377	-2.01343	-1.82133	4.15441	0.264379	0.0477942	2.83883	-2.29375	-1.84898	4.23672	-0.99827	-1.78818	4.23802	-2.76493	-1.81982	3.30358	-1.92091	-1.53217	2.57031	-3.393120e+01	-3.564590e+02	-3.903902e+02
28600	1.10616	1.16089	0.708892	2.31615	0.919451	3.24804	2.50683	1.09419	1.03647	0.811126	0.606311	0.660477	0.715489	0.856922	0.659444	0.487683	0.955885	0.492915	-1.99371	-2.31021	4.2499	0.080556	0.144739	1.56579	-2.12421	-2.13339	4.21067	-1.84389	-2.21368	3.78765	-2.51143	-2.26845	4.47283	-1.96617	-1.78261	1.38721	-3.193449e+01	-3.587435e+02	-3.906780e+02
28700	0.540599	1.00396	1.14687	2.2419	0.74405	3.11315	2.5632	1.10641	0.990931	0.829966	0.828643	0.585712	0.846887	0.689899	0.556646	0.67786	0.848642	0.454515	-2.05976	-1.51499	3.88981	0.0819818	0.263945	1.00753	-2.2656	-1.53389	3.43123	-1.58393	-1.20712	3.32242	-1.70447	-1.22136	4.41561	-1.99541	-1.69276	3.83274	-3.143779e+01	-3.598940e+02	-3.913318e+02
28800	0.466504	0.974651	0.897323	2.42265	1.01151	3.05527	2.66433	1.10891	1.15605	0.774024	0.770898	0.452569	0.935793	0.801719	0.440889	0.435222	0.747106	0.874678	-2.1106	-2.14298	3.46374	0.196515	0.0557955	3.97691	-1.90105	-2.18864	4.30023	-1.69136	-2.21916	3.49086	-2.55546	-2.20269	3.4493	-1.81056	-1.92785	3.98347	-3.185027e+01	-3.606084e+02	-3.924587e+02
28900	0.592774	0.839883	0.501666	2.82519	0.722924	2.89719	3.24553	1.06435	1.09308	0.700954	0.867751	0.600902	0.796008	0.792474	0.320882	0.413992	0.755663	0.696829	-2.87009	-2.07919	2.36355	0.352853	0.171927	3.63848	-2.73735	-1.19317	2.59319	-1.8063	-2.47299	3.78197	-3.25012	-1.68202	2.05083	-1.41154	-1.79654	4.36141	-4.292333e+01	-3.547937e+02	-3.977170e+02
29000	0.96649	1.03188	0.717278	2.34423	0.587294	2.81154	2.76847	0.879277	1.10987	0.966458	0.75148	0.554286	0.820734	0.889068	0.457335	0.610014	1.00724	0.606378	-1.69014	0.234387	3.57126	0.224334	0.185038	5.28128	-2.00423	0.527088	1.50687	-0.724906	0.681397	1.4974	-2.42579	0.318072	1.78563	-1.34649	0.208389	2.28617	-3.990274e+01	-3.654562e+02	-4.053590e+02
29100	0.89864	1.33963	0.665729	2.34642	1.22633	2.1551	3.11044	0.981673	0.970733	0.694811	0.718948	0.500119	0.727128	0.683797	0.357876	0.585109	0.872171	0.572707	-2.32248	0.466468	-0.709767	0.159412	0.187319	14.3312	-2.43155	1.09926	0.711028	-1.31451	0.17273	1.80316	-2.2252	0.461323	1.97905	-1.9539	0.902691	-0.442111	-4.342389e+01	-3.543132e+02	-3.977371e+02
29200	0.901289	1.1831	0.667822	2.61812	1.16796	3.08427	3.12696	1.00831	1.09156	0.5839	0.623813	0.678244	0.800295	0.5843	0.407797	0.502779	0.693303	0.557924	-2.07251	1.26143	0.612804	0.134073	0.165678	2.70083	-2.2602	0.460439	1.38791	-1.57237	1.35072	0.615197	-2.49483	1.0909	1.4209	-2.00508	0.883113	-1.50134	-3.557647e+01	-3.523333e+02	-3.879098e+02
29300	0.780004	0.396045	0.620336	1.87024	0.760081	2.55565	2.8707	0.940167	1.237	0.757413	0.906899	0.646688	0.782664	0.745529	0.469708	0.477663	0.723288	0.671056	-1.12882	1.55744	-0.720276	0.173283	0.0980218	5.20668	-1.13054	1.82492	0.417758	-1.03439	1.80117	0.594711	-1.23803	1.49934	1.70466	-1.40835	1.26425	-3.67011	-3.395035e+01	-3.657363e+02	-3.996866e+02
29400	1.57224	1.11843	0.871689	2.7008	2.50823	2.03985	3.20172	0.981166	1.21465	0.582309	0.821079	0.820049	0.677879	0.627154	0.35866	0.480271	0.866583	0.548276	-1.73717	1.74051	0.415448	0.130263	0.134585	1.29112	-2.05888	1.58394	0.539653	-1.75001	2.05698	-0.0783522	-1.759	1.54355	1.53805	-2.10245	1.46367	0.075407	-3.181847e+01	-3.615940e+02	-3.934125e+02
29500	0.4653	1.15341	0.414111	2.20213	0.947042	3.17571	3.18757	1.07333	1.18156	0.62956	0.823625	0.658044	0.786534	0.546279	0.440815	0.441972	0.72449	0.684452	-1.80271	2.46281	-1.80696	0.488923	0.0900677	2.80359	-2.43149	2.37786	-0.677372	-1.20865	2.11817	0.285269	-1.83278	3.10243	-0.0450811	-2.02624	2.94989	-4.09466	-4.042104e+01	-3.564881e+02	-3.969092e+02
29600	1.27722	1.05086	0.496768	2.85314	1.13035	3.22416	3.13503	0.953784	1.1254	0.850974	0.740895	0.618641	0.966897	0.675293	0.539789	0.396099	0.88016	0.414787	-1.97353	1.71776	0.44054	0.129252	0.176765	1.79687	-1.77143	2.08068	0.152745	-1.18319	1.80354	0.444677	-2.39747	1.89824	0.727527	-1.652	2.11313	0.313664	-3.465976e+01	-3.563683e+02	-3.910280e+02
29700	0.618696	1.094	0.794025	2.02763	1.00107	2.2272	3.29162	0.990862	1.01845	0.64581	0.840772	0.483403	0.816134	0.610726	0.460518	0.411518	0.746732	0.511523	-1.6877	0.538745	1.11628	0.493006	0.294553	17.9173	-2.92231	-0.265253	1.62099	-1.48343	0.819538	0.70317	-2.59801	0.657253	2.10693	-1.62881	0.638126	0.43824	-4.736979e+01	-3.542888e+02	-4.016586e+02
29800	0.59816	0.977741	2.03783	1.10274	0.932761	3.20391	2.69283	1.00847	1.1155	0.671305	0.609024	0.690103	0.753258	0.780138	0.789394	0.717988	0.767695	0.781509	-1.07384	1.05304	1.67692	0.137926	0.293355	4.57609	-1.91213	0.542185	0.715033	-1.61424	0.946252	0.558728	-0.549795	1.9665	1.21323	-0.80578	0.524288	-1.66962	-4.409390e+01	-3.664806e+02	-4.105745e+02
29900	0.679524	0.636064	0.819405	2.22247	0.865544	2.75059	3.29158	0.97193	0.953396	0.546358	0.782613	0.555258	0.773711	0.796139	0.518252	0.587343	0.746681	0.761672	-1.15107	-0.198596	-2.75251	0.210736	1.39638	6.95808	-1.92784	2.11832	-0.755916	-1.72519	0.41368	1.23974	-1.28538	1.5489	1.70984	-1.51902	0.152576	-1.38536	-5.248371e+01	-3.574921e+02	-4.099759e+02
30000	1.06808	0.763357	1.79754	3.21935	0.892327	2.95391	3.26485	0.988229	1.01297	0.714089	0.673429	0.497398	0.880988	0.736252	0.60902	0.520835	1.07547	0.284193	-1.50355	2.11433	0.229228	0.231847	0.22492	1.39284	-2.37544	2.02324	0.146375	-1.52476	2.07402	0.328363	-2.31666	1.9184	0.56723	-1.81733	1.87539	-0.30293	-3.630766e+01	-3.567123e+02	-3.930200e+02
30100	0.784341	0.531777	1.69637	1.49258	0.671643	3.26487	2.91505	1.1618	1.01413	0.701738	0.673673	0.470337	0.893685	0.832776	0.429498	0.574225	0.816836	0.49676	-2.27806	1.52764	-1.17409	0.246694	0.153123	8.98327	-2.19783	2.24715	0.0161295	-2.10373	1.73384	-1.01539	-2.09311	1.40583	1.1486	-2.2927	1.81855	-2.72602	-3.889050e+01	-3.613979e+02	-4.002884e+02
30200	0.71499	0.428707	1.12882	1.77073	1.09315	2.60091	3.20448	0.978617	1.13786	0.627929	1.00389	0.49092	0.804037	0.560855	0.796832	0.288081	1.08593	0.505329	-2.12771	0.632715	1.03038	0.174136	0.159258	1.67045	-2.51428	0.809899	1.75008	-1.74271	0.988592	0.565576	-1.89885	0.988753	2.18448	-1.94709	0.609477	-0.0956423	-3.196782e+01	-3.664019e+02	-3.983697e+02
30300	0.58573	0.534937	1.834	3.26072	1.15677	1.99928	3.19746	1.08728	1.03148	0.556546	0.610314	0.483521	0.729463	0.697998	0.555231	0.501627	0.686893	1.18823	-1.76118	1.47266	2.3824	0.409049	0.15249	9.36777	-2.41238	1.40845	0.111647	-1.28442	1.3452	0.727874	-1.52345	1.0881	2.31074	-2.18767	1.32882	-4.48371	-4.340613e+01	-3.608499e+02	-4.042560e+02
30400	1.34196	1.12731	0.810916	2.30815	0.925376	2.06174	2.93418	1.03968	1.06832	0.849044	0.631326	0.697274	0.731557	0.826578	0.336182	0.617032	0.958482	0.585752	-1.97323	1.66431	1.52841	0.328628	0.124103	3.40282	-2.37829	0.666356	1.293	-1.33965	2.07574	0.0185771	-2.4188	1.76195	0.822399	-1.2374	1.87608	-0.696085	-4.222605e+01	-3.567693e+02	-3.989953e+02
30500	0.727999	0.87415	0.989657	2.82004	1.05667	2.83227	3.18415	1.00592	0.950119	0.683822	0.839266	0.670157	0.916674	0.697704	0.458798	0.489995	1.15811	0.342317	-1.60104	1.66886	1.49156	0.547906	0.738937	3.08197	-2.08241	0.764752	1.51782	-1.44028	1.72423	0.398491	-2.43403	1.35516	0.789653	-1.61676	1.41736	-0.142763	-4.540266e+01	-3.550244e+02	-4.004271e+02
30600	0.925652	0.350676	0.633157	2.46988	1.22626	2.5631	3.20097	0.940151	1.01245	0.688797	0.811536	0.442105	0.837174	0.684094	0.510014	0.513155	1.0055	0.703914	-2.11823	2.08562	-1.16509	0.215082	0.127789	3.86998	-2.06423	2.25515	-1.09616	-2.09303	1.98911	-0.448816	-2.56266	2.19791	0.714537	-2.08521	1.80543	0.590765	-3.367073e+01	-3.637737e+02	-3.974445e+02
30700	0.613755	1.03013	0.397644	1.96847	1.03305	2.93417	3.07442	1.07004	1.21694	0.654898	0.507623	0.64803	0.770645	0.826631	0.608849	0.429742	0.643782	0.993595	-1.85328	2.13578	-0.233197	0.157823	0.204945	1.70889	-2.10371	1.78304	0.099714	-1.90311	2.43542	-1.55085	-2.06968	2.47617	0.315528	-1.17252	2.39825	-1.62643	-3.381850e+01	-3.608290e+02	-3.946475e+02
30800	0.358007	0.486635	1.12592	2.2314	0.739124	1.52506	2.90837	0.961137	1.08709	0.654903	0.663398	0.480732	0.971508	0.706503	0.532977	0.402904	0.949603	0.43285	-1.75823	2.71177	-1.69147	0.10514	0.0630628	2.22097	-2.22614	2.62024	-0.295042	-1.66874	2.84021	-1.3366	-2.44761	2.87106	-0.378987	-1.37442	2.30817	0.998264	-3.275879e+01	-3.646393e+02	-3.973981e+02
30900	0.531494	1.24878	0.72648	2.41288	0.686038	3.16775	3.0325	0.925978	1.07941	0.773577	0.75528	0.653537	0.919654	0.773743	0.59864	0.3945	1.11806	0.51196	-1.8844	2.28118	0.319033	0.0808015	0.0518576	2.21184	-1.81827	2.48818	-0.466265	-2.09897	2.50909	-1.16227	-2.04015	2.26686	0.708662	-1.71499	2.23172	-1.67621	-3.002832e+01	-3.611338e+02	-3.911621e+02
31000	1.09721	0.438037	1.17827	2.00677	0.868116	3.04526	3.12634	1.10627	1.13168	0.575774	0.695292	0.666832	0.642591	0.624503	0.258242	0.493191	0.896552	0.719958	-2.14675	2.39533	-1.4469	0.105723	0.107695	8.31479	-2.33802	2.43885	-0.877658	-2.01258	2.34873	-1.10183	-2.01637	2.65309	0.542372	-2.11114	2.53937	-3.94128	-3.312917e+01	-3.601480e+02	-3.932771e+02
31100	0.843962	0.987244	0.813437	1.76326	0.577037	1.97402	3.07526	1.03673	1.13576	0.633446	0.696272	0.601758	0.765855	0.810204	0.52857	0.517594	1.02561	0.580042	-1.88726	1.99094	-3.42756	0.175743	1.59199	9.13399	-1.78023	2.88815	-0.41093	-1.91	2.40076	-1.04181	-2.35252	1.9418	-1.27491	-1.88578	2.1857	-0.942585	-4.655722e+01	-3.624341e+02	-4.089913e+02
31200	0.608462	0.65839	1.27962	1.9382	1.01105	2.62067	2.9462	0.994162	1.00806	0.511659	1.00253	0.664325	0.86893	0.696222	0.374124	0.593866	0.830997	0.445733	-2.33508	2.38821	-0.447055	0.0918414	0.189676	2.4286	-2.31153	2.08687	-0.0311307	-1.97893	2.77449	-1.20262	-2.06955	2.70086	-0.00202432	-1.97347	2.05919	-1.606	-3.247505e+01	-3.573415e+02	-3.898166e+02
31300	0.807959	0.625231	0.577654	2.57933	0.841967	2.61635	3.28511	0.968821	1.10039	0.661666	0.673325	0.809236	0.83428	0.835119	0.619854	0.450493	0.80176	0.613992	-1.94052	0.53361	-1.70377	0.402672	0.333529	1.55871	-2.97028	0.547697	-0.0523145	-1.76046	0.471185	-0.333259	-1.90557	1.73027	1.2689	-2.24586	0.0890153	-2.11218	-4.393134e+01	-3.616905e+02	-4.056218e+02
31400	0.563967	0.7207	1.43456	1.15779	0.993899	2.4394	2.84207	1.00577	0.968501	0.63435	0.760673	0.621315	0.781232	0.948324	0.556818	0.442474	0.850059	0.505584	-2.04346	2.52717	-0.46538	0.71343	0.208407	2.01246	-2.88943	2.36499	-0.895611	-1.15569	1.93752	0.216509	-2.43624	2.51165	-0.0370532	-2.04418	2.34689	-2.84358	-4.016985e+01	-3.572175e+02	-3.973874e+02
31500	1.07971	0.383784	0.561842	2.14781	0.886866	2.7196	3.03703	0.851123	1.15333	0.723952	0.603972	0.768979	0.74141	0.511929	0.552478	0.467863	0.786979	0.527099	-1.6415	3.40142	-1.96553	0.0877965	0.669213	1.3527	-1.76902	3.93897	-1.81119	-1.50115	3.52378	-1.65248	-1.87119	4.04002	-0.76754	-1.36371	2.93812	-1.50464	-3.394647e+01	-3.625042e+02	-3.964507e+02
31600	0.844418	0.735668	0.716331	2.64066	0.958666	3.25214	3.13933	1.22598	1.11273	0.739801	0.983949	0.591771	0.825515	0.760529	0.344406	0.443499	0.842606	0.525996	-2.29285	3.59506	-1.62671	0.216517	0.376081	1.49938	-2.61282	3.36925	-1.63003	-1.48775	2.84076	-1.03768	-2.23735	4.33426	-1.55836	-2.56253	4.23037	-3.04979	-3.845366e+01	-3.555818e+02	-3.940354e+02
31700	1.23745	0.647958	2.55311	1.3443	1.1078	2.80518	3.22603	1.03594	1.03682	0.639436	0.82437	0.557856	0.97179	0.868222	0.617501	0.420381	0.882707	0.674986	-1.74655	3.53202	-3.68694	0.203431	0.766083	4.75447	-2.79054	3.57683	-3.66899	-1.11018	3.68011	-1.60668	-2.42574	4.06829	-1.79979	-1.45275	2.90853	-1.68389	-4.674774e+01	-3.596192e+02	-4.063669e+02
31800	0.601642	1.53621	0.606052	1.94516	0.988755	2.41267	3.00096	0.870047	1.01751	0.719884	0.570102	0.640444	0.719252	0.886679	0.763855	0.773178	0.949792	0.950555	-2.58097	3.57753	-0.269098	0.186393	0.0974939	1.52808	-2.63204	3.44667	-2.42388	-2.51349	3.84258	-1.8965	-2.48423	3.08791	-0.367587	-3.32943	3.5091	-1.22492	-3.536860e+01	-3.697333e+02	-4.051019e+02
31900	0.874532	0.674138	0.526144	1.8663	1.78576	2.40869	2.90804	1.11428	1.10275	0.604888	0.630922	0.558646	0.793587	0.481765	0.431965	0.507402	0.850586	0.476176	-1.70181	4.47367	-3.615	0.685835	0.059214	1.24522	-2.6416	4.55988	-3.00023	-1.30736	4.53129	-2.41461	-2.02876	4.19335	-1.63275	-1.6938	4.57402	-3.13891	-3.376309e+01	-3.568764e+02	-3.906395e+02
32000	0.612721	0.898403	0.671816	2.91752	0.967903	3.11211	3.24172	0.95593	1.00091	0.577609	0.608257	0.596676	0.672441	0.765573	0.310655	0.418137	0.819918	0.464522	-1.42154	3.34363	-2.72886	0.27209	0.0794909	3.08283	-2.1701	3.49543	-1.40504	-1.27601	3.19661	-0.803468	-1.73499	3.21397	-0.0972233	-2.13517	4.1385	-2.88645	-3.808499e+01	-3.530821e+02	-3.911671e+02
32100	1.89939	1.18878	0.889271	3.00112	1.33231	2.18681	3.12852	0.969807	1.02159	0.808149	0.662692	0.605523	0.753599	0.651409	0.708777	0.291148	0.964257	0.697655	-2.26524	3.73806	-2.66658	0.217875	0.244451	1.86723	-2.32287	3.55933	-1.97551	-1.77286	4.26324	-2.35045	-2.17719	3.25824	-0.761122	-1.97037	3.27918	-2.82277	-3.699491e+01	-3.630380e+02	-4.000329e+02
32200	0.86946	1.19729	0.825346	1.86991	0.685436	2.43205	3.11913	1.15991	1.04755	0.635855	0.845915	0.512407	0.855678	0.711073	0.554995	0.663375	0.638514	0.798808	-1.74812	3.10524	-0.907963	0.125122	0.0976865	0.745899	-1.77893	3.07936	-0.882573	-1.4622	2.67683	-0.979285	-2.03194	3.64711	-0.642144	-1.84519	2.67497	-1.55455	-3.159045e+01	-3.587044e+02	-3.902949e+02
32300	0.919709	0.954158	1.07639	2.12043	0.828252	2.68338	2.91157	1.05389	1.15053	0.625369	0.620228	0.562652	0.89267	0.552697	0.323815	0.312501	1.23897	0.507394	-1.3503	3.05233	-1.62098	0.0509776	0.166849	4.1971	-1.32141	2.91013	0.0726361	-1.45353	3.90693	-1.78183	-1.72192	3.06694	0.0713101	-1.17204	2.57393	-1.22871	-3.515996e+01	-3.579741e+02	-3.931340e+02
32400	0.580523	0.708413	0.687382	2.49904	1.06846	2.45907	2.94053	1.00671	1.03803	0.783283	0.682941	0.594495	0.814654	0.796783	0.566031	0.476327	0.67812	0.611828	-1.89689	3.06122	-1.70873	0.198959	0.20786	2.78731	-2.00447	2.51944	-0.646788	-1.0239	3.19113	-1.06959	-2.58214	2.59855	0.198324	-1.12824	3.25685	-2.7322	-3.898506e+01	-3.535563e+02	-3.925414e+02
32500	0.67693	1.70839	1.90371	2.58357	0.670268	2.95067	3.22528	1.00319	1.21373	0.775509	0.720257	0.5729	0.830848	0.612043	0.386537	0.595277	0.792202	0.750282	-1.70413	3.24717	-1.34351	0.100861	0.154615	1.26455	-2.20755	3.22847	-1.23678	-1.29135	3.64594	-1.50223	-2.19377	3.53563	-2.10444	-2.0743	2.87052	-2.16031	-3.473392e+01	-3.591772e+02	-3.939111e+02
32600	0.552677	1.09114	0.864225	2.729	1.99454	2.175	2.56905	0.978571	1.0936	0.719734	0.640243	0.554724	0.879442	0.564596	0.344306	0.55297	0.86083	0.371662	-2.41115	3.75821	-0.80464	0.063741	0.0731611	2.44736	-2.42793	3.67998	-1.57913	-2.05423	3.49087	-1.71077	-2.28208	3.75228	-1.28949	-2.00691	3.63805	-1.83392	-2.984424e+01	-3.589786e+02	-3.888228e+02
32700	0.659961	0.719608	0.476998	2.31846	1.26809	1.92308	3.25902	1.12802	0.997553	0.761026	0.728475	0.540509	0.727668	0.609882	0.345922	0.423064	0.784205	0.531525	-1.8759	3.04159	-0.511945	0.245142	0.143671	1.23476	-1.92004	3.27801	-1.08771	-1.56018	2.97025	-1.02417	-2.38418	3.5573	-1.06323	-1.63632	2.94603	-0.811578	-3.077078e+01	-3.536456e+02	-3.844164e+02
32800	0.764853	0.74429	0.937132	3.14521	0.898298	2.88994	3.2746	0.878914	1.15557	0.801804	0.604406	0.520117	0.805193	0.691947	0.202887	0.310992	0.976029	0.758501	-1.88461	3.12577	-2.00055	0.0726755	0.22655	3.70104	-2.1142	3.50985	-1.14826	-1.44411	2.92675	-0.812004	-2.16344	2.97326	0.2205	-1.82665	3.94441	-1.89832	-3.534932e+01	-3.568534e+02	-3.922027e+02
