iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	LnPrior	LnData	LnPosterior
31000	2.61265	2.83589	0.544638	0.537092	0.537515	0.899842	0.185886	1.65932	0.384987	1.60145	1.63121	1.14575	1.05788	0.739468	0.816327	0.567504	0.856916	0.647575	0.393855	0.717717	0.929297	0.659748	-0.636602	0.557756	-0.204138	0.283065	0.288575	1.77745	-1.96047	-2.29818	2.05068	-3.19462	0.0783558	0.0405839	2.14613	0.0916271	0.14267	0.0728723	0.0890121	0.0900271	0.0919026	4.78967	-2.32572	2.2371	-0.240152	-0.45788	0.802082	-2.53754	0.494083	0.00545735	1.62134	-2.26466	-2.31682	2.23518	-1.19912	-0.674607	0.515144	-1.03659	0.624927	0.80237	 1.59	-2.34573	-2.07478	1.84308	-1.30866	-0.602795	0.427472	0.351641	0.00531207	0.302761	1.20927	-1.92905	-2.53158	1.81699	-3.33473	-0.887199	0.751881	-3.7914	0.371448	-0.230261	2.14656	-1.58093	-5.003979e+01	-3.123290e+02	-3.623688e+02
31100	3.22748	2.15724	0.303814	0.66828	0.834781	1.78207	0.180941	2.1858	0.690344	1.52219	2.963	0.97815	1.06441	0.698602	0.639167	0.62252	0.8964	0.642299	0.3329	0.589163	0.672734	0.678221	-0.951841	0.675151	-0.135909	-0.395112	0.649012	2.76904	-2.6855	-2.76592	0.329485	-0.253906	0.203824	0.0818143	0.962434	0.0353215	0.0411142	0.556715	0.22569	0.125163	1.4602	2.28918	-3.09535	0.22614	-1.2108	-0.762385	0.921042	0.120065	-0.352058	0.711339	2.22063	-2.63901	-1.85593	1.82771	-0.708442	-0.972164	0.745061	0.22887	-0.511853	0.75084	2.00905	-1.76156	-3.28307	0.539797	-1.77524	-1.05418	0.697879	0.0357689	-0.310825	0.645628	1.51746	-2.3383	-2.61918	-0.755116	0.549525	-0.914442	0.327793	-1.78587	-0.320061	0.593597	2.59069	-2.81357	-6.608263e+01	-3.146511e+02	-3.807338e+02
31200	3.17239	1.75588	0.4175	1.36948	0.805955	0.546559	0.198525	2.96535	0.463055	1.63897	1.58102	1.00933	1.03078	0.673962	0.713987	0.545045	0.928052	0.904796	0.329986	0.494903	0.896381	0.402402	-0.658948	0.593779	-0.573959	-0.122478	0.376971	1.10819	-1.36561	-1.75351	1.95931	0.123667	0.141925	0.100493	1.6924	0.049299	0.323637	1.48866	0.0374766	0.120177	0.106525	1.41376	-2.34285	1.52538	0.686635	-0.364717	0.42579	-1.80222	0.141466	0.317741	3.35143	-1.15705	-1.42754	1.99711	0.248442	0.199904	0.589304	-0.888018	0.192169	0.742699	-0.551679	-1.43832	-2.40401	2.323	-0.873268	-0.759267	0.479765	-0.626156	0.121714	0.344305	-0.913663	-1.49014	-1.79199	1.74603	-2.04077	-0.929186	0.803797	-3.34868	-0.252293	0.101625	3.51054	-1.68179	-7.166690e+01	-3.008609e+02	-3.725278e+02
31300	2.71241	3.03144	0.650374	1.20783	1.22738	0.942467	0.179048	1.25471	0.408358	2.29747	1.62399	0.982208	1.10415	0.565611	0.885566	0.661812	0.743988	0.741291	0.465844	0.472211	0.697173	0.81307	-0.809607	0.566147	-0.605646	0.375237	0.523381	2.64098	-1.67865	-2.48993	0.860188	0.229287	0.167149	0.0985648	3.22997	0.267781	0.456509	0.194727	0.207874	0.179861	0.186521	0.677551	-2.51176	1.32784	0.101418	-0.890168	0.391515	-2.87414	-0.0229756	0.29857	2.85431	-2.62286	-2.10314	0.923011	-0.160891	-0.858303	0.155973	-1.416	0.791353	0.826277	2.40769	-1.69755	-2.87744	1.39203	0.193575	-0.982492	0.570508	-2.00984	0.282541	0.166692	3.02485	-0.844373	-1.97762	1.46808	0.716106	-1.02009	0.380757	-3.7932	0.71565	-0.191986	2.85447	-1.07681	-7.431094e+01	-3.117258e+02	-3.860367e+02
31400	3.14593	0.826352	0.328192	1.96465	1.98522	0.757468	0.231275	1.45866	0.578537	2.27513	2.67391	0.948389	1.07159	0.697651	0.913581	0.674178	0.759782	0.652579	0.487165	0.393357	0.616783	0.462961	-0.48163	0.723986	-0.444808	0.455691	0.324703	2.63404	-1.05191	-2.09627	0.575257	2.28901	0.0663242	0.0362824	0.0209244	0.0844619	0.0851353	1.14701	0.0647913	0.161565	0.24738	1.89578	-2.24276	0.484269	1.225	-0.205929	0.672159	-0.536982	0.628104	0.768042	3.31002	-1.03646	-1.63515	0.388639	1.39339	-1.01085	0.59373	-0.458783	0.174812	0.536178	1.30887	-0.807576	-1.99231	0.52085	2.39938	-0.715292	0.383872	-0.420354	0.51135	0.169109	1.84357	-0.763148	-1.71571	0.999501	-0.195671	-0.181442	0.682354	-0.406348	0.587046	0.0487426	2.32605	-0.899933	-4.146052e+01	-3.195961e+02	-3.610566e+02
31500	3.16751	1.87628	0.414552	1.44275	1.10865	1.33996	0.242825	1.3501	0.489063	2.13273	2.26874	1.09312	1.11258	0.565791	0.75326	0.513318	0.812339	0.813508	0.742145	0.422382	0.991716	0.548974	-1.07955	0.244086	-0.332596	0.0515614	0.286125	1.25553	-1.48792	-2.00737	0.819618	1.31246	0.0555536	0.151314	0.850277	0.0973375	0.0765066	0.650055	0.0669717	0.163499	0.106981	1.57874	-2.41303	0.995422	1.2115	-1.18325	0.209816	-0.692785	-0.221118	-0.0842791	2.53727	-1.27285	-1.49929	1.24589	1.04525	-1.0929	0.701061	-1.10254	0.368244	0.391917	1.32759	-1.78545	-2.61372	1.05685	0.94287	-1.13183	-0.254013	-1.42217	-0.236781	0.396163	0.726615	-1.20941	-1.4217	0.651095	2.3062	-0.511484	0.271276	-1.4073	0.278738	0.10188	2.02179	-1.71184	-5.592297e+01	-3.127945e+02	-3.687174e+02
31600	2.7929	1.33597	0.645148	1.96806	0.449918	0.801002	0.117511	2.02573	0.592194	1.60252	3.08427	0.969522	1.15614	0.66135	0.748977	0.502288	0.717243	0.619067	0.466489	0.51605	0.781216	0.928743	-0.550691	0.973567	-0.925437	-0.0995056	0.502165	1.70749	-1.58748	-2.38129	0.304108	-2.80466	0.157379	0.0313249	0.114293	0.0471191	0.0626434	0.664795	0.0803692	0.229369	0.168948	10.5341	-2.40574	0.255096	0.367398	-0.681804	0.902212	-0.866037	-0.568994	0.317962	1.54455	-1.86997	-1.64604	0.735308	-0.152333	-0.386116	1.00164	-0.983983	-0.26226	0.416005	1.76228	-1.22984	-3.35211	1.05644	-2.84979	0.33986	0.854447	-0.40248	0.15171	0.292797	0.774367	-1.29981	-2.87992	0.479407	2.09998	-1.03006	0.846647	-0.993428	0.00500622	0.309795	2.71329	-2.21455	-5.882917e+01	-3.169120e+02	-3.757412e+02
31700	2.32393	3.26887	0.731121	0.797383	0.270933	0.924813	0.307283	1.30929	0.917584	2.20422	3.27878	0.9695	1.16783	0.707406	0.815766	0.529742	0.853182	0.752161	0.384526	0.472692	0.98526	0.845144	-0.291298	0.850412	-0.525064	0.302927	0.489439	1.48941	-3.22234	-1.95526	1.06576	3.16766	0.0420186	0.0408634	0.0235084	0.0665753	0.0408513	0.0785052	0.0478529	0.260679	0.295708	2.25447	-2.34163	1.5168	0.524889	-0.607389	0.91994	-0.548208	0.425474	0.58012	1.86268	-2.95861	-1.49342	0.307464	1.70013	-0.368164	0.651748	-0.573307	0.498002	0.841738	1.74867	-3.40298	-2.76984	1.42616	1.43376	-0.670278	0.863625	-0.541292	0.106246	0.692795	1.23034	-3.12543	-1.86354	0.99979	0.967472	-0.28378	0.880836	-0.515868	0.429637	0.357234	1.11651	-3.18356	-3.248069e+01	-3.178428e+02	-3.503235e+02
31800	3.13021	2.33113	0.281756	3.07015	0.743935	1.9313	0.213217	1.47955	0.446725	2.09059	2.22738	0.939564	1.02279	0.58002	0.733407	0.612404	0.728969	0.535174	0.494236	0.735208	0.743341	0.388994	-0.346715	0.601825	-0.72684	-0.22047	0.637715	1.7723	-3.63254	-2.52358	0.718391	1.60299	0.0488528	0.109535	0.0707358	0.056189	0.0346071	0.174326	0.0983405	0.324497	0.505385	1.12673	-2.41141	1.69473	0.436527	-0.297768	0.928414	-0.780562	-0.499441	0.517595	1.73888	-3.68702	-1.49748	1.66264	0.508585	-0.242955	0.405613	-0.930272	0.0386308	0.591566	1.63335	-3.60694	-3.54032	-1.08841	1.20141	-0.661018	0.800448	-0.608495	-0.40593	0.736788	2.03567	-3.56761	-2.14319	0.743472	2.30577	-0.776169	0.560209	-1.25923	-0.64549	0.693859	2.34015	-3.41717	-4.729211e+01	-3.200222e+02	-3.673143e+02
31900	1.84916	2.99438	0.908569	1.38155	0.338616	3.07707	0.158603	1.29016	0.656141	1.3651	2.93302	1.0731	0.997908	0.803812	0.939079	0.542724	0.848885	0.915231	0.322872	0.50141	0.826775	0.736384	-0.0325132	0.298484	-0.314221	0.115413	0.70171	1.35362	-2.76466	-1.64498	1.91256	1.13495	0.0919155	0.0723904	0.15027	0.109072	0.0493901	0.074711	0.0625211	0.222795	1.04057	4.04495	-2.02748	1.82646	0.136599	0.407324	0.45149	-0.828318	-0.201619	0.728055	1.66041	-2.78453	-1.3642	1.85364	-0.00721234	-0.106792	-0.0597337	-0.0105206	0.0699367	0.79831	1.28201	-2.70019	-2.62261	0.761743	1.46123	0.268738	0.448535	-0.321688	0.079754	0.731247	1.21188	-2.14119	-1.18559	1.25806	-0.194627	-0.187156	0.444958	-1.44977	0.620739	0.507079	1.75401	-3.12836	-5.171136e+01	-3.238566e+02	-3.755679e+02
32000	3.04841	2.99317	0.610179	1.59818	0.403458	1.05647	0.278777	1.72027	0.797325	3.03357	2.06652	0.85965	1.07172	0.7341	0.70082	0.628651	0.789745	0.969089	0.350666	0.418619	1.02651	0.670691	-0.812256	0.513436	-0.22459	0.153291	0.49802	1.27074	-3.34163	-2.88462	1.39981	-3.20671	0.632689	0.0895149	0.489643	0.0432298	0.186988	0.654641	0.0649211	0.293273	0.929606	1.53557	-2.00256	2.87072	-1.27977	0.466965	0.374657	0.263445	-0.18748	0.415473	2.99208	-3.97219	-1.75787	1.92756	-0.546033	-0.319183	0.910068	-0.499416	-0.140264	0.766943	-0.907122	-3.33943	-2.87565	1.83583	-3.5853	-0.855126	0.323743	-0.725819	0.195219	0.20644	0.99053	-3.72136	-2.47609	1.03542	-4.24992	-0.621972	0.668208	-2.19701	0.499904	0.785032	2.22938	-3.39607	-8.526870e+01	-3.221780e+02	-4.074467e+02
32100	2.8856	1.83437	0.653336	0.491242	1.54831	0.617364	0.0443674	2.24353	0.601358	1.12556	1.98647	0.91303	1.00321	0.754189	0.668989	0.485532	1.09404	0.823266	0.499079	0.320948	0.765712	0.446701	-0.393834	0.374534	-0.138775	-0.118888	0.586263	1.65418	-3.74322	-1.91814	3.47816	-0.818232	0.120725	0.331106	1.84286	0.109681	0.0971151	0.552185	0.283845	0.128558	0.22321	2.6247	-2.4175	3.69304	-1.77341	-0.659855	0.584551	-1.86328	-0.218546	0.481955	2.20951	-3.44207	-1.78617	3.36341	-1.69173	-0.398537	0.798022	-0.771589	-0.0141354	0.871143	0.934789	-3.49084	-1.71447	3.27168	-0.275999	-0.470949	0.649647	2.40158	0.189569	0.9822	0.837305	-3.82618	-1.42924	3.44251	-1.83217	-0.377813	0.855782	-3.62375	-0.417778	0.24612	2.59804	-3.61628	-6.574688e+01	-3.074920e+02	-3.732389e+02
32200	3.07342	2.16262	0.572954	2.66779	0.650741	1.13598	0.0853167	1.26921	0.868484	3.15708	3.04307	0.866968	1.08134	0.618168	0.717822	0.534313	0.830484	0.572087	0.447494	0.723272	0.815336	0.741173	0.0484417	0.171899	-0.50988	-0.132886	0.619789	1.1914	-4.15813	-2.05488	2.92941	-1.10669	0.0948394	0.147763	0.113945	0.0394529	0.112012	0.952848	0.0717535	0.108154	0.211073	1.24803	-1.89246	3.53813	-1.38028	-0.0879698	0.67781	-0.815782	-0.213081	0.343894	2.31889	-4.32739	-1.53421	2.58208	-1.3419	0.114841	-0.298913	-0.35186	-0.317073	0.764934	0.423827	-3.76178	-2.01556	2.77502	-0.133075	-0.146563	0.233264	-0.107174	-0.0478327	0.890139	1.26078	-4.19756	-1.50016	2.75907	-1.65372	-0.206591	0.996492	-0.444557	0.349376	0.0931017	1.54769	-3.71272	-4.974770e+01	-3.174113e+02	-3.671590e+02
32300	3.2637	2.9272	0.559539	1.82483	0.457673	0.736393	0.154256	1.72381	0.673458	2.33686	2.31643	0.970417	1.0278	0.7881	0.752706	0.536073	0.840547	0.758226	0.769759	0.464134	0.737354	1.04824	-0.690426	-0.312942	-0.0410406	-0.311819	0.609707	1.37864	-2.58425	-1.77854	1.27085	-3.91234	0.123145	0.0906627	2.28843	0.0514957	0.110156	0.0712943	0.106015	0.561814	0.491815	10.8978	-3.02771	0.175891	-2.54535	-1.1874	0.0497492	-1.21482	-0.604175	0.722799	2.24787	-2.33501	-1.00131	1.9837	-0.103882	-0.901766	-0.0825028	-1.25593	-0.252158	0.869015	1.39183	-2.95045	-2.64853	1.10045	-0.00207989	-0.577388	-0.0214586	2.03812	-0.583663	0.482957	1.33052	-2.34089	-1.47497	1.19236	0.104131	-0.721385	0.182149	-2.77325	-0.60181	-0.0640442	1.56224	-2.17409	-7.713783e+01	-3.101612e+02	-3.872990e+02
32400	2.98717	2.93172	1.39839	3.08119	0.580047	0.603268	0.798913	2.82016	2.2692	2.47175	2.66218	1.04133	1.07776	0.73154	0.717276	0.537221	0.778281	1.25903	0.618412	0.384366	0.773243	0.482966	0.368518	0.20545	-0.163682	-0.183096	0.306883	0.0495766	-1.77548	-1.68177	1.79079	0.740412	0.449054	0.0259598	0.14473	0.0720874	0.0762009	0.15433	0.0899965	0.14267	0.172879	2.20406	-2.05343	1.78525	0.186885	-0.45725	0.407668	-0.757694	-0.338523	0.581055	0.405871	-1.91922	-1.17178	1.5284	0.698822	0.825414	0.276403	0.254805	-0.271815	0.434106	0.433091	-1.32326	-1.50909	1.28741	1.98528	-0.125072	0.172784	0.0511986	-0.371554	-0.0217116	-0.530491	-1.86478	-1.55215	1.64765	-1.39709	0.00124481	0.36426	-0.353734	0.166216	0.184172	0.249134	-1.71261	-4.437640e+01	-3.330831e+02	-3.774595e+02
32500	2.7764	2.46707	1.08526	1.53438	0.64215	0.98653	0.142738	1.46052	0.705506	1.28879	0.820334	0.901843	0.945755	0.656528	0.897989	0.66459	0.831914	0.696894	0.467108	0.33129	0.64997	0.358929	-0.321807	0.8785	-0.104661	0.468109	-0.0598578	1.63758	-1.00417	-2.10743	1.21615	-0.135959	0.127758	0.0262627	 1.22	0.0949964	0.0482664	0.272188	0.131168	0.238022	0.0955492	2.11665	-2.45083	1.11505	0.629749	-0.706643	0.963628	-2.36758	0.498854	0.0364581	2.94233	-0.466752	-1.9541	1.34173	-0.0908372	-0.241082	0.810912	-0.875946	0.630197	-0.130172	1.26865	-0.80412	-2.69416	0.969634	1.05265	-0.405269	0.751675	-0.0168539	0.467708	0.0018571	0.884138	-0.785101	-1.6211	0.851675	0.203195	-0.292442	0.832608	-3.6728	0.481733	-0.37558	1.67033	-1.228	-5.242421e+01	-3.086025e+02	-3.610267e+02
32600	3.17635	1.96822	1.08447	1.18121	0.91631	3.01256	0.0552242	2.05716	1.32717	2.11414	1.67796	1.0576	1.14365	0.72901	0.888272	0.4792	0.964551	0.788539	0.294001	0.431456	1.05011	0.946882	-0.327093	0.0271635	0.086812	-0.236582	0.313851	2.79237	-0.883478	-2.59613	1.75076	-1.34395	0.0500146	0.264511	1.25153	0.147289	0.256036	0.0900202	0.0603646	0.110498	0.260068	2.05295	-2.86827	1.07778	-0.0702289	-0.255566	0.229938	-1.80271	-0.168054	0.497745	2.85709	-0.686608	-2.43944	0.651665	-2.10523	-0.75788	0.475099	-0.468985	-0.253778	0.89261	2.35933	-0.688115	-2.84931	2.54957	-1.51824	-0.223501	0.614085	-2.77782	0.304484	0.965866	2.67093	-0.865817	-2.47428	2.43238	-1.39844	-0.0683251	0.790575	-2.82201	-0.694494	-0.298909	2.60263	-1.03975	-6.680364e+01	-3.240470e+02	-3.908507e+02
32700	3.0251	3.12423	0.456051	0.445784	1.14573	1.14679	0.0545563	1.3237	0.757133	1.73026	3.12879	0.947804	0.95069	0.721864	0.699497	0.46421	0.809552	0.727001	0.472414	0.394578	0.635922	0.641867	-1.15607	0.541953	-0.773892	-0.201419	-0.0143709	1.64948	-0.615149	-1.6431	3.00018	-3.11942	0.0528568	0.0670713	0.164511	0.0519803	0.207849	0.0837678	0.254998	0.715134	0.595757	1.31652	-2.77644	2.86781	-1.55066	-1.15766	0.813569	-1.42451	-0.173699	0.360889	1.27316	-0.92081	-1.17425	2.1761	-0.119299	-1.05268	0.688052	-0.313565	-0.290231	0.489815	1.539	-1.12937	-2.34997	3.62556	-1.63192	-1.14496	0.552358	-0.864427	-0.119222	0.166992	1.79079	-0.0897372	-1.24387	4.29507	-3.10009	-1.14607	0.574441	-1.12667	0.192779	-0.430024	2.36296	-1.29866	-5.807121e+01	-3.125949e+02	-3.706662e+02
32800	2.96112	1.949	0.436947	1.60191	0.501959	1.46109	0.136164	1.33473	0.786265	1.92157	2.67541	1.02651	1.15228	0.517795	0.720417	0.770166	0.798316	0.842425	0.594148	0.548856	0.698564	1.02377	-0.86155	0.151152	-0.861271	0.103267	-0.344398	1.89782	-1.01558	-2.2964	3.26696	-3.04246	0.050618	0.0634655	0.0297614	0.0440366	0.0466358	0.165434	0.229243	0.678279	0.289422	2.61977	-2.85109	1.78504	-4.14683	-1.18626	0.0405815	-1.33585	0.104338	0.226754	2.78969	-1.11597	-1.60248	2.87175	-1.3611	-0.906028	0.301267	-0.768184	0.29383	-0.174138	1.59436	-0.459467	-2.12185	2.17954	-3.99366	-0.805975	0.203039	-0.949537	0.0110995	-0.384796	1.36306	-0.353301	-1.22608	2.06998	-4.20312	-1.15088	-0.268739	-1.05532	0.0249879	-0.398601	1.86152	-0.979692	-5.737302e+01	-3.196987e+02	-3.770718e+02
32900	3.05245	1.9965	0.438013	1.66907	0.44063	1.72727	0.0511336	2.73647	0.493274	1.88426	3.03181	0.905377	1.091	0.645865	0.727834	0.580991	0.85476	0.877783	1.15894	0.519747	0.846288	0.781913	-0.200921	0.833521	-1.22315	-0.183847	0.121874	2.24529	-0.990406	-1.73499	3.58729	-1.81405	0.0922842	0.0521583	0.0244023	0.0234912	0.0658891	0.244037	0.181587	0.122693	0.104717	3.0657	-2.14802	3.48422	-1.45855	-0.0606724	0.800939	-0.986067	-0.625644	0.211199	2.23448	-1.45921	-1.53605	3.37571	-1.15967	0.220468	0.87372	-1.01855	-0.359705	-0.189268	1.47783	-0.567978	-1.64846	3.75461	-0.499123	-0.860438	0.998344	-1.06045	-0.234427	0.195858	1.04202	-0.680573	-1.68981	3.28037	-2.29976	-0.115451	0.538854	-1.25039	-0.21713	0.0367295	1.98803	-1.53923	-4.541266e+01	-3.185194e+02	-3.639320e+02
33000	2.67141	1.70085	0.350789	1.66304	0.315816	1.33113	0.17895	1.94635	0.652877	0.775543	2.32208	1.13077	1.1052	0.646913	0.701202	0.50917	0.835097	0.771003	0.320073	0.542387	0.672233	0.647814	0.00298717	0.498128	-0.745726	0.00334899	0.483756	1.595	-0.0465932	-1.90885	3.30444	-1.82078	0.143008	0.0797625	0.423106	0.430362	0.0919832	0.0665514	0.179107	0.0633903	0.0435236	3.71267	-2.0454	2.98406	-1.15221	-0.342434	0.497776	-0.961573	0.283882	0.291577	1.84481	-0.568877	-1.74861	3.20296	-2.04442	0.168726	0.524559	-1.54354	0.554752	0.689133	1.5327	-0.423493	-1.83976	2.94125	0.0855973	-0.152234	0.6101	-0.409855	-0.0895391	0.194523	1.53997	-0.176078	-1.85806	3.35097	-2.17145	-0.176401	0.561972	-2.17873	-0.462213	0.0846656	1.49645	-0.958295	-4.783224e+01	-3.192919e+02	-3.671241e+02
33100	3.27413	2.18851	0.402257	0.786852	0.355964	1.09578	0.148998	1.56419	0.522788	3.21075	1.00626	1.10862	0.937677	0.683907	0.587709	0.533605	1.04473	0.983948	0.392539	0.714385	0.778414	0.675574	-0.194872	-0.0114886	-0.770475	0.501585	0.293689	2.36894	-1.37714	-2.82483	3.82349	-2.35394	0.0900328	0.0358693	0.669367	0.494697	0.0380807	0.110944	0.538939	0.103682	0.303867	1.27979	-2.11227	3.56995	-1.72339	-0.424688	-0.0883143	-2.64729	0.592347	0.0843299	2.96408	-0.690571	-2.59566	3.79486	-3.30785	-0.340829	-0.0699155	-0.506012	-0.480082	0.394794	1.91054	-0.903137	-2.34732	3.58369	-1.34255	-0.373886	-0.238481	-1.42921	0.0552749	0.540968	2.33893	-1.1161	-2.45733	2.88165	-3.33803	-0.498357	0.144143	-3.58607	0.828406	0.222754	1.97467	-2.17313	-6.420545e+01	-3.160937e+02	-3.802992e+02
33200	2.57475	1.8682	0.414671	0.910527	0.917623	2.35371	0.555099	2.65297	0.518728	2.27139	3.04107	0.963263	0.973138	0.80952	0.821823	0.532185	0.870388	0.759817	0.188272	0.458582	0.818037	0.297347	-0.551163	0.521733	-0.625682	0.521088	0.194659	1.85613	-0.947175	-1.5635	4.31983	-2.94544	0.0726212	0.0525359	0.3215	0.0644618	0.264049	0.0837089	0.166635	0.316987	0.286662	2.23645	-2.40662	4.49328	-2.43712	-1.01839	0.590796	-0.989346	0.555343	0.721497	2.08404	-0.893016	-1.1521	4.31945	-1.89817	-0.452438	0.54145	-0.864977	0.537479	0.253186	1.71952	-0.930632	-1.95288	4.34894	-1.77114	-0.570232	0.534713	-0.638238	0.322286	0.254999	1.51301	-0.491147	-1.02664	3.23562	-3.15283	-0.489484	0.513515	-2.13492	0.477166	0.200166	1.85136	-0.907799	-4.668543e+01	-3.153152e+02	-3.620007e+02
33300	3.22198	2.89149	0.610952	2.12905	1.05874	0.799408	0.0980636	2.55282	0.788474	1.97783	2.16235	1.00389	1.07402	0.778097	0.585802	0.786266	0.972308	0.79345	0.396314	0.495626	0.845457	0.53496	-0.616173	0.211457	-0.998065	-0.17217	-0.262017	1.40498	-0.395498	-1.57195	3.70091	-1.9839	0.0785213	0.114403	0.295515	0.049485	0.0927513	0.409987	0.0544657	0.109092	0.144514	 1.63	-1.85292	3.28189	-1.16317	-1.08527	-0.380264	-2.21247	-0.183734	0.172969	2.06425	-0.526567	-1.37096	3.75882	-1.91906	-0.481697	0.0976233	0.116506	0.159414	-0.243743	1.09753	-0.354325	-2.07316	3.81609	-1.97212	-1.06535	0.604954	-1.00302	-0.120759	0.0361901	0.910879	-0.807594	-0.994812	3.4141	-2.09038	-0.911266	0.236594	-2.83537	-0.15807	-0.475829	3.00474	-0.738612	-6.106862e+01	-3.117545e+02	-3.728231e+02
33400	3.06797	2.92474	0.679684	1.2417	1.1927	1.32528	0.091913	2.96143	0.598751	1.33754	2.47829	1.02259	0.963181	0.56412	0.904817	0.48811	0.734446	0.845383	0.430538	0.469212	0.996049	0.277359	-0.0953552	0.656725	-0.672156	-0.0688585	0.165653	1.79654	-0.745843	-1.6554	3.64814	-0.993285	0.0385093	0.0405948	1.28307	0.0571068	0.0951675	0.10356	0.144433	0.20966	0.238787	1.52789	-2.10856	4.25625	-1.90104	-0.19488	0.66542	-1.98346	0.152469	-0.0168867	1.96724	-0.610183	-1.26353	3.65715	-1.2065	-0.175792	0.889987	-1.46698	-0.028867	0.371633	1.99668	-0.0680755	-1.44436	3.86228	-0.811646	-0.0415125	0.756737	0.613359	-0.136471	0.155482	1.52297	-0.341804	-1.24087	3.88481	-3.32258	-0.133791	0.919539	-3.27663	-0.0419741	0.00959762	2.58563	-1.48917	-5.105008e+01	-3.063946e+02	-3.574446e+02
33500	1.96814	2.36691	0.867488	1.42768	0.953887	0.583681	0.264678	1.98113	0.956657	3.13666	2.51895	1.10821	1.01813	0.660823	0.812879	0.536586	0.833308	0.515139	0.245373	0.605348	0.87945	0.497187	-0.340465	0.445583	-0.834339	-0.232875	0.154699	1.48409	-2.09129	-2.26442	3.74654	-2.91222	0.0736068	1.78243	0.855741	0.168723	0.0782789	0.305744	0.0779399	0.604362	0.226117	1.11619	-2.94855	3.70404	-3.06335	-0.414685	0.703345	-1.65785	-0.594486	0.289852	2.09601	-1.62189	-1.72491	4.28263	-2.58831	-0.482821	0.533163	-1.65897	-0.165812	0.471184	1.12996	-1.5774	-3.60481	4.07901	-2.7144	-0.700468	0.557609	-1.14553	-0.370948	0.224417	1.28656	-2.18664	-1.946	3.9129	-2.72056	-0.330305	0.616512	-1.47669	0.647666	0.115718	2.12636	-2.39775	-6.942286e+01	-3.198442e+02	-3.892671e+02
