iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	LnPrior	LnData	LnPosterior
1200	3.09293	2.38103	0.993027	0.62566	0.713666	1.95046	0.194568	1.24732	0.616802	1.72586	1.5572	1.14138	1.05599	0.797657	0.676077	0.517257	0.840349	0.854282	0.472508	0.427338	0.995911	0.519189	-0.499489	0.35857	-0.188294	-0.403236	-0.163609	2.26559	0.215109	-2.01623	4.16312	-2.40044	0.0665102	0.069487	5.04706	0.0595225	0.0803358	0.14664	0.324885	0.0975505	0.81828	15.2346	-2.39275	3.11145	-1.12879	-0.361231	0.352369	-2.70538	-0.745945	-0.189268	2.4241	-0.755228	-2.03869	3.86335	-2.20216	-0.709532	0.677954	-0.740288	-0.985679	0.077091	1.88111	0.338124	-2.33071	4.6026	-1.90381	-0.651222	0.433507	-0.291637	-0.170814	-0.092076	2.46973	-0.34025	-2.10359	4.12195	-2.15911	-0.792794	0.411611	-4.46116	-0.454811	-0.3637	2.07974	-1.12872	-7.012649e+01	-3.079225e+02	-3.780490e+02
1300	2.7824	3.04407	0.522882	1.44001	1.22323	1.76404	0.159579	2.04933	0.630767	2.30356	2.42349	1.06378	1.01481	0.687023	0.729658	0.520558	0.770035	0.810838	0.322	0.449836	0.852285	0.768702	-0.572218	0.15715	-0.044823	-0.287633	0.64738	2.17955	-1.88322	-2.21551	2.94232	-2.03301	0.173604	0.130456	1.21975	0.0386622	0.0817543	0.0860429	0.0719206	0.361637	0.0862676	2.90025	-2.45045	3.28764	-1.75784	-0.666255	0.284716	-1.44509	-0.245337	0.596715	2.04766	-1.97019	-1.34848	2.89661	-1.11266	-0.457021	0.335358	-0.464137	-0.394162	0.988532	2.34043	-2.089	-2.73043	3.24554	-3.91499	-1.15692	0.108155	-0.377984	-0.0675182	0.945638	2.05684	-1.51628	-1.75653	2.74788	-1.85221	-1.04805	0.856481	-2.07215	-0.543696	0.224852	2.24201	-1.91302	-5.190094e+01	-3.094264e+02	-3.613274e+02
1400	2.00382	2.06834	0.175696	1.97464	0.299927	0.541753	0.296158	1.5911	0.835812	1.38824	2.52396	1.02448	1.17148	0.667386	0.628546	0.629167	0.952344	0.728184	0.36507	0.397451	0.834243	0.777545	-0.241328	0.60284	-0.0838737	-0.457755	0.331501	1.3362	-3.04064	-1.65503	3.63475	-2.00337	0.112144	0.0988299	0.113265	0.0892357	0.414945	0.345852	0.0292679	0.0578705	0.0709504	2.98368	-2.08175	3.79933	-1.81775	0.195761	0.966432	-0.143983	-0.370922	0.511994	1.64721	-2.82821	-1.76807	3.38056	-1.62595	-0.167095	0.554724	-0.0143234	-0.572279	0.867641	0.104603	-3.30945	-1.58556	4.58521	-1.23099	0.173983	0.237242	0.288724	-0.582806	0.914567	0.677741	-3.00692	-1.71579	3.51529	-2.60258	-0.712273	0.589621	-0.919662	-0.10209	0.519117	1.7994	-2.91978	-5.060760e+01	-3.202155e+02	-3.708231e+02
1500	2.98046	1.74275	0.582879	0.66658	0.437692	1.39405	0.0829405	1.86803	0.534225	1.64879	3.23899	0.933069	1.10246	0.591807	0.823065	0.525025	0.710035	0.956625	0.211058	0.358727	0.676233	0.421214	-0.48041	0.608502	-0.252208	0.185343	0.305948	 2.65	-1.04169	-2.09054	4.40283	-2.03156	0.264199	0.0358929	0.21441	0.0362354	0.101308	0.177507	0.0687646	0.0838101	0.179546	3.73463	-2.28248	4.15432	-2.08768	-0.859969	0.780606	-1.32808	0.0211249	0.187008	2.94227	-0.972875	-1.40018	4.44649	-2.28005	0.139518	0.752433	-0.252951	0.220272	0.854195	2.57334	-1.12048	-1.99492	4.41957	-1.49611	-0.74977	0.660679	0.0929486	0.252744	0.295367	1.47334	-1.30296	-2.61901	4.05577	-1.85497	-1.19656	0.679974	0.164228	0.166195	-0.524926	2.87477	-0.855667	-4.230317e+01	-3.130703e+02	-3.553735e+02
1600	2.90368	1.75305	0.419147	1.51169	1.54648	1.01515	0.107855	1.90463	0.500633	2.05571	2.28498	1.14501	1.13686	0.62082	0.605963	0.633115	1.04674	0.663472	0.465653	0.566308	0.792942	0.71187	-0.636424	0.751484	0.0873853	0.25758	0.32483	3.02533	-0.616199	-1.2891	3.05205	-1.30098	0.227261	0.0538363	0.336667	0.075053	0.21251	0.0742852	0.0691667	0.761932	0.436574	0.845203	-1.99059	3.70915	-1.42285	-1.0853	0.925215	-0.920312	-0.0959414	-0.183373	3.12452	-0.703843	-1.47527	3.5651	-1.79256	-0.11181	0.704782	-0.744179	0.314315	-0.321454	2.50995	-0.0597937	-3.15702	2.38872	-2.20431	-0.679034	0.83721	0.521415	0.122199	0.731258	3.15559	-0.790962	-2.41651	2.26242	-2.59474	-0.922054	0.705334	-1.0397	-0.197909	0.00975661	3.06529	-0.719578	-6.154211e+01	-3.184651e+02	-3.800072e+02
1700	3.15322	1.50175	0.28709	1.09722	0.369866	1.42726	0.14455	2.08932	0.653197	2.51441	3.27542	1.00267	1.05548	0.636892	0.77796	0.585596	0.833355	0.930315	0.659425	0.516053	0.688025	1.07229	-0.713315	0.0653243	-0.797671	-0.258835	-0.0198693	1.93945	-0.921117	-2.14013	3.8285	-4.24847	0.147627	0.0728742	0.183123	0.0425539	0.0306014	0.119613	0.269444	0.0827347	0.24624	1.44743	-2.09843	4.30636	-3.58687	-0.337464	0.284015	-1.16691	-0.369418	-0.0998403	1.8442	-1.45298	-1.97453	4.42034	-3.97177	-0.417198	-0.450397	-1.44135	0.166977	-0.00855331	1.64596	-0.636119	-1.9072	3.49359	-0.193433	-0.81489	0.135849	-0.439052	-0.241658	-0.206043	1.97077	-0.401452	-1.86481	3.81299	-3.01361	-0.885031	0.319863	-1.91175	-0.633062	-0.494983	1.87688	-1.5975	-5.077902e+01	-3.174242e+02	-3.682032e+02
1800	3.02949	1.92817	0.749979	1.40994	0.728503	0.395162	0.265774	2.06676	0.758316	1.75976	2.33872	1.12488	1.10781	0.738009	0.86686	0.533754	0.848478	0.674866	0.622376	0.476109	0.552725	1.00354	0.101994	0.394179	-0.943184	-0.157825	-0.0539283	1.24485	-1.29686	-2.05175	4.4242	-4.25284	0.198564	0.052994	0.0369222	0.0554036	0.154616	0.285792	1.64582	0.161744	0.123952	1.02363	-2.47402	4.29241	-3.96909	-0.147639	0.748634	-1.16259	-0.230898	-0.904502	1.60995	-1.92179	-1.51085	4.30207	-2.72062	-0.0984077	0.593716	-0.841182	0.0460072	0.202903	1.36231	-0.525117	-2.66508	4.45941	-3.21797	-0.0827222	0.374993	-1.04906	-0.133511	-0.573005	0.296859	-1.24169	-1.34826	3.76401	-3.76749	0.0941779	-0.00190752	-1.05611	-0.0357243	-0.0861412	0.945245	-2.59562	-5.318635e+01	-3.248230e+02	-3.780093e+02
1900	2.92162	 2.34	0.517278	0.491018	0.484758	0.651836	0.227729	2.14323	0.793589	1.74232	2.88325	 1.13	1.20519	0.798201	0.541313	0.576682	0.712786	0.624612	0.422022	0.229809	0.972773	0.491227	-0.837982	0.480373	-0.287336	0.101013	0.475016	0.852162	-2.4499	-1.69787	3.90609	-2.72877	0.0683937	0.0990686	0.233623	0.0765655	0.0620956	0.0593268	0.0594277	0.191293	0.051284	1.3865	-2.32085	3.88744	-1.86103	-1.09025	0.497793	-0.630977	-0.313782	0.0691644	1.10944	-2.54258	-1.08224	3.96247	-1.44093	-0.349919	0.748998	-0.445766	-0.323531	0.427309	1.12324	-2.43865	-2.20339	3.97907	-0.816341	-0.842366	0.633802	0.267282	0.308698	0.709627	1.04158	-2.36245	-1.7301	3.3169	-3.11418	-0.926823	1.00557	-1.07467	0.376856	0.240802	0.988932	-2.53831	-3.803953e+01	-3.170859e+02	-3.551254e+02
2000	2.83899	2.64497	0.590243	1.27436	0.403508	2.01857	0.220942	1.33917	0.553209	1.53045	2.84286	1.13571	1.19496	0.806617	0.659612	0.706498	0.877648	0.764904	0.390396	0.453928	0.911989	0.347816	-0.463215	0.47024	-0.216422	0.708513	0.00273918	2.57346	-0.353709	-1.40169	4.55758	-1.82508	0.0794863	0.0633618	0.142753	0.13749	0.0598954	0.101726	0.38695	0.54543	0.58894	1.39008	-2.30442	4.29245	-2.09881	-0.676925	0.582459	-0.872597	0.299882	0.31382	2.71927	-0.807408	-1.03679	3.93724	-1.43566	-0.0776851	0.513344	0.388979	0.537366	0.0607179	2.38466	0.533355	-2.3931	3.89356	-1.78431	-0.374986	0.267556	-0.0713459	0.345832	-0.353596	2.07254	-0.410488	-1.06823	2.40731	-1.69433	-0.366275	0.469486	-1.64983	0.894311	-0.247473	2.08795	-0.399631	-5.992334e+01	-3.172493e+02	-3.771726e+02
2100	2.77994	1.60589	0.728116	0.805108	0.31506	0.810572	0.221231	0.87829	1.52289	1.44012	3.25749	1.02027	1.08092	0.760751	0.886387	0.641245	0.799467	0.807678	0.541107	0.531402	0.632159	0.433168	-0.478859	0.6442	-0.420741	-0.107585	0.179893	1.39258	-1.45011	-2.00502	4.29999	-2.63064	0.0762375	0.0549241	0.0831171	0.18352	0.096821	0.991272	0.155365	0.0623861	0.115366	1.97204	-1.74243	4.0539	-1.82504	-0.665575	0.663457	-0.781959	0.421161	0.162583	3.09308	-1.94862	-1.99184	3.81919	-2.31914	-0.401992	0.957642	-0.526792	-0.120211	0.311187	-0.154324	-0.57513	-2.0448	3.88588	-1.49348	-0.344361	0.313197	-0.440537	-0.076008	0.495764	0.17634	-1.36685	-1.86568	4.04894	-2.65583	-0.412005	0.827738	-0.486732	-0.565095	0.068815	1.43852	-1.27195	-4.395780e+01	-3.184857e+02	-3.624435e+02
2200	2.40221	1.35908	0.173946	1.29182	1.0055	0.824962	0.193026	1.80189	0.786302	1.44271	2.8606	1.00526	1.12581	0.803167	0.74181	0.528022	0.807482	0.513338	0.399463	0.322238	0.938114	0.73056	-1.0221	0.47008	-0.377752	0.385376	-0.0223948	1.44808	-1.36981	-2.06937	4.07843	-3.78107	0.179574	0.11432	0.162113	0.0565369	0.0787195	0.206153	0.0422719	0.106082	0.413668	1.9667	-2.27689	3.14824	-1.41596	-0.962372	0.508935	-0.490866	0.408716	0.0277718	1.96964	-1.22342	-1.70678	4.34339	-2.63884	-0.591551	0.952222	-0.859246	0.282508	0.359374	1.17083	-1.10582	-2.19817	4.32318	-1.40559	-1.17713	0.442371	-0.671038	0.0307025	-0.0370848	0.887445	-0.956589	-1.70031	4.13656	-3.78322	-0.5593	0.499618	-1.07804	0.762557	-0.463226	2.19065	-1.20423	-4.589541e+01	-3.157162e+02	-3.616116e+02
