iter	M_lnPC_stom(1)	M_lnPC_jeju(1)	M_lnPC_colon(1)	M_lnFu_jeju(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKmet(1)	M_lnKc2p(1)	M_lnKp2c(1)	V_lnPC_stom(1)	V_lnPC_jeju(1)	V_lnPC_colon(1)	V_lnFu_jeju(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKmet(1)	V_lnKc2p(1)	V_lnKp2c(1)	Ve_lnC_central(1)	lnPC_stom(1.1)	lnPC_jeju(1.1)	lnPC_colon(1.1)	lnFu_jeju(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKmet(1.1)	lnKc2p(1.1)	lnKp2c(1.1)	lnPC_stom(1.1.1)	lnPC_jeju(1.1.1)	lnPC_colon(1.1.1)	lnFu_jeju(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKmet(1.1.1)	lnKc2p(1.1.1)	lnKp2c(1.1.1)	lnPC_stom(1.1.2)	lnPC_jeju(1.1.2)	lnPC_colon(1.1.2)	lnFu_jeju(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKmet(1.1.2)	lnKc2p(1.1.2)	lnKp2c(1.1.2)	lnPC_stom(1.1.3)	lnPC_jeju(1.1.3)	lnPC_colon(1.1.3)	lnFu_jeju(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKmet(1.1.3)	lnKc2p(1.1.3)	lnKp2c(1.1.3)	lnPC_stom(1.1.4)	lnPC_jeju(1.1.4)	lnPC_colon(1.1.4)	lnFu_jeju(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKmet(1.1.4)	lnKc2p(1.1.4)	lnKp2c(1.1.4)	lnPC_stom(1.1.5)	lnPC_jeju(1.1.5)	lnPC_colon(1.1.5)	lnFu_jeju(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKmet(1.1.5)	lnKc2p(1.1.5)	lnKp2c(1.1.5)	lnPC_stom(1.1.6)	lnPC_jeju(1.1.6)	lnPC_colon(1.1.6)	lnFu_jeju(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKmet(1.1.6)	lnKc2p(1.1.6)	lnKp2c(1.1.6)	lnPC_stom(1.1.7)	lnPC_jeju(1.1.7)	lnPC_colon(1.1.7)	lnFu_jeju(1.1.7)	lnV_central(1.1.7)	lnVmax_vitro(1.1.7)	lnKm_vitro(1.1.7)	lnKmet(1.1.7)	lnKc2p(1.1.7)	lnKp2c(1.1.7)	lnPC_stom(1.1.8)	lnPC_jeju(1.1.8)	lnPC_colon(1.1.8)	lnFu_jeju(1.1.8)	lnV_central(1.1.8)	lnVmax_vitro(1.1.8)	lnKm_vitro(1.1.8)	lnKmet(1.1.8)	lnKc2p(1.1.8)	lnKp2c(1.1.8)	lnPC_stom(1.1.9)	lnPC_jeju(1.1.9)	lnPC_colon(1.1.9)	lnFu_jeju(1.1.9)	lnV_central(1.1.9)	lnVmax_vitro(1.1.9)	lnKm_vitro(1.1.9)	lnKmet(1.1.9)	lnKc2p(1.1.9)	lnKp2c(1.1.9)	lnPC_stom(1.1.10)	lnPC_jeju(1.1.10)	lnPC_colon(1.1.10)	lnFu_jeju(1.1.10)	lnV_central(1.1.10)	lnVmax_vitro(1.1.10)	lnKm_vitro(1.1.10)	lnKmet(1.1.10)	lnKc2p(1.1.10)	lnKp2c(1.1.10)	lnPC_stom(1.1.11)	lnPC_jeju(1.1.11)	lnPC_colon(1.1.11)	lnFu_jeju(1.1.11)	lnV_central(1.1.11)	lnVmax_vitro(1.1.11)	lnKm_vitro(1.1.11)	lnKmet(1.1.11)	lnKc2p(1.1.11)	lnKp2c(1.1.11)	lnPC_stom(1.1.12)	lnPC_jeju(1.1.12)	lnPC_colon(1.1.12)	lnFu_jeju(1.1.12)	lnV_central(1.1.12)	lnVmax_vitro(1.1.12)	lnKm_vitro(1.1.12)	lnKmet(1.1.12)	lnKc2p(1.1.12)	lnKp2c(1.1.12)	LnPrior	LnData	LnPosterior
16300	0.213121	-1.51351	-1.72118	-3.24783	1.82394	0.433735	4.96448	-3.08365	1.81703	1.87183	0.113853	0.0846189	0.0838286	0.19547	0.509654	0.334279	0.12925	0.250722	0.103064	0.21464	0.0290512	0.643792	-1.28307	-2.01221	-2.76989	1.57358	1.05341	5.04428	-3.19505	2.28896	1.24228	0.690003	-1.32579	-1.83083	-2.70165	1.61948	0.345098	5.15616	-2.97815	2.11352	0.974473	0.86946	-1.48225	-1.90566	-3.28901	2.2275	1.52846	5.434	-3.21457	1.88202	1.81501	0.342112	-1.21141	-1.87375	-3.07316	0.813111	1.41144	4.66828	-3.16281	2.1557	0.507396	0.229903	-1.00766	-1.87938	-2.22269	1.86707	0.76518	5.6184	-3.25756	2.10432	1.59785	0.61376	-1.00377	-1.94709	-2.68657	1.41066	0.49896	4.62347	-2.88378	2.20485	1.1109	0.505655	-1.33012	-2.01236	-2.2096	0.944043	1.17867	5.35543	-3.14647	1.77537	0.549712	0.525761	-1.30715	-2.09757	-2.12761	1.95335	0.854981	5.55084	-3.50974	1.93002	1.37052	1.03107	-1.34001	-1.56533	-2.69502	1.73483	0.862623	5.11316	-3.01052	2.00456	1.69371	1.25729	-1.17022	-2.2603	-2.55281	1.83148	0.780005	4.70792	-2.83374	2.09501	1.28176	0.658612	-1.3575	-1.96813	-3.65145	2.2023	1.92714	4.98643	-2.80628	2.16738	2.29232	1.16259	-1.12402	-1.98578	-2.87213	1.61923	1.2443	4.96667	-3.36585	2.29167	1.63754	0.35059	-1.34634	-1.74666	-2.66705	0.74577	1.02664	4.886	-2.88595	1.76925	0.11364	-3.846261e+01	3.639455e+01	-2.068065e+00
16400	1.34211	-1.21833	-1.34837	-2.59856	1.5727	1.52051	5.90727	-3.88904	2.23053	2.1647	0.421974	0.110229	0.0693332	0.130278	0.267141	0.0652545	0.312121	0.181172	0.158068	0.855872	0.0270286	0.103217	-1.3017	-1.62956	-2.78301	1.2179	 1.24	5.04433	-3.98487	1.96149	1.96365	-0.60972	-1.63649	-1.76976	-2.95712	1.10854	1.36243	5.16149	-3.76842	2.2572	0.776671	0.904176	-1.86811	-1.46408	-2.49384	1.91543	1.65018	5.62882	-3.55535	2.04798	2.08676	-0.29363	-0.798492	-1.62024	-3.07223	0.937397	1.14699	4.75508	-3.72014	1.78599	-0.0262332	-0.218625	-1.32996	-1.97312	-2.70206	2.00347	1.54846	5.34752	-3.65811	1.69065	2.12674	-0.140119	-0.974047	-1.53277	-2.73831	1.48405	1.02297	5.14458	-3.23782	1.84511	1.10046	-0.358582	-1.68041	-1.47629	-2.1704	0.835452	1.62787	5.63792	-3.84598	2.15497	0.706752	-0.375086	-0.548703	-1.27273	-2.64352	2.29535	0.398621	5.07237	-3.98303	1.88959	2.03802	0.188585	-1.77032	-1.70854	-2.48962	1.5669	1.16446	4.96293	-3.55829	2.11299	1.82499	-1.23494	-1.31169	-2.10074	-2.31859	2.1845	1.01628	4.9952	-3.88191	1.98607	1.91609	-0.521038	-1.67194	-1.51439	-3.04521	2.1512	1.50897	4.77303	-3.25891	2.10201	2.231	-0.79616	-1.2565	-1.75695	-2.72112	1.18235	1.46522	5.07389	-3.26873	2.16315	0.753506	0.374667	-1.32633	-1.48341	-2.89518	0.297978	1.33093	5.00931	-3.99276	2.26736	-0.155405	-6.031691e+01	5.353728e+01	-6.779634e+00
16500	-0.539135	-0.639193	-2.12055	-2.74176	1.9941	0.538231	4.83903	-3.68735	2.2471	0.916081	0.346335	0.0454543	0.19409	0.032864	0.268447	0.0975084	0.101951	0.0914169	0.171082	0.294821	0.0238717	-0.0169912	-1.0121	-1.77567	-2.67092	1.81867	1.23049	5.12322	-3.8686	2.18275	0.970862	0.839901	-1.16062	-1.90709	-2.93324	1.381	0.639711	4.98989	-3.65623	2.03589	0.744336	-0.817366	-1.17214	-1.75951	-2.48279	2.1659	0.63819	5.33445	-3.90849	 1.33	1.27553	-0.891096	-0.996067	-1.74215	-2.62569	1.02535	1.46867	5.39912	-3.63027	1.89322	0.21783	-1.15605	-0.728389	-1.80531	-2.76619	2.05727	1.49384	5.93074	-3.84735	1.84379	1.83087	-0.299982	-1.01536	-1.56777	-2.26187	1.80425	0.842354	5.29994	-3.99598	1.68854	1.22151	0.178108	-1.1785	-2.28159	-2.8361	1.03491	1.31284	5.07105	-3.54457	2.05734	0.808757	1.23937	-0.906029	-1.99139	-2.77149	2.01733	0.850849	5.01195	-3.54003	2.03518	1.93788	-0.0636427	-1.14844	-2.11252	-2.42217	1.62591	0.637875	5.24983	-3.55424	2.07393	1.40797	0.375766	-0.909042	-1.63506	-2.76105	1.77209	1.42686	5.23131	-3.86619	2.16247	1.23173	-0.38636	-1.45354	-1.42211	-2.5732	1.99713	1.14946	4.8431	-3.59834	2.11096	1.86563	-0.198275	-1.17181	-1.3932	-2.50587	1.35526	1.06677	5.13689	-3.35643	2.12274	0.77859	0.868484	-0.943786	-1.96295	-2.81893	0.551512	1.02434	5.136	-3.60836	2.09735	0.0188699	-3.623467e+01	4.993130e+01	1.369663e+01
16600	-0.322532	-1.46585	-2.10072	-2.50789	1.11818	1.40008	4.8235	-3.38472	1.38512	1.86945	0.0810244	0.0648557	0.0881987	0.12821	0.415863	0.0497239	0.134628	0.0871172	0.173038	0.820824	0.0183979	-0.992762	-1.30331	-1.64292	-2.79632	1.92782	1.32631	5.13373	-3.50514	2.27271	1.46187	-1.01254	-1.3951	-2.16003	-3.38621	1.42917	1.15652	4.95229	-3.33315	2.0522	0.83621	-1.32293	-1.1426	-1.73256	-3.2683	2.23637	1.04899	5.3459	-3.03553	2.13039	1.90138	-0.940931	-1.40789	-1.60026	-2.66029	0.454172	1.65046	5.03717	-3.65353	2.2874	0.212995	-1.65933	-1.08476	-1.62486	-2.662	1.92917	1.41427	5.59516	-3.46206	2.21655	2.09232	-1.08462	-1.03582	-1.6375	-2.16782	1.48638	1.07755	5.56674	-3.27455	1.56847	0.57864	-1.3183	-1.06813	-0.68453	-2.95398	1.11485	1.34887	5.12055	-3.06239	1.92796	0.59543	-0.995957	-1.02112	-1.50613	-2.85013	2.25977	1.46001	5.45547	-3.87441	1.79357	2.10945	-0.855672	-1.38925	-1.63777	-2.49126	1.98721	1.23618	5.59973	-3.16426	1.12512	1.23915	-1.15391	-1.18754	-1.50144	-2.47099	2.2141	0.983817	5.04683	-3.26918	1.93623	2.00247	-0.944735	-1.48286	-1.7469	-2.59303	2.29556	1.73507	5.6269	-3.62255	2.03047	1.95803	-0.496833	-1.47338	-1.44632	-2.67094	1.14872	1.53879	5.07892	-3.92688	2.29573	1.18636	-0.991841	-1.17612	-1.58389	-3.07462	0.579754	1.65014	5.36001	-3.97041	2.15533	0.121458	-4.223745e+01	5.986506e+01	1.762761e+01
16700	-1.25906	-1.30831	-0.467217	-2.52407	1.76508	2.19505	5.13229	-3.89997	1.86937	-0.28616	0.97193	0.108547	0.173186	0.0977457	0.510374	0.187392	0.131849	0.26526	0.213438	0.991047	0.0238378	-0.655588	-1.1702	-0.874636	-2.79087	1.84565	1.48863	5.41446	-3.84596	2.28139	1.10243	-1.08571	-1.75672	-1.74949	-2.83155	1.0926	2.06182	6.00591	-3.59592	2.28388	0.986913	-1.3384	-1.57465	-0.927944	-3.24436	2.02681	1.72389	5.36927	-3.6644	2.19549	2.09012	0.0372002	-0.784875	-1.24379	-2.48214	0.676224	1.24464	5.45053	-3.48301	2.22664	0.196661	0.832291	-1.20053	-1.01351	-2.91032	2.06852	1.49609	5.28791	-3.9881	2.16151	2.21882	-1.13759	-0.832911	-0.889184	-2.61944	2.00165	1.14099	5.49124	-2.77743	1.06668	0.67179	-0.544978	-1.0423	-0.636176	-2.48637	0.935759	0.96756	5.37785	-3.22592	2.14526	0.561651	-0.884003	-0.69171	-1.47721	-3.18804	2.24847	1.08775	5.18319	-3.45372	1.77046	1.69057	-0.440024	-1.26666	-0.653817	-2.434	2.01865	1.16923	5.53388	-3.88204	2.06789	2.21997	-1.36919	-1.23755	-1.33121	-2.40087	2.14219	1.68928	5.63108	-3.63678	1.59096	1.52409	-1.91012	-1.03614	-0.860554	-2.62948	2.27015	1.56807	5.65174	-3.61667	2.09251	2.19595	-0.895755	-1.33136	-0.0526883	-2.82326	1.27573	1.46479	5.08281	-3.07717	1.7365	0.414512	0.0945908	-1.14488	-1.57507	-3.03214	0.257625	1.45405	5.15993	-3.3861	2.26801	-0.374179	-7.236665e+01	5.502375e+01	-1.734289e+01
16800	-1.83628	-1.21754	-0.637811	-2.89674	1.37374	1.10159	5.50773	-3.00853	2.2974	1.11735	0.634805	0.117983	0.372342	0.043918	0.384259	0.104043	0.148236	0.135154	0.10741	0.439369	0.0253331	-1.53253	-1.30968	-1.12905	-2.68942	1.25266	1.39746	5.50869	-3.13422	2.2942	1.49934	-2.10499	-1.48165	-1.30001	-2.97294	1.25563	1.44802	5.54938	-3.15847	2.21932	0.832302	-0.20115	-1.46175	0.437335	-2.66674	2.08606	1.46081	5.96772	-3.58329	1.96569	1.82197	-0.391679	-0.847874	-0.682487	-2.84485	0.891506	1.36493	5.30047	-3.10694	2.26132	0.240953	-2.14273	-0.954442	-0.582675	-2.8944	1.98092	1.37177	5.67059	-2.70625	2.25693	1.89914	-1.16598	-1.03751	-1.32981	-2.55799	1.48165	1.29281	5.55081	-2.81029	1.8009	0.780223	-0.383621	-1.44661	-1.74213	-2.40013	0.890504	0.986008	5.00723	-2.21118	2.08542	0.509767	-0.041453	-0.927438	-1.99699	-2.91794	1.69825	1.67396	5.74164	-3.04294	2.26551	1.32482	-1.56587	-1.37545	-1.41878	-2.55206	1.74517	0.965319	5.2075	-3.05123	2.26558	1.68541	-1.40055	-1.35373	-1.26101	-2.47534	1.97256	1.47388	5.18112	-3.4084	1.97952	1.58224	-2.21153	-1.83335	-0.0294109	-2.46791	2.23237	1.67224	5.44857	-2.92126	1.93293	1.96828	-1.98803	-0.917776	-1.61649	-2.52648	1.67654	1.37218	5.69425	-3.47235	2.04292	0.974701	-0.704796	-1.08411	-1.39945	-2.25311	0.437555	1.17286	5.67243	-3.37668	2.15067	-0.195298	-5.888044e+01	5.179547e+01	-7.084967e+00
16900	-1.33521	-1.16032	-1.64818	-3.25533	1.85798	2.16558	6.46617	-3.39034	2.22619	2.25212	0.0728354	0.161512	0.163757	0.108166	0.44643	0.15788	0.231409	0.236702	0.10864	0.899812	0.0305448	-1.52025	-1.36658	-1.18953	-2.5208	1.51532	1.62777	5.53087	-3.61428	2.05139	1.88932	-1.49542	-1.65083	-1.40644	-2.9245	1.02117	1.63081	5.43909	-3.68319	2.28528	0.891311	-1.46418	-1.48421	-1.49105	-2.44228	2.05593	1.10183	5.75116	-3.25024	1.82211	1.24099	-1.59968	-1.31353	-1.14548	-2.89012	0.389821	1.54943	4.74541	-3.35137	2.17834	-0.145131	-1.29594	-1.55654	-0.913137	-2.44213	2.06347	1.39074	5.36482	-3.83371	1.42128	1.97806	-1.05992	-1.37266	-0.695842	-2.69184	1.45749	1.65203	5.46333	-3.08963	2.06295	1.2437	-0.985195	-1.35482	-1.0954	-2.25761	0.927072	0.913795	5.00982	-3.41168	1.9604	0.562784	-1.58679	-1.32042	-1.22446	-2.65208	2.15125	2.015	6.04788	-3.1551	2.01033	2.1106	-1.33086	-1.64381	-1.82589	-3.00297	1.8932	2.09383	5.46452	-3.551	1.49027	2.06307	-2.26942	-1.19932	-1.26516	-2.00357	2.18587	1.30121	5.68929	-3.64199	1.95695	1.81712	-1.66205	-1.50691	-1.67753	-2.64788	2.22983	1.3348	5.31756	 -2.3	1.95938	1.76709	-1.49686	-1.08014	-0.855011	-2.49174	1.32406	1.76551	5.84317	-3.59819	2.11018	0.802184	-1.22549	-0.490567	-1.64016	-2.52807	0.795416	1.00845	5.90368	-3.47641	1.99676	-0.196698	-6.067757e+01	4.803102e+01	-1.264655e+01
17000	-2.24867	-0.371484	-1.57076	-2.48857	1.52414	1.73754	5.52165	-3.54043	2.0969	2.20712	0.780951	0.19905	0.127046	0.0604732	0.340758	0.288326	0.0956049	0.0907257	0.0645075	0.544371	0.0317795	-2.00842	-1.14275	-1.5277	-2.64775	1.83627	1.40308	5.62861	-3.56441	2.08765	1.00826	-2.01149	-1.12621	-1.29736	-2.60056	1.34481	1.43531	6.03132	-3.37418	1.89212	0.848365	-2.26485	-1.7214	-1.70385	-3.1063	1.89629	1.74195	5.30584	-3.63261	1.49864	0.936043	-1.15204	-0.755658	-1.50166	-2.79946	0.665628	1.62589	5.62732	-3.34358	2.28653	0.00594523	-1.94028	-1.24149	-1.50388	-2.54392	2.13264	1.61088	5.88665	-3.48579	1.59433	1.75429	-2.05077	-1.15136	-1.71108	-2.66658	1.47422	1.81425	5.71219	-3.77867	1.94411	1.06669	-1.88094	-0.574272	-1.96638	-2.51122	0.999676	1.35548	6.02374	-3.11689	2.01636	0.253102	-0.577418	-1.65024	-1.51672	-2.94521	2.15565	1.91287	5.41675	-3.626	1.57903	1.71624	-0.748954	-1.23612	-1.71869	-2.22227	1.71868	1.05009	5.66051	-3.65897	2.02531	1.52132	-1.79308	-0.682545	-1.32421	-2.41987	2.04196	1.21035	5.62426	-3.53486	2.28263	1.56336	-1.48471	-1.33406	-1.7063	-2.62059	2.14683	1.67367	5.46106	-3.61502	2.12306	2.08769	-2.09799	-1.40118	-0.852042	-2.87478	1.18841	2.19624	5.82432	-3.95967	2.07383	0.567114	-1.98262	-0.729698	-0.763384	-2.59338	0.64746	1.40058	5.89526	-3.46671	2.23216	0.118597	-4.931078e+01	4.591664e+01	-3.394145e+00
17100	-1.58195	-0.874435	-1.3448	-2.80107	1.39945	1.57045	5.79855	-2.90589	2.29709	1.679	0.0685603	0.0825017	0.137054	0.0936876	0.494428	0.144327	0.108296	0.0849146	0.0939758	0.350104	0.0188783	-1.22174	-1.04484	-1.61994	-2.74111	1.87038	1.65273	5.77788	-3.02941	2.22166	1.28336	-1.39119	-1.37494	-2.01736	-2.53374	1.1615	1.67748	6.0788	-3.83551	2.04495	0.498378	-1.12214	-0.934612	-1.7177	-3.20454	1.9526	1.75178	5.98513	-2.71363	2.00146	1.47073	-1.27751	-0.70714	-0.903693	-2.49806	0.743485	1.50914	5.92555	-2.8736	2.22089	0.128177	-1.68377	-0.889573	-1.34175	-3.09925	2.22955	1.55048	5.67812	-3.38503	1.68105	1.96964	-0.91223	-0.784503	-1.33441	-2.50977	1.75261	1.55965	6.03825	-3.31209	1.61892	0.940037	-1.22303	-0.81369	-1.9926	-3.04393	1.20332	1.40916	5.31376	-3.18005	1.90967	0.546722	-1.05199	-0.96888	-1.28252	-2.36891	2.29795	1.40896	6.16735	-2.8427	2.03103	2.06254	-1.17801	-0.955363	-2.08256	-3.06439	2.2089	1.61506	5.83911	-3.17264	1.72615	2.05465	-1.47374	-0.670994	-1.07392	-2.97245	2.02384	1.32137	5.14028	-3.33521	2.25737	1.48405	-0.987841	-1.73567	-1.59779	-2.77618	2.19147	1.53046	5.07896	-3.00836	1.88108	1.95565	-1.70536	-1.15121	-0.811726	-2.41534	1.55919	1.89866	6.14571	-3.25544	2.07341	0.997742	-1.1084	-0.969333	-2.27134	-2.46303	0.626997	1.42469	5.83051	-3.54837	2.22128	0.0755884	-4.182110e+01	5.678875e+01	1.496765e+01
17200	0.352843	-1.15167	-2.27299	-2.80009	2.10925	1.87956	5.03676	-3.33712	2.22844	1.69273	0.19246	0.291622	0.279482	0.0873229	0.529795	0.0651894	0.0550742	0.159974	0.132336	0.66212	0.0280639	0.827859	-1.05141	-2.09429	-2.69554	1.83094	1.29632	5.55597	-3.17402	2.24643	1.8769	-0.323129	-0.946565	-2.07865	-3.07768	1.72813	0.994022	5.70028	-2.86577	1.99615	1.04236	1.25779	-1.97969	-1.87058	-2.04761	1.69879	1.20091	5.72798	-3.01844	1.97781	1.50504	0.0385175	-1.18879	-1.78135	-2.29872	0.425175	1.40589	5.45819	-3.16262	2.1337	-0.234502	1.62963	-1.07133	-1.08965	-2.63809	2.25365	1.06989	5.49583	-2.98469	1.8153	2.1599	0.862388	-0.852565	-1.6033	-2.44634	1.95985	1.12554	5.65417	-2.90364	1.91641	1.67114	0.562964	-0.579233	-1.99626	-2.72354	1.31416	1.11137	5.56136	-3.26153	1.8606	0.683622	0.967841	-1.11389	-1.9756	-2.49248	2.13272	1.64188	5.96852	-3.45626	1.7212	1.78097	0.920315	-1.47186	-2.10378	-2.72981	2.01948	1.38298	5.68568	-2.92506	1.97068	 1.73	0.498695	-1.61006	-2.27236	-2.81845	2.10405	1.66368	5.33242	-2.14664	1.68247	1.44243	0.617017	-1.45282	-1.7346	-2.40989	2.26736	1.51952	5.65048	-3.2376	2.14125	2.28434	1.20609	-0.608474	-1.34078	-2.75361	1.79199	1.16432	5.50269	-3.63298	2.19264	1.5565	-0.193325	-1.45486	-2.03792	-2.74454	0.538848	1.30536	5.11377	-3.25906	2.04743	-0.193928	-5.336586e+01	4.515085e+01	-8.215008e+00
17300	0.632452	-0.57693	-2.19549	-2.80071	1.4166	1.26996	5.44716	-1.71734	2.14215	1.52311	0.112834	0.147979	0.160024	0.057161	0.205363	0.116816	0.246852	0.137288	0.0775147	0.374245	0.0340492	0.412702	-1.36245	-2.28315	-2.65804	1.61859	1.39621	5.61256	-2.7834	2.20615	1.20511	0.479046	-1.16301	-2.00127	-2.91451	1.5966	1.08392	6.14285	-2.78219	2.28689	1.21211	0.863138	-1.87295	-1.9153	-3.16313	2.06946	1.7797	5.21314	-3.03904	1.88443	1.76511	0.0803268	-1.38435	-1.90303	-2.55693	0.803138	1.76307	5.41762	-2.20618	1.76548	0.0735887	0.472444	-1.14447	-2.28665	-2.61468	1.73892	0.873724	5.18527	-3.13686	2.24032	1.76155	-0.09676	-0.854288	-1.81469	-2.68414	1.6454	1.1671	5.3637	-3.05024	2.25837	1.60322	0.0832258	-1.0196	-2.1354	-2.8977	1.10368	1.19633	5.02487	-2.78723	2.08915	0.296379	-0.169545	-1.16082	-2.29949	-2.72032	1.90487	1.81122	5.94984	-3.35019	2.26418	2.05541	0.419624	-1.03026	-2.23994	-3.16213	1.74192	1.14347	5.10002	-2.61289	2.2072	1.55736	0.496613	-1.19625	-2.03316	-2.92489	1.98997	1.48288	5.22249	-2.63428	2.11047	1.70187	0.891743	-1.7793	-1.92956	-2.44401	2.13072	1.66086	5.43319	-3.38997	1.95965	2.06988	0.976287	-1.16608	-1.794	-2.79919	1.59156	1.69528	5.781	-2.0608	2.19158	0.953936	0.478557	-0.876861	-1.99008	-2.58116	0.770545	1.58387	6.04754	-2.59807	2.15679	0.145323	-3.796159e+01	3.657732e+01	-1.384268e+00
17400	-0.740478	-0.49236	-1.1637	-2.54316	2.21464	1.49728	5.18241	-3.42865	2.19502	1.29333	0.394353	0.0620655	0.0972649	0.190258	0.720122	0.242302	0.0740348	0.0720303	0.132118	0.256868	0.0223476	-0.250657	-1.1771	-1.07773	-2.70803	2.28458	1.21763	5.29844	-3.31754	2.2416	0.850914	-0.710145	-0.87513	-1.25481	-2.78245	1.54998	0.569176	5.71323	-3.50789	2.13555	0.744992	-0.172887	-1.03533	-1.51898	-3.5011	1.8829	1.29617	5.19835	-3.19751	2.20138	1.47445	0.034536	-1.31245	-0.760516	-2.39301	0.794864	1.14764	5.10667	-3.23066	2.16062	0.303356	0.297418	-1.08878	-1.20933	-2.75819	2.10552	1.12709	5.3876	-3.08927	1.81755	1.93053	-0.541475	-1.35978	-1.08764	-2.4862	1.16208	1.20357	5.04027	-3.32993	2.1298	1.0967	-0.686085	-1.62021	-0.816891	-2.81437	0.489675	2.28509	5.57359	-3.09025	2.29869	0.626961	-0.17331	-1.15361	-0.586498	-2.28454	1.90367	0.846407	5.44622	-2.82616	2.20044	1.82904	-0.624502	-1.11872	-1.21595	-2.82275	1.79827	0.943549	5.11149	-3.39811	1.73498	1.20761	0.740983	-1.12548	-0.768224	-2.32334	1.87554	0.775413	4.95405	-3.30778	2.18678	1.36368	-0.801465	-1.31723	-1.18783	-2.50637	2.20777	1.41345	5.4043	-3.66791	1.95318	1.63547	-0.619129	-1.13768	-1.04164	-3.03697	1.2745	1.6945	5.2384	-3.19571	2.20081	0.908897	0.180106	-1.14823	-0.907	-2.69234	0.662446	1.30653	5.2706	-3.09682	2.0129	0.105661	-4.001671e+01	5.021516e+01	1.019845e+01
17500	-0.128988	-0.756827	-1.13619	-2.6149	0.987183	1.01986	5.04533	-3.95895	1.85779	1.68732	0.075336	0.0709154	0.0783278	0.222571	0.948443	0.173575	0.050795	0.0712321	0.0487041	0.438527	0.0219419	-0.367797	-1.04901	-0.970683	-2.80233	2.12107	1.25088	5.20176	-3.63163	1.96015	1.36423	-0.200348	-1.30815	-0.540621	-2.65368	1.54608	1.10634	5.67503	-3.28857	1.68657	0.578771	-0.696373	-1.32978	-0.757717	-3.05838	1.96817	1.12263	5.05906	-3.51402	2.09163	1.8166	-0.0176818	-0.665895	-0.909055	-2.36993	0.810984	0.550518	4.97711	-3.43426	1.96269	0.106812	-0.190796	-1.22387	-0.555247	-2.90687	2.00505	1.06932	4.88923	-3.8531	1.60423	1.90094	-0.525348	-0.843237	-0.682092	-3.13733	1.94857	1.36488	5.11456	-3.51623	1.81279	1.34079	0.170189	-1.5961	-1.38615	-2.57717	0.553768	1.8724	5.36479	-3.60582	1.88841	0.212838	-0.153301	-0.732275	-0.994978	-2.73288	1.96276	0.767699	5.3159	-3.51391	1.84425	1.28467	-0.529235	-0.989399	-1.26599	-2.97222	1.91084	1.22288	5.31004	-3.5122	2.11415	2.05601	-0.754727	-1.10192	-0.539524	-2.2341	1.82754	0.960247	5.1705	-3.92916	1.98426	1.31297	-0.4491	-1.47603	-0.822632	-2.46701	2.12168	1.4143	5.19762	-3.97956	1.92806	2.24008	-0.779807	-1.15169	-1.38012	-3.1512	1.42923	1.86681	5.26266	-3.58611	2.25398	1.20294	-0.707434	-0.99242	-1.31525	-2.94819	0.689137	1.28713	5.23106	-3.64206	2.05699	0.174004	-3.614284e+01	4.720673e+01	1.106389e+01
