iter	M_lnPC_stom(1)	M_lnPC_jeju(1)	M_lnPC_colon(1)	M_lnFu_jeju(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKmet(1)	M_lnKc2p(1)	M_lnKp2c(1)	V_lnPC_stom(1)	V_lnPC_jeju(1)	V_lnPC_colon(1)	V_lnFu_jeju(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKmet(1)	V_lnKc2p(1)	V_lnKp2c(1)	Ve_lnC_central(1)	lnPC_stom(1.1)	lnPC_jeju(1.1)	lnPC_colon(1.1)	lnFu_jeju(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKmet(1.1)	lnKc2p(1.1)	lnKp2c(1.1)	lnPC_stom(1.1.1)	lnPC_jeju(1.1.1)	lnPC_colon(1.1.1)	lnFu_jeju(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKmet(1.1.1)	lnKc2p(1.1.1)	lnKp2c(1.1.1)	lnPC_stom(1.1.2)	lnPC_jeju(1.1.2)	lnPC_colon(1.1.2)	lnFu_jeju(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKmet(1.1.2)	lnKc2p(1.1.2)	lnKp2c(1.1.2)	lnPC_stom(1.1.3)	lnPC_jeju(1.1.3)	lnPC_colon(1.1.3)	lnFu_jeju(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKmet(1.1.3)	lnKc2p(1.1.3)	lnKp2c(1.1.3)	lnPC_stom(1.1.4)	lnPC_jeju(1.1.4)	lnPC_colon(1.1.4)	lnFu_jeju(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKmet(1.1.4)	lnKc2p(1.1.4)	lnKp2c(1.1.4)	lnPC_stom(1.1.5)	lnPC_jeju(1.1.5)	lnPC_colon(1.1.5)	lnFu_jeju(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKmet(1.1.5)	lnKc2p(1.1.5)	lnKp2c(1.1.5)	lnPC_stom(1.1.6)	lnPC_jeju(1.1.6)	lnPC_colon(1.1.6)	lnFu_jeju(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKmet(1.1.6)	lnKc2p(1.1.6)	lnKp2c(1.1.6)	lnPC_stom(1.1.7)	lnPC_jeju(1.1.7)	lnPC_colon(1.1.7)	lnFu_jeju(1.1.7)	lnV_central(1.1.7)	lnVmax_vitro(1.1.7)	lnKm_vitro(1.1.7)	lnKmet(1.1.7)	lnKc2p(1.1.7)	lnKp2c(1.1.7)	lnPC_stom(1.1.8)	lnPC_jeju(1.1.8)	lnPC_colon(1.1.8)	lnFu_jeju(1.1.8)	lnV_central(1.1.8)	lnVmax_vitro(1.1.8)	lnKm_vitro(1.1.8)	lnKmet(1.1.8)	lnKc2p(1.1.8)	lnKp2c(1.1.8)	lnPC_stom(1.1.9)	lnPC_jeju(1.1.9)	lnPC_colon(1.1.9)	lnFu_jeju(1.1.9)	lnV_central(1.1.9)	lnVmax_vitro(1.1.9)	lnKm_vitro(1.1.9)	lnKmet(1.1.9)	lnKc2p(1.1.9)	lnKp2c(1.1.9)	lnPC_stom(1.1.10)	lnPC_jeju(1.1.10)	lnPC_colon(1.1.10)	lnFu_jeju(1.1.10)	lnV_central(1.1.10)	lnVmax_vitro(1.1.10)	lnKm_vitro(1.1.10)	lnKmet(1.1.10)	lnKc2p(1.1.10)	lnKp2c(1.1.10)	lnPC_stom(1.1.11)	lnPC_jeju(1.1.11)	lnPC_colon(1.1.11)	lnFu_jeju(1.1.11)	lnV_central(1.1.11)	lnVmax_vitro(1.1.11)	lnKm_vitro(1.1.11)	lnKmet(1.1.11)	lnKc2p(1.1.11)	lnKp2c(1.1.11)	lnPC_stom(1.1.12)	lnPC_jeju(1.1.12)	lnPC_colon(1.1.12)	lnFu_jeju(1.1.12)	lnV_central(1.1.12)	lnVmax_vitro(1.1.12)	lnKm_vitro(1.1.12)	lnKmet(1.1.12)	lnKc2p(1.1.12)	lnKp2c(1.1.12)	LnPrior	LnData	LnPosterior
55600	0.768015	-2.01006	-2.11969	-2.15117	1.133	1.50515	5.25465	-2.07538	1.59068	1.73651	0.431824	0.34214	0.126547	0.0843888	0.438604	0.0680803	0.21849	0.198703	0.179893	0.581076	0.0257131	0.281417	-2.04862	-2.27598	-2.29607	1.56501	1.19647	5.31816	-2.38556	2.28133	1.51284	0.380097	-2.17885	-1.75729	-2.54494	1.29314	0.873587	5.38008	-2.30159	2.12487	0.941187	-0.384357	-2.23742	-2.2354	-2.12633	1.64573	0.764213	4.92499	-2.6461	1.99132	1.75181	0.187526	-1.54519	-1.78338	-2.19579	0.437209	1.00868	4.77748	-2.79085	2.08723	0.121202	0.321052	-1.56902	-1.84943	-2.33078	1.8716	1.70054	6.16111	-2.68396	2.17028	2.13447	0.679319	-1.77566	-2.25947	-1.73824	1.24964	0.982593	5.27629	-2.6709	1.92445	1.2384	0.566212	-1.85084	-2.00982	-2.42958	0.860691	1.02697	4.91378	-1.51059	2.13663	0.816395	-0.44666	-1.97575	-2.27018	-2.3449	2.17323	1.36088	5.35483	-2.8847	1.53577	2.26308	1.08085	-2.18948	-1.93226	-2.08389	1.75151	1.35546	5.54223	-2.97129	1.80755	2.11004	0.190701	-2.27269	-1.69262	-1.928	1.85374	1.58716	5.58435	-2.26173	1.74303	1.719	0.015913	-2.17085	-2.13454	-1.8047	2.25085	1.04607	5.8854	-2.21193	2.00106	1.99705	0.414638	-1.57784	-1.81495	-2.02858	1.27585	0.879656	5.28507	-2.31361	2.18372	0.957176	-1.66301	-1.77888	-2.10924	-1.85429	0.649131	0.964582	5.36358	-2.60298	1.75233	0.0281308	-5.546223e+01	5.004244e+01	-5.419788e+00
55700	0.268002	-1.80033	-1.32194	-2.33317	1.72248	1.28892	5.20653	-3.40951	1.77149	1.5879	0.287965	0.0639659	0.502725	0.127527	1.01195	0.0535126	0.113809	0.118986	0.0736483	0.652568	0.0250998	0.193503	-1.83359	-1.4372	-1.79061	1.25177	1.15327	5.15811	-3.57909	2.07541	1.62535	0.260651	-2.01093	-1.19354	-1.96489	1.25539	0.897328	5.40312	-3.8521	1.79856	0.776659	-0.0361842	-2.00015	-0.942549	-1.73583	1.44888	0.86859	5.44195	-3.35351	2.239	1.60951	0.955198	-1.83342	-0.445987	-1.69717	0.36202	1.14425	5.19432	-2.71284	2.20262	0.320978	0.42087	-1.77355	-0.676565	-1.67307	1.449	1.25271	5.77907	-3.77569	2.28756	1.96422	0.751505	-1.78562	-1.46091	-1.55976	1.39131	1.05466	5.44072	-3.59815	2.20935	2.01735	0.120943	-1.50058	-1.86668	-2.05796	0.886744	1.12844	5.32494	-3.16234	2.03773	0.568567	-0.255512	-1.99785	-1.55395	-1.83538	1.78387	1.18178	5.53266	-2.89345	2.0998	2.07056	0.533451	-1.72802	-2.17929	-2.24162	1.67652	1.38955	5.63939	-3.57369	2.11668	1.87043	0.478569	-1.59958	-1.59311	-2.20885	1.62694	1.67012	5.40789	-3.65241	2.08586	1.59151	-0.783238	-1.67834	-1.6711	-1.6868	2.13582	0.710352	5.09513	-3.46203	2.00983	2.11171	-0.0815917	-1.65149	-1.82767	-1.73977	1.28604	0.829266	5.14563	-3.73329	2.07838	1.20348	0.617863	-1.71996	-1.507	-1.9172	0.372802	1.00477	5.24662	-3.37267	2.25257	0.329723	-4.673711e+01	4.857018e+01	1.833066e+00
55800	-0.37575	-1.87186	-1.49837	-0.871274	1.52513	1.22981	5.28243	-3.69854	2.05778	1.51011	0.256512	0.101952	0.0537302	0.144455	0.269889	0.183364	0.0798468	0.177559	0.175556	0.517056	0.0224988	-0.618707	-1.82232	-1.52305	-1.96783	1.60995	1.19258	5.07038	-3.8726	1.80084	1.48411	-1.30982	-1.86837	-1.55285	-2.47935	1.37509	0.921521	5.52979	-3.42905	1.97082	0.55417	0.706896	-1.72015	-1.54717	-2.49906	2.09563	0.794905	5.09497	-3.99444	1.97434	1.75171	-1.58976	-1.65792	-1.59359	-1.78186	0.410456	1.27204	5.28434	-3.40837	2.08603	0.240443	-0.462344	-2.07329	-1.50418	-1.93276	1.46128	1.14094	4.99453	-3.74594	1.88243	1.8496	-0.427691	-1.58941	-1.0593	-1.70259	1.51794	0.62633	5.16643	-3.46584	1.95321	1.54932	-1.6021	-1.36766	-1.37275	-1.85912	0.98789	0.705465	5.32259	-3.66184	1.9415	0.711588	-1.04757	-1.82056	-1.4302	-2.13612	1.96681	1.23136	5.16139	-3.76798	1.20202	1.83865	-0.323736	-2.1731	-1.20532	-1.89345	1.62493	1.32392	5.26602	-3.81362	1.30461	1.82042	-1.24439	-1.67555	-1.02523	-1.89326	1.7085	1.25194	5.13307	-3.44261	1.73169	1.24623	-0.360922	-1.37815	-1.47391	-2.30453	2.25287	1.02958	5.43916	-3.11624	2.22233	2.14593	-0.138242	-1.86776	-1.63993	-1.84001	1.21001	1.36626	5.4422	-3.33357	1.85278	1.05313	-1.43607	-1.44684	-1.39531	-2.24584	0.298953	1.08083	5.07424	-3.65268	2.14302	0.0609825	-4.951785e+01	4.856282e+01	-9.550239e-01
55900	-0.543121	-1.61043	-1.21562	-2.8095	2.23657	0.788918	5.57164	-3.34715	2.24366	1.41838	0.173333	0.0838329	0.229394	0.135604	0.456674	0.0612844	0.151508	0.130945	0.155171	1.27628	0.0177314	-0.731304	-1.98798	-1.25203	-1.99553	2.01816	0.935203	5.40656	-3.45247	2.02451	1.04382	-0.385485	-2.01835	-1.53026	-2.00967	0.983655	1.09444	5.47706	-3.44243	2.00733	0.745196	-1.25299	-1.97763	-1.2897	-1.75843	2.29648	0.82978	5.75853	-3.39311	1.78994	2.26023	-0.0917387	-1.62433	-2.05529	-1.92144	0.135761	1.27271	5.20808	-3.48786	2.22998	-0.0243126	-0.940255	-2.0356	-1.47172	-2.21721	1.88929	1.18687	4.92577	-3.56891	1.06638	2.08514	-0.945039	-2.02241	-0.643186	-1.89752	1.23276	0.971695	4.77508	-3.47672	1.61219	1.25432	-1.28474	-1.29262	-0.94728	-1.60235	0.939002	0.633928	5.44085	-3.61539	2.10757	0.557745	-0.928833	-1.78457	-1.58857	-1.94399	1.94689	1.21733	5.38358	-3.84678	1.36133	1.92782	-0.748777	-1.98729	-1.41604	-1.74993	1.78969	1.17682	5.75138	-3.07821	1.34154	1.86725	-0.850639	-1.55152	-1.14956	-2.29087	1.7804	1.1891	4.98368	-3.02129	1.97697	1.55116	-0.848715	-1.83027	-1.51611	-1.96488	2.1568	1.20019	5.32786	-3.24685	1.85862	2.20586	0.202506	-1.47935	-1.67896	-2.42743	 1.03	1.22926	5.05716	-3.43287	2.19289	0.732465	-0.309115	-1.42636	-1.40809	-1.76841	0.331708	0.849072	5.39041	-3.1095	1.90222	-0.246042	-5.977810e+01	6.519051e+01	5.412417e+00
56000	-1.1349	-1.70239	-2.02787	-2.20208	1.7019	1.72798	5.34811	-3.34937	1.68494	1.54864	0.23085	0.123285	0.0712193	0.124983	0.394674	0.460139	0.132579	0.201753	0.177301	0.6434	0.0217524	-2.25078	-1.94476	-1.64089	-2.02631	1.73065	1.16371	5.25485	-3.4524	1.89986	1.72084	-2.22773	-2.00993	-1.27663	-2.63622	1.49426	1.05082	5.00698	-3.60424	1.78366	0.849439	-1.52542	-1.83545	-1.66533	-1.99513	2.2738	0.66333	5.48568	-3.26096	1.25648	1.6617	-2.29354	-1.80867	-1.25543	-1.8354	0.210879	1.49673	5.37297	-3.41832	2.14123	0.382642	-1.82978	-1.81006	-2.00434	-2.28768	2.14321	1.15388	5.2139	-3.22132	1.20463	2.26634	-1.67028	-2.29094	-2.17104	-1.65159	0.979677	0.846401	4.7738	-2.97354	1.65334	1.12757	-1.99876	-1.28314	-1.6032	-1.43003	1.0646	0.341865	5.34591	-3.74921	1.8779	0.526357	-1.55911	-2.26177	-1.58642	-1.66633	2.1551	1.12277	5.80827	-2.69238	1.11647	1.44375	-1.80919	-1.53653	-2.0609	-2.46587	2.20222	1.31728	5.52383	-3.56752	1.36326	1.97493	-1.72178	-1.98867	-1.53054	-2.0331	1.56067	1.29997	4.7657	-3.70062	2.11168	1.91449	-2.17784	-2.23274	-1.82248	-1.83449	1.70648	1.74288	5.46475	-3.20248	2.0293	2.17814	-1.45016	-1.67991	-1.85799	-2.46552	1.38687	1.36045	5.11712	-3.38781	2.04696	1.22089	-1.90947	-2.05314	-1.53312	-1.81142	0.285688	1.69818	5.6051	-3.22832	1.67338	-0.114694	-5.947072e+01	5.058628e+01	-8.884441e+00
56100	-2.26975	-1.43641	-0.692025	-2.34732	1.42181	0.649518	4.61719	-3.17052	2.18352	1.4794	0.095164	0.235894	0.120843	0.301318	0.301581	0.124871	0.218733	0.0751035	0.0552577	0.804454	0.0251489	-2.04031	-1.88061	-0.992882	-2.16733	1.6713	1.20122	5.02724	-3.35967	2.05475	1.67444	-1.51138	-2.01264	-1.43609	-2.15254	0.85725	1.18295	5.50456	-3.17774	2.27352	0.546747	-2.28964	-1.33714	-1.02458	-2.62304	2.25961	0.592113	5.36366	-3.10054	1.96343	1.7974	-1.92221	-1.77737	-1.01878	-1.7211	0.434828	1.09241	5.14113	-3.79684	2.04851	0.229985	-1.81759	-1.24429	-1.10101	-2.51413	2.0421	1.06961	5.30522	-3.79373	1.76401	2.27053	-1.90883	-2.26925	-0.737326	-1.60007	0.995314	0.936545	4.80008	-3.61521	1.83658	1.37041	-1.82584	-0.978231	-0.991171	-2.20447	1.31527	0.547752	5.16956	-3.63891	1.58818	0.22233	-2.05149	-1.87026	-1.31984	-2.35587	1.80024	1.41719	5.15171	-2.97941	2.03314	1.80012	-1.62599	-1.73876	-0.903884	-1.84206	1.77925	0.677508	5.3906	-3.006	1.63933	1.52423	-2.2857	-1.70743	-0.249779	-2.28202	1.08804	1.60022	5.03123	-3.2385	2.29639	1.10253	-2.02966	-2.06764	-0.915581	-1.87383	2.07947	1.1673	5.27558	-3.14797	2.00535	2.26546	-1.61339	-1.45449	-0.290569	-2.38373	1.07275	1.25713	5.11161	-3.22523	2.16909	0.845538	-1.71395	-1.71542	-1.85682	-1.86736	0.113253	1.20374	5.4935	-3.47063	2.2179	-0.210802	-5.431184e+01	5.511827e+01	8.064284e-01
56200	-1.34055	-1.77382	-1.28001	-1.9233	0.078072	1.09145	5.02271	-3.27084	2.26576	2.24341	0.155363	0.0543889	0.218752	0.0719211	0.285559	0.0978064	0.087818	0.0774004	0.049233	0.695231	0.0238595	-1.48202	-1.95282	-1.0377	-1.98351	1.28434	0.94536	5.00421	-3.33771	2.09593	2.18244	-1.25717	-2.05382	-0.59458	-2.41195	1.3807	1.10631	5.30281	-2.80503	2.08435	1.20848	-1.52475	-1.65659	-1.36314	-2.32165	1.92997	0.580962	5.17939	-3.12951	2.15104	1.5797	-1.81339	-1.51498	-1.19862	-1.83088	0.53129	0.844363	5.06902	-2.97027	2.23155	0.442292	-1.25981	-2.04923	-1.52198	-1.7571	1.39026	0.895553	4.91386	-3.76615	1.90579	1.93667	-1.65251	-2.29307	-1.22896	-1.83738	0.914288	1.22385	4.85206	-3.71883	1.64254	1.06597	-1.45132	-1.55668	-0.672478	-1.98814	0.989768	0.584119	4.85933	-3.23619	1.99733	0.693532	-1.84503	-1.62826	-0.711753	-2.0641	1.70252	1.25012	5.34509	-3.8093	1.70551	1.55375	-1.59353	-1.73966	-1.9956	-2.03945	1.55764	1.12743	5.38824	-3.61399	2.09769	2.17532	-0.967789	-2.01825	-1.16587	-2.01656	1.60528	1.20219	4.86416	-3.69102	2.08982	1.72194	-1.92928	-1.79052	-0.734709	-2.18203	2.00743	1.2146	5.12641	-3.17886	2.28477	2.07307	-2.28784	-1.63831	-1.00039	-2.1507	1.14297	1.22526	5.01232	-3.31558	2.03376	0.8512	-2.27095	-1.52311	-1.39797	-1.46863	0.596779	0.668096	5.44487	-3.23139	2.05287	0.140131	-3.799872e+01	4.372777e+01	5.729045e+00
56300	-1.17328	-1.9182	-1.43289	-2.21139	2.14919	1.05955	5.35513	-3.3283	1.76494	0.549957	0.110178	0.0691712	0.13049	0.258064	0.42976	0.0764273	0.0390635	0.281588	0.276565	0.730108	0.0223477	-1.71203	-1.97716	-1.92706	-1.47935	1.90225	1.04457	5.30778	-3.47405	2.02244	1.47011	-1.19071	-1.80055	-1.75416	-1.78503	1.34441	0.957404	5.78915	-3.8432	1.76866	0.696864	-1.14855	-1.83714	-2.02026	-2.07558	2.07039	0.835421	5.25884	-3.92548	1.53975	1.71578	-1.48339	-1.84134	-1.5342	-1.38244	0.570182	0.774397	5.19633	-3.20464	2.01375	0.533158	-1.45678	-1.92642	-1.8449	-1.51697	1.78242	0.608607	5.42099	-3.52831	1.2943	1.50208	-1.79337	-1.98707	-2.28698	-1.58265	1.14642	1.20991	5.45796	-2.79448	1.72522	0.898426	-1.58523	-1.65073	-1.72817	-1.70388	0.591259	0.880166	5.29213	-3.69266	2.27327	0.686512	-2.11532	-1.37882	-1.90021	-2.46562	2.28678	0.935189	5.22549	-3.0178	1.81151	2.21327	-1.46511	-1.80209	-2.09231	-2.18825	2.0545	1.05075	5.4373	-3.23733	1.78189	2.07833	-2.15747	-1.74648	-1.88032	-2.03305	1.8865	1.18214	4.99901	-3.17808	1.81945	1.76757	-1.95771	-1.98637	-1.54011	-1.48861	1.78513	0.99053	5.38975	-3.0601	2.16027	1.99086	-1.41308	-1.77921	-1.65827	-1.9783	0.99407	1.37817	5.38494	-3.37213	2.29529	0.902679	-1.31712	-1.7853	-2.01894	-1.96953	0.244617	1.16968	5.284	-3.13364	2.27726	0.274239	-4.406086e+01	5.151602e+01	7.455161e+00
56400	-2.01457	-1.55821	-1.33243	-2.30516	1.67994	0.919068	5.021	-3.73505	2.29281	1.01776	0.116091	0.141765	0.0898609	0.0977315	0.837226	0.0307743	0.0509584	0.158813	0.110954	1.07484	0.027536	-2.11772	-1.78638	-1.69117	-1.99159	1.28344	1.01499	5.10148	-3.91845	2.08093	1.50479	-2.22935	-2.04337	-2.07314	-2.09032	1.11298	0.956426	5.28176	-3.67256	1.86481	0.637464	-2.00366	-2.12269	-1.9282	-1.97522	1.88298	0.978918	5.21427	-3.64176	2.24355	2.25818	-2.27969	-1.57795	-2.01146	-1.9082	0.300744	0.758669	4.77335	-3.95356	2.1523	0.117219	-2.17752	-1.82294	-1.45865	-1.96921	1.73721	1.11797	5.18649	-3.97399	1.37021	1.67183	-2.03486	-1.73429	-1.60588	-1.96306	0.971039	1.19201	5.29117	-3.80736	2.0885	1.21072	-1.59736	-1.6289	-1.57206	-1.75147	0.727505	0.840657	5.22517	-3.19245	2.11746	0.736427	-1.84922	-1.25684	-1.88344	-2.29281	2.16199	0.768513	5.16082	-3.76973	1.91998	2.06003	-1.81083	-2.00179	-1.37047	-1.99021	1.36481	1.1398	5.28921	-3.88093	2.025	1.67789	-2.29688	-1.65933	-1.42166	-2.00387	1.65334	1.0923	4.79488	-3.89614	1.92431	1.38955	-2.17461	-1.72147	-1.71493	-1.89857	2.13071	0.965096	4.95902	-3.8087	1.35807	1.93442	-2.10772	-1.62991	-1.6643	-1.74247	1.08351	0.910289	5.32107	-3.5919	2.03809	0.966531	-2.2592	-1.44521	-1.82775	-2.37058	0.0994845	1.23848	5.26605	-3.87724	2.15734	-0.399358	-1.550905e+01	4.820701e+01	3.269796e+01
56500	-1.20222	-2.21589	-1.1605	-1.8196	1.10544	0.758399	5.29458	-3.58175	1.82038	-0.470245	0.0934198	0.101132	0.295463	0.0871635	0.613606	0.117295	0.0958759	0.171464	0.214232	0.644407	0.0280643	-1.25597	-1.9477	-1.2483	-2.40345	1.36798	1.1568	4.81042	-3.84815	1.85074	0.929573	-1.50812	-2.0834	-1.4736	-2.56475	1.11302	1.23516	4.99153	-3.63624	1.80321	0.746308	-1.41918	-2.22899	-2.08707	-1.80853	1.79891	0.522199	4.74837	-3.94615	1.64417	1.67652	-0.957481	-1.69272	-0.713075	-2.13827	0.598356	1.14573	4.82926	-3.85573	1.8236	0.166779	-1.20788	-1.99687	-1.6494	-2.3548	1.74086	1.85873	5.43977	-3.43181	1.56385	1.9786	-1.29475	-1.84492	-0.0648083	-2.03694	1.40186	1.18265	5.03474	-3.73575	1.70814	1.34118	-1.14515	-1.89053	-1.23269	-1.87517	0.675929	0.865808	4.88603	-3.24954	2.15816	0.559267	-1.71055	-2.08944	-1.05636	-1.96421	1.78542	1.19091	5.08186	-3.91822	1.79566	2.05398	-1.50227	-1.44174	-2.09794	-2.52373	1.82249	1.35258	5.36267	-3.63583	1.20292	1.09452	-1.5526	-1.74705	-1.30947	-2.05072	1.77337	0.95989	4.7676	-3.43044	2.29081	2.12509	-0.911073	-1.66216	-0.829794	-2.2463	2.20226	0.873686	4.77552	-3.31704	1.36268	1.90033	-1.36569	-1.9304	-1.47986	-2.24302	1.34257	1.1071	4.68819	-3.72446	1.64025	0.831722	-1.71553	-2.19989	-0.92544	-1.97087	-0.0527797	1.02741	4.72482	-3.9838	2.0249	0.0809897	-5.007808e+01	5.041779e+01	3.397174e-01
56600	-0.450633	-1.36704	-2.15485	-1.82796	1.43624	1.07885	4.91472	-3.62866	1.52176	0.362317	0.223186	0.235404	0.101876	0.0822511	0.380282	0.0540109	0.0504409	0.146268	0.0915693	1.1533	0.0263881	-1.29168	-1.98344	-2.08416	-2.07823	1.3588	0.98016	4.62725	-3.9491	1.79338	1.24374	-0.544782	-2.07124	-2.04973	-2.37004	1.35348	0.691233	5.02333	-3.73607	1.94603	0.93772	-0.63109	-2.26634	-2.28594	-2.16743	1.43433	0.790635	4.69939	-3.53819	2.23555	1.62414	-1.5856	-1.91417	-1.7546	-1.63517	0.233844	0.680294	4.62659	-3.39971	2.01579	0.0652997	-2.10587	-1.64742	-1.48889	-2.40328	1.5107	0.867609	4.83788	-3.07984	2.28986	1.78524	-1.83903	-1.79287	-2.25775	-2.277	1.15529	1.13554	4.72443	-3.57631	1.45452	0.58563	-1.26322	-2.14058	-2.10113	-2.20366	0.555968	1.22804	4.6411	-3.30774	1.80414	0.610968	-0.90416	-2.12572	-1.4797	-1.85993	1.13297	1.07052	4.74277	-3.64717	2.28183	1.68504	-1.65619	-2.26027	-2.09819	-2.27249	1.13764	1.2892	4.85686	-3.84233	1.73586	1.00418	-0.989061	-2.03003	-1.76633	-1.94385	1.67621	1.1288	4.75684	-3.28169	1.60921	1.24121	-1.78085	-2.22626	-1.81709	-1.80034	1.8276	0.887542	4.73372	-3.4363	2.08998	2.19042	-1.85098	-2.15014	-2.26339	-1.83257	1.14002	1.05416	4.86903	-3.41196	1.78259	0.75692	-1.62414	-1.96447	-2.02715	-1.92965	0.214892	0.795539	4.69652	-3.54842	2.15643	0.208348	-3.102743e+01	4.638746e+01	1.536003e+01
56700	-0.793007	-2.11282	-1.93135	-1.25635	2.23087	0.983745	4.81367	-2.85215	2.26726	0.826403	0.125222	0.0764854	0.108764	0.189096	0.524602	0.117456	0.0546146	0.127672	0.119297	0.366152	0.0217135	-0.433733	-2.26995	-2.21291	-1.94054	1.18399	0.890148	4.70438	-3.01938	2.0364	1.32437	-0.25345	-2.29304	-1.82576	-1.78224	0.972238	0.378254	4.836	-2.76754	2.22396	0.93107	-0.656288	-2.24824	-1.71974	-2.1196	1.58578	0.971345	4.99907	-3.37396	2.16929	1.9276	-0.607051	-1.65599	-1.86448	-1.64941	0.362904	0.758428	5.04277	-2.44776	2.23977	0.26569	0.159762	-2.28094	-2.07907	-2.02597	1.70765	0.994449	4.81573	-3.47402	1.49837	2.29995	0.224091	-2.16106	-2.15157	-2.42126	1.03073	1.3408	4.61891	-2.83902	1.89092	1.076	-0.186048	-2.21652	-1.86148	-1.95545	0.292049	1.32226	5.06307	-2.81676	2.23323	0.469884	0.0462202	-2.01252	-1.77745	-2.01595	1.58708	0.768324	4.65203	-3.21914	1.68433	1.7397	-0.382279	-2.29429	-2.16488	-2.09275	1.47749	1.08358	4.82588	-3.0146	1.43593	1.44622	0.173915	-2.00273	-1.89852	-1.90164	1.70373	1.18272	4.96798	-3.20021	1.68943	1.62033	-0.393768	-1.92049	-2.09473	-2.4628	2.1368	1.10733	4.81546	-2.98542	1.85419	1.9528	-0.588534	-2.04206	-2.15783	-1.4419	0.810076	0.567845	4.766	-2.89272	2.24416	1.022	-0.449573	-1.91308	-1.95415	-1.76435	0.108583	0.489516	4.67334	-2.28804	2.26132	0.064551	-2.447355e+01	6.285477e+01	3.838122e+01
56800	0.632738	-2.18998	-2.04536	-1.99311	2.07036	0.849093	4.63458	-3.27692	1.09955	1.29235	0.144003	0.144914	0.139166	0.0457303	0.530622	0.179854	0.126232	0.155932	0.176051	0.298293	0.0219857	0.71592	-1.99767	-1.54753	-1.89121	1.52692	0.81981	4.8226	-3.68457	1.61549	1.3428	0.605383	-2.18619	-1.31571	-1.90911	1.20638	0.931457	5.1266	-3.77103	1.49721	0.68922	2.02337	-2.17928	-1.798	-1.90935	1.74003	0.630152	5.01826	-3.91881	1.75395	1.67988	0.485814	-1.53939	-1.83022	-1.85794	0.322478	0.487986	4.62263	-3.41395	2.24515	0.282446	0.322992	-2.10008	-1.40947	-2.24222	1.75298	1.02634	4.74099	-3.34936	0.967949	1.47752	0.795623	-2.12912	-0.91179	-1.70613	0.898132	0.994505	4.85485	-3.55819	1.19686	0.547574	0.521986	-2.10305	-1.41821	-2.03555	0.668944	1.15016	4.74367	-3.7247	1.65475	0.365884	0.505725	-1.7623	-0.959622	-1.88294	1.8435	0.797724	5.06586	-3.77384	1.37851	1.74585	0.422196	-1.86164	-1.29677	-1.80924	1.72982	0.495176	4.79773	-3.64371	1.91239	2.03267	0.471421	-2.02349	-1.50314	-1.81048	1.6628	0.984345	4.71188	-3.3268	1.36427	1.37722	1.46925	-1.87649	-1.63966	-1.70263	2.0835	0.808699	5.05739	-3.86652	1.45239	2.11355	1.35065	-2.04406	-1.41255	-1.62579	0.748321	0.744337	4.69334	-3.40192	2.10532	0.931744	0.673048	-1.88561	-1.82814	-1.87079	-0.0822075	0.903866	4.91214	-3.13432	2.23308	0.0014449	-3.886542e+01	5.694602e+01	1.808060e+01
