iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
27800	1.02077	1.10104	0.675888	0.588534	0.613483	0.776116	0.716943	0.38442	0.62462	0.71163	0.549667	-1.5509	2.96842	-1.06829	0.358178	0.123105	0.789793	-2.07149	2.78183	-0.836601	-1.64501	3.03564	-0.921318	-1.7176	2.84343	-0.677652	-1.5337	2.88953	-1.5254	-2.106761e+01	-3.377190e+02	-3.587866e+02
27900	1.13365	1.19554	0.587999	0.582272	0.582122	0.720225	0.534918	0.510516	0.487978	0.979163	0.498033	-2.83345	3.67517	-3.17166	0.191262	0.269306	3.5324	-2.63351	3.7811	-1.93146	-2.54244	3.5929	-3.23785	-2.3246	2.85166	0.448416	-2.13233	4.00415	-2.16504	-2.797599e+01	-3.463754e+02	-3.743514e+02
28000	1.05084	1.1445	0.663992	0.539955	0.532915	0.865447	0.971507	0.473191	0.446461	0.896659	0.847729	-1.44614	3.05391	-0.821031	0.226458	0.259608	1.31539	-1.92599	3.707	-1.67703	-1.25768	3.64731	-1.9844	-1.41736	2.94134	0.360736	-1.02469	2.95904	-2.49698	-2.662358e+01	-3.396026e+02	-3.662261e+02
28100	1.10941	1.1457	0.636006	0.690293	0.704562	0.78551	0.65927	0.620086	0.464994	0.789246	0.807994	-2.24405	2.54476	-1.57028	0.0864162	0.119368	2.83207	-2.46826	2.41694	-3.47364	-1.68253	2.42283	-1.404	-2.50726	2.46454	-1.50935	-2.03728	2.34499	-2.85649	-2.228807e+01	-3.419396e+02	-3.642277e+02
28200	1.0067	1.15002	0.656999	0.772168	0.551626	0.788972	0.875773	0.427457	0.488661	0.999845	0.834273	-1.73995	3.82041	-1.39929	0.0824957	0.297032	1.5487	-2.11459	3.51723	-1.71723	-1.52685	3.30957	-1.24815	-1.61077	3.1842	-0.126722	-1.65075	3.33196	-1.19892	-2.308808e+01	-3.367813e+02	-3.598694e+02
28300	0.989311	1.04313	0.752457	0.667658	0.488086	1.00768	1.02056	0.378417	0.809798	0.626028	0.494033	-2.34054	3.38593	-1.9746	0.329	0.0763819	1.1761	-2.74937	2.9267	-1.71783	-1.94156	2.98043	-1.27945	-3.02539	3.57259	-1.37964	-2.04925	3.44204	-2.58393	-2.389925e+01	-3.433125e+02	-3.672118e+02
28400	1.08392	1.1042	0.87614	0.605661	0.457522	0.841651	0.746961	0.433693	0.416992	0.867239	0.377447	-2.11447	4.36804	-3.75677	0.169469	0.348451	2.83516	-2.01862	4.45746	-2.24089	-2.07415	4.10569	-2.90477	-2.39276	3.99934	-1.69745	-2.45583	3.92459	-3.6424	-2.215748e+01	-3.406172e+02	-3.627747e+02
28500	0.996178	0.948181	0.746277	0.622077	0.587482	0.827207	1.05676	0.509045	0.59729	0.923741	0.632264	-2.28083	4.30827	-2.2754	0.167868	0.660264	1.91194	-2.46755	3.89322	-1.74336	-1.56274	4.05983	-2.6232	-3.03513	3.80992	-2.19936	-1.77191	3.88651	-2.31679	-2.858337e+01	-3.398835e+02	-3.684668e+02
28600	1.07331	1.09704	0.651094	0.70328	0.659851	0.846992	0.638567	0.750562	0.815963	0.649664	0.735279	-2.8047	2.89143	-1.59051	0.294701	0.0822209	1.86777	-2.63447	2.67907	-3.35487	-1.77411	2.60744	-1.64776	-2.80229	3.05855	-3.44923	-2.42274	2.91566	-0.695147	-2.560817e+01	-3.446809e+02	-3.702890e+02
28700	0.814957	1.17945	0.822725	0.719407	0.475091	1.01736	0.807879	0.544099	0.508266	0.709087	0.565799	-2.11596	3.32438	-1.47747	0.214541	0.122835	2.7802	-2.45103	3.69315	-1.96992	-1.1368	3.05991	-0.868989	-2.60039	3.42652	-1.57166	-1.42125	3.16262	-0.742275	-2.585679e+01	-3.429188e+02	-3.687756e+02
28800	1.02276	1.06205	0.468864	0.684659	0.435	0.761707	1.02446	0.380486	0.424199	0.790222	0.493288	-1.86169	3.28774	-0.382341	0.122322	0.119337	2.69634	-2.5515	3.35349	-1.65571	-1.04724	3.15337	-1.33504	-2.02157	3.54772	-0.690878	-1.94085	3.71343	-1.68252	-2.408423e+01	-3.429859e+02	-3.670701e+02
28900	1.13773	1.14895	0.571483	0.669447	0.58159	0.88357	0.714155	0.26444	0.753639	0.692668	0.699634	-1.75721	4.15142	-3.39926	0.218113	0.246676	1.0591	-2.60859	3.74219	-2.50617	-1.70459	4.14575	-3.21102	-1.95122	3.21224	-1.79829	-2.05591	4.04501	-4.04277	-2.518638e+01	-3.442849e+02	-3.694713e+02
29000	0.96534	1.09725	0.711207	0.690748	0.513553	0.909328	0.81165	0.27569	0.365825	0.851427	0.47177	-2.31692	4.49879	-3.91541	0.588688	1.1809	3.67052	-2.59119	3.95797	-2.62693	-1.5199	3.61009	-1.66309	-1.74309	4.53437	-1.65142	-2.17692	2.78105	-3.16845	-3.453363e+01	-3.367216e+02	-3.712552e+02
29100	0.995613	1.03884	0.613288	0.91357	0.504072	0.707755	0.588539	0.453055	0.501714	0.734885	0.498573	-1.60763	4.16478	-2.39364	0.28953	0.135241	3.17917	-2.61224	4.40396	-2.71956	-1.64835	4.09428	-2.41702	-1.32755	3.7183	-0.629649	-1.82606	4.33902	-3.98771	-2.467692e+01	-3.365873e+02	-3.612643e+02
29200	0.932984	1.06744	0.646714	0.695213	0.431478	1.05745	0.751399	0.321525	0.671237	0.912532	0.595509	-1.62507	3.96292	-3.65619	0.119911	0.0849509	1.48421	-2.6821	3.90479	-1.92289	-1.56751	4.1061	-2.01135	-2.16197	3.61652	-1.3795	-0.901586	3.92338	-3.40153	-2.743752e+01	-3.405284e+02	-3.679660e+02
29300	1.00085	0.974896	0.679337	0.586596	0.527582	0.815574	1.10116	0.508272	0.423619	0.709006	0.688535	-2.20672	3.33805	-0.456173	0.423351	0.274385	4.86398	-2.28934	3.42209	-1.13835	-1.62374	3.19603	-1.62589	-2.08342	3.75885	-0.608165	-2.05948	2.87059	-4.39799	-3.101964e+01	-3.394921e+02	-3.705117e+02
29400	1.01469	1.16079	0.556787	0.676739	0.521422	0.828368	0.717639	0.380362	0.52804	0.798817	0.426611	-1.98066	3.46771	-2.28106	0.226664	0.126586	10.2185	-1.94003	3.39205	-1.05862	-1.10453	2.89326	-0.677774	-2.79325	3.81762	-3.91798	-1.10632	3.49796	-3.32622	-3.135987e+01	-3.371143e+02	-3.684742e+02
29500	0.927872	1.09454	0.586187	0.500718	0.496959	0.696089	0.738831	0.582289	0.867124	0.779866	0.464344	-1.76311	3.45474	-2.54398	0.190417	0.1688	1.36038	-1.7049	3.74671	-1.56245	-1.93538	3.66423	-2.10368	-1.81022	3.06389	-0.203012	-1.61542	3.66751	-2.40556	-2.210325e+01	-3.438122e+02	-3.659155e+02
29600	1.15726	1.11442	0.813673	0.770894	0.501308	0.792861	0.965299	0.438912	0.463663	0.73837	0.473614	-2.05346	4.18934	-4.02376	1.6685	0.186645	6.64591	-2.61444	3.71118	-2.03392	-1.22987	4.38031	-2.43722	-3.45185	3.39723	-2.50597	-0.993081	4.43936	-1.91553	-3.678224e+01	-3.370823e+02	-3.738645e+02
29700	0.992003	1.1452	0.530655	0.703834	0.596209	0.953256	0.706888	0.250104	0.349637	0.80449	0.54676	-1.82448	3.978	-2.7849	0.145566	0.237516	2.94895	-2.55518	4.38811	-2.58565	-1.4841	3.54867	-1.23687	-2.30046	4.20382	-0.994519	-1.36966	4.00373	-2.73869	-2.487272e+01	-3.372704e+02	-3.621431e+02
29800	1.07937	1.12434	0.546107	0.689047	0.552683	0.892884	0.735096	0.383283	0.69553	0.740412	0.507004	-1.82585	3.79067	-3.63203	0.161354	0.23338	3.35961	-2.00069	3.23387	-1.13348	-2.10351	4.27748	-2.67674	-1.69601	3.84611	-0.882299	-2.16673	3.3982	-4.28841	-2.495979e+01	-3.379670e+02	-3.629268e+02
29900	0.983208	1.06904	0.66298	0.862661	0.486909	0.846818	1.04827	0.456594	0.513635	0.674432	0.630841	-2.01429	4.46348	-2.46259	0.0815462	0.0897322	3.26328	-1.88055	4.15675	-1.98431	-1.74325	3.69722	-2.28931	-2.03884	4.494	-1.19386	-1.7536	4.32533	-1.92194	-2.101429e+01	-3.390016e+02	-3.600159e+02
30000	1.0333	1.00553	0.619339	0.583192	0.543139	0.806201	0.810599	0.599382	0.452177	0.83152	0.774926	-1.97024	4.33757	-0.569371	0.170796	0.205355	3.48535	-1.90789	3.9503	-1.92886	-1.57473	3.53567	-2.58405	-1.32995	3.90524	2.1831	-2.04703	3.55486	-2.53333	-2.891222e+01	-3.416377e+02	-3.705499e+02
30100	0.873151	1.09203	0.604034	0.916227	0.46898	1.00233	0.91151	0.531467	0.574048	0.864979	0.551255	-3.04201	3.94598	-2.60736	1.42855	0.364253	1.75467	-3.19576	3.66185	-2.27307	-1.48602	4.22177	-2.73584	-1.97223	3.98667	-2.08757	-1.95815	3.68311	-1.76442	-3.370913e+01	-3.454182e+02	-3.791273e+02
30200	1.11226	1.01652	0.744673	0.815863	0.598862	0.892269	0.641621	0.422052	0.452313	0.956405	0.729093	-2.13312	3.93595	-2.19205	0.0861093	0.118723	1.12649	-2.31095	4.35504	-2.20822	-1.98005	4.03419	-2.45279	-1.75083	4.03327	-0.647581	-1.201	2.966	-1.83076	-2.803474e+01	-3.366550e+02	-3.646897e+02
30300	1.08629	0.99134	0.596046	0.89819	0.495088	0.744217	0.545212	0.394155	0.369674	0.829163	0.52027	-1.76063	2.61364	-1.43374	0.108489	0.11462	1.62686	-1.96419	2.99389	-0.890908	-1.52298	3.40314	-1.42574	-2.42668	2.2819	0.0137353	-1.73883	3.20917	-2.16832	-2.427164e+01	-3.359956e+02	-3.602673e+02
30400	1.05947	1.10206	0.647489	0.839178	0.466189	0.814264	0.713155	0.192767	0.477755	0.90617	0.600275	-2.24847	3.63194	-0.0874187	0.0847671	0.083715	12.4791	-2.34526	3.89372	-1.85307	-1.68164	3.39626	-1.71924	-2.65905	3.40628	-1.67187	-2.36303	3.25711	-0.925274	-2.699064e+01	-3.384020e+02	-3.653926e+02
30500	1.10118	1.15256	0.618008	0.998791	0.499883	0.8851	0.648518	0.37147	0.555359	0.866711	0.939705	-2.3539	4.06175	-2.54145	0.103718	0.104692	1.43815	-2.48506	3.91043	-3.23833	-1.9107	3.50275	-2.05425	-2.24998	3.75325	-1.00253	-2.25764	4.06407	-3.53575	-2.084014e+01	-3.411282e+02	-3.619684e+02
30600	1.10855	1.06599	0.755504	0.696776	0.468226	0.848652	1.01788	0.302903	0.396391	0.966862	0.464666	-1.52477	2.87393	-1.38143	0.484803	0.278363	1.93791	-2.21004	2.98595	-1.26419	-1.29568	3.25328	-1.20312	-1.87787	3.2957	-0.283209	-1.74886	3.01997	-2.5809	-2.725723e+01	-3.375840e+02	-3.648412e+02
30700	0.99681	1.0369	0.677712	0.521695	0.559628	0.793288	0.752516	 0.44	0.411345	0.583554	0.304531	-2.13992	2.75948	-0.594877	0.140648	0.165646	1.6838	-2.4955	2.69949	-0.853539	-1.85048	2.58372	-0.687407	-2.318	2.60597	-0.238439	-1.40019	2.49293	-1.96013	-2.058388e+01	-3.390355e+02	-3.596194e+02
30800	1.03138	1.12324	0.567088	0.682617	0.585961	0.931284	0.879709	0.400431	0.504175	0.822413	0.355483	-2.02779	3.88753	-2.94885	0.214976	0.112952	1.63955	-1.87164	3.83544	-1.59186	-2.27431	3.96485	-2.53196	-2.53111	3.66865	-1.3452	-1.99322	3.58736	-1.77213	-2.100530e+01	-3.381749e+02	-3.591802e+02
30900	1.01737	1.17446	0.614464	0.820054	0.772502	0.724441	0.669991	0.309838	0.472627	0.854968	0.720345	-1.93776	2.56948	-0.723439	0.105534	0.942162	1.75361	-2.04031	2.61892	-0.512635	-2.09653	1.87842	-0.610208	-2.31851	3.17027	-0.366781	-2.22038	2.6425	-1.60426	-2.720081e+01	-3.383806e+02	-3.655814e+02
31000	1.2091	0.993828	0.657983	0.742569	0.566528	0.875273	0.581228	0.330456	0.450617	0.86054	0.593913	-2.2688	2.183	3.489	0.208316	0.254367	23.2922	-2.39548	  2.3	-0.683377	-1.79698	1.573	-0.0704932	-2.03913	2.57627	0.400328	-1.18267	1.79791	-4.42524	-3.658816e+01	-3.366898e+02	-3.732779e+02
31100	1.00906	1.04999	0.630614	0.701707	0.507996	1.08568	0.635185	0.311505	0.56072	0.765823	0.576751	-2.15085	2.44163	-1.53474	0.366626	0.0684368	1.65763	-2.11164	2.1604	-0.0176157	-1.74762	2.9729	-1.22319	-3.05774	1.99662	-2.73141	-1.59496	2.74187	-1.57356	-2.724884e+01	-3.371371e+02	-3.643859e+02
31200	1.22174	1.02445	0.628061	0.878788	0.553902	0.7903	0.847005	0.471927	0.574206	1.03137	0.464869	-2.20253	2.57413	-1.49516	0.0754452	0.11263	3.99364	-1.9797	2.11221	-0.0470873	-1.95951	2.09693	-0.477401	-2.33396	2.52716	-0.379567	-2.25961	2.14693	-2.31613	-2.326163e+01	-3.395968e+02	-3.628585e+02
31300	1.09261	1.14458	0.823176	0.719564	0.865781	0.796028	0.576772	0.557655	0.497752	0.82068	1.0888	-2.36639	3.48364	-2.94494	0.432749	0.237795	1.68184	-2.42662	3.6006	-2.32827	-2.31949	3.39602	-2.45222	-2.14849	3.0366	-2.44431	-1.61888	3.82703	-2.99792	-2.664133e+01	-3.479183e+02	-3.745596e+02
31400	1.15697	1.08624	0.524765	0.491289	0.671128	1.00994	0.915203	0.363631	0.519611	0.708084	0.675898	-2.08559	4.28243	-2.0493	0.210001	0.155392	2.34139	-2.38599	4.10392	-2.47414	-1.30566	4.25712	-1.97639	-2.00742	4.39521	-1.96874	-1.28614	4.03687	-3.1721	-2.309730e+01	-3.415836e+02	-3.646809e+02
31500	1.00505	1.16287	0.661832	0.883769	0.420267	0.744705	0.822971	0.54231	0.667534	0.887766	0.753188	-2.20347	4.48491	-3.35151	0.32707	0.121335	0.908329	-2.44281	4.20172	-3.83056	-1.90478	4.54343	-2.78335	-3.10227	4.42199	-2.38497	-2.6903	4.12378	-3.70598	-2.207132e+01	-3.430764e+02	-3.651478e+02
31600	1.03823	0.976493	0.776438	0.785721	0.612931	0.660891	0.812566	0.415568	0.530776	0.835429	0.915108	-2.06838	4.35977	-1.97711	0.194605	0.0590678	5.9474	-2.48994	4.19908	-2.77956	-1.40158	4.20065	-2.12606	-2.73366	4.28202	-1.56913	-2.01302	3.93156	-4.42492	-2.657371e+01	-3.384466e+02	-3.650204e+02
31700	1.13744	1.00698	0.669916	0.886271	0.452284	0.982577	0.764376	0.398486	0.44518	0.73904	0.391555	-1.72159	3.58504	-3.89692	0.154899	0.348475	4.09854	-2.45686	3.85859	-2.14521	-1.37734	4.03081	-1.92458	-1.69967	3.52744	-0.36668	-1.70229	4.34619	-4.18385	-2.778321e+01	-3.363737e+02	-3.641569e+02
31800	0.876229	1.18937	0.574745	0.742573	0.455765	0.761186	0.711322	0.499216	0.409714	0.844419	0.665694	-2.24005	3.75899	-4.3882	0.0468782	0.0791489	12.4375	-2.53739	3.91554	-2.01925	-2.23927	3.61178	-3.59134	-1.85899	3.62687	-0.555989	-2.06403	3.64653	-3.12829	-2.431996e+01	-3.419931e+02	-3.663131e+02
31900	1.08387	1.07628	0.689692	0.646461	0.494238	0.628459	0.872038	0.319665	0.328684	0.816584	0.35642	-1.87348	4.05737	-1.56874	0.188244	0.314371	2.48242	-2.4225	3.71266	-1.71043	-1.54546	3.49981	-1.29353	-2.10452	4.339	-1.71844	-1.79168	3.00878	-1.16702	-2.442728e+01	-3.364647e+02	-3.608920e+02
32000	0.999938	1.18712	0.648204	1.08517	0.703594	0.915317	0.776148	0.496929	0.616908	0.85144	0.467271	-1.44186	4.41683	-2.55681	0.0782005	0.139059	2.90733	-2.01407	4.58626	-2.69957	-1.26163	4.31792	-2.02212	-1.48898	4.44413	-1.63065	-1.60834	3.96942	-2.54491	-2.069330e+01	-3.408919e+02	-3.615852e+02
32100	0.974744	1.12426	0.78301	0.737701	0.733531	0.855361	0.764466	0.344728	0.653623	0.783646	0.414801	-2.13461	3.91656	-2.01915	0.127537	0.685282	1.03226	-2.26777	4.41991	-2.32749	-1.56234	3.84637	-1.96127	-2.10704	3.71347	-1.01599	-2.44791	3.34668	-1.34924	-2.557849e+01	-3.366245e+02	-3.622030e+02
32200	1.14361	1.0752	0.472864	0.560238	0.681261	0.942655	0.758807	0.425934	0.695537	0.632064	0.427887	-1.99959	3.97294	-0.396873	0.425129	0.0402401	1.62807	-2.06999	4.22058	-2.33076	-1.67561	3.86384	-2.04965	-2.52552	3.96783	-2.50919	-1.79876	3.977	-3.14108	-2.772820e+01	-3.442818e+02	-3.720100e+02
32300	0.98561	1.07709	0.650877	0.870591	0.575763	0.924841	0.877875	0.660221	0.405384	0.747948	0.482666	-2.12775	3.89712	-2.98459	0.11069	0.157983	1.39767	-2.43354	4.21911	-2.65717	-2.10422	3.59566	-2.29289	-2.93229	4.30118	-2.00583	-1.98966	3.40254	-3.61905	-2.305902e+01	-3.380421e+02	-3.611011e+02
32400	0.989342	1.03975	0.58799	0.645022	0.414433	0.873858	0.770315	0.443569	0.450879	0.694662	0.613275	-1.97431	2.91603	-2.37971	0.219566	0.163913	0.985558	-1.91565	3.53004	-1.83137	-1.57022	3.62615	-1.23541	-2.84366	3.3645	-1.78375	-1.95638	2.96471	-1.58659	-2.511127e+01	-3.429782e+02	-3.680895e+02
32500	1.04994	1.19338	0.909109	0.664733	0.495466	0.795523	1.05705	0.328531	0.425637	1.04742	0.612952	-2.27964	2.83805	-1.68145	0.0987355	0.492842	5.53357	-2.15644	2.29052	-0.107034	-1.79766	3.04007	-0.951105	-2.23707	4.56911	-2.4752	-1.99485	3.13823	-1.95404	-3.148594e+01	-3.417995e+02	-3.732854e+02
32600	1.01344	1.04731	0.57216	0.66567	0.642767	0.793618	0.744966	0.689326	0.653145	0.798302	0.929631	-2.42493	3.16226	-3.57981	0.284033	0.212869	2.32834	-2.39972	3.69926	-2.2611	-2.07781	2.93314	-1.76772	-2.25948	2.83364	-1.02079	-1.18538	3.00047	-1.8982	-2.971125e+01	-3.399806e+02	-3.696919e+02
32700	1.02916	1.06523	0.666197	0.589529	0.471071	0.793578	0.877933	0.900748	0.399757	1.10944	0.61142	-2.64722	3.43496	-3.19381	0.35705	0.0861797	4.32175	-3.63864	3.29484	-2.91352	-2.18472	3.61971	-2.79636	-2.40312	3.50597	-1.13795	-1.96687	4.0312	-4.12202	-2.822599e+01	-3.471237e+02	-3.753497e+02
32800	0.991525	1.11095	0.620704	0.744874	0.467401	0.814312	0.681759	0.3986	0.51293	0.586673	0.601098	-1.26321	4.57015	-3.48184	0.261772	0.178951	1.1589	-2.35712	4.35999	-2.71351	-1.04453	4.47284	-2.48709	-1.70021	4.17751	-1.09723	-0.974889	4.59813	-4.0078	-2.312500e+01	-3.355981e+02	-3.587231e+02
32900	0.88474	1.33872	0.561083	0.600479	0.607142	0.705642	1.05977	0.343047	0.609718	1.08877	0.443344	-1.96066	4.26047	-2.82307	0.0761032	0.177037	2.95181	-2.03628	4.51061	-2.12781	-1.58251	4.30532	-2.53765	-2.29089	3.95126	-1.37597	-1.68354	3.4174	-3.1453	-2.242902e+01	-3.448710e+02	-3.673000e+02
33000	1.18981	1.15271	0.599581	0.704773	0.522411	0.883511	0.614606	0.236372	0.255732	0.794847	0.523806	-1.92717	4.49096	-2.29381	0.11113	0.299583	50.457	-2.30513	4.0087	-1.959	-1.68387	4.54729	-2.5961	-2.13577	4.58097	-1.66736	-1.41559	3.5469	-1.97141	-3.236444e+01	-3.369245e+02	-3.692890e+02
33100	0.993485	0.981676	0.773619	0.719653	0.490429	0.676415	0.64047	0.390011	0.616243	0.728766	0.70337	-2.62831	3.88229	-4.49737	0.067033	0.123024	6.27453	-2.67626	4.47632	-3.96044	-2.26273	3.45825	-2.50633	-2.56376	3.39459	-3.56207	-2.59517	4.28072	-4.52769	-2.296085e+01	-3.435236e+02	-3.664845e+02
33200	1.03196	0.970822	0.792206	0.701866	0.471887	0.817	0.698043	0.355671	0.407106	0.805817	0.447254	-1.83723	3.35198	-1.62001	0.209607	0.156131	0.79664	-2.07535	3.65736	-1.52833	-1.47173	3.09831	-1.08661	-2.13575	2.99167	-0.402274	-1.22615	3.22597	-1.79131	-2.167128e+01	-3.339685e+02	-3.556398e+02
33300	1.07489	1.0617	0.852989	0.562388	0.586556	1.19705	0.66534	0.539823	0.257013	0.816927	0.446696	-2.92318	3.81108	-3.1215	0.810765	0.0935668	2.25831	-2.78148	3.22413	-1.98474	-1.51407	2.98461	-0.811382	-3.19298	4.1447	-3.37931	-1.84529	3.90782	-4.46825	-3.386636e+01	-3.476649e+02	-3.815313e+02
33400	1.01888	1.21248	0.650812	0.723124	0.597508	1.06653	0.693968	0.520439	0.5217	0.71579	0.484363	-2.82222	4.19769	-4.34839	0.118121	0.0867499	1.39307	-2.60183	4.57002	-2.70111	-2.37427	4.44664	-3.94966	-3.02223	3.72001	-4.27549	-2.15414	4.53553	-3.10117	-2.139857e+01	-3.430840e+02	-3.644826e+02
33500	1.04548	1.02378	0.611766	0.643058	0.619978	1.1582	0.949691	0.473969	0.436456	1.00101	0.706816	-1.41055	4.5522	-2.22939	0.222507	0.050968	2.33511	-1.79169	4.29212	-2.05743	-1.40928	4.42151	-2.69406	-2.49323	3.93408	-2.32123	-1.20292	4.53085	-2.12969	-2.504221e+01	-3.422221e+02	-3.672643e+02
33600	1.06642	1.06105	0.504698	0.77515	0.563453	0.910521	0.908937	0.544314	0.301351	0.831969	0.675715	-1.6981	3.91272	-2.00732	0.147674	0.101936	6.48116	-2.41436	3.81971	-2.18508	-1.75979	3.88007	-1.86397	-1.60546	4.04139	-0.700138	-1.38239	4.05668	-1.56808	-2.376320e+01	-3.395802e+02	-3.633434e+02
33700	1.02511	1.21031	0.602725	0.68975	0.582848	0.787118	0.732184	0.303256	0.350257	1.1167	0.399388	-1.67629	4.54288	-3.38701	0.0851873	0.126615	3.13894	-1.89697	4.42028	-2.08316	-1.86832	4.54495	-2.89043	-1.99384	4.51819	-1.77272	-2.15183	3.91057	-3.94747	-1.884993e+01	-3.375535e+02	-3.564034e+02
33800	0.906574	1.07766	0.696672	0.603911	0.824147	0.867848	1.27931	0.388807	0.608952	0.795443	0.600741	-2.25918	3.79452	-2.90759	0.178322	0.449801	14.1404	-2.47996	3.80352	-1.69495	-1.69286	2.53066	-0.516724	-1.70879	4.46283	-1.36408	-1.86799	3.90672	-3.77352	-3.531619e+01	-3.423586e+02	-3.776748e+02
33900	1.04986	1.14978	0.568599	0.611463	0.426345	0.923105	0.781911	0.376687	0.400868	0.833695	0.530237	-2.02247	2.69051	-2.05293	0.239983	0.650471	1.74446	-2.18302	3.82489	-2.01226	-1.97196	2.95079	-1.26983	-2.71343	2.09108	0.269986	-1.88748	1.99975	-1.58272	-2.972736e+01	-3.377810e+02	-3.675084e+02
34000	1.07555	1.12641	0.742911	0.879958	0.563477	0.769487	0.753551	0.288229	0.413769	0.926254	0.650053	-1.7336	4.10482	-2.34249	0.155909	0.142115	2.59694	-2.73804	4.25839	-2.71546	-1.66715	3.76146	-2.15614	-2.12073	4.01441	-0.947546	-2.00006	4.25963	-2.21018	-2.365451e+01	-3.359556e+02	-3.596101e+02
34100	0.90522	1.08845	0.841409	0.633402	0.515639	0.759245	0.888693	0.395071	0.269	0.657272	0.773177	-2.22134	3.41916	-1.41558	0.511567	0.372065	4.06037	-2.51429	3.87132	-2.54495	-1.70726	3.43322	-1.85152	-2.731	4.25299	-2.00658	-1.60774	4.21964	-3.35	-3.232752e+01	-3.402217e+02	-3.725492e+02
34200	1.02401	0.972194	0.827906	0.764547	0.400463	0.898651	0.682356	0.612089	0.620976	0.777686	0.808284	-2.62618	4.05504	-2.76559	0.958199	0.098628	2.20737	-1.92499	3.96072	-1.90729	-1.70461	4.19855	-2.5731	-3.57491	3.8622	-4.22087	-2.25095	3.73309	-2.64567	-2.862154e+01	-3.427789e+02	-3.714004e+02
34300	0.982189	1.1334	0.611552	0.957379	0.548807	0.855793	0.843449	0.368852	0.407958	0.827397	0.355255	-2.38153	2.99519	-1.04014	0.199358	0.17814	0.764307	-2.47813	3.1424	-1.6024	-1.77943	2.94305	-1.04228	-2.52585	3.20635	-0.540255	-1.60388	3.38783	-2.8849	-2.442331e+01	-3.369763e+02	-3.613996e+02
34400	0.971476	1.30168	0.707485	0.660685	0.445489	0.90647	0.852627	0.333904	0.467363	0.936377	0.498411	-2.08168	2.33282	-0.116203	0.0664285	0.0474734	1.40941	-2.22792	2.48997	-0.671341	-1.44491	2.59309	-0.357553	-2.23819	2.63246	-0.7116	-1.77897	2.33884	-2.4301	-2.259271e+01	-3.399631e+02	-3.625558e+02
34500	1.07725	0.851496	0.708968	0.771846	0.531569	0.880351	0.896663	0.328885	0.23632	1.06013	0.483105	-1.66666	2.34789	0.393043	0.129841	0.281126	0.607704	-2.1546	2.11392	0.276886	-1.46255	2.12516	-0.336377	-2.32219	2.41374	0.250361	-1.56161	1.92148	0.386667	-2.296979e+01	-3.421213e+02	-3.650911e+02
34600	1.14238	1.16019	0.621952	0.650097	0.53141	0.759407	0.741599	0.731301	0.495108	0.701991	0.546466	-1.57052	1.03256	0.782726	0.183654	0.160836	1.99504	-2.08865	1.21947	-0.0257046	-1.44609	1.2142	0.607823	-1.64032	1.47879	1.61065	-1.39946	0.532773	-0.0397232	-2.269591e+01	-3.393656e+02	-3.620616e+02
34700	0.957892	1.06457	0.727239	0.585336	0.53266	0.709528	0.756127	0.679049	0.631146	0.783229	0.689605	-2.94006	0.308274	1.0604	0.252782	0.0839904	1.11762	-2.94374	0.222938	1.25293	-1.99792	0.652853	0.545135	-2.32389	0.117117	1.02526	-3.00282	0.488323	3.29197	-2.451983e+01	-3.431132e+02	-3.676331e+02
34800	1.07784	1.08005	0.75361	0.731648	0.63005	0.781384	0.744511	0.442164	0.327372	0.752062	0.419354	-2.23897	0.305243	1.16731	0.0406311	0.0757434	0.672043	-2.07917	0.278602	1.94928	-1.7379	0.0901873	1.66641	-2.56708	0.316781	2.34044	-2.06735	-0.225135	-0.0116321	-2.447256e+01	-3.342136e+02	-3.586862e+02
34900	1.01105	1.18805	0.719276	0.533212	0.517873	0.722806	0.633115	0.205523	0.470172	0.648281	0.52391	-2.13732	-1.35188	3.37679	0.135875	0.140794	2.43892	-2.13894	-1.3013	3.3395	-1.93637	-1.60094	2.81193	-2.57296	-1.24066	3.21177	-2.51666	-0.41399	1.73808	-2.151304e+01	-3.438753e+02	-3.653884e+02
35000	1.10473	0.977708	0.587566	0.941528	0.595782	0.867978	0.89976	0.455968	0.538101	0.823789	0.495055	-2.1525	-0.945918	3.54444	0.127098	0.0965931	3.15763	-2.44281	-1.16874	2.96423	-1.40062	-1.40654	3.37753	-2.96101	-1.32702	2.17356	-2.08263	-1.24889	1.55014	-2.630002e+01	-3.366695e+02	-3.629696e+02
