iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
45800	0.927551	0.924424	0.96277	1.16936	0.610722	0.801307	0.664738	0.385344	0.652941	0.821911	0.742659	1.66506	-5.78019	-8.19241	1.29893	3.62375	4.21477	-1.90006	0.173285	0.482135	0.313122	0.0753876	4.85479	5.04123	3.62677	1.8559	-6.39289	-7.81968	1.39568	3.01707	2.36334	-0.879003	1.22778	-5.46115	-8.10613	1.77286	3.0381	2.67055	0.134689	1.90395	-4.9776	-8.56921	0.692087	2.46346	0.158201	-2.38318	1.53776	-4.87725	-8.16433	1.42505	4.39279	2.1339	-2.02153	-6.072886e+01	-3.356862e+02	-3.964151e+02
45900	0.826202	1.10932	0.782553	0.824714	0.633163	0.795407	0.588788	0.28924	0.348519	0.671647	0.271075	2.17079	-4.10586	-8.3065	2.6714	3.55391	0.5803	-0.83504	0.324755	0.0889142	0.136271	0.101875	2.08926	3.71172	1.27744	2.01267	-3.26816	-8.20821	2.512	2.68116	-0.158348	-0.894759	1.74932	-4.37225	-8.52881	2.84204	2.0367	2.43854	-0.568347	1.51264	-4.19059	-8.1806	3.02355	3.12254	-0.0584611	-1.66316	2.75605	-4.02913	-7.96205	1.67895	1.60093	1.41233	-0.28612	-5.181196e+01	-3.322480e+02	-3.840600e+02
46000	0.745226	0.874664	0.687768	0.760505	0.606105	0.878587	0.72351	0.461945	0.303718	1.0387	0.374119	1.78248	-4.08453	-5.47483	2.21256	1.27113	0.413971	-1.4222	0.122961	0.0854357	0.0988519	0.397157	6.1214	1.78134	1.85081	1.85237	-3.65329	-5.50982	3.15446	2.66182	1.14038	-0.925986	2.02866	-3.96929	-5.49946	2.93871	2.28965	2.14233	-0.520589	2.37978	-4.59721	-5.36393	2.40189	1.93069	1.45195	0.0622434	1.95401	-3.83912	-5.73458	2.08734	4.16246	0.997948	-0.242335	-5.182315e+01	-3.315041e+02	-3.833272e+02
46100	0.586288	0.989411	0.920922	1.29807	0.567442	0.643384	0.70416	0.287296	0.491553	0.712895	0.676716	2.35291	-4.84979	-3.7053	1.52103	3.99614	1.99372	1.16746	0.0749884	0.0555507	0.165996	0.0485404	0.725638	2.39698	3.2125	2.32268	-5.37012	-2.89376	1.36662	3.19723	2.13526	0.0918899	2.3767	-5.0581	-4.14393	1.39482	2.47826	2.42086	0.119916	1.95168	-4.41058	-3.6136	1.02768	3.17046	0.779616	1.14329	2.15528	-4.4851	-3.75961	1.51957	3.28989	1.82653	0.862816	-4.910622e+01	-3.345383e+02	-3.836445e+02
46200	0.96172	0.957067	0.691342	0.945568	0.59159	0.749343	0.764813	0.446253	0.443045	0.726863	0.626099	0.607357	-4.41395	-5.09718	2.71992	3.50255	2.53475	-4.46413	0.097278	0.300015	0.699697	0.0986324	1.93385	2.00068	4.27882	0.508614	-4.95671	-5.88721	2.61611	3.58263	 1.28	-1.13632	0.754827	-4.6935	-3.49315	2.85797	3.11145	2.12105	-1.279	0.778144	-4.69655	-6.38735	2.16466	2.95334	0.507072	-3.62175	0.435503	-4.88074	-5.25593	2.27742	4.58054	2.51575	-2.92657	-5.607942e+01	-3.288682e+02	-3.849476e+02
46300	0.756035	0.923192	0.962566	1.01312	0.454459	0.692566	0.754735	0.445647	0.53916	0.977129	0.481154	1.42904	-5.7195	-1.65606	3.09012	3.90432	1.85117	1.1319	0.447383	0.166902	0.736559	0.241975	0.699676	4.67597	3.38361	1.12451	-4.87967	-2.34783	2.50549	3.67196	1.40985	-0.479723	1.15737	-5.31836	-0.504217	3.39837	3.80222	2.65703	-1.6111	1.99054	-5.2479	-1.14776	2.32369	2.44211	1.83973	-0.021707	2.11128	-5.47046	-2.66301	3.59428	4.49085	3.55829	-1.54906	-6.780430e+01	-3.301274e+02	-3.979317e+02
46400	0.941211	0.965213	0.658132	1.0438	0.632738	0.826892	0.634765	0.286687	0.45252	1.12425	0.316775	0.439516	-6.05	0.125915	4.54539	3.77875	2.596	-1.06698	0.466807	0.0455348	0.109618	0.245186	2.32437	2.11035	2.14775	1.509	-6.27124	0.0429603	4.15393	3.54184	3.31721	-1.77152	0.0248006	-6.2282	0.63533	3.9856	3.27018	4.26309	-1.66995	1.31532	-6.06321	-0.0149871	3.38079	2.58108	1.91947	-2.79465	0.973625	-6.00855	-0.00458379	4.21525	4.50202	0.573278	-1.60058	-5.004133e+01	-3.293270e+02	-3.793683e+02
46500	0.837868	1.01604	0.584645	0.700392	0.752363	0.800018	0.555747	0.337401	0.441771	0.513114	0.611132	1.1497	-6.44634	-2.48296	4.28577	3.68768	3.34935	-3.70554	0.0673212	0.182457	0.112413	0.125565	3.04428	4.8858	5.77203	0.842621	-6.4009	-2.06987	4.57516	3.10493	2.94215	-4.08454	0.795887	-6.29685	-2.08034	4.52445	2.67533	3.97142	-3.09155	0.955537	-6.45945	-2.36372	3.97325	3.36045	3.48787	-1.7845	1.59254	-5.9557	-2.45999	4.2042	3.38868	3.80264	-4.47441	-4.502115e+01	-3.349508e+02	-3.799719e+02
46600	0.954868	1.02092	0.612561	0.655327	0.481724	0.836639	0.781688	0.31381	0.394231	0.986853	0.311237	0.483889	-6.37637	-0.127228	3.36648	4.03306	3.65271	-0.438021	0.110223	0.175928	0.09769	0.121599	1.84985	1.54648	4.36609	0.600963	-6.24482	-0.322853	3.05247	3.35935	3.02878	-1.17348	0.75343	-5.81475	-0.157315	3.37503	3.04571	3.18082	-1.51165	1.10484	-6.94759	0.353782	3.24683	3.50507	4.09445	-0.42187	0.627838	-6.21815	-0.1925	3.39127	4.20798	3.93504	-2.0842	-4.104854e+01	-3.286173e+02	-3.696658e+02
46700	0.767119	1.08757	0.76735	0.765104	0.444367	0.839064	0.596625	0.551827	0.312735	0.761161	0.482567	0.0858231	-5.67692	-1.34744	4.00355	3.67092	3.03372	-2.81163	0.146184	0.235658	0.235921	0.17166	2.60776	1.49574	3.76348	0.507636	-6.14331	-1.64221	3.94893	4.58913	2.74354	-2.43323	0.200013	-5.87749	-0.104151	4.37604	4.06232	3.411	-3.06701	0.926151	-6.10073	-2.16378	3.88267	4.04865	3.1936	-0.790133	0.19458	-5.17772	-1.02181	3.34984	4.16544	3.19597	-0.510298	-5.310501e+01	-3.344183e+02	-3.875233e+02
46800	0.964835	0.996697	0.622907	0.7707	0.642062	0.98825	0.743362	0.459989	0.287472	0.702503	0.508965	0.648938	-6.15767	0.0111808	3.11443	4.48275	4.16874	-1.47056	0.239884	0.0680562	0.329357	0.184449	0.910607	2.12327	1.04875	0.209417	-6.97844	-0.101691	2.96466	4.41673	3.66836	-0.91086	-0.653764	-5.98852	-1.07628	2.9928	4.26304	3.6002	-1.84451	0.878915	-6.23948	-0.796893	2.75957	3.03632	2.77726	-0.330091	0.546078	-6.34045	-0.227488	3.22926	4.02128	4.56447	-0.801404	-5.065786e+01	-3.321485e+02	-3.828064e+02
46900	0.721474	0.898917	0.986182	0.964885	0.719503	0.722948	0.566991	0.277816	0.308551	0.990178	0.509379	1.75358	-6.44237	1.11151	2.26675	4.4465	3.60678	0.971507	0.101855	0.832456	0.126256	0.832881	5.55868	1.75771	4.71563	1.63116	-5.42138	0.795973	2.84446	3.52985	2.07851	-0.792286	1.97488	-6.44127	0.512936	2.11018	3.06556	4.00225	-0.162292	1.83979	-6.86809	0.907055	2.0672	2.91229	3.93532	0.795874	1.76981	-6.24692	0.561403	2.68439	4.05136	3.92249	-1.10982	-5.968386e+01	-3.268499e+02	-3.865337e+02
47000	0.980488	1.15872	0.824336	0.756647	0.444812	0.703665	0.909488	0.615171	0.552993	0.773344	0.351684	1.43296	-6.6043	-0.149335	1.71748	2.39373	2.75158	0.431424	0.124893	0.0835785	0.09787	0.394203	2.90873	4.07369	1.61332	1.91898	-6.54889	-0.0105633	0.877061	1.80283	3.08518	0.490692	1.72771	-6.61911	-0.228858	2.66077	2.13906	4.06126	-1.31317	1.65623	-5.83664	0.294287	1.43827	4.25343	1.38979	-0.985151	0.888279	-6.18367	-0.317673	0.634612	4.33945	3.28839	0.190795	-5.623095e+01	-3.415238e+02	-3.977548e+02
47100	0.984764	1.13084	0.883703	0.609782	0.572574	0.789749	0.678187	0.421283	0.391684	0.835841	0.540267	1.09692	-6.87804	0.496093	1.16083	4.29993	4.5136	3.33129	0.104195	0.260977	0.0767692	0.0824212	1.62563	0.893434	3.87245	1.70602	-5.94084	0.520859	1.05813	3.17318	3.13668	0.825579	0.493024	-6.47186	0.185944	1.41078	2.86689	4.42675	1.08047	1.48751	-6.85443	0.666382	0.84334	3.27626	3.41808	1.30089	0.870688	-6.66515	0.401379	1.16474	4.32855	4.09967	1.1733	-4.497334e+01	-3.350117e+02	-3.799851e+02
47200	0.776563	1.02762	0.757003	0.888961	0.632226	0.655289	0.752875	0.427272	0.599318	0.897869	0.561256	1.26883	-6.64152	-0.513385	1.98899	4.43846	3.47997	-0.427093	0.209584	0.181788	0.264937	0.120411	1.5291	1.37117	1.69239	1.75524	-6.36903	0.0713572	2.22234	3.29938	3.15338	-0.572319	1.14164	-5.88962	-1.09726	1.84176	2.58123	3.93762	0.40205	0.762846	-6.64859	-0.150032	2.71266	3.68159	2.87283	-0.464811	1.6054	-5.96363	0.1085	 1.93	4.59291	4.06265	-1.01499	-4.816525e+01	-3.308101e+02	-3.789754e+02
47300	0.906843	0.84927	0.721174	0.927176	0.531605	1.01069	0.646919	0.340165	0.423299	0.960562	0.442084	2.20428	-6.46438	-0.114898	2.05106	3.78808	4.56563	-1.68471	0.148718	0.215553	0.201735	0.0534966	2.54036	1.24451	1.60539	2.1657	-6.63563	0.395331	2.17566	3.30011	3.22714	-0.419134	1.95568	-6.34926	0.362555	2.0288	1.87141	4.02737	-0.0685039	2.42169	-6.89307	-0.599494	2.09023	2.14336	3.07875	-1.12338	2.61473	-6.47029	-0.46906	2.04835	3.23289	3.55675	-2.47727	-4.202457e+01	-3.287391e+02	-3.707636e+02
47400	1.00246	1.03289	0.787616	0.967727	0.452528	0.741914	0.540134	0.584393	0.415439	0.94119	0.817442	0.370691	-5.73031	1.97553	0.618564	4.42522	3.9799	-1.68824	0.177319	0.0787939	0.375053	0.204306	1.12103	3.60198	1.39451	0.435435	-5.70876	2.22424	0.51435	3.88221	2.34043	0.239098	0.269499	-5.40348	1.92839	1.01752	3.4327	3.19841	0.343419	-0.0568021	-5.76004	2.2742	0.665531	4.48991	1.82312	-1.88936	1.00678	-6.16132	1.66484	0.323037	4.32672	2.89547	-3.64087	-4.861771e+01	-3.350496e+02	-3.836673e+02
47500	0.71222	0.755392	0.957237	0.875562	0.537214	0.897895	0.920343	0.647222	0.603909	1.22373	0.341282	1.04983	-5.45981	2.37288	2.349	3.26246	3.83878	0.930056	0.066127	0.0830527	0.0532824	0.668993	1.13337	1.07041	1.53113	0.940459	-5.59294	2.57692	2.70512	4.34024	3.4899	0.23671	1.29536	-5.19399	2.26979	2.48473	3.58087	3.70509	0.191324	0.870025	-5.22334	2.34097	3.87295	3.29423	1.66388	-1.38902	1.46625	-4.82523	2.30977	2.5559	4.19945	2.96508	0.206658	-4.944932e+01	-3.398815e+02	-3.893309e+02
47600	0.88582	1.07994	0.529096	0.850128	0.440534	0.75527	0.52835	0.791376	0.609893	0.929108	0.452408	1.71904	-6.51852	0.856857	3.32591	3.37778	2.65987	-1.7725	0.252841	0.202675	0.14388	0.276788	4.14511	2.35294	1.20641	0.965471	-6.58999	1.21339	3.95064	3.27595	3.95383	-1.83433	1.94815	-5.45965	0.740226	3.2722	1.80022	2.55257	-1.46845	0.801699	-6.491	1.11513	2.32344	3.43219	2.64099	-0.717399	1.71741	-6.34221	0.580425	3.00318	3.57171	4.53646	-1.99928	-5.455274e+01	-3.360531e+02	-3.906058e+02
47700	0.815543	0.919309	0.821688	0.849314	0.453087	0.857435	0.502771	0.26805	0.380922	0.805824	0.659761	1.54407	-5.39198	0.293627	1.84705	3.65209	2.49177	0.266503	0.227155	0.364898	0.0979158	0.122137	0.891651	1.17601	4.07398	0.920382	-5.8737	0.509184	1.39817	3.29961	2.28612	-0.115172	1.7353	-5.09582	0.587423	1.61391	2.7657	2.31012	-0.507124	1.15325	-5.79179	0.210723	1.70036	3.02943	2.90356	1.35346	1.80792	-6.12781	-0.0170579	1.79132	3.20046	3.44416	0.106513	-4.618527e+01	-3.315737e+02	-3.777589e+02
47800	0.943187	1.00834	0.598264	0.777933	0.607729	0.740147	0.729273	0.777864	0.529074	0.784805	0.736423	1.67674	-6.03357	0.558135	0.748887	2.89438	3.66097	-1.8128	0.135473	0.181144	0.105128	0.206724	2.77612	2.15413	1.22402	1.2648	-6.03842	0.289971	0.767171	2.70811	1.90216	-0.886685	1.67525	-6.43861	0.328341	2.37471	1.91481	4.57077	-1.62257	1.48153	-6.10686	0.614356	0.937298	2.29229	1.99455	-0.0853777	1.1791	-6.27563	0.414971	0.941691	2.75558	2.5778	-0.357228	-5.159244e+01	-3.406207e+02	-3.922132e+02
47900	0.709286	0.908883	0.889512	1.06308	0.532225	0.660033	0.597135	0.676225	0.428399	0.646812	0.746142	1.47335	-5.39019	1.7932	1.58914	4.35215	4.11623	-1.31507	0.0793107	0.146058	0.262287	0.164129	2.26074	3.67629	2.04878	1.1694	-5.33203	1.90654	1.69574	3.88282	2.23631	0.0804274	1.48919	-5.66499	0.894502	1.7348	3.17863	3.08898	-0.534857	0.902297	-5.37374	1.93396	1.50136	2.99882	1.71876	0.818561	1.85687	-4.83875	1.74716	1.28327	4.21373	2.63212	-1.91245	-4.808548e+01	-3.310030e+02	-3.790885e+02
48000	1.09362	0.895969	0.564232	0.799342	0.589582	0.725738	0.978492	0.349493	0.371213	0.964938	0.574339	1.78534	-4.88013	0.888696	1.69574	2.73637	2.98968	0.181083	0.113693	0.156217	0.185701	0.110178	1.11148	2.64645	1.19161	1.67173	-5.33373	0.568763	1.30432	2.95257	2.33321	0.9925	2.28407	-4.84997	0.720869	1.85117	1.73547	2.56173	0.32291	 2.09	-5.50365	1.41119	1.25976	2.21788	2.98201	1.97623	2.49345	-4.94534	1.17149	1.73315	2.84205	2.29565	-0.808705	-4.632254e+01	-3.296599e+02	-3.759825e+02
48100	0.930271	0.987614	0.62085	0.825407	0.556882	0.9691	0.478346	0.279258	0.557717	1.13984	1.02406	3.33419	-6.23927	0.82829	-0.138921	1.97547	4.46847	2.52161	0.137391	0.133927	0.105015	0.221611	2.13064	5.15925	9.61238	3.72046	-6.60222	0.837846	-0.348881	0.696593	3.0751	1.50419	3.8844	-5.85	0.740129	-0.0186192	-0.833815	3.8327	1.99368	2.65969	-5.91133	0.802274	0.64324	1.77021	1.57523	-0.642258	3.71356	-6.45525	1.00655	1.11455	2.18346	3.70005	0.361352	-5.883906e+01	-3.374678e+02	-3.963069e+02
48200	0.793807	1.09658	0.78553	0.958834	0.519811	0.841658	0.73412	0.377047	0.30724	0.87111	0.351677	3.64595	-7.07773	-0.228246	0.128498	1.18652	4.2285	1.80926	0.0937876	0.0482706	0.351107	0.0687009	1.67372	0.765568	2.68117	3.45908	-7.14999	0.579664	0.133329	1.51916	4.07748	2.04144	3.745	-6.69134	-0.697707	0.452694	-0.0235178	4.27187	1.34834	3.83198	-7.41229	0.235679	-0.0402855	0.864557	4.23467	2.61962	3.54769	-6.96686	-0.224171	0.00185592	2.10037	4.04603	0.422728	-4.094557e+01	-3.259586e+02	-3.669042e+02
48300	0.602093	0.743698	0.921273	1.14851	0.432637	0.848393	0.84899	0.579289	0.49716	0.777286	0.453412	4.38625	-6.68065	0.45164	0.139709	3.42589	4.5774	0.40984	0.559593	0.127317	0.135346	0.177146	2.69595	16.0011	1.00238	4.18227	-6.72742	0.592762	0.136669	1.20883	3.20044	1.49285	2.93673	-6.622	1.1875	-0.151951	2.36218	3.72605	1.09625	3.8957	-6.62032	0.165498	0.147535	1.14896	2.02676	-0.454913	4.3933	-6.4389	0.604193	0.554013	3.01644	2.88099	-1.10602	-5.604074e+01	-3.350710e+02	-3.911117e+02
48400	0.743243	0.809712	0.93709	0.969285	0.663116	0.769393	0.696319	0.311535	0.386834	0.838521	0.571192	4.55676	-6.63452	-0.600111	-0.642746	2.33698	4.55867	2.70612	0.278306	0.0727863	0.120122	0.288092	1.24815	1.69886	0.672823	4.00013	-6.97621	-0.595505	-1.15139	1.09367	3.49633	3.07577	4.03996	-6.8076	-1.27304	-0.967405	0.842678	4.33992	2.92422	4.14538	-6.96497	-0.75996	0.303658	1.19577	3.40994	2.24463	3.18258	-6.39512	-1.18401	-1.32818	3.22255	4.0965	2.45923	-4.936136e+01	-3.257743e+02	-3.751356e+02
48500	0.605032	0.906741	0.962887	1.11163	0.467533	0.806786	0.670544	0.266261	0.401637	0.719961	0.407667	3.17616	-6.52273	-1.94109	-0.456294	4.4044	3.86789	3.04696	0.0786118	0.191402	0.447902	0.20191	11.4363	2.21233	1.21418	2.79973	-6.52673	-1.74383	-0.935314	3.25105	2.96262	2.95349	3.42479	-6.56585	-2.69775	-0.107408	1.4944	4.16561	2.01124	3.77831	-6.45781	-1.30316	-0.139299	2.18226	3.38985	3.00699	3.35055	-7.3992	-1.79069	-1.18661	2.14557	4.3043	2.88436	-5.437377e+01	-3.312794e+02	-3.856532e+02
48600	0.699663	0.898571	1.04492	0.913588	0.531003	0.885451	0.759527	0.273976	0.729321	1.14811	0.603516	3.60522	-6.11426	-6.97245	-1.7159	2.41126	4.11484	3.29277	0.235888	0.0777565	0.13216	0.0559705	0.699448	4.45484	1.53331	3.2687	-6.46276	-6.28486	-1.69278	2.19415	3.27434	3.79524	3.12914	-6.39328	-7.02118	-1.74798	1.79673	3.32026	2.41742	2.43894	-5.89299	-7.47852	-1.35118	2.26546	2.82355	2.15149	3.50108	-6.1505	-6.70706	-1.57693	2.12859	1.57782	4.54241	-4.741376e+01	-3.375985e+02	-3.850123e+02
48700	0.447355	0.969671	0.915967	1.17381	0.461609	0.957636	0.546673	0.268598	0.414518	1.04787	0.672025	3.1023	-6.50063	-7.28373	-1.03707	2.05993	3.97352	3.4582	0.0964585	0.0791433	0.229766	0.148984	4.15309	0.772288	1.23692	3.11395	-6.69249	-6.43913	-1.46437	2.43712	3.1331	2.41768	2.93184	-6.43603	-7.36578	-0.769176	2.39019	4.33792	3.11952	3.29486	-6.40631	-6.78969	-1.05767	2.27053	2.6588	3.29753	2.76804	-6.5551	-6.97636	-1.26533	3.70417	4.3047	1.36785	-4.345188e+01	-3.351427e+02	-3.785946e+02
48800	0.727171	0.838215	0.958901	0.973926	0.586592	0.734452	0.610742	0.241633	0.700266	0.934685	0.556573	1.09718	-6.1263	-8.84755	-0.602769	2.63365	2.59079	4.27475	3.7349	0.40316	0.393419	0.102886	1.44916	2.14596	6.91992	4.07301	-5.49765	-8.7572	-1.18807	1.64621	2.05495	3.00015	1.88996	-6.75953	-9.07376	-0.32705	2.62658	4.15814	2.16601	1.04862	-6.40074	-8.84912	-0.437312	3.14837	3.06125	1.60683	2.51563	-6.34423	-7.90767	-0.713426	3.0889	4.01856	3.51676	-6.776025e+01	-3.325494e+02	-4.003096e+02
48900	0.846021	0.86957	0.901577	1.11979	0.648458	0.741172	0.546688	0.399221	0.444775	0.722427	0.686682	0.57125	-6.19198	-8.7723	0.23648	3.55483	3.23763	-0.212246	0.0725383	0.132942	0.153923	0.137776	1.44117	1.45061	1.15075	0.74933	-6.82845	-8.55093	-0.143152	3.90833	3.21837	1.52887	0.16304	-5.69338	-9.11238	-0.0856762	4.10724	3.00974	1.43498	1.16645	-6.7991	-8.14331	0.443859	2.5502	2.73905	-0.536173	1.35959	-6.14323	-8.68848	0.36112	4.48683	3.13851	-0.0158648	-4.969918e+01	-3.316905e+02	-3.813897e+02
49000	0.779661	1.0133	0.888295	1.21477	0.586506	0.804595	0.801872	0.219344	0.385629	0.766284	0.434805	2.09637	-5.49882	-8.28319	1.86751	4.52641	3.06406	-0.913636	0.160753	0.120879	0.295104	0.0857602	1.0029	1.78129	2.49392	1.90493	-6.01416	-7.63979	1.59564	3.93825	3.03367	0.59825	1.52347	-5.34903	-7.45911	1.94934	3.73162	2.65617	0.00243889	1.10931	-4.91425	-8.48337	1.7704	3.57838	0.788069	-1.56455	2.1441	-5.55075	-8.77388	1.71094	3.80121	2.69737	-1.78138	-4.741315e+01	-3.312539e+02	-3.786670e+02
49100	0.558293	0.830392	1.02444	1.23726	0.538211	0.937605	0.512439	0.688093	0.497114	0.741071	0.680753	2.58848	-5.47292	-9.10058	2.10809	4.30632	2.88667	-0.328174	0.10042	0.123045	0.11463	0.16994	1.23397	0.873088	1.76306	2.93331	-5.07143	-9.03407	2.2892	3.30566	1.6693	-0.680807	1.781	-5.34405	-9.05669	1.71254	3.75772	2.69371	-0.799352	2.39719	-5.16021	-9.17273	2.00417	2.72339	1.707	0.134042	2.29019	-5.78132	-9.20722	1.20293	4.04687	4.12118	1.13708	-4.388228e+01	-3.359617e+02	-3.798440e+02
49200	0.803112	0.843286	0.952264	0.998365	0.66797	0.78714	0.746698	0.186989	0.36965	0.746311	0.652534	2.7581	-3.56951	-8.59184	2.52853	1.98853	0.607754	0.201721	0.300044	0.1232	0.0936386	0.581323	2.88142	1.49159	2.32363	3.16991	-3.35037	-8.32235	1.59102	2.31155	0.180692	0.253134	2.441	-4.14414	-8.73267	2.107	2.24216	1.67741	-0.082049	2.68307	-3.83376	-8.33534	2.37289	1.37926	1.38618	1.35398	3.61826	-3.1684	-8.56268	2.73585	3.19822	1.3936	-0.313967	-5.171462e+01	-3.342587e+02	-3.859734e+02
49300	1.00791	0.767098	0.844865	0.864041	0.578512	0.776332	0.479049	0.183347	0.35494	0.67304	0.700804	3.03116	-4.49069	-8.93838	1.89093	2.92902	1.99157	-0.645056	0.833324	0.139553	0.225831	0.0867816	1.51408	4.78433	0.832257	2.98731	-4.38677	-8.82537	1.85724	2.06347	1.2284	-0.0575523	2.99954	-5.30987	-9.15426	1.93357	1.11425	2.78892	-0.180668	2.71058	-4.32343	-7.99113	2.28872	2.0828	0.00410856	-1.01962	3.19907	-4.47728	-8.8177	2.18008	3.09013	1.80851	-1.43537	-5.171730e+01	-3.348193e+02	-3.865366e+02
49400	0.881901	0.81561	0.759901	0.979097	0.541838	0.834901	0.727572	0.353405	0.304701	1.00499	0.533271	3.49951	-5.38314	-5.26791	2.09533	1.81109	2.95912	-1.33867	0.128176	0.131665	0.111091	0.0857141	2.33419	2.37174	8.00831	3.64814	-4.92504	-5.2522	2.51565	0.688753	1.74698	-0.460835	3.1531	-5.20729	-5.24666	2.18815	1.19918	3.1637	0.352907	3.07282	-4.97726	-4.97692	2.4292	1.5701	0.866184	-1.37586	3.69779	-5.63774	-5.1484	2.32954	3.54184	2.66295	-0.940141	-4.756349e+01	-3.312307e+02	-3.787942e+02
49500	0.598463	0.744752	0.804466	0.677858	0.697945	0.75986	0.509127	0.547377	0.432789	0.802743	0.279552	3.81133	-4.94104	-5.98032	1.01214	-1.1347	2.93868	1.84076	0.120775	0.575845	0.282087	0.0478606	4.36525	2.78723	0.972412	3.80823	-4.47753	-6.74133	1.04053	1.29456	1.64899	1.26393	3.81677	-5.29304	-5.42823	0.878646	0.844613	3.07606	1.1426	4.27115	-4.20355	-5.92797	1.03311	1.29418	0.911236	1.63538	4.15986	-5.75432	-6.2729	1.20861	1.56266	2.88965	0.70467	-5.356036e+01	-3.375187e+02	-3.910791e+02
49600	1.00989	0.912397	0.770364	0.910318	0.53751	0.844452	0.704558	0.337461	0.408133	0.901524	0.82071	3.78385	-5.12695	-4.41	1.04875	1.3815	1.79481	-0.427994	0.122427	0.156007	0.383797	0.647581	0.910518	0.948695	4.77781	3.69362	-4.39911	-4.90544	0.899266	1.04874	0.721076	-0.240339	3.26121	-5.98759	-5.24506	1.10358	1.06974	3.43012	-0.628575	3.12336	-4.76319	-4.74493	0.00286935	1.37843	1.00455	1.64307	4.1698	-5.37734	-3.45413	1.50204	1.54768	2.62342	-0.508249	-6.319565e+01	-3.328027e+02	-3.959983e+02
49700	0.878379	0.819803	0.777645	0.912935	0.437175	0.649863	0.720525	0.415451	0.416512	0.951367	0.426904	2.75756	-4.54476	-4.32514	1.42006	0.847159	1.95941	-0.532805	0.259272	0.25847	0.271219	0.112824	2.14637	2.94974	5.19317	2.99504	-4.78984	-4.16126	1.97183	2.23917	1.9403	0.128183	3.06757	-4.05713	-4.1501	0.91721	1.87285	1.75486	1.07714	2.79201	-5.65927	-4.57058	1.47054	1.66394	1.51177	0.431224	2.46837	-5.5377	-3.64887	1.57656	2.75124	2.73615	-0.532507	-5.811896e+01	-3.323723e+02	-3.904912e+02
49800	0.512945	0.919561	0.995782	1.00894	0.492118	0.862963	0.77666	0.325749	0.753092	0.718013	0.752126	2.53832	-5.57975	-5.56384	3.18052	3.25677	2.25096	-3.13008	0.330233	0.378857	0.20586	0.520721	0.662128	2.99026	3.71699	2.37626	-5.95393	-6.66018	4.3901	2.88888	2.23679	-3.67874	1.98755	-5.98387	-5.12764	3.08075	3.13519	3.28975	-2.25313	1.98814	-5.36717	-5.85732	4.24412	3.56095	1.45326	-1.74892	2.03362	-4.71685	-5.39831	3.64284	4.58149	3.08824	-2.6108	-6.338410e+01	-3.349633e+02	-3.983474e+02
49900	0.701108	0.767845	0.786477	0.911057	0.631339	0.706719	0.615421	0.334512	0.35013	0.777911	0.7702	1.69394	-5.56984	-5.99537	3.09266	4.54536	3.91949	-2.60145	0.0947833	0.087994	0.0957408	0.411532	1.62333	2.54942	5.34334	2.08895	-5.25689	-5.77833	2.62573	3.50244	2.25284	-0.530154	1.23202	-6.07367	-5.64688	2.28426	3.7632	3.44158	-0.301765	1.30248	-5.37644	-5.71501	4.34785	3.12017	2.80629	-0.834729	1.81312	-6.1819	-5.92232	3.30378	3.64953	3.6765	-1.60299	-5.111243e+01	-3.321639e+02	-3.832764e+02
