iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	LnPrior	LnData	LnPosterior
10700	2.37991	2.81302	0.504361	0.996641	0.996382	1.07708	0.188924	1.86338	0.625807	1.58963	2.92848	0.917521	1.06115	0.691362	0.54705	0.54692	0.719184	0.70909	0.377292	0.50123	0.659339	0.597875	-0.463918	0.453923	-0.762246	0.0155995	0.301413	2.06723	-3.05299	-1.90525	-0.625811	2.37543	0.0438216	0.099374	0.086679	0.044759	0.0412718	0.17901	0.202896	0.0760562	0.232793	6.16692	-1.98965	-0.646526	2.63691	-0.243037	0.934288	-0.679103	-0.123938	0.331596	2.31711	-2.71575	-1.70508	-1.2888	2.72112	-0.901036	-0.0120997	-0.414633	0.00243226	0.518654	2.00216	-2.13731	-1.79056	-0.646298	3.72876	-0.573819	0.523904	-0.595575	-0.0146953	0.515235	1.37829	-3.1446	-2.07673	-0.0341084	-0.259355	-0.470982	0.450255	-0.869449	0.263665	0.390808	1.74997	-2.87199	-3.790548e+01	-3.172348e+02	-3.551403e+02
10800	2.77732	2.50694	0.940174	1.06369	0.407365	1.04516	0.0884917	1.88068	0.583435	2.90764	2.0539	1.09902	0.966979	0.613891	0.847386	0.665417	0.791428	0.68118	0.367259	0.33569	0.739895	0.493225	-0.538936	0.239151	-0.945594	0.202927	0.622536	1.97631	-1.80628	-2.28564	-2.38022	4.38158	0.0882392	0.133289	0.0600691	0.0709155	0.0638516	0.0509412	0.100391	0.175558	0.148331	1.58254	-2.23652	-1.96091	4.26983	-0.543686	0.294164	-0.919874	0.293	0.217553	1.9867	-1.95841	-1.57711	-2.03606	4.02339	-0.955416	0.453195	-0.494204	0.338942	0.981153	2.11447	-1.57175	-2.6591	-2.36756	4.37926	-0.613558	0.116346	-0.924067	-0.0450689	0.81989	1.6808	-1.48366	-1.9295	-3.20739	3.12732	-0.573538	0.35023	-0.892535	0.420532	0.220125	2.24011	-1.85942	-3.086509e+01	-3.139473e+02	-3.448124e+02
10900	2.9483	1.05698	0.509192	2.23524	0.859594	1.41193	0.459755	2.22803	0.453591	2.90956	2.53004	0.902785	1.03133	0.617356	0.60752	0.833403	0.821287	0.68058	0.531026	0.495237	0.582188	1.03518	-0.610401	0.49523	-1.0876	-0.7286	0.663407	2.89111	-2.24473	-2.57596	-1.44067	1.72447	0.0598806	0.124064	7.5552e-05	0.0737227	0.1132	0.630606	0.354411	0.335658	0.07507	2.03445	-2.93233	-1.94674	-0.449366	-0.505441	0.311854	-0.972495	-0.80622	0.515095	3.20396	-3.51661	-1.43402	-1.27355	2.91623	-0.27655	0.263122	-0.824569	-0.46046	0.573219	1.74666	-2.45058	-3.03442	-1.67518	2.12537	-0.497753	0.412091	-0.733699	-0.901398	0.361666	2.15493	-2.07925	-2.55668	-1.64798	3.79187	-0.107816	0.0596126	-1.00246	-0.763448	0.54309	3.30697	-2.94241	inf	-3.263959e+02	inf
11000	3.20508	3.23296	1.0912	1.00915	0.509157	1.09325	0.173625	2.74388	1.08966	1.09147	2.35467	0.928319	1.06282	0.591684	0.991701	0.48931	0.849073	1.01355	0.428724	0.518575	0.717586	0.849095	-0.601329	0.338293	-1.0876	0.0861149	0.506706	1.57789	-2.49124	-2.78244	-2.75171	-4.50386	0.0710203	0.0570815	7.5552e-05	0.13871	0.422782	0.0861703	0.109816	0.225551	0.52715	1.29237	-2.6957	-3.39969	-4.50029	-0.703191	0.528734	-0.972495	-0.0165467	0.643203	1.34602	-3.04283	-2.43846	-2.07368	-3.84202	-0.828918	0.42314	-0.824569	0.577312	0.634146	1.59975	-2.79435	-3.37253	-1.45033	-3.84576	-0.904383	0.436362	-0.733699	-0.234208	0.765617	2.27432	-2.75094	-2.18271	-2.48057	-4.53127	-0.360695	0.275606	-1.00246	-0.362769	-0.114377	1.78696	-2.17933	inf	-3.284896e+02	inf
11100	2.70334	2.34777	1.16014	2.04372	0.539272	1.76905	0.167545	1.57588	0.496294	2.22871	2.91201	1.02858	1.13744	0.552157	0.855413	0.748849	0.721405	1.05778	0.571688	0.750163	0.809265	0.880337	-0.19469	0.49548	-1.0876	0.219445	0.381913	1.23447	-1.5815	-2.98159	-1.75412	-3.97102	0.0838983	0.0820207	7.5552e-05	0.293435	0.049715	0.159287	0.109692	0.168618	0.224892	2.26146	-2.84302	-2.46302	0.277074	-0.448473	0.862921	-0.972495	0.865791	0.398846	2.03531	-0.729857	-2.32423	-1.73602	-4.05255	-0.254136	0.792284	-0.824569	0.0455267	0.301713	1.03588	-1.84718	-3.57568	-0.743902	-1.32487	-0.0357163	0.396438	-0.733699	-0.44396	0.547175	1.59134	-1.72806	-3.00884	-1.5735	-2.88318	-0.187269	0.376049	-1.00246	0.613007	0.0684432	1.86194	-1.36068	inf	-3.272853e+02	inf
11200	3.09869	2.14071	0.647185	1.43145	0.479696	1.68947	0.458474	1.37447	0.528198	2.43016	2.89779	1.05481	1.02042	0.636129	0.622241	0.581972	0.750367	0.671213	0.386334	0.442726	0.744836	0.725644	0.0875634	0.300199	-1.0876	-0.145793	0.357272	1.58375	-2.13993	-2.18575	-1.72523	4.33096	0.0770889	0.063	7.5552e-05	0.223507	0.0800771	0.218491	0.103348	0.0845322	0.313864	2.24996	-2.52187	-1.14652	2.85333	-0.448767	0.154671	-0.972495	0.452611	0.444044	2.2074	-2.1982	-2.2024	-2.31386	3.79783	-0.499964	0.508492	-0.824569	0.452494	0.647654	0.993098	-2.46599	-2.89163	-0.741691	3.17431	-0.270861	0.559993	-0.733699	0.102744	0.374458	1.78888	-1.99607	-1.80352	-1.61917	3.62316	-0.039778	0.400977	-1.00246	0.380652	0.609004	2.25081	-2.52238	inf	-3.163198e+02	inf
11300	2.98333	1.02925	1.02468	2.45709	0.582318	0.963815	0.126579	2.11477	0.64468	1.46494	3.29487	1.04515	1.01438	0.783813	0.595884	0.56025	0.644761	0.786018	0.5149	0.484424	0.518496	0.628087	-0.61946	0.251828	-1.0876	0.296066	0.387007	1.51877	-1.78572	-1.84127	-1.17221	2.59983	0.0382888	0.127457	7.5552e-05	0.0754407	0.0921304	1.20951	0.423107	0.54385	0.118303	4.69893	-2.02483	-1.2469	2.99267	-0.64813	0.732905	-0.972495	-0.266954	0.326869	2.37186	-1.7348	-1.38279	-0.940817	2.99451	-0.679515	0.858726	-0.824569	0.566469	0.455111	0.997749	-0.756722	-3.0061	-1.48325	3.28558	-0.292153	0.451462	-0.733699	0.389833	0.694263	1.88341	-2.31735	-1.99282	-1.77832	2.78551	-0.726119	-0.315639	-1.00246	0.297203	0.0473172	2.02216	-2.99171	inf	-3.156795e+02	inf
11400	2.62841	1.25768	1.13577	0.847041	0.443934	1.00539	0.225259	1.46798	0.643946	1.17888	3.08422	0.976167	1.03883	0.679744	0.710047	0.531744	0.986571	0.85584	0.466679	0.374886	0.680687	0.628012	-0.780567	0.520343	-1.0876	0.0520519	0.0853821	1.82393	-3.09676	-2.40188	-1.73387	2.2751	0.107381	0.057925	7.5552e-05	0.235133	0.0602688	0.274121	0.318643	0.211687	0.598053	2.50063	-2.94765	-2.71506	3.61635	-1.09982	1.00242	-0.972495	-0.144436	0.0205132	3.05488	-3.01273	-1.61768	-1.1972	2.83486	-0.91262	0.75469	-0.824569	-0.417066	0.740391	2.23125	-2.90775	-2.94601	-2.49312	4.51022	-0.989896	0.248808	-0.733699	0.363644	0.350222	1.67433	-2.37479	-1.58623	-2.09206	1.20545	-1.06746	0.535774	-1.00246	0.315464	0.25696	2.69381	-2.87931	inf	-3.152488e+02	inf
11500	2.30208	2.84379	0.862467	1.58742	0.250715	1.00362	0.199803	1.55992	0.511596	1.53671	2.79063	0.950538	0.995061	0.795198	0.680044	0.565167	0.88529	0.762336	0.343512	0.535087	0.922121	0.73716	-0.626206	0.532221	-1.0876	-0.0429812	0.348968	1.54037	-4.21814	-1.94709	-1.86948	4.41006	0.0947754	0.0660864	7.5552e-05	0.120133	0.264569	0.0787632	0.657468	0.400373	0.0996165	4.11213	-2.39289	-2.14307	3.81423	-0.554722	0.741787	-0.972495	-0.111335	0.757277	1.58381	-3.54594	-1.19923	-1.47495	3.88954	-0.868245	0.522769	-0.824569	0.0641933	0.96569	1.32241	-2.90979	-2.99551	-1.94534	2.40989	-1.01036	0.78983	-0.733699	0.36951	1.00434	1.32262	-3.344	-1.25767	-1.80788	2.45116	-0.805689	0.38875	-1.00246	-0.508738	-0.108152	1.77245	-3.78977	inf	-3.142408e+02	inf
11600	3.24454	2.56691	0.863589	0.762245	0.521123	0.561212	0.23399	1.83676	0.886937	1.3797	2.68543	1.16915	1.11297	0.501658	0.56337	0.563272	0.790772	0.805531	0.226142	0.44312	0.904859	0.425403	-0.453686	0.54071	-1.0876	0.432181	0.412876	1.716	-2.98333	-2.41024	-1.27993	4.23119	0.0266705	0.0378001	7.5552e-05	0.0561944	0.0510374	0.181069	0.155679	0.213026	0.128055	1.28429	-2.64337	-1.36234	3.23127	-0.50106	0.724134	-0.972495	0.17723	0.5143	1.94054	-2.65002	-1.91304	-1.4993	3.1668	-0.454078	0.519025	-0.824569	0.487049	0.55618	1.64342	-2.76469	-2.30781	-1.64356	4.13668	-0.205837	0.75632	-0.733699	0.63225	0.411627	1.20353	-2.49866	-2.18889	-0.657409	2.6965	-0.293227	0.292173	-1.00246	0.366904	0.508832	1.98777	-3.09917	inf	-3.202054e+02	inf
11700	2.72786	3.2131	0.380252	1.27954	0.461334	1.07046	0.160681	1.80185	1.43762	2.2502	2.73726	1.0111	1.12319	0.678728	0.972864	0.648585	0.874884	0.634388	0.511002	0.7675	0.649753	0.645368	-0.247374	-0.0438403	-1.0876	-0.447513	0.39727	0.88116	-3.09621	-1.52977	-1.09742	3.83911	0.0380868	0.251823	7.5552e-05	0.0419424	0.0618875	0.622686	0.132134	0.294663	0.145796	4.74173	-2.12523	-1.23368	2.79667	-0.30286	-0.229648	-0.972495	-0.438448	0.218755	1.85289	-3.09361	-1.31977	-0.743195	2.87029	-0.453492	0.0311915	-0.824569	-0.500356	0.49035	0.92265	-2.58567	-2.11912	-1.30873	3.92903	-0.132541	0.30165	-0.733699	-0.562847	0.841849	0.560614	-2.92306	-2.95649	-1.60116	-0.59886	-0.443978	0.000381207	-1.00246	-0.631047	0.0719684	2.10062	-3.50927	inf	-3.199280e+02	inf
11800	2.9466	1.99267	0.283744	0.713487	0.292838	0.663208	0.219044	2.87412	0.638356	1.86627	3.20128	0.969898	1.12254	0.736899	0.829972	0.466609	0.870816	0.633484	0.4304	0.572987	0.93429	0.545645	-0.41281	0.590982	-1.0876	-0.385408	0.518646	0.68356	-2.43491	-1.87819	-1.30462	3.93182	0.150795	0.0366125	7.5552e-05	0.0838335	0.452963	0.218586	0.0648191	0.06074	0.160929	3.60789	-2.33595	-1.15694	3.28638	-0.287254	0.609758	-0.972495	-0.380489	0.636133	0.771788	-2.32929	-2.04099	-1.13165	2.72652	-0.387246	0.713416	-0.824569	-0.0903829	0.82754	-0.068444	-2.05113	-2.14564	-1.70834	3.97807	-0.678822	0.510121	-0.733699	-0.352829	0.426624	0.0187055	-2.69671	-1.72384	-0.921437	1.48132	-0.997784	-0.0590999	-1.00246	-0.0995355	-0.134369	1.10935	-2.45742	inf	-3.157000e+02	inf
11900	2.34777	1.92392	1.35116	2.86925	0.303833	0.995008	0.275866	2.87765	0.679907	2.21541	2.88709	1.05217	1.09983	0.582239	0.747415	0.589661	0.782338	0.56674	0.297915	0.395881	0.745819	0.3908	-0.0829993	0.157883	-1.0876	-0.554672	0.803322	2.45349	-2.63354	-2.59882	-1.12296	3.04988	0.0653391	0.12751	7.5552e-05	0.036889	0.127657	1.60827	0.159368	0.0912149	0.1713	3.17259	-2.28104	-0.965505	3.1851	-0.244473	0.0590474	-0.972495	-0.886094	0.56211	4.0363	-2.18822	-1.94528	-1.89098	3.05359	-0.312287	0.240791	-0.824569	-0.556921	0.813453	0.733549	-2.38264	-2.81262	-1.33959	3.50921	-0.365305	-0.353364	-0.733699	-0.803812	0.903023	1.46406	-2.64158	-2.13535	-1.27882	1.01846	-0.22367	0.145363	-1.00246	-0.431452	0.434053	0.47973	-1.79803	inf	-3.213966e+02	inf
12000	3.15212	2.07877	0.74058	2.04223	0.795293	0.74729	0.2066	1.65888	0.383708	2.36239	1.83118	1.17871	0.95817	0.522103	0.618039	0.570159	0.785501	0.732064	0.345416	0.375756	1.20759	0.542273	-0.00511335	0.341689	-1.0876	-0.424657	0.153444	2.51248	-1.83587	-1.86307	-0.404013	3.26346	0.0565173	0.0518487	7.5552e-05	0.0339527	0.0888506	0.322234	0.0967353	0.0778602	0.15583	2.12704	-1.80418	-1.0121	3.74225	-0.036459	0.544013	-0.972495	-0.20919	0.170249	2.63725	-2.10633	-1.71236	0.319898	1.7243	0.000821205	0.41108	-0.824569	-0.539647	0.613242	2.21531	-1.29464	-1.98285	-0.486777	3.47412	0.0364237	0.487248	-0.733699	-0.333955	0.424971	1.79498	-1.85562	-1.86096	-0.120614	2.21993	-0.210693	0.459445	-1.00246	-0.237514	-0.0847961	2.81158	-1.74738	inf	-3.207740e+02	inf
12100	3.29868	1.43881	0.675477	0.412451	0.406173	0.37007	0.165357	2.70618	0.828605	2.20115	2.78183	1.10733	1.1171	0.744187	0.505408	0.533903	0.812441	0.704392	0.209178	0.292745	1.04713	0.517932	-0.793577	0.190605	-1.0876	-0.196754	0.0891007	0.686257	-1.62629	-1.50896	-1.27967	4.30818	0.0444723	0.0664908	7.5552e-05	0.0615937	0.0688655	0.0907003	0.201422	0.0660786	0.0862921	1.21107	-1.77046	-1.17582	3.58645	-0.671668	0.0483411	-0.972495	0.0345264	0.175412	0.607688	-2.5069	-1.40298	-1.1774	3.39001	-0.901577	0.0791143	-0.824569	-0.720488	0.3943	1.1175	-1.50227	-1.3735	-0.997488	4.23265	-0.692807	0.266398	-0.733699	-0.0553373	0.0332299	0.416077	-1.38758	-1.49267	-1.64436	2.11667	-0.818061	0.0372161	-1.00246	-0.0133316	-0.100247	1.00828	-2.26237	inf	-3.243271e+02	inf
12200	3.20351	1.75503	0.273197	1.74696	0.519763	1.15288	0.190821	3.04562	0.677283	2.7342	3.20051	1.03145	1.09304	0.741085	0.730527	0.567043	0.881846	0.760444	0.490561	0.543758	0.74273	0.670996	-0.476425	0.294306	-1.0876	0.196202	0.617775	0.604891	-3.41348	-2.30896	-1.93781	3.86337	0.104738	0.105351	7.5552e-05	0.143799	0.0252253	0.0419779	0.066027	0.0534515	0.10864	4.34174	-2.25113	-1.88667	3.11575	-0.686439	0.0105085	-0.972495	-0.190684	0.717351	0.712895	-3.73151	-1.99452	-1.84573	2.86261	-0.141519	0.414155	-0.824569	0.360296	0.785586	0.668484	-3.36506	-2.32742	-1.82991	4.31998	-0.558565	0.822203	-0.733699	0.717607	0.672552	0.682238	-3.37643	-2.30724	-2.25726	2.11404	-0.742587	0.126727	-1.00246	0.227435	0.540852	0.968926	-2.98491	inf	-3.170192e+02	inf
12300	3.07612	1.96378	0.52979	1.30658	0.840305	1.21989	0.179063	1.78919	0.470909	3.20148	1.95633	0.872024	1.02384	0.571489	0.88766	0.631453	0.681337	1.02801	0.250316	0.513012	1.02967	0.684542	-0.952049	-0.0115161	-1.0876	-0.272461	-0.0467727	1.38722	-3.25319	-1.66898	-1.5513	3.99298	0.0741813	0.208167	7.5552e-05	0.0598584	0.675155	0.424085	0.170483	0.248034	0.200041	2.79357	-2.14522	-1.99265	4.32083	-1.06548	0.776267	-0.972495	-0.948087	0.647649	1.66297	-2.60604	-1.55224	-1.6378	3.46817	-0.715091	-0.466318	-0.824569	-0.523194	0.689104	0.691429	-3.46625	-2.23514	-1.15409	3.39833	-1.02629	0.119077	-0.733699	0.248752	0.93034	0.101742	-3.61225	-1.43664	-0.810136	2.74915	-1.14228	-0.261845	-1.00246	-0.0582462	-0.00818796	2.21422	-3.15907	inf	-3.184640e+02	inf
12400	2.92366	2.37464	0.51825	1.85349	0.535073	0.565675	0.126732	1.43475	0.671447	2.61547	2.13672	1.00026	1.08411	0.664514	0.741791	0.701346	1.02815	0.656492	0.251243	0.291395	0.980238	0.523408	-0.181072	0.448305	-1.0876	-0.254786	0.435941	1.83856	-1.29556	-2.75647	-2.17165	3.52142	0.0727406	0.0251769	7.5552e-05	0.0965761	0.0628892	0.146681	0.175433	1.6163	0.109313	0.864039	-2.35157	-1.62908	3.76893	0.191479	0.811015	-0.972495	-0.283906	0.389682	1.86175	-0.598214	-1.78177	-2.23961	4.16416	-0.0776187	0.213082	-0.824569	-0.635699	0.76078	1.20704	-2.16004	-3.30525	-2.27921	3.16423	-0.269488	0.358146	-0.733699	0.0976682	0.42212	1.38895	-0.706603	-1.27011	-1.79788	4.09678	-0.207233	0.425529	-1.00246	-0.410912	0.181084	2.53648	-1.96245	inf	-3.142949e+02	inf
12500	3.11809	2.60503	0.48213	1.63916	0.702431	0.520868	0.23729	3.02395	0.742465	2.1424	3.08042	1.11248	1.10495	0.715545	0.637594	0.515932	0.755055	1.00587	0.947882	0.335553	0.843584	0.826179	-1.19755	0.442384	-1.0876	-0.101072	0.292178	0.808009	-2.34116	-1.52721	-1.74575	4.2958	0.182543	0.0915869	7.5552e-05	0.0964159	0.0871935	0.512835	0.207211	0.164445	0.20713	2.0472	-1.81119	-1.44211	3.04632	-0.581071	0.156696	-0.972495	-0.269832	0.379814	1.36625	-2.2375	-1.72384	-2.16876	3.61063	-0.975102	0.689915	-0.824569	-0.0200404	0.347852	0.651111	-2.2684	-2.15951	-1.41978	4.36088	-1.12364	0.636706	-0.733699	-0.435317	0.622326	0.0975879	-2.63455	-1.25655	-1.51365	3.37155	-1.13678	0.7577	-1.00246	0.0751782	0.159299	1.98458	-2.33373	inf	-3.182087e+02	inf
12600	3.01362	2.85356	0.368307	0.657493	0.600709	0.974486	0.117321	2.9569	1.21032	1.82386	3.23333	1.03699	0.988889	0.692506	0.862644	0.707342	0.751636	0.639853	0.451999	0.546542	0.877394	0.646305	-0.509235	0.638595	-1.0876	-0.400046	0.67839	-0.244456	-2.46989	-2.45021	-2.09245	3.3195	0.0758496	0.0803337	7.5552e-05	0.0510987	0.0650027	1.77572	0.101891	0.0294702	0.0481611	1.06426	-2.24017	-2.06371	3.67401	-0.704598	0.446269	-0.972495	-0.739894	0.295021	4.31248	-2.61117	-2.31307	-2.40049	3.5474	-0.100179	0.622768	-0.824569	-0.411657	0.754601	-0.0443132	-2.34549	-2.36007	-1.56632	4.16713	-0.63038	0.618648	-0.733699	-0.120677	0.916696	-1.74629	-2.23	-2.5104	-2.01487	1.08997	-1.01303	0.225858	-1.00246	-0.659293	0.137631	1.66122	-2.44593	inf	-3.087206e+02	inf
12700	3.26401	2.49738	0.542488	2.93472	0.962277	1.98382	0.0684838	1.52764	0.724379	2.95095	3.14576	1.09016	1.03369	0.587636	0.663472	0.530269	0.839685	0.771674	0.29713	0.508113	0.826688	0.316147	-0.129242	0.237066	-1.0876	-0.353717	0.466977	2.77538	-1.1892	-1.76467	-2.24425	4.26365	0.0682804	0.117283	7.5552e-05	0.283861	0.075706	1.32324	0.11569	0.148733	0.139814	1.55953	-2.42628	-2.03113	4.10658	-0.085912	0.214245	-0.972495	-0.339392	0.390847	3.0023	-1.02537	-1.41587	-1.87917	3.84475	-0.206879	0.432832	-0.824569	-0.212755	0.921228	2.10864	-1.49833	-2.616	-2.65929	4.39502	-0.595652	0.410889	-0.733699	-0.33315	0.698014	2.23585	-1.164	-1.46487	-2.34255	4.24763	-0.515056	0.245998	-1.00246	-0.379006	0.385647	3.05545	-1.85525	inf	-3.101374e+02	inf
12800	3.20123	3.16671	0.439854	1.57634	0.473128	1.37868	1.03378	1.28569	0.776303	2.79024	3.15297	1.01885	1.088	0.720214	0.868566	0.726076	0.796394	0.805506	0.45578	0.456905	0.862592	0.437178	-0.469727	0.190942	-1.0876	-0.0755727	-0.174721	1.74623	0.088988	-1.84075	-0.895031	3.47796	0.0984194	0.106501	7.5552e-05	0.0383535	0.0553773	0.135725	0.10244	0.166835	0.223264	1.26174	-2.06099	-1.13885	3.4229	-0.668998	0.477188	-0.972495	-0.149971	0.0589044	1.78584	0.259463	-1.66876	-1.05231	2.86353	-0.543927	0.54901	-0.824569	0.213609	-0.0520415	1.54495	0.385398	-1.84571	-1.46013	4.51038	-0.813066	0.705806	-0.733699	0.27614	-0.423319	1.34325	0.0915872	-1.40147	-0.900712	3.07862	-0.621879	0.566492	-1.00246	-0.207424	-0.192149	1.72925	-0.434364	inf	-3.142122e+02	inf
12900	2.99169	1.67339	0.713611	0.797536	1.30511	1.3744	0.238567	1.76792	0.371654	1.8784	2.98896	1.03365	1.03148	0.690465	0.636077	0.457443	0.763009	0.692772	0.310914	0.512805	0.630958	0.635413	-0.236575	0.606091	-1.0876	-0.0779333	-0.125231	2.41813	-0.968442	-2.05505	-0.65529	0.350596	0.195724	0.0602869	7.5552e-05	0.053544	0.0410641	0.800145	0.596869	0.179286	0.397954	6.90493	-2.47899	0.222388	1.22044	-0.200979	0.693991	-0.972495	-0.133404	-0.122608	3.4565	-0.843107	-1.991	-1.08363	1.95807	0.0798552	0.956714	-0.824569	0.245529	0.206898	1.52716	-0.652103	-2.90088	-0.870551	2.96268	-0.718567	0.335495	-0.733699	-0.574777	0.107715	2.30338	0.070534	-1.90323	-0.48559	-0.239995	-0.520304	0.887292	-1.00246	-0.130407	0.177085	3.17436	-1.31281	inf	-3.121645e+02	inf
13000	2.98285	1.77833	0.82479	1.0104	0.544647	1.65174	0.290935	1.27842	0.808319	1.62643	3.26073	0.953749	1.08146	0.642148	1.04682	0.589193	0.889414	0.909822	0.356908	0.435039	0.930946	0.52154	-0.871868	0.381048	-1.0876	-0.193447	0.123428	1.97124	-1.42801	-1.98797	-0.481373	1.57314	0.0886073	0.0763934	7.5552e-05	0.0628396	0.10182	0.138124	0.172265	0.0799793	0.0922166	1.75396	-2.15276	-0.722302	2.84648	-0.925137	0.766732	-0.972495	-0.255494	0.246453	1.85079	-0.496498	-1.62857	-0.771552	2.9492	-0.34613	0.364306	-0.824569	-0.0361572	0.305832	1.48362	-1.18464	-2.53883	-0.461541	2.78729	-0.655134	-0.0223637	-0.733699	-0.194337	0.163253	1.61451	-1.67847	-1.67803	-0.401689	-0.671652	-1.01515	0.529131	-1.00246	-0.164237	0.00562454	1.83996	-1.65034	inf	-3.126557e+02	inf
13100	2.86988	1.48584	0.851297	1.44647	0.967143	0.623638	0.313615	1.64481	0.743381	0.805229	2.26827	1.05557	1.04398	0.592051	0.987924	0.624031	0.968692	0.927942	0.246797	0.416228	0.907237	0.304857	-0.427091	0.467691	-1.0876	0.366514	0.135657	1.50998	-1.64081	-1.99834	-0.308345	2.24619	1.72133	0.108035	7.5552e-05	0.0724967	0.0934506	0.142254	0.0630769	0.652948	0.222578	1.28181	-2.46372	-0.757023	3.042	0.127777	0.401186	-0.972495	0.226248	0.187668	2.14369	-1.76424	-1.59697	-0.251249	2.40578	-0.556845	0.922044	-0.824569	0.74489	0.322543	1.3459	-1.19225	-2.67711	-0.63449	2.94822	-0.656201	0.491489	-0.733699	-0.118944	0.156999	1.20442	-1.22852	-1.39199	-0.949318	3.22141	-0.813386	-0.087156	-1.00246	0.335721	0.150701	2.11397	-1.75978	inf	-3.216408e+02	inf
13200	2.87842	2.9507	0.929536	2.98096	1.0256	2.79203	0.128261	2.07408	0.770439	2.8233	3.24928	1.05096	1.02824	0.638344	0.761032	0.699906	0.721347	0.89743	0.463898	0.712702	0.771692	1.03535	-0.158354	0.811066	-1.0876	-0.440392	0.16554	2.37111	-0.477326	-1.73895	0.438996	-1.20024	0.106745	0.106475	7.5552e-05	0.206833	0.116895	0.0697575	0.239935	0.157553	0.0772214	2.34608	-2.52242	0.378287	-0.36232	-0.0933151	0.86961	-0.972495	-0.133785	0.548796	2.39587	-0.28693	-1.97559	0.125961	1.08116	-0.0384986	0.816392	-0.824569	-0.563155	0.0876298	2.39337	-0.278429	-2.34267	0.410648	1.77226	-0.430075	0.712829	-0.733699	-0.433133	0.6055	2.46719	-0.814213	-1.6985	0.705951	0.409068	-0.679062	0.740158	-1.00246	0.281905	-0.619801	2.17546	-1.05831	inf	-3.208367e+02	inf
13300	2.93885	2.14892	0.401446	1.53901	0.53788	0.762249	0.17297	2.73543	0.814486	2.3695	2.38041	1.22119	0.969532	0.65071	0.56846	0.513476	0.937916	0.552978	0.383394	0.638825	0.714683	1.17285	-0.785919	0.570713	-1.0876	0.161058	-0.0320363	1.40914	-1.03377	-3.13714	0.668152	-1.29172	0.152424	0.0518702	7.5552e-05	0.91445	0.0410254	0.454939	0.148531	0.213817	0.158673	1.83791	-3.06393	0.787549	-1.87692	-0.577686	0.523101	-0.972495	0.397977	-0.0509938	2.29631	-0.393566	-2.63006	0.318385	-4.42918	-0.791997	0.647228	-0.824569	0.631411	0.100639	1.92404	-1.23897	-3.05659	0.531932	-2.25001	-1.11574	0.632329	-0.733699	0.815041	0.0737277	2.22625	-0.529024	-2.74592	0.374615	-1.64829	-0.520448	0.573083	-1.00246	-0.960795	-0.0954078	2.0425	-1.2911	inf	-3.294072e+02	inf
