iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	LnPrior	LnData	LnPosterior
1000	3.18206	2.86733	0.656458	0.885293	1.03209	0.789832	0.247568	1.89152	0.783093	2.02955	2.43809	1.13907	0.925585	0.725195	0.697094	0.947235	0.97902	0.574971	0.350494	0.410018	0.792124	0.462017	-0.332072	0.514166	-0.257916	-0.104551	0.22964	1.88234	-3.39014	-2.24467	1.03476	2.38428	0.0463086	0.0857217	0.113473	0.113597	0.326787	0.295706	0.0616096	0.0560053	0.332255	30.4846	-2.09589	0.568076	1.87125	-0.337648	0.607468	-0.207673	-0.0917887	0.586727	2.63996	-3.18815	-2.01288	0.0267246	1.23979	-0.503529	-0.124547	-0.482863	0.27985	0.997729	3.14305	-3.39045	-2.14793	0.16339	2.67504	-0.359943	0.755272	-0.48894	0.153449	1.00632	1.25899	-3.62849	-1.84993	1.35244	-1.49587	-0.196748	0.505196	-0.956691	-0.177954	-0.372536	2.38213	-2.34586	-6.823903e+01	-3.289120e+02	-3.971510e+02
1100	2.15895	1.32472	0.94044	2.18711	1.36871	2.45775	0.122095	1.35281	0.682713	1.85402	2.11294	1.05033	1.16993	0.673011	0.804475	0.431516	0.84044	0.695203	0.316237	0.355221	0.837365	0.639307	-0.272488	0.0749243	-0.784429	0.186934	0.499469	1.64171	-1.32514	-1.86685	-0.72105	2.53079	0.0389582	0.041346	0.104949	0.0484001	0.0335323	0.233953	2.7243	0.0936381	0.114983	5.76644	-2.12981	-0.815867	3.09748	-0.554787	0.387969	-0.985238	0.186265	0.305322	2.0419	-1.79307	-1.53888	-0.860231	2.53741	-0.321313	0.430914	-0.808185	0.0536635	0.516729	1.58399	-0.574098	-1.86355	-0.674713	3.58159	0.231822	0.192389	-0.590246	0.20063	0.302259	2.4722	-0.500986	-1.88472	-0.276958	-2.30885	0.0284133	0.0848522	-0.82788	0.39314	0.293742	2.13931	-4.32173	-5.199742e+01	-3.198890e+02	-3.718865e+02
1200	3.19826	2.04481	0.432604	2.81045	0.562519	0.938471	0.0693779	1.54931	0.527164	2.39883	2.81515	1.10709	0.991693	0.684905	0.62347	0.549783	0.76963	0.598874	0.337651	0.454441	0.698811	0.544468	-0.138379	0.350731	-0.493969	0.618213	0.093154	1.80599	-1.70197	-2.16894	-1.07143	1.94452	0.0854219	0.0519671	0.0752431	0.11482	0.0949431	0.0312562	0.0349938	0.104281	0.13513	1.00406	-2.88285	-1.44104	2.78569	-0.369128	0.366562	-0.814414	0.956539	0.370924	1.97143	-1.77238	-2.15922	-0.814735	2.34171	-0.23416	0.981875	-0.528962	0.461743	0.87098	1.43146	-1.37329	-2.10031	-1.08985	3.83217	-0.879258	0.324717	-0.629205	0.793518	0.448665	1.72724	-1.62373	-2.10853	-1.00195	1.22166	-0.345124	0.486919	-0.71172	0.245176	0.059528	1.89353	-1.7822	-3.557051e+01	-3.143139e+02	-3.498844e+02
1300	3.1883	2.32775	0.312077	1.02839	0.372318	0.845728	0.177602	1.88624	0.618212	2.88106	2.90882	1.13934	1.0395	0.816508	0.739254	0.581691	0.64755	0.550657	0.328312	0.26875	0.830431	0.624127	-0.774825	0.760022	-0.576806	0.434685	0.359153	1.90904	-1.9968	-2.45304	-0.898796	2.51929	0.228994	0.104027	0.0501883	0.0695691	0.0839729	0.1143	0.237362	0.401458	0.320248	1.91785	-2.32992	-1.52817	3.34993	-0.646366	0.468083	-0.533312	0.272364	0.214609	2.13785	-2.37479	-1.216	-0.818897	3.25084	-0.247408	0.808411	-0.924848	0.341122	0.849507	1.69762	-2.41404	-3.10637	-0.641971	2.12578	-0.398559	0.657149	-0.133802	-0.0416023	0.373246	2.06735	-0.83393	-2.34538	-0.67586	1.52866	-0.619016	0.579052	-0.879506	0.13255	0.146495	1.726	-1.86466	-4.976309e+01	-3.179396e+02	-3.677027e+02
1400	2.4836	2.08695	0.531182	1.98012	0.629661	0.950801	0.21714	1.60531	0.653259	2.09078	3.28519	1.16098	1.10597	0.64927	0.610148	0.527644	0.828951	0.772415	0.208401	0.459685	1.06258	0.379321	-0.53999	0.716715	-0.344041	-0.271081	0.446911	1.77193	-2.77575	-1.98494	-0.810896	3.77114	0.0400155	0.0472143	0.108553	0.262555	0.0381415	0.063496	0.0771556	0.0476176	0.317842	1.19303	-2.26801	-0.926698	2.97851	-0.725677	0.672206	-0.225865	-0.330508	0.444514	2.04779	-2.89985	-1.872	-0.185211	2.05989	-0.227255	0.905391	-0.420681	-0.877328	0.571175	1.96897	-2.63761	-2.33669	-0.69342	2.91538	-0.60014	0.523551	-0.338057	-0.628577	0.806606	1.57975	-3.22372	-1.69613	-0.160447	2.34223	-0.674519	0.334887	-0.182374	-0.0574305	0.0268211	1.79001	-3.0594	-3.724393e+01	-3.170689e+02	-3.543128e+02
1500	2.76499	2.62048	0.528252	2.33268	0.535161	1.52045	0.141154	1.38938	0.462483	2.82283	2.69318	1.10744	1.20178	0.689185	0.820739	0.487654	0.747508	0.943716	0.241615	0.442673	0.903385	0.973276	0.127598	0.453961	-1.14158	-0.25714	0.437264	1.21621	-2.56963	-3.09483	-1.2531	1.45555	0.0298641	0.268351	0.132246	0.173051	0.323374	1.58724	0.0778183	0.715805	0.0539697	3.99241	-2.92667	-1.05882	-2.48888	0.0806218	0.207897	-0.933087	-0.508616	0.291112	2.71586	-2.45472	-1.3133	-1.46586	3.95197	0.063413	0.547349	-0.839632	-0.136837	0.59411	1.40062	-2.58673	-2.54035	-1.30227	3.36356	0.122578	0.448536	-0.552433	-0.141973	0.540059	0.744512	-2.27114	-2.55796	-1.55623	3.37407	0.11721	0.618978	-0.734022	-0.318743	0.387396	1.88096	-2.83032	-6.498473e+01	-3.193898e+02	-3.843745e+02
1600	3.2184	3.27449	0.436726	1.91389	0.580658	1.44774	0.64904	2.27742	0.796454	1.0847	3.11716	0.978991	1.17709	0.670584	0.94225	0.578084	0.795771	0.664441	0.442433	0.732428	0.710537	0.89021	0.49682	0.834288	-0.144817	-0.00173146	0.72933	1.57972	-3.25958	-1.93195	-1.40564	2.43479	0.560852	0.0166455	0.0350399	0.292366	0.0338647	1.0056	0.306044	0.161898	0.0656628	3.57112	-2.42136	-1.13978	0.468519	0.472605	0.756948	-0.226042	-0.527543	0.691633	2.25001	-2.70989	-1.69634	-1.395	3.28856	0.743473	0.818135	0.139915	-0.171503	0.838325	0.253568	-3.38745	-2.2658	-1.33075	3.38383	-0.846716	0.708237	-0.1222	-0.489662	0.626397	0.620455	-3.05246	-1.87379	-1.13039	-0.509845	-0.00672459	0.811266	-0.00619715	-0.313072	0.890409	2.79768	-2.66445	-5.902777e+01	-3.252996e+02	-3.843274e+02
1700	3.07472	1.84456	0.49732	1.38727	2.42338	1.19111	0.209782	2.77494	0.591815	0.720165	2.6199	1.19155	1.04431	0.609388	0.904028	0.805144	0.862666	0.760975	0.466493	0.438822	0.720383	0.917	-0.623743	0.540771	-0.0391689	0.765111	0.271696	1.8995	-3.32602	-2.44016	-1.79363	2.13808	0.181822	0.0470016	0.187113	0.420845	0.151847	0.0784953	0.149889	0.291708	0.13763	3.21457	-2.32591	-1.7257	3.7692	-0.39038	0.581424	-0.648004	0.687613	0.840325	1.99611	-3.17605	-1.78937	-1.47706	3.25737	-0.461345	0.39801	0.546246	0.915517	0.388155	1.79039	-3.90052	-2.88717	-1.53753	2.17083	-0.986931	0.485965	0.760303	-0.172236	0.574445	1.52164	-2.76124	-1.84476	-2.20776	2.74576	-0.963098	0.592305	-0.354502	0.521783	0.407751	1.94924	-3.5273	-5.316930e+01	-3.332891e+02	-3.864584e+02
1800	3.05409	1.93017	0.467311	0.81278	0.573583	0.844143	0.42056	1.54363	0.382799	1.61845	1.84911	0.965426	0.967023	0.527771	0.567247	0.728005	1.13782	0.774921	0.508198	0.299252	1.02758	0.261967	-0.561134	1.13412	-0.208231	0.177094	0.182983	2.50886	-2.80567	-1.56764	-1.6048	3.37488	0.206336	0.0526254	0.121104	0.0551442	0.0772658	0.904977	0.0292041	0.0788729	0.210108	1.31838	-1.70999	-1.35058	4.08346	-0.764861	0.580928	-0.654587	0.688004	0.0296913	3.32373	-3.05702	-1.28499	-2.14637	4.5759	-0.586748	0.941738	-0.336847	0.292291	0.630803	1.27617	-2.97463	-1.86622	-1.16925	3.96821	-0.0779875	0.881664	-0.451486	0.364869	0.604227	1.40896	-2.85144	-1.15431	-1.37606	4.1342	-0.703222	0.949928	-0.263247	0.200697	0.340598	3.1413	-3.32538	-4.785910e+01	-3.282057e+02	-3.760647e+02
1900	2.84038	1.5135	0.505408	0.746632	0.587294	0.785981	0.136326	2.29266	0.586483	2.4937	3.2993	0.965926	1.02637	0.711357	0.480474	0.453672	0.882271	0.945068	0.433769	0.471851	0.770744	0.489676	-0.204288	0.303714	-0.871596	-0.0906764	0.227739	1.2707	-1.74094	-2.32357	-2.49551	4.28363	0.052418	0.178664	0.292654	0.0653641	0.0426133	0.183817	0.0442856	0.203874	0.169034	5.79087	-2.55361	-2.58153	4.21416	0.223545	-0.108121	-0.956727	-0.0938833	0.0639756	1.64314	-1.63771	-1.80531	-2.71436	4.37621	0.0207513	0.636456	-0.907677	-0.0134711	0.378322	0.992112	-1.42705	-3.07502	-2.54773	1.65978	-0.538251	0.568991	-0.278705	-0.465484	0.449609	1.52212	-1.52357	-1.54895	-2.08445	2.23315	-0.189967	-0.0154186	-0.962127	0.443274	0.17782	1.88469	-2.13851	-4.436349e+01	-3.170451e+02	-3.614086e+02
2000	2.27431	 2.05	0.554246	2.26691	1.90613	1.10937	0.0579367	1.81834	0.907226	1.61954	3.11245	0.883998	1.0241	0.571884	0.701932	0.597817	0.875732	0.759141	0.881402	0.661808	0.79346	1.18072	-0.449475	0.684631	-0.686261	-0.0519459	0.193352	2.13237	-3.97947	-2.14554	-2.96643	4.57743	0.0931134	0.0811026	0.043725	0.0620674	0.119737	0.120294	0.229638	0.351158	0.118575	2.75221	-2.26873	-3.50853	2.51943	-0.486134	0.804601	-0.67885	-0.15205	0.534937	2.36409	-3.14953	-2.11666	-3.45578	3.5573	-0.154211	0.728761	-0.67286	0.0107017	1.00223	2.00696	-4.15468	-2.96452	-3.43984	3.8382	-0.497246	0.8553	-0.55885	-0.115808	0.904358	2.45747	-4.39893	-2.44766	-3.26165	4.22939	-0.291431	0.509562	-0.644021	0.254762	0.149392	2.37237	-3.9891	-4.102664e+01	-3.260516e+02	-3.670782e+02
2100	3.2388	2.97753	0.321486	2.14931	1.28241	1.05562	0.184101	1.67263	0.707346	3.28475	3.27459	1.08599	1.02106	0.647399	0.693263	0.661947	0.90843	0.737521	0.343755	0.632198	0.841196	0.483914	-0.160651	0.446375	-0.676901	0.172943	0.0495368	1.55154	-4.47975	-2.70871	-2.63843	4.10427	0.078108	0.063716	0.0501021	0.637703	0.0781064	0.120979	0.0537254	0.294568	0.152031	2.38961	-2.78317	-3.00593	4.36223	0.0520482	0.583157	-0.542078	-0.238491	-0.0294211	1.3658	-4.55105	-1.73807	-1.9964	3.71748	0.0847938	0.819737	-0.888835	0.597189	0.431735	1.3735	-4.43271	-3.60342	-2.73478	4.27027	0.172523	0.502455	-0.606661	-0.924492	0.0770601	1.31355	-4.23778	-1.93744	-2.59027	3.6016	0.0648832	0.149371	-0.945484	-0.705042	0.409145	1.75121	-4.44068	-4.049526e+01	-3.244799e+02	-3.649752e+02
2200	2.56854	3.27573	0.558542	1.93318	0.867802	1.06892	0.0947982	1.91857	0.370845	1.89454	2.99368	0.980438	1.07395	0.660513	0.862388	0.509936	0.67731	0.784444	0.396453	0.500968	0.801288	0.323873	-0.178107	0.397475	-0.275888	-0.0379953	0.902944	2.7977	-3.66951	-1.88815	-1.84143	4.38761	0.124512	0.142707	0.0834624	0.036466	0.174349	0.227245	0.145953	0.0793644	0.251262	2.43061	-2.0668	-2.22663	4.15891	-0.671971	0.741207	-0.3157	0.0240423	0.82505	3.72717	-3.90533	-1.77084	-1.08112	3.10344	-0.444686	0.464851	-0.457394	-0.0801241	0.951907	1.93676	-3.50361	-1.91988	-1.1878	4.0855	-0.75093	0.487445	-0.341716	-0.342562	0.908058	3.02791	-3.72777	-1.98343	-1.10942	3.54173	0.0137272	0.212201	-0.570749	-0.0747117	0.141157	3.24721	-3.06605	-4.156382e+01	-3.186150e+02	-3.601788e+02
2300	2.82376	1.46099	0.358324	1.06707	0.708688	0.950319	0.192726	1.84924	0.74528	1.14223	3.23641	1.04443	1.22704	0.695351	0.935377	0.465481	0.737714	0.767714	0.297016	0.378706	0.931359	0.69598	-0.2614	0.509409	-0.19658	0.0568461	0.287428	1.7093	-3.78244	-1.68818	-1.03796	3.07307	0.543176	0.0981911	0.0565867	0.327026	0.0811804	0.276135	0.0883868	0.156011	0.0632612	1.9023	-2.33198	-1.09456	2.98733	-0.773687	0.700084	0.0919917	-0.167247	0.569895	2.51499	-3.8864	-1.44243	-0.680997	3.02333	0.701708	0.517245	-0.0949137	-0.110713	0.650401	1.59727	-3.80757	-1.61882	-0.779335	3.87353	-0.0978749	0.725098	-0.215191	0.441376	0.539855	1.0098	-3.88424	-1.65753	-1.3044	0.599867	-0.881426	0.640867	-0.580455	-0.269979	0.343772	1.77059	-3.39473	-4.429926e+01	-3.155316e+02	-3.598308e+02
