iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPKidDCVGC(1)	M_lnPBrnDCVGC(1)	M_lnPBodDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPKidDCVCC(1)	M_lnPBrnDCVCC(1)	M_lnPBodDCVCC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPKidDCVGC(1)	V_lnPBrnDCVGC(1)	V_lnPBodDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPKidDCVCC(1)	V_lnPBrnDCVCC(1)	V_lnPBodDCVCC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPKidDCVGC(1.1)	lnPBrnDCVGC(1.1)	lnPBodDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPKidDCVCC(1.1)	lnPBrnDCVCC(1.1)	lnPBodDCVCC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPKidDCVGC(1.2)	lnPBrnDCVGC(1.2)	lnPBodDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPKidDCVCC(1.2)	lnPBrnDCVCC(1.2)	lnPBodDCVCC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPKidDCVGC(1.3)	lnPBrnDCVGC(1.3)	lnPBodDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPKidDCVCC(1.3)	lnPBrnDCVCC(1.3)	lnPBodDCVCC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPKidDCVGC(1.4)	lnPBrnDCVGC(1.4)	lnPBodDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPKidDCVCC(1.4)	lnPBrnDCVCC(1.4)	lnPBodDCVCC(1.4)	LnPrior	LnData	LnPosterior
44800	2.79322	1.37875	0.66246	1.83543	0.626459	1.0646	0.286912	1.65191	0.813626	2.35899	2.23247	0.581316	0.973015	0.77509	0.831593	0.836533	0.765337	0.0115472	0.626131	0.372109	0.814808	0.301542	-3.07041	0.412014	2.27111	0.706066	4.33004	-1.72762	0.807485	1.40092	4.54505	-0.433717	-2.19287	4.06918	0.0555811	0.0781386	0.524847	0.132544	0.0297711	0.0685937	0.283829	0.525176	0.191016	0.140183	0.0642456	3.87966	-0.547679	-2.43856	4.23118	-2.88933	0.256087	1.41116	0.779513	3.92631	-1.88521	0.337139	0.691581	4.47031	-0.0635774	-2.3909	4.35687	-2.65185	0.69292	2.93503	0.818704	4.1614	-1.56675	0.377829	-1.3884	4.51709	-0.323867	-1.83652	4.58645	-3.16876	0.512249	2.15547	0.109504	4.54787	-1.48827	1.14362	-0.334048	3.78301	-0.0520003	-2.12663	2.65917	-2.88884	0.772771	2.5454	0.815146	4.53972	-1.45359	0.316322	0.778017	4.44609	-6.738252e+01	-2.895305e+02	-3.569130e+02
44900	2.39972	2.46957	0.627028	0.935559	1.0409	1.07144	0.212552	2.12076	0.520794	3.02778	2.87067	0.276784	0.994663	0.657601	0.676821	0.392086	0.738049	0.0111565	0.439226	0.510529	0.841886	0.305263	-1.99428	1.31226	1.41246	1.83048	4.56259	-2.07057	-0.596252	-0.138003	4.56615	0.204962	-2.16451	4.00045	0.040627	0.133056	0.126125	0.0476503	0.168076	0.13728	0.0261913	0.587306	0.116122	0.388935	0.067689	2.74336	-0.823834	-2.3685	4.26229	-2.00851	1.12976	1.15173	1.77128	4.15789	-1.55905	-0.819803	0.39633	4.28962	0.401369	-1.91302	3.86832	-2.12158	1.07373	1.29286	1.56508	4.53344	-1.62283	-0.973218	-1.56107	4.43464	-0.395207	-1.79349	3.53383	-2.29332	1.19641	1.30628	2.07202	3.75904	-2.67891	-0.381195	-0.595444	4.38191	-0.394742	-2.00755	3.8081	-2.44658	1.03882	1.98165	1.90012	4.39471	-1.92786	-0.356523	0.417987	4.39334	-5.402969e+01	-2.828064e+02	-3.368361e+02
45000	3.27617	3.04422	0.768795	0.996823	0.679624	1.78694	0.221259	1.88543	0.555084	1.49152	3.23334	0.499499	1.0962	0.767064	0.911671	0.516496	0.797537	0.016802	0.294296	0.488099	0.762933	0.590016	-1.7659	1.2291	2.30951	2.02284	4.37499	-0.634158	-0.320887	-0.484258	3.25235	-0.881585	-2.74261	4.06668	0.113303	0.0568513	0.0881948	0.0563484	0.042349	0.837562	0.0415453	0.585211	0.10105	0.223032	0.455674	5.2877	-0.913947	-2.61171	3.7914	-1.49695	1.25799	2.15366	1.96384	4.35074	-2.06626	-0.0801776	0.295417	3.52955	-0.912486	-2.03417	3.40984	-1.77598	1.40003	1.9868	2.21269	4.38241	-0.894752	-0.421878	-1.67497	3.81097	-1.17374	-4.07507	4.45955	-1.61814	1.38258	2.40434	2.06137	4.30721	-2.55574	-0.37963	-0.674992	3.42881	-0.353578	-2.97021	3.00195	-2.32108	1.06273	2.31695	2.19708	3.93497	-0.602761	-0.552828	0.653415	3.23037	-6.258465e+01	-2.779207e+02	-3.405054e+02
45100	3.12968	0.951612	0.240621	0.761032	1.46621	1.49602	0.35655	1.92389	0.734965	1.77301	2.85217	0.400315	1.00082	0.789801	0.602146	0.532492	0.927123	0.0103897	0.205107	0.529793	0.792351	0.524504	-3.08093	1.23373	1.81355	1.4764	4.5741	-1.25052	0.0963841	-0.42211	2.34765	-1.09186	-1.39625	3.85829	0.0733154	0.0714047	0.0423437	0.296175	0.0507459	0.0895667	0.178022	0.235875	0.121595	0.241785	0.201705	3.60183	-0.977797	-2.06737	4.27724	-2.86794	1.31793	1.71579	1.52819	4.54449	-1.15013	0.43411	0.290112	2.04749	-0.464946	-1.80733	3.89514	-3.3013	0.928614	1.83854	1.84211	4.48564	-1.03906	0.448408	-1.71714	2.50019	-1.33065	-1.61615	2.68871	-2.93832	1.20718	1.96384	1.4527	4.25323	-1.44954	-0.52916	-0.674397	2.5066	-0.841684	-1.41493	0.0818788	-2.464	1.21446	1.43667	0.966564	4.59311	-1.52233	0.192806	0.468401	2.17572	-5.126022e+01	-2.785254e+02	-3.297856e+02
45200	3.20223	2.27327	1.1247	1.58504	0.79497	0.84816	0.531775	1.34761	1.00958	3.2499	2.55744	0.181651	1.1016	0.597545	0.710807	0.627147	0.913667	0.010507	0.364892	0.373194	0.889153	0.249427	-2.40719	1.08167	1.77526	0.871777	4.16679	-0.765728	1.20215	0.37031	1.55613	-1.45393	-1.1925	4.3354	0.144184	0.0525759	0.0615328	0.1043	0.0555556	0.0580998	0.178642	0.5329	0.316913	0.341146	0.114505	1.54644	-1.74846	-1.3051	3.34727	-2.35695	1.01914	1.5013	0.514866	4.19869	-0.662036	0.965811	0.31088	1.80395	-0.293127	-1.9205	4.18935	-2.71809	0.986348	1.65584	1.01967	4.40566	-0.962891	0.447484	-1.84231	1.77457	-1.2568	-1.34684	4.29671	-2.8719	1.09846	2.02342	1.31461	4.17648	-0.581871	0.979804	-0.606088	1.25392	-1.35296	-1.0171	3.18679	-1.6863	0.722701	1.55445	1.09916	4.54039	-0.65725	1.42978	0.818555	1.73657	-5.791900e+01	-2.814914e+02	-3.394104e+02
45300	2.62686	2.67075	0.302282	1.30078	0.454517	1.1222	0.63358	1.59144	0.970631	3.09256	3.15616	0.473037	1.05205	0.916587	0.648275	0.488463	0.817002	0.013762	0.179596	0.466251	0.811254	0.266577	-2.19552	0.775189	2.0506	1.681	4.47154	-0.256553	-0.138896	-0.31983	1.07873	-1.37474	-1.80484	3.84195	0.0966135	0.0678624	0.0745244	0.0983792	0.232201	0.0486715	0.0465922	0.567572	0.075022	0.276927	0.109231	 1.38	-1.52712	-2.12653	4.26378	-1.72985	0.78274	2.41121	1.39241	4.45294	-0.289015	-0.00219828	0.4846	1.17806	-1.10639	-1.04752	3.44705	-2.03035	1.0691	2.1961	1.51249	4.42144	-0.0189691	0.048684	-1.76794	1.12151	-1.90483	-1.36496	3.79715	-2.31999	1.14616	2.0595	1.72269	3.98084	-0.585225	-0.195626	-0.586668	1.65076	-1.4559	-1.76435	2.3576	-1.63206	0.526588	1.95144	1.32912	4.41411	-0.562422	-0.296949	0.885982	1.0019	-4.892839e+01	-2.775002e+02	-3.264286e+02
45400	2.23762	1.85784	1.23177	0.705149	0.491386	2.37836	0.250729	1.66063	1.02361	2.20385	2.84608	0.444347	1.0123	0.744758	0.801814	0.405376	0.951115	0.0139114	0.33058	0.526315	0.820356	0.534847	-0.896006	0.710649	1.34308	1.29011	4.20864	-0.632106	-1.3925	-0.347216	-1.18145	-1.23501	-1.40618	2.40064	0.200882	0.0727786	0.0641217	0.120964	0.118588	0.0771952	0.201843	0.816364	0.220704	0.083744	0.114171	0.578362	-1.15328	-1.23517	3.29911	-0.843887	0.854497	1.48019	1.35515	4.56789	-0.860338	-1.2409	0.371876	-1.73119	-1.30177	-1.43443	2.93281	-0.680504	0.847048	1.88046	0.840283	4.40859	-0.460593	-1.06489	-1.72378	-2.14288	-1.6252	-1.3979	3.99833	-0.313756	1.1127	1.3542	0.605171	4.26635	-0.407939	-1.37879	-0.504487	-1.1715	-1.35562	-1.47944	1.91405	-1.25523	0.523842	1.62005	0.23089	4.26444	-0.289298	-1.07403	0.930382	-0.960292	-6.428938e+01	-2.806997e+02	-3.449891e+02
45500	3.21413	2.22888	0.279136	1.77374	0.493892	0.683104	0.21497	1.77397	0.895614	2.29691	3.18236	0.3403	1.1282	0.689189	0.706001	0.753378	0.895875	0.0100364	0.35672	0.414082	0.850974	0.372709	-0.660928	0.625847	1.63844	1.32855	4.49957	-0.759228	-0.216855	-0.0385334	-0.57379	-0.748985	-1.15419	4.09772	0.100401	0.0935711	0.0483681	0.0365837	0.123647	0.0486955	0.0444646	0.550211	0.0527475	0.129385	0.0881277	1.4726	-1.46339	-1.12815	3.37704	-0.359575	0.664963	1.80542	1.35709	4.28672	-0.549724	0.243695	0.429927	-0.403023	-0.67099	-1.32214	3.38325	-0.842612	0.867415	1.86799	1.4907	4.49335	-0.819686	-0.406891	-1.79296	-0.562404	-0.991353	-0.867496	3.85629	-0.709032	0.440315	1.70605	1.11038	4.19971	-0.642238	-0.171184	-0.370243	-0.308235	-0.830294	-1.09509	3.08468	-1.16235	0.797094	1.65807	1.65076	4.5865	-0.511166	0.0445795	0.704724	-0.431087	-3.616908e+01	-2.722196e+02	-3.083887e+02
45600	3.20193	2.70127	1.23482	1.49214	0.490959	1.04695	0.268081	2.14421	0.574563	1.8932	3.0792	0.37596	1.13023	0.688669	0.784246	0.419395	0.861955	0.0131837	0.242417	0.3683	0.827195	0.629127	-1.1556	1.19032	1.88691	1.55376	4.45878	-0.886912	-0.7928	-0.488056	0.184421	-0.861192	-0.462032	2.53369	0.0590236	0.198967	0.125032	0.106105	0.110584	0.17171	0.216067	0.766063	0.117686	0.292698	2.71729	2.04457	-0.975582	-0.920027	2.59853	-2.15572	1.35291	1.54208	2.2302	4.556	-1.65987	0.0327217	0.187518	0.154195	-0.382218	-2.42283	4.1658	-1.0988	1.0203	1.89076	1.53979	4.46451	-1.07221	-0.462387	-1.68377	0.276095	-1.30536	0.847748	1.9471	-0.685644	1.03947	2.23883	1.36915	4.3534	-0.455179	-0.931073	-0.545346	0.431466	-1.14683	-1.12214	2.93772	-1.7309	0.683941	1.8075	1.35829	4.51981	-0.919776	-0.624828	0.606062	0.0500267	-8.278249e+01	-2.719073e+02	-3.546898e+02
45700	3.27407	1.36712	0.793941	0.840308	1.21465	1.32651	0.186243	1.8554	1.18104	3.04903	2.83656	0.254088	1.05141	0.733056	0.842262	0.516265	0.865472	0.010981	0.384592	0.290618	0.774052	0.570733	-1.36245	0.760192	1.76252	1.95901	4.50513	-1.0345	-0.753369	-0.899118	-0.181252	-0.871713	-1.04274	1.75897	0.246173	0.0337775	0.129845	0.19553	0.0385915	0.0604131	0.0422013	0.704546	0.062928	0.271377	0.158309	3.26156	-1.24178	-0.543132	2.1572	-1.32298	0.835799	1.99173	1.65858	4.60115	-1.05799	-0.736088	0.42454	-0.0013702	-0.552666	-1.08627	2.88756	-0.484647	1.06919	2.32555	1.91821	4.32906	-0.901245	-0.676722	-1.8094	-0.10786	-0.926443	-1.33391	3.93847	-0.644655	0.617246	2.21697	1.5235	4.55983	-1.22168	-0.491388	-0.44567	-0.293785	-0.697424	-0.682121	0.197667	-2.36755	0.817624	1.80004	1.35269	4.43931	-1.20611	-0.684613	0.674374	-0.0506943	-5.459550e+01	-2.678816e+02	-3.224771e+02
45800	3.26202	2.40313	0.510082	0.757303	0.360171	0.893511	0.286382	2.12106	0.491045	2.26973	2.86814	0.4497	1.1714	0.813222	0.711516	0.461867	0.803716	0.0130385	0.230362	0.433323	0.967019	0.403285	-1.21918	0.689977	2.26956	1.8897	4.44126	-0.751194	0.364821	-0.0745883	-1.83423	-0.761027	0.125015	2.05481	0.42303	0.159612	0.0503973	0.0590914	0.147205	0.0785561	0.151419	0.49658	0.482166	0.100178	1.02945	1.37576	-1.04563	-1.11226	3.27258	-1.31491	0.825025	2.60213	1.93854	4.5911	-0.953808	0.355011	0.451957	-0.785173	-1.04706	-0.424086	2.46084	-0.238593	0.886888	2.3429	1.60536	4.41963	-0.408994	-0.00845678	-1.76865	-1.80564	-0.563164	-0.775412	3.31647	-1.0857	0.403779	2.32971	1.82271	4.33429	-1.23743	0.625344	-0.331661	-1.72287	-0.197865	-0.9544	1.32797	-2.2186	0.882865	2.31187	1.39376	4.58702	-1.08771	0.832322	0.535737	-2.08659	-7.026612e+01	-2.713620e+02	-3.416281e+02
45900	2.71789	1.37359	0.396437	2.91051	0.568725	1.57962	0.179859	2.37293	1.06349	3.01663	3.00782	0.356306	1.04367	0.74461	0.691786	0.662406	0.762159	0.0115917	0.278085	0.461689	1.15693	0.488186	-1.28734	1.40524	1.78663	1.11623	4.14741	-0.389078	-0.255745	-0.463169	-1.17975	-2.12615	-0.668136	3.16364	0.0707366	0.180478	0.0494405	0.0759758	0.175959	0.0813275	0.0659573	0.417438	0.0585208	0.930431	0.196696	1.26563	-1.40019	-1.41267	3.70834	-1.04042	1.55469	1.38374	1.27722	3.92043	-0.679239	-0.622561	0.285045	-1.24354	-0.801416	-0.547493	3.07296	-1.25239	1.06101	1.8068	0.945049	4.30907	-0.323408	-0.100213	-1.92819	-1.72606	-2.34854	-1.16064	2.4595	-1.19667	0.928844	1.9353	1.09119	4.47934	-0.365563	-0.447792	-0.617046	-1.02102	-0.847197	-0.743843	1.46022	-1.69975	0.992874	1.74472	1.19272	4.51076	-0.561794	-0.112095	0.731936	-0.766762	-5.934948e+01	-2.760172e+02	-3.353667e+02
46000	3.232	1.94353	0.464621	0.664967	0.379498	1.84091	0.336254	1.55762	0.287884	2.61933	3.23186	0.514684	1.05751	0.832122	0.57412	0.626129	0.714909	0.0124726	0.380692	0.402256	0.663626	0.484785	-1.19408	1.08695	2.38319	1.37269	4.08361	-0.639537	0.0343865	-0.817021	-0.662318	-0.67068	-0.64823	2.97635	0.0432844	0.0520025	0.137084	0.0455625	0.083104	0.217378	0.054292	0.569373	0.126181	0.581048	0.0394954	3.15559	-1.37652	-0.854467	2.82363	-1.3247	1.24751	1.79934	1.81364	4.43874	-0.666946	-0.015471	0.256242	-0.607993	0.163951	-0.73717	2.73496	-1.35781	1.4732	2.24808	1.42921	3.94068	-1.47705	-0.0835104	-1.77678	-0.326035	-2.27672	-0.705455	2.61107	-1.65554	0.830049	2.04693	1.28281	4.31752	-0.599426	-0.362078	-0.589145	-0.684824	-0.900157	-0.614447	0.726548	-1.24308	1.17475	2.69405	1.06749	4.20067	-0.491613	-0.178294	0.455546	-0.499061	-5.740698e+01	-2.800384e+02	-3.374454e+02
46100	2.85011	1.45238	0.970741	1.5855	0.835285	0.898354	0.229535	2.54616	0.665013	2.62234	3.16037	0.509197	0.982325	0.72443	0.665498	0.375	0.814692	0.0106242	0.461937	0.393508	0.654034	0.986432	-0.678629	1.12323	1.84243	1.18215	3.84366	-0.577748	-0.698448	-0.275726	-0.453179	-1.53933	-0.464973	0.363274	0.0587962	0.0575123	0.0549068	0.0727234	0.159392	0.095213	0.123918	0.528835	0.0953512	0.181669	0.117605	0.715651	-1.90299	-0.309538	1.28309	-0.915514	1.22942	1.54977	1.31855	4.37933	-0.341027	-0.498891	0.339286	-0.59022	-1.72089	-0.196546	0.776952	-0.5271	0.902702	1.98746	1.00284	4.40067	-0.514632	-0.783648	-1.76848	-0.364584	-2.13675	-0.559372	1.70081	-0.557564	1.1219	2.01547	0.95718	4.18225	-0.690885	-0.637962	-0.689089	0.0424774	-1.04011	-0.633797	1.20824	-1.10296	1.11093	1.77665	1.10563	4.32924	-0.687127	-0.600897	0.559772	-0.728996	-4.702866e+01	-2.827416e+02	-3.297702e+02
46200	3.26186	1.38096	0.222314	0.660549	0.748505	1.36992	0.279793	1.33419	0.687891	1.66312	2.70091	0.473993	1.00917	0.721756	0.71267	0.564384	0.925059	0.0101879	0.299374	0.351321	0.628945	0.918268	-1.22294	0.761518	2.29677	1.31498	4.58431	-0.734469	-0.333626	-0.223201	-1.24106	-1.24441	0.977946	-1.45492	0.15694	0.111278	0.0293644	0.0901322	0.0829176	0.0362652	0.046241	0.662244	0.138202	0.290706	0.125412	7.05587	-1.08227	0.855884	1.20449	-1.02697	1.11306	2.02362	1.90144	4.50042	-0.735318	-0.482625	0.392469	-1.17663	-0.769532	1.29547	0.389972	-0.83317	0.762826	2.35463	1.10082	4.29519	-0.78082	-0.182972	-1.64798	-0.977401	-1.5563	0.534074	2.1032	-1.25037	1.37001	2.17917	1.64448	4.42074	-0.963054	-0.206019	-0.493664	-1.58872	-0.724699	0.776573	0.287637	-1.7215	0.856106	2.24852	1.26986	4.22807	-0.777647	-0.279911	0.637892	-0.827765	-5.021895e+01	-2.781250e+02	-3.283439e+02
46300	3.19179	2.40532	0.726598	0.616821	0.475206	1.03411	0.356513	1.51161	0.299395	2.15268	2.78547	0.325117	1.17746	0.747362	0.906276	0.651512	0.803074	0.0126198	0.318559	0.323483	0.973204	0.401838	0.073859	1.37866	2.01711	1.17078	4.4758	-0.980839	-1.62641	-0.581447	0.78796	-1.05541	-0.151281	1.99849	1.07283	0.0545686	0.138969	0.0584382	0.185391	0.08423	0.738997	0.631674	0.0381971	0.090706	0.242788	2.01908	-0.737567	0.452529	1.89215	-1.83556	1.08523	1.89582	1.38192	4.09747	-0.940249	-1.92764	0.323725	1.12357	-0.97957	-0.0657353	1.99415	-0.20943	1.46891	2.46213	1.29224	4.46904	-0.751658	-0.569453	-1.8021	0.866437	-0.919372	0.729934	1.82502	-0.2824	0.889972	1.60208	1.02421	4.37451	-1.25092	-1.21951	-0.552421	0.761233	-1.05968	0.483605	1.57013	-2.59865	1.20317	1.86974	1.07743	4.39197	-0.532744	0.12314	0.54883	0.581581	-7.180265e+01	-2.785428e+02	-3.503454e+02
46400	2.74003	2.22572	0.628737	0.523018	0.391845	1.48251	0.16215	3.27193	1.26677	2.43787	3.27992	0.358667	0.88417	0.838088	0.542505	0.429001	0.833482	0.0346691	0.177684	0.341338	0.864092	0.416265	-0.327605	0.887228	1.06998	1.97347	4.26837	-0.499118	-1.10874	-0.00868848	1.87442	-1.30769	0.508127	2.72278	0.305971	0.12502	0.113858	0.343623	0.0830717	0.0883359	0.15369	0.76022	0.673565	0.107467	0.211972	6.5102	-1.54881	0.920587	1.24902	-0.804828	0.844101	1.36898	1.78678	4.50884	-0.644136	-0.824368	0.324344	2.04724	-1.03022	0.336301	2.0337	-0.690199	0.547104	1.59171	0.980456	4.55906	0.0276226	-0.538264	-1.47987	3.33275	-1.48793	0.437327	1.86319	-0.397508	0.803572	1.71731	2.04267	4.55145	-0.841811	-0.95228	-0.441542	1.54158	-1.27516	0.796905	-1.71076	-1.34276	1.05369	0.742527	1.38647	4.20538	-0.559319	-0.58608	0.793024	3.15789	-7.833001e+01	-2.828113e+02	-3.611413e+02
46500	3.23202	2.0633	1.20125	0.996631	0.655358	1.14813	1.52886	1.34773	0.47526	2.75176	2.93105	0.500197	1.034	0.776952	0.986796	0.648426	0.832566	0.0124123	0.261297	0.348577	0.879804	0.369843	-1.92607	1.1076	1.44039	0.172368	3.32976	-0.567107	-0.22096	-0.430148	4.16146	-1.25542	0.827693	1.97808	0.183728	0.101664	0.0404009	0.0954787	0.310971	0.179331	0.135902	0.21691	0.203511	0.116871	0.167978	1.02027	-1.46157	1.41555	0.863538	-2.25947	0.978096	1.52284	0.340202	3.16712	-0.616081	0.101781	0.468157	4.25553	-1.02167	0.912259	1.40941	-2.02748	0.744148	1.34462	-0.107247	3.37848	-0.129268	-0.618248	-1.85299	3.77768	-1.24341	0.364399	2.12383	-2.05213	1.28051	1.16604	0.108135	3.30986	-0.921963	-0.643356	-0.444846	4.46637	-1.18913	1.05741	0.880456	-2.27576	1.29513	1.54093	0.466509	4.26372	-0.85595	-0.103879	0.483376	4.5511	-5.933799e+01	-2.879850e+02	-3.473230e+02
46600	3.06127	2.91028	1.79566	0.527973	0.735025	0.475457	0.154867	3.06732	0.548924	2.42871	3.24445	0.301224	1.08339	0.713643	0.838573	0.479434	0.817588	0.011642	0.232309	0.284057	0.765793	0.366885	-2.11154	1.089	1.84368	2.16876	4.55996	-1.32663	0.770551	0.285756	3.73371	-0.970655	0.379204	1.20727	0.405607	0.139624	0.117479	0.102062	0.0533781	0.0836101	0.0603174	0.803865	0.14794	0.187086	0.203372	1.80482	-1.26521	0.576254	1.55806	-2.68123	1.35597	2.05401	2.42506	4.34548	-1.01491	0.497047	0.244698	3.69895	-0.539237	-0.146621	1.43917	-0.499345	1.04907	2.33603	2.42259	4.53841	-1.30065	0.740585	-1.60206	4.50346	-1.35837	-0.166077	2.48654	-1.28251	0.98681	2.01274	2.21319	4.46293	-1.20017	0.570131	-0.488302	2.80323	-0.526497	0.485573	-0.210885	-3.34893	0.831067	1.6843	2.84599	3.90084	-0.994129	0.911791	0.721832	3.47481	-6.712583e+01	-2.757978e+02	-3.429236e+02
46700	3.12497	2.97916	0.697537	0.9707	0.467973	1.10422	0.194172	2.42823	0.684397	2.65654	2.87079	0.246607	1.14134	0.850538	1.09552	0.679863	0.82058	0.0112587	0.27915	0.398383	0.742277	0.411412	-1.22865	1.20624	1.80811	1.56663	4.16719	-0.729972	-0.242047	0.0123072	3.7185	-1.06295	0.0310632	-0.17087	0.165951	0.0305727	0.178678	0.129058	0.10368	0.0659177	0.423192	1.06714	0.0661319	0.192524	0.197023	5.73897	-1.27178	-0.480669	2.32661	-1.33568	1.31309	1.44524	1.61099	4.1602	-0.986321	0.317974	0.423498	3.5657	-0.583063	-0.542947	3.0035	-1.17158	1.37084	2.48161	2.06518	3.83816	-0.602168	-0.916119	-2.20321	3.87076	-1.49164	0.626372	1.63323	-1.73367	1.18864	1.78537	1.69639	4.43245	-0.609337	-1.02206	-0.499111	4.08917	-1.10141	0.392234	-2.53505	-1.76438	0.914197	1.05187	1.44956	4.12933	-0.455434	-0.982473	0.57833	3.92775	-6.994642e+01	-2.848720e+02	-3.548184e+02
46800	2.48241	2.33145	0.292972	2.46598	0.50642	0.674628	0.0996531	2.43437	0.83222	2.98834	2.52356	0.413908	1.05828	0.678986	0.494706	0.472123	0.701229	0.0186982	0.495995	0.497229	0.856581	0.433826	-1.22025	1.12942	1.53893	1.25057	4.26123	-0.678441	-0.27391	-0.318044	3.76011	-1.36152	-0.275248	1.73732	0.0810935	0.118284	0.0456581	0.0556156	0.0477145	0.090487	0.0559001	0.37542	0.0528137	0.131304	0.0706882	2.86373	-1.72385	-0.459931	2.09157	-1.42227	1.06552	1.92196	1.6466	4.25908	-0.910436	0.0368367	0.198392	3.79138	-1.29755	-0.770848	2.6662	-0.791447	1.20479	1.38159	1.12611	4.28907	-0.175802	-0.471163	-1.71181	3.72948	-1.42841	-0.401185	3.34029	-0.681036	1.19909	1.54461	1.30848	4.14453	-0.3815	-0.361266	-0.547334	3.7103	-1.21426	-0.25322	-0.960649	-1.65334	0.782463	1.87301	0.849518	4.13399	-0.656106	-0.13987	0.69669	3.87117	-4.321140e+01	-2.836846e+02	-3.268960e+02
46900	2.38976	1.76772	1.20072	1.39708	0.800085	2.67577	0.257622	1.4192	0.848768	1.39943	3.28715	0.409261	1.05346	0.765624	0.743682	0.436159	0.617093	0.019098	0.341202	0.290081	0.847883	0.608388	-0.657354	1.29339	2.04151	1.70795	4.42773	0.000336275	-0.262889	-0.0774632	4.42975	-1.97274	-0.303589	2.91811	0.456841	0.0756494	0.124924	0.163173	0.119935	0.176156	0.0624344	0.206149	0.0621202	0.157645	0.148859	2.47646	-1.93372	-0.607128	2.71456	-0.245003	1.10616	2.08863	1.57205	4.01158	-0.382752	0.343909	0.403747	4.47206	-1.19863	-0.490929	2.67637	-0.776155	1.22393	1.79156	1.54745	4.56157	-0.0555158	-0.37496	-1.55776	4.46361	-2.18148	-0.108145	3.18155	-0.695573	1.09601	2.20965	2.13638	4.08782	0.0545435	-0.220765	-0.503795	4.16063	-1.61959	-0.339761	-0.367113	-1.24251	1.13289	2.48307	1.93607	4.60433	-0.102856	-0.199086	0.514829	3.92689	-5.727631e+01	-2.781321e+02	-3.354084e+02
47000	3.29331	3.17878	0.612538	0.707656	0.69127	1.27258	0.254627	2.52725	0.810164	1.586	3.29542	0.30681	1.04647	0.880221	0.694914	0.316811	0.770794	0.0164513	0.344577	0.381644	0.707104	0.451539	-1.15677	0.823788	1.41735	1.33074	4.5914	-0.529193	0.31011	0.687687	3.92981	-1.67448	-1.09164	4.17298	0.075621	0.132908	0.12774	0.070419	0.0554123	0.112201	0.0487782	0.757945	0.080304	0.185663	0.18269	7.85767	-1.95093	-1.20964	2.94372	-0.848648	1.04048	1.70691	1.19934	4.39643	-0.64798	0.235561	0.297841	3.5607	-1.30873	-1.03206	2.16869	-1.05989	0.730718	1.55017	1.73624	4.52328	-0.338763	0.342452	-1.66517	4.164	-2.50391	-0.340301	-2.4329	-1.3643	0.812185	1.25986	1.276	4.49619	-0.999394	0.374384	-0.516926	4.11253	-1.15239	-0.97136	2.01393	-1.26469	0.406385	1.61639	1.27094	4.45534	-0.3043	0.69621	0.945097	4.12471	-5.339278e+01	-2.777979e+02	-3.311907e+02
