iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPKidDCVGC(1)	M_lnPBrnDCVGC(1)	M_lnPBodDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPKidDCVCC(1)	M_lnPBrnDCVCC(1)	M_lnPBodDCVCC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPKidDCVGC(1)	V_lnPBrnDCVGC(1)	V_lnPBodDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPKidDCVCC(1)	V_lnPBrnDCVCC(1)	V_lnPBodDCVCC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPKidDCVGC(1.1)	lnPBrnDCVGC(1.1)	lnPBodDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPKidDCVCC(1.1)	lnPBrnDCVCC(1.1)	lnPBodDCVCC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPKidDCVGC(1.2)	lnPBrnDCVGC(1.2)	lnPBodDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPKidDCVCC(1.2)	lnPBrnDCVCC(1.2)	lnPBodDCVCC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPKidDCVGC(1.3)	lnPBrnDCVGC(1.3)	lnPBodDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPKidDCVCC(1.3)	lnPBrnDCVCC(1.3)	lnPBodDCVCC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPKidDCVGC(1.4)	lnPBrnDCVGC(1.4)	lnPBodDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPKidDCVCC(1.4)	lnPBrnDCVCC(1.4)	lnPBodDCVCC(1.4)	LnPrior	LnData	LnPosterior
21600	2.38634	0.866162	0.89161	1.97836	0.66003	1.29043	0.28867	2.19973	0.668024	1.56413	3.2211	0.366301	1.10874	0.711603	0.555573	0.509745	0.945377	0.011631	0.305842	0.220454	0.952493	0.441213	-2.09017	1.09723	2.59583	1.74592	4.5773	-2.62792	-0.783325	-0.67167	-3.7844	0.400032	-0.197579	3.13968	0.0999592	0.103539	0.115299	0.171303	0.0306164	0.19608	0.103128	0.17195	0.140386	0.189008	0.237242	6.2597	0.639794	0.325043	2.08062	-1.54663	1.12577	2.74112	2.03228	4.56244	-2.70665	-0.500029	0.219383	-4.04987	0.874559	-0.364626	2.60056	-1.72997	1.04433	2.10786	1.427	4.44097	-2.26367	-0.952411	-1.63183	-3.65498	0.204276	0.413698	1.9139	-1.99751	1.03739	2.67521	1.9076	4.36508	-2.74184	-0.750545	-0.576167	-3.70411	0.670122	-0.863785	2.34698	-1.94851	0.683499	2.29344	0.938304	4.5964	-2.31926	-0.897161	0.714707	-3.69988	-5.711739e+01	-2.769826e+02	-3.341000e+02
21700	3.22986	1.1891	0.424858	1.42578	0.491161	2.53545	0.303949	2.1341	0.646777	1.9983	2.95914	0.279989	1.12332	0.672255	0.606335	0.488305	0.838927	0.0135407	0.329511	0.478421	0.789433	0.591805	-1.80347	1.01309	1.99036	1.6385	4.379	-2.91732	-0.0345033	0.122074	-2.5929	0.927946	-0.209825	1.2673	0.0669819	0.0328092	0.0854358	0.101537	0.103193	0.0790498	0.0854937	0.43881	0.218708	0.064563	0.386583	1.50378	1.04144	-1.51198	3.61251	-1.86387	0.951378	1.98038	1.76584	4.20282	-2.88247	-0.0200166	0.360505	-3.1379	0.922752	-1.16419	2.24619	-1.34692	1.03206	1.95422	1.3431	4.28795	-3.0775	-0.106472	-1.69125	-2.42881	0.681977	-1.05034	3.06123	-2.03574	0.981565	1.97148	1.72193	4.46918	-3.10853	-0.206762	-0.55259	-2.61406	1.12458	-0.666709	2.96644	-2.30827	1.06322	2.06095	1.46945	4.1606	-2.83848	0.216966	0.456534	-2.24028	-5.035773e+01	-2.765353e+02	-3.268930e+02
21800	3.11328	1.89734	0.893438	1.92209	0.867251	1.38757	0.186726	1.63708	0.723471	1.88115	3.2334	0.36501	1.08718	0.706111	0.778865	0.48466	0.808505	0.0204224	0.214537	0.472612	1.00115	0.521685	-1.14217	1.38847	2.21425	0.93917	4.49207	-3.92401	0.251909	-0.407807	-4.58437	2.50931	-1.73392	3.92651	0.0238797	0.119598	0.0905142	0.0757402	0.0598147	0.0927738	0.096455	0.481008	0.0484265	0.177575	0.250362	3.83951	1.50914	-1.96833	4.0385	-1.10344	0.904272	1.89134	0.948362	4.31122	-3.75557	0.117825	0.30764	-4.1833	2.37474	-1.39624	3.69728	-1.20294	0.876694	2.19712	0.601443	4.60496	-3.57624	-0.10912	-1.72032	-4.59249	2.53847	-1.6041	4.26664	-0.855604	1.34785	2.59073	0.480563	4.4996	-3.71355	0.233694	-0.599909	-4.47302	2.3704	-1.51409	1.84692	-1.09239	1.21397	2.40851	1.26012	4.36259	-4.01757	0.238051	0.497766	-4.07781	-4.822120e+01	-2.772020e+02	-3.254232e+02
21900	2.95284	1.00747	0.604447	1.27258	0.409591	1.14808	0.23016	1.25101	0.55779	1.49165	3.22312	0.233035	1.03506	0.914104	0.748388	0.565517	0.955225	0.0169555	0.372692	0.278994	0.676202	0.186907	-1.39383	1.15702	1.64555	1.64175	4.40259	-4.0943	-0.774617	-0.271215	-2.94615	1.85497	-1.36954	4.15718	0.113784	0.115784	0.073406	0.117643	0.0453712	0.237863	0.293067	1.07852	0.118208	0.471809	0.138118	2.33501	1.09188	-1.53009	3.74417	-1.3676	1.2914	1.75385	1.03905	  4.2	-3.38478	-0.193474	0.203527	-2.87134	2.8252	-1.76319	3.85094	-0.689552	0.945007	2.00968	1.31187	4.50455	-4.19514	-1.63416	-2.00677	-2.9572	2.24128	-1.72068	4.59919	-1.0228	1.11127	1.91216	1.38169	4.19462	-4.03299	-0.508529	-0.630646	-3.04717	2.58878	-0.905996	2.66081	-2.04988	0.650821	1.7244	2.20124	4.41428	-4.00453	-0.569841	0.699481	-2.80887	-6.244493e+01	-2.772997e+02	-3.397447e+02
22000	2.91918	2.5436	0.366656	1.90215	0.489723	1.13639	0.15353	2.71942	1.17023	1.90452	2.9441	0.550993	1.08347	0.913872	0.62596	0.508906	0.837331	0.012918	0.235765	0.39326	0.987461	0.253551	-1.87264	0.828055	1.03215	1.24306	4.46884	-4.41456	0.275599	0.0109246	-1.45292	2.60544	-2.15472	3.03177	0.432422	0.0678104	0.0620076	0.038178	0.0853059	0.0550252	0.167022	0.964549	0.0416849	0.292212	0.142201	0.816904	2.4694	-1.91002	4.31798	-1.38822	1.08033	0.83102	1.02135	4.23645	-4.30024	0.267585	0.31581	-1.59791	3.05107	-1.75311	4.08182	-1.19964	0.503768	0.886017	0.861499	4.48593	-4.04676	0.369238	-1.6684	-1.12363	2.89733	-1.68298	4.57921	-1.42526	0.51769	1.0715	1.2058	4.41778	-4.27801	-0.0265533	-0.455042	-1.80879	2.67672	-2.62432	3.37058	-1.70164	1.20749	1.22092	1.16813	4.48344	-4.2411	0.924602	0.531904	-1.72892	-5.569062e+01	-2.751205e+02	-3.308112e+02
22100	2.66394	3.08959	0.395246	0.67619	0.697365	2.83468	0.700656	2.89699	0.919546	1.13457	2.80541	0.429768	0.982761	0.738504	0.796517	0.435954	0.821861	0.0135697	0.431103	0.497296	0.814714	0.344588	-1.70458	0.963299	1.52415	1.47509	4.41482	-4.55255	-0.574279	0.356866	-2.69052	2.08786	-1.78287	3.45214	0.296399	0.0870052	0.130745	0.06798	0.0891896	0.04333	0.0679172	1.35925	0.378363	0.23865	0.15708	0.665127	2.10215	-2.0606	3.79703	-2.15785	1.04589	1.44136	1.38783	4.13034	-4.54032	-0.577777	0.294043	-2.14477	2.50346	-1.93537	3.69625	-1.32189	0.570458	1.61719	1.51737	4.50629	-4.30261	-0.856679	-1.54965	-3.56747	1.98756	-2.00693	3.77237	-1.32853	0.955808	1.06651	1.6915	4.32178	-4.43264	-0.259621	-0.492299	-2.18529	2.23635	-1.66054	3.19628	-1.4707	1.01934	1.87312	0.974449	4.55446	-4.47826	-0.406738	0.558591	-2.94582	-5.423860e+01	-2.826939e+02	-3.369325e+02
22200	3.06193	1.13888	0.246052	0.99815	0.9683	1.59769	0.168162	2.62921	0.926678	2.17923	2.56541	0.253124	0.985069	0.749841	0.67569	0.594819	0.701175	0.0114583	0.245411	0.375921	0.62109	0.368923	-2.20978	1.19272	2.32994	2.01234	4.40015	-4.59198	-0.67523	-0.820106	-2.86397	2.66611	-1.43939	4.12074	0.193528	0.124835	0.0466548	0.0624107	0.23121	0.0763798	0.157426	0.883232	0.0378907	0.123346	0.122632	1.85082	2.39472	-1.3906	3.20314	-2.62293	1.03567	2.01534	2.00678	4.5839	-4.45224	-1.14737	0.297792	-2.42286	2.68643	-1.45693	3.29985	-1.56877	1.11093	2.44414	1.67197	4.42126	-4.47194	-0.469179	-1.91143	-2.9293	2.54873	-1.50202	4.46408	-2.47373	1.03448	2.60182	1.77093	4.44598	-4.40248	-0.216065	-0.645983	-3.01286	3.01291	-1.56082	3.89746	-2.2076	0.612998	1.87882	1.90142	4.3176	-4.2199	-0.84544	0.695862	-2.75645	-4.566910e+01	-2.791021e+02	-3.247712e+02
22300	3.21114	2.77931	0.397295	1.95343	0.551229	2.84312	0.4373	1.54598	0.634414	1.06284	3.12277	0.35205	1.03811	0.790946	0.703854	0.497088	0.585064	0.0101599	0.286299	0.368782	0.712902	0.20045	-1.962	1.45062	1.42719	1.34145	4.16121	-4.08216	-0.21201	0.225401	-3.01748	2.00008	-0.958395	2.98097	0.106758	0.0308207	0.0527402	0.825499	0.0227973	0.105159	0.117955	0.740075	0.0260257	0.102629	0.263571	1.00336	1.84623	-0.193406	2.22344	-2.40505	1.2284	1.67761	1.8427	4.0782	-4.17167	-0.10344	0.341156	-3.21517	2.05739	-0.664228	2.44847	-1.87804	1.23515	1.38527	2.31082	3.97631	-3.76135	-0.177638	-1.95497	-2.82376	1.90794	-1.25823	3.86695	-1.83897	1.37482	1.49561	1.41288	4.11262	-4.35079	-0.382941	-0.606272	-2.856	2.11469	-1.5217	3.41283	-2.06346	1.42911	1.31712	1.64517	4.31705	-3.89942	-1.09033	0.438058	-3.00549	-5.499171e+01	-2.820214e+02	-3.370132e+02
22400	3.03048	1.30045	0.494935	2.00797	0.773581	0.984338	0.291398	1.78659	0.652227	2.50635	3.24449	0.346579	1.07403	0.671088	0.814995	0.467842	0.745838	0.0107473	0.206933	0.299162	1.16985	0.216575	-1.66385	1.0322	2.43887	2.87209	4.52387	-4.30246	0.143906	-0.643301	-4.04065	2.38368	-0.77196	1.57209	0.218051	0.0768527	0.123212	0.0487953	0.0454366	0.158949	0.0335788	0.915258	0.0711322	0.28982	0.111163	5.40825	2.11528	-0.498749	2.60006	-1.04602	1.19902	2.2624	2.75157	4.43931	-4.51322	0.135946	0.355816	-3.9423	2.94143	-0.604387	3.13672	-1.53822	0.994931	1.914	2.79165	4.57491	-3.89042	-0.0763328	-1.62013	-4.28643	1.84708	-0.429251	2.68597	-1.4956	1.00165	3.0125	2.9485	4.38343	-4.30798	-0.0278026	-0.587382	-4.12889	2.54745	-0.591894	1.80989	-2.17908	1.08494	2.27348	2.70924	4.48006	-4.28135	0.0827753	0.590759	-3.92844	-4.557632e+01	-2.708932e+02	-3.164695e+02
22500	2.68731	1.95848	0.54441	1.76497	0.516714	2.48821	0.269109	1.33299	0.977336	3.04264	2.76298	0.301348	1.1104	0.743455	0.635512	0.634479	0.58295	0.0167288	0.288445	0.647868	0.717744	0.637755	-2.28451	1.42106	1.86016	2.35109	4.35546	-4.50572	-0.438456	-0.737295	-3.54804	2.15725	-0.932726	2.87266	0.0489333	0.10133	0.0841703	0.091374	0.0390107	0.028338	0.0553777	0.717476	0.102696	0.264874	1.78599	1.53721	2.71304	-0.421388	2.79174	-2.05728	1.44312	1.91508	1.95095	4.21981	-4.53048	-0.660804	0.201056	-3.28707	2.64506	-2.21279	3.9223	-2.17904	1.21592	2.40477	2.29557	4.36865	-4.50691	-0.321776	-1.69383	-3.12527	1.70835	-0.69775	2.45534	-2.20797	1.41883	2.26657	2.38614	4.56874	-4.41294	-0.801174	-0.533817	-3.54685	2.25257	-2.287	1.77486	-1.94441	1.05317	1.99829	1.94628	4.33184	-4.29331	-0.545024	0.520187	-3.78828	-5.555108e+01	-2.867554e+02	-3.423065e+02
22600	2.63273	1.70561	0.304759	1.4792	0.558278	0.972089	0.323388	1.15369	1.07625	2.66137	3.2564	0.367199	1.07595	0.688016	0.740286	0.73753	0.849969	0.0100645	0.342865	0.605474	0.648239	0.507878	-1.85597	1.17395	1.9074	2.40684	4.3036	-3.90843	-0.576961	0.274187	-4.41378	1.49668	-1.2471	3.68379	0.357358	0.145178	0.0534248	0.0667913	0.0628087	0.102777	0.16905	0.569763	0.107235	0.260788	0.0775061	0.971286	1.63561	-1.6116	3.45924	-0.989701	0.890793	1.73738	2.37553	4.44232	-3.86333	0.0607184	0.382724	-4.25516	2.27981	-1.02625	3.03396	-1.58559	1.26763	1.82545	1.98658	4.15172	-3.61122	0.15398	-1.85354	-3.92676	1.40752	-1.41545	3.47713	-0.627942	1.20567	1.93517	2.84929	4.27877	-3.97562	-0.754382	-0.677454	-4.42754	1.23786	-1.29183	2.22989	-2.11845	0.847103	1.78674	2.25971	4.28569	-4.27779	-0.787721	0.568869	-4.3133	-5.513084e+01	-2.790519e+02	-3.341828e+02
22700	3.10071	3.15393	0.426103	2.86072	0.558464	1.05239	0.224557	1.61452	0.421301	2.01012	2.58239	0.273168	1.04145	0.733323	0.816313	0.686152	0.859616	0.0130569	0.351716	0.596608	0.667703	0.626331	-0.982062	1.48219	1.57745	2.01792	3.67211	-4.28304	0.0717502	-0.523226	-3.97359	1.9998	-1.21584	2.22919	0.0686753	0.0273626	0.0900907	0.164671	0.249196	0.21073	0.20734	2.0182	0.126351	0.162742	0.0689491	5.13209	1.58711	-1.12577	2.89911	-0.973953	1.37645	1.6653	2.11761	4.04136	-4.05595	1.01705	0.251265	-4.05813	2.52757	-1.25614	2.83892	-0.635672	1.43148	1.58776	2.15099	3.76779	-4.34453	-0.274156	-1.79139	-4.27424	1.92937	-1.49864	3.66436	-0.780634	1.37317	1.08687	2.19546	4.1825	-4.34793	0.233017	-0.650252	-3.96864	1.55591	-1.03986	2.16857	-1.03244	1.24644	1.8804	2.07407	4.29475	-3.79109	-0.19794	0.338235	-3.62481	-6.191184e+01	-2.824134e+02	-3.443252e+02
22800	2.95713	1.63272	1.94426	1.02074	0.593277	1.13012	0.316039	1.35183	0.639393	1.68832	2.86107	0.280361	1.13663	0.813391	0.70696	0.60027	0.694087	0.0244029	0.235271	0.380297	0.680823	0.461704	-0.691487	1.11729	2.10079	1.89992	4.54765	-4.48505	0.00375356	-0.153846	-4.60149	2.5881	-1.75785	4.48703	0.557668	0.0692762	0.0981875	0.193027	0.101348	0.103979	0.0575648	0.431354	0.153072	0.0994469	0.322254	1.26892	2.31492	-2.20787	4.24214	-0.553581	1.03384	1.97237	2.4503	4.50033	-4.57556	-0.241339	0.269892	-3.70258	2.8321	-2.10895	3.91925	-0.497291	0.878013	2.26448	0.943616	4.30842	-4.49143	-0.425346	-1.87647	-4.59265	2.44375	-1.02334	4.20149	-0.653954	1.23098	1.72797	1.1648	4.54906	-3.65311	-0.218461	-0.60879	-3.99527	2.78355	-1.87538	4.0173	-2.14599	0.886652	1.38501	0.971986	4.41455	-4.55345	0.186813	0.61151	-4.19452	-6.238462e+01	-2.740001e+02	-3.363848e+02
22900	2.14158	2.39295	0.4526	2.13993	0.471113	0.659984	0.574513	3.21997	0.81844	2.50571	2.84626	0.28218	1.06954	0.820283	0.597423	0.423684	0.706263	0.0136795	0.195046	0.293652	0.678623	0.474747	-4.47208	1.3921	2.26078	2.0653	4.55381	-4.2837	-0.253856	-0.423191	-1.65745	2.35046	-2.2378	3.53057	0.429094	0.18535	0.0949731	0.0588814	0.104745	0.0722754	0.0598902	0.391831	0.187052	0.157342	0.132024	2.48166	2.01144	-2.07123	4.36197	-3.59547	0.925422	2.38663	1.56529	4.51624	-4.14846	-0.401241	0.311935	-0.609563	2.91853	-1.85242	4.27098	-3.81522	1.15639	2.00557	1.96044	4.2277	-4.15259	-0.0017044	-1.68789	-1.69798	1.90175	-1.83007	4.52737	-4.12741	1.8018	3.16126	2.31391	4.51834	-4.26538	-0.426343	-0.821251	-2.97921	2.41471	-2.47234	2.60028	-3.46276	1.31942	2.07823	1.99054	3.86295	-3.96355	-0.422689	0.382222	-1.92204	-6.263922e+01	-2.874074e+02	-3.500466e+02
23000	2.79824	1.68407	0.620837	3.20761	0.562449	1.39845	0.291892	2.43342	0.59048	1.46674	3.27145	0.272285	1.08609	0.773027	0.955598	0.491023	0.730766	0.0139208	0.403339	0.293099	0.855197	0.336632	-2.67494	0.991817	2.21209	2.04807	4.43622	-4.41332	-0.946623	-0.906747	-1.39446	2.18512	-2.06772	3.90174	0.189314	0.141659	0.0804618	0.0638944	0.077223	0.258473	0.0362915	1.97112	0.0593214	0.277418	0.325551	1.91475	2.0688	-1.5487	3.69745	-1.8448	1.31509	2.25173	2.03737	4.00507	-4.46888	-1.27453	0.259242	-1.88758	2.92513	-1.75486	3.93166	-2.24794	1.02064	1.9643	2.15091	4.44694	-4.13693	-0.992335	-1.94735	-1.52165	1.60938	-1.87014	4.1872	-2.19987	1.15883	2.39803	1.94061	4.46713	-4.20399	-1.05349	-0.717067	-1.30995	2.31594	-2.57702	2.14112	-2.96847	0.51933	1.85531	2.05177	4.25704	-4.06511	-0.693728	0.60857	-1.25515	-5.782825e+01	-2.754576e+02	-3.332859e+02
23100	3.22936	2.31012	0.565442	0.774632	0.577848	1.06281	0.254762	2.78065	0.919765	2.98548	2.93283	0.465293	0.960284	0.712056	1.01289	0.544001	0.820054	0.0125816	0.441032	0.389801	0.586958	0.556195	-1.86234	1.3942	2.38204	1.44205	4.39828	-4.10186	-1.14703	0.00221982	-0.0517171	1.98799	-1.08522	4.01934	0.137632	0.208565	0.0835466	0.123013	0.131337	0.0396853	0.375938	1.26219	0.0950709	0.212135	0.0659865	1.68767	1.90397	-1.50233	3.35167	-1.70794	0.824858	2.12241	1.05299	4.46471	-4.14743	-0.109796	0.344149	0.418512	2.01277	-1.26711	2.47127	-1.92999	0.781774	2.56982	0.924033	4.54995	-3.79928	-0.163587	-1.96294	-0.486684	2.41572	-1.30091	4.45981	-1.87955	1.25051	2.72549	1.0305	4.31444	-4.17037	-2.07311	-0.695348	-0.124899	1.95674	-1.17698	2.67468	-2.23701	1.41388	2.39677	2.10271	3.90445	-4.04091	-1.64629	0.46648	-0.0261702	-6.361678e+01	-2.824771e+02	-3.460939e+02
23200	3.1666	2.66042	0.322479	1.79665	0.539466	0.885178	0.344319	1.17577	0.610207	2.05102	2.53859	0.333764	1.28561	0.747633	0.809761	0.53052	0.94802	0.0122194	0.37471	0.288271	0.858074	0.478063	-1.37131	1.22125	1.6197	1.69894	4.14502	-4.49224	-1.70906	-0.693911	-1.47398	1.68935	-1.08211	4.0873	0.163762	0.0382918	0.192766	0.0310457	0.0570921	0.090809	1.21559	0.409476	0.130648	0.244794	0.187224	4.60204	1.21008	-1.31951	1.19475	-2.13906	1.43029	2.22896	1.76759	4.39027	-4.3991	-2.30359	0.289658	-1.48602	2.65088	-1.59828	3.24246	-1.75944	1.16296	1.99083	1.80871	4.17445	-4.39004	-0.862997	-1.9045	-1.83361	2.05156	-0.506727	2.94183	-1.04231	1.26066	1.33046	1.63695	4.17453	-4.41672	-1.65999	-0.678967	-2.0025	2.21169	-1.13999	1.93087	-1.96259	1.26624	1.53586	1.69572	4.29394	-4.09428	-1.18296	0.360489	-1.24663	-6.323800e+01	-2.848096e+02	-3.480476e+02
23300	2.88056	2.90006	0.171525	0.485269	0.464905	1.06755	0.304879	1.65628	0.941804	2.42951	2.36415	0.341437	1.03818	0.771549	0.772139	0.458466	0.877003	0.0133614	0.279908	0.382695	0.820185	0.4041	-2.11333	0.602749	1.3125	1.66359	4.4889	-4.48463	0.313751	-0.802685	-1.19657	2.46387	0.147243	2.49786	1.95383	0.0692158	0.0506636	0.0461876	0.0683842	0.448316	0.0790422	0.363713	0.0683236	0.103572	0.0763975	2.00118	2.77588	0.370733	1.85502	-0.673171	0.670772	1.13118	1.63201	4.56025	-4.39168	0.64736	0.3516	-1.49729	2.66189	0.0328281	2.20176	-0.704438	1.05748	1.13846	1.48943	4.16567	-3.86791	0.829058	-1.74499	-1.26919	2.37271	0.262492	2.31549	-2.03958	0.49561	1.05841	1.35857	4.37529	-4.49508	-0.03994	-0.492358	-1.61076	2.44269	-0.00852563	1.37685	-1.56731	0.662573	1.09279	1.44681	4.56215	-4.56148	0.587167	0.757173	-1.24586	-5.467513e+01	-2.818065e+02	-3.364816e+02
23400	3.06103	3.10641	0.735989	1.39246	0.416399	2.43736	0.21691	2.11336	0.53362	1.74907	2.3815	0.400687	1.18098	0.698245	0.675883	0.60084	0.89208	0.0128802	0.184268	0.296483	0.83689	0.0111109	-2.14896	0.881835	1.43084	0.632743	4.44688	-4.44696	0.495989	-0.288959	-1.3618	2.13815	0.0688642	3.73233	0.179908	0.0801666	0.235793	0.0749994	0.151037	0.0363367	0.0806429	0.308518	0.171169	0.394633	0.168624	3.363	2.03988	0.0253489	2.22151	-2.13395	0.94442	1.07698	0.585546	4.32664	-4.23351	0.100473	0.270777	-2.00726	3.46123	0.333826	2.26438	-2.27575	0.534501	1.77541	0.350216	4.59744	-4.33008	0.243824	-1.44517	-1.18822	2.49421	-0.340771	2.89968	-1.1771	1.02814	1.52458	0.687402	4.12325	-4.52507	0.70825	-0.595857	-1.11074	3.06684	-0.104447	1.10466	-2.55174	0.397681	0.920448	0.689553	4.25695	-4.4579	0.439964	0.708198	-0.820777	-5.468899e+01	-2.727515e+02	-3.274405e+02
23500	3.2877	2.28381	0.425452	0.858929	0.431772	1.42157	0.242112	1.99987	0.617959	1.95543	2.99081	0.31205	1.05018	0.840556	0.859657	0.448006	0.795135	0.0120623	0.126114	0.262521	1.12322	0.0125892	-1.9097	0.805389	1.0064	0.901528	4.523	-4.5689	-0.140525	0.133772	0.00718481	3.28622	0.0354291	1.91954	0.308601	0.0465758	0.0655558	0.142658	0.0403745	0.351938	0.112511	0.306657	0.278801	0.3255	0.105939	1.29621	1.93846	0.280718	1.92092	-2.7475	0.937102	0.60882	1.31584	4.43655	-4.17196	0.168487	0.376462	-0.174491	3.53595	0.200425	2.30052	-0.700207	0.65888	1.58099	1.66029	4.545	-4.58745	-0.25897	-1.63905	-0.159764	2.61973	-0.140489	2.85559	-1.90725	0.898062	1.26666	0.853003	4.53795	-4.50355	0.111244	-0.514248	-0.27792	3.66391	-0.0199977	3.59749	-2.2737	0.782552	1.08159	1.83408	4.48951	-4.4361	0.0527984	0.823037	-2.01636	-6.612781e+01	-2.675906e+02	-3.337184e+02
23600	2.71435	2.32395	0.414799	1.24621	0.691804	1.21429	0.228669	1.6719	0.619677	2.46832	3.09639	0.596107	1.04209	0.73676	0.764676	0.606705	0.73068	0.0108639	0.248483	0.371865	0.982865	0.111563	-1.02055	1.38678	1.85356	0.951056	4.41428	-3.80041	-0.170308	0.516428	0.560802	2.1234	0.375762	1.03987	0.0652011	0.186692	0.329009	0.0714094	0.868957	0.086214	0.0546888	2.78109	0.174764	0.110634	0.358912	2.08345	2.20576	0.14445	2.16405	-0.874155	1.34904	1.7702	1.09027	4.17604	-4.21967	0.140781	0.276224	0.926201	2.63193	-0.0172972	2.55571	-0.72955	0.917403	2.72996	0.474255	4.12702	-3.62118	-0.379784	-1.73121	0.730635	1.51686	0.876808	1.84436	-0.839316	1.45681	2.05896	1.5934	2.80462	-3.60579	-0.199299	-0.629974	0.629327	2.51549	-0.707878	-0.0046165	-1.30381	1.04227	1.53504	0.771254	3.87718	-3.67343	-0.0862385	0.531268	0.950229	-7.578005e+01	-2.722530e+02	-3.480330e+02
23700	2.67263	2.54392	0.564954	0.858387	0.603587	1.4771	0.121358	1.57613	1.13643	1.92753	2.65435	0.397782	1.03402	0.67299	0.685305	0.549583	0.904424	0.0178825	0.221063	0.322437	0.827341	0.210322	-1.6255	1.02869	2.68187	1.26939	4.39029	-4.58543	-0.783414	0.419645	-0.125409	2.29549	1.04983	1.19188	0.195368	0.050049	0.0474208	0.0373577	0.0624005	0.044434	0.0424296	0.465901	0.0563166	0.159787	0.177574	1.00089	2.13706	0.000673914	2.13554	-1.63561	1.53129	2.32557	1.0337	4.39401	-4.56229	-0.891362	0.33467	-0.308255	2.8346	1.33992	0.724173	-1.73523	0.956032	2.76923	1.29123	4.53465	-4.34739	-0.599289	-1.76072	-0.345477	1.9572	0.811614	1.35924	-1.20777	1.22171	2.46676	1.45338	4.50576	-4.41153	-0.771278	-0.585745	-0.0576165	2.48996	0.899569	-0.519543	-2.3136	1.1164	2.91566	1.73941	4.44551	-4.43041	-0.59516	0.384741	0.288605	-4.556919e+01	-2.765046e+02	-3.220738e+02
23800	2.99942	2.66851	1.76598	0.73619	0.513576	1.84174	0.222534	1.47982	0.977589	2.14942	2.94482	0.317676	1.04995	0.694607	0.862227	0.58124	0.874832	0.0114833	0.409096	0.419663	0.6958	0.238372	-1.74453	1.43228	2.11496	1.23297	4.01472	-4.40474	0.114528	-0.851176	-0.840446	2.24457	0.400447	0.75485	0.358822	0.289933	0.107731	0.142458	0.13289	0.0642666	0.183805	1.06227	0.058655	0.0540793	0.132922	3.80996	2.21948	0.0556731	1.99335	-0.895391	1.43891	2.10623	0.833026	4.10452	-4.57862	0.0592583	0.280648	-0.843932	2.41695	-0.29169	1.75339	-1.59001	1.1982	2.293	1.1423	4.36087	-4.36927	-0.233268	-1.74932	-0.78591	2.29365	0.406454	2.35419	-0.754071	2.02492	1.93473	1.55974	3.59381	-4.28585	0.518437	-0.813598	-0.550737	2.35427	0.256538	-0.761936	-1.95942	0.864243	1.92038	1.00409	4.48004	-4.42765	0.361375	0.659614	-0.980609	-6.104652e+01	-2.748474e+02	-3.358939e+02
