iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1.1)	lnkDCVCC(1.1.1)	lnkElimDCVCC(1.1.1)	lnkElimNDCVCC(1.1.1)	lnISkDCVG(1.1.1.1)	lnISkDCVC(1.1.1.1)	lnISkNDCVC(1.1.1.1)	lnISkDCVG(1.1.1.2)	lnISkDCVC(1.1.1.2)	lnISkNDCVC(1.1.1.2)	lnISkDCVG(1.1.1.3)	lnISkDCVC(1.1.1.3)	lnISkNDCVC(1.1.1.3)	lnISkDCVG(1.1.1.4)	lnISkDCVC(1.1.1.4)	lnISkNDCVC(1.1.1.4)	lnISkDCVG(1.1.1.5)	lnISkDCVC(1.1.1.5)	lnISkNDCVC(1.1.1.5)	lnISkDCVG(1.1.1.6)	lnISkDCVC(1.1.1.6)	lnISkNDCVC(1.1.1.6)	lnISkDCVG(1.1.1.7)	lnISkDCVC(1.1.1.7)	lnISkNDCVC(1.1.1.7)	lnISkDCVG(1.1.1.8)	lnISkDCVC(1.1.1.8)	lnISkNDCVC(1.1.1.8)	LnPrior	LnData	LnPosterior
30200	1.52254	1.5542	1.53679	1.49696	0.166889	0.711133	0.0105927	0.618024	0.536596	0.959462	0.779407	-3.84168	-6.28387	0.794066	-1.32238	2.57827	3.87363	3.53723	0.154692	0.102225	0.0963917	0.228138	1.25675	1.35928	3.46795	-3.84135	-5.82414	0.611271	-1.458	1.72181	2.54259	2.79295	2.36875	3.33512	2.63528	2.92523	3.304	3.70218	3.36149	3.53673	1.96232	1.53081	2.69748	3.4255	2.41994	3.17012	3.32796	3.01265	3.02432	-0.0195982	2.07321	3.08907	1.90486	-5.250274e+001	-7.064290e+002	-7.589317e+002
30250	1.56465	1.518	1.58511	1.47837	0.247629	0.638095	0.0103355	0.539762	0.479827	0.733733	1.02868	-4.33504	-5.03536	0.214533	-1.90262	3.09908	3.27211	3.94769	0.0901036	0.150462	0.0648264	0.142763	2.90353	0.759172	1.35817	-4.04546	-5.32012	0.472099	-1.88411	1.83048	2.64113	3.90309	2.03734	3.47304	3.71116	3.28779	3.46456	4.15453	3.36765	3.62744	2.9713	1.63199	2.75503	2.94204	2.39547	3.09321	3.20687	3.16853	3.26005	1.38965	1.43443	2.87031	2.12408	-5.067920e+001	-7.110495e+002	-7.617287e+002
30300	1.56604	1.56462	1.51364	1.60781	0.25597	0.67907	0.0119143	0.330542	0.50787	0.676203	0.996462	-3.94383	-5.7147	0.880876	-1.62866	3.40585	4.35672	3.52752	0.0874016	0.244801	0.27245	0.0591125	1.29028	2.31948	2.32734	-4.12992	-6.04085	0.422583	-1.90779	2.23816	2.80326	2.34442	2.8948	3.73496	3.42994	3.49693	3.50867	4.16293	4.2086	3.95585	3.74074	1.90683	2.9882	4.22683	2.39845	3.2419	3.6921	2.97207	3.05855	2.82709	1.58578	2.83463	1.44011	-5.300976e+001	-7.133180e+002	-7.663278e+002
30350	1.6016	1.62892	1.51263	1.4772	0.248073	0.568191	0.0102116	0.401984	0.451923	0.699522	1.02352	-4.70054	-5.86708	0.584971	-3.73238	1.85767	4.22838	3.56572	0.0780285	0.284327	0.515119	0.821709	1.87675	1.95114	1.51002	-4.2007	-5.95998	0.267883	-2.24025	2.20192	2.97041	3.23562	2.45908	3.56462	3.05989	3.00982	3.5324	3.91242	4.29816	4.03136	2.74603	1.74965	2.98032	1.65167	2.64118	3.39427	3.80043	3.27843	3.40315	2.67788	1.74747	3.04149	3.30309	-6.138011e+001	-7.061474e+002	-7.675275e+002
30400	1.58488	1.5362	1.43667	1.48665	0.294379	0.71417	0.011187	0.319074	0.6208	0.684327	0.906578	-4.14709	-6.99449	1.54593	-2.7496	2.85375	4.16959	4.60495	0.108242	0.0942853	0.458125	0.269167	1.78256	1.32082	1.56492	-4.05152	-6.50422	0.406171	-2.73764	2.56372	2.99771	2.66653	3.59489	4.10942	4.51113	3.42441	3.64982	4.26327	3.8401	3.79653	4.59906	1.48026	2.81145	3.62595	2.51364	3.3332	3.1202	2.92762	3.15112	3.603	2.04763	3.1014	4.29385	-5.014316e+001	-7.057630e+002	-7.559061e+002
30450	1.58681	1.44854	1.55738	1.48665	0.330898	0.660403	0.0100622	0.480342	0.43978	0.726668	0.786833	-3.98131	-4.92786	0.556429	-2.8822	2.82466	3.36274	4.28965	0.0582004	0.344641	0.106971	0.219132	0.888308	0.727666	1.29558	-3.96187	-5.75676	0.401034	-2.53063	2.36866	2.97506	4.13807	2.76409	3.68337	4.25084	3.03115	3.54921	4.28679	3.89356	3.9039	4.44199	1.3598	2.7829	3.76599	2.50418	3.25926	4.41925	3.03581	3.22298	4.12881	1.62699	2.93314	3.27114	-4.631957e+001	-7.048902e+002	-7.512098e+002
30500	1.53305	1.54101	1.57011	1.38992	0.261425	0.575905	0.0114676	0.398382	0.557309	0.627513	0.706885	-4.04574	-6.43662	0.508589	-2.32264	3.71176	4.36597	3.92617	0.237714	0.0728275	0.0513198	0.100813	1.93374	1.95452	2.09214	-3.91042	-6.30589	0.467931	-2.53314	2.65277	3.01753	3.93784	3.05382	3.83337	4.49467	3.53599	3.55196	4.28851	3.98092	3.85692	3.62552	1.75189	2.92612	2.73112	2.40531	3.16641	3.55718	3.26826	3.27813	3.10818	1.74966	3.02714	3.38546	-4.690814e+001	-7.084484e+002	-7.553566e+002
30550	1.58267	1.55714	1.55798	1.37151	0.235558	0.689025	0.0102348	0.598321	0.502652	0.772649	0.775515	-5.8158	-5.783	-0.226151	-0.67406	2.67845	3.501	4.43749	1.08293	0.25159	0.117672	0.505059	1.14848	0.944134	1.71692	-3.79333	-6.73627	0.407045	-2.74422	2.39273	3.05922	4.05995	2.6251	3.47121	4.27984	3.62565	3.65886	4.60021	4.37634	4.11789	3.87911	1.577	3.00634	1.78591	2.85935	3.41083	3.78584	3.24281	3.36977	4.0119	1.07462	2.84562	4.37605	-6.511219e+001	-7.120731e+002	-7.771853e+002
30600	1.50958	1.60437	1.51825	1.46612	0.358027	0.624983	0.0104095	0.358187	0.413772	1.02983	0.923053	-4.72112	-5.43752	0.961553	-2.21137	4.0195	3.5852	4.33033	0.311244	0.246668	0.0853875	0.101843	2.30992	1.06259	1.05857	-3.8494	-6.0673	0.388415	-2.19739	2.57877	3.12014	4.28625	2.52044	3.89683	3.71152	3.32768	3.64463	4.15824	4.18038	4.05232	2.84824	1.23433	2.81553	2.54084	1.92793	3.19557	4.32201	3.10126	3.27367	2.55572	1.37664	2.99494	4.32582	-5.437698e+001	-7.092678e+002	-7.636448e+002
30650	1.4912	1.53594	1.53683	1.45803	0.385905	0.732846	0.0100914	0.409159	0.483784	0.791412	0.788178	-3.84792	-6.67735	0.527908	-2.71339	3.79324	3.96866	4.02448	0.406593	0.279289	0.178214	0.208803	1.74776	2.03668	0.823407	-3.90821	-6.27465	0.403144	-2.44918	2.05431	2.90706	3.14106	2.22231	3.60205	3.73194	3.00942	3.51848	4.48179	4.32156	3.96262	3.87267	1.78323	2.99433	4.42838	2.48925	3.33286	4.52552	3.22912	3.29819	2.29164	1.49643	3.00117	3.93837	-5.387618e+001	-7.061769e+002	-7.600531e+002
30700	1.50793	1.53878	1.52588	1.54874	0.188988	0.612056	0.0107636	0.887697	0.464339	0.926474	0.855648	-4.50026	-6.24262	0.569191	-2.38163	3.18427	3.50408	4.58443	0.092364	0.0346678	0.0535401	0.12442	1.74958	1.2648	2.02159	-3.92724	-6.0472	0.45962	-2.07627	1.75414	2.65865	3.39261	2.80227	3.66838	4.08702	2.45785	3.27299	3.63294	4.13684	3.97703	3.88825	2.20484	3.17433	4.40045	2.52298	3.33526	4.03014	3.32324	3.30015	3.68485	1.33791	2.78154	3.06887	-4.899781e+001	-7.121121e+002	-7.611099e+002
30750	1.59276	1.74893	1.42385	1.47975	0.16062	0.580312	0.0129444	0.334484	0.409995	0.814761	0.799737	-3.97677	-6.48131	0.0692616	-2.03484	2.77556	3.13511	3.19865	0.117864	0.176091	0.140152	0.0948203	2.56707	2.13378	1.82421	-3.60389	-6.14631	0.474715	-1.85515	1.65017	2.77472	2.33827	1.71323	3.58527	2.77943	3.02977	3.49433	3.75922	4.00293	3.8758	3.88623	2.44923	3.33699	3.92833	2.38999	3.37577	3.06966	3.01878	3.33154	3.65298	1.74532	3.22018	2.00718	-5.099841e+001	-7.153489e+002	-7.663473e+002
30800	1.55045	1.62728	1.51074	1.49817	0.202298	0.644562	0.0120117	0.676167	0.461121	0.803637	1.01141	-4.44572	-5.75272	0.377347	-2.01998	2.55852	3.76224	3.00646	0.383023	0.0761219	0.051069	0.0828498	0.646672	1.84765	3.51901	-3.53598	-5.79843	0.470944	-1.56871	1.59205	2.77058	0.553557	2.20563	3.68147	2.95662	2.97941	3.54387	3.89931	3.13123	3.74934	2.34625	1.68282	3.09219	4.04806	1.87669	3.16515	1.67955	2.9861	3.34336	3.55449	1.74558	3.10363	1.86037	-5.563018e+001	-7.059658e+002	-7.615959e+002
30850	1.49086	1.52918	1.48478	1.40986	0.250602	0.617642	0.0129011	0.462464	0.558063	0.794439	1.23565	-3.32179	-7.58998	0.269163	-3.58571	1.51596	4.48318	4.27221	0.0498133	0.738573	0.166592	0.127093	1.49609	0.89988	1.33428	-3.45515	-5.9772	0.440007	-2.85367	1.4027	2.72787	4.46276	2.20502	3.88557	3.76504	3.04267	3.66322	4.59028	4.24431	3.98957	4.39457	2.37637	3.40175	4.60245	2.08664	3.2792	4.15097	3.27032	3.47256	2.99416	1.38215	3.03926	2.83736	-5.757150e+001	-7.116695e+002	-7.692410e+002
30900	1.51989	1.50526	1.47332	1.47263	0.1577	0.654731	0.0115202	0.437646	0.60392	0.768424	1.08382	-3.74725	-5.8448	0.542677	-2.67127	2.89884	3.99427	3.16307	0.25761	0.124569	0.145883	1.0377	1.63847	2.72853	8.7213	-3.40495	-5.73741	0.413839	-2.32607	0.879316	2.53553	2.8546	1.89683	3.79551	4.30345	2.84735	3.52123	4.0301	4.1352	4.02529	4.53541	1.52229	3.13064	3.39145	1.92467	3.23717	3.93115	3.15777	3.52703	4.27983	1.15456	3.04829	0.928044	-6.508768e+001	-7.052235e+002	-7.703112e+002
30950	1.4337	1.58712	1.42559	1.56054	0.176521	0.582421	0.0101408	0.496083	0.368198	0.80837	0.963741	-3.15642	-5.39453	0.229003	-2.54292	3.03909	4.0139	4.57541	0.289789	0.0508393	0.0790186	1.31301	2.66543	1.00842	0.792198	-3.44746	-5.9923	0.350946	-2.56013	1.14345	2.70749	2.54939	1.47767	3.74801	4.54555	2.75729	3.59205	4.3595	3.7468	3.99991	4.20843	1.64462	3.15108	4.16183	1.55734	3.29654	3.36921	3.02549	3.48175	4.13817	1.05619	3.05964	3.78749	-5.718385e+001	-7.092049e+002	-7.663888e+002
31000	1.54215	1.54738	1.392	1.49108	0.158916	0.599311	0.0105603	0.345166	0.455341	0.793877	0.958914	-4.43705	-5.77997	0.493186	-2.24903	2.93378	4.20216	4.58301	0.625814	0.188288	0.0783398	0.409918	3.59099	2.19094	2.76881	-3.42367	-5.84381	0.25182	-2.6256	1.14688	2.84025	3.16791	1.07052	3.34314	3.12124	2.09856	3.52465	3.46671	3.81305	4.10416	3.70429	1.37735	3.20455	3.11586	1.78089	3.40503	3.89343	2.65063	3.52663	3.87675	1.5222	3.3849	3.45216	-5.694691e+001	-7.075200e+002	-7.644669e+002
31050	1.37976	1.55432	1.50411	1.50076	0.242567	0.69874	0.0107143	0.554483	0.431882	0.607627	0.954169	-3.67523	-5.78471	0.394549	-2.55811	2.86733	3.8586	4.47127	0.182632	0.132973	0.108467	0.101463	2.01736	0.893522	3.21582	-3.47923	-6.05943	0.209487	-2.7057	1.21648	2.88935	3.10416	1.72052	3.6505	3.40355	2.07007	3.54557	4.05265	3.04168	3.95104	4.2443	0.988991	3.01657	3.63116	1.79156	3.49837	3.70603	2.74025	3.49996	2.72751	1.89146	3.49098	1.53977	-4.896529e+001	-7.092593e+002	-7.582246e+002
31100	1.41594	1.55415	1.44135	1.40831	0.269425	0.655244	0.0100881	0.339757	0.672379	0.759434	1.22006	-3.73047	-6.21698	0.613073	-1.43887	2.07139	2.68625	3.55579	0.942762	0.145267	0.350412	1.22408	0.892647	0.870073	2.09796	-3.19181	-5.89899	0.261944	-2.30078	1.29265	3.00578	3.82741	1.85547	3.96242	4.43549	1.97375	3.53729	3.32453	3.73458	4.12206	3.31155	1.51151	3.40829	3.44789	2.04949	3.48594	3.14122	2.20538	3.30031	3.78919	1.96554	3.53427	3.7641	-6.396934e+001	-7.147506e+002	-7.787199e+002
31150	1.47014	1.50631	1.42229	1.46463	0.290585	0.561424	0.0121994	0.447964	0.638112	0.784651	0.988945	-3.52446	-5.25901	-0.100284	-3.34743	2.108	3.11663	3.25933	0.177075	0.490749	0.096615	0.209145	1.13904	0.785932	2.07886	-3.28478	-6.22217	0.197029	-2.75969	1.1815	2.96826	1.8508	1.17487	3.68559	2.11661	2.01399	3.57309	3.53565	2.4028	3.79298	4.06563	1.33747	3.27898	1.36614	1.80861	3.56019	4.42526	1.52676	3.12381	4.06113	0.758259	3.08109	1.54275	-5.617261e+001	-7.139300e+002	-7.701027e+002
31200	1.54088	1.62121	1.54737	1.55681	0.268125	0.743413	0.0151107	0.481281	0.581121	0.797798	1.06665	-3.75664	-5.3219	0.998754	-2.81696	1.21581	3.6067	4.56399	0.126824	0.899898	0.191318	0.14552	1.53651	1.29241	1.40395	-3.14347	-5.82231	0.33197	-2.60089	1.22629	2.95613	3.70458	2.1538	4.07157	4.49859	2.65495	3.70493	4.32885	2.45287	3.73198	4.10452	0.696714	2.99416	3.27516	1.96241	3.52382	3.88413	1.92284	3.14428	4.04219	1.03456	3.19074	4.46515	-5.240191e+001	-7.140392e+002	-7.664411e+002
31250	1.479	1.58135	1.5021	1.49523	0.368783	0.560771	0.010507	0.597306	0.441286	0.83807	0.824889	-3.05263	-5.51605	0.217648	-3.19243	2.4062	3.52302	3.95876	0.22839	0.100726	0.227863	0.154756	0.921622	0.437304	2.21359	-3.35977	-6.11035	0.425393	-2.71056	1.88747	2.96276	4.33861	2.29604	3.82064	4.42895	2.50381	3.55948	4.09604	3.1705	3.7603	3.11482	1.25711	2.99621	3.54952	1.56827	3.32622	4.25105	2.1128	3.07068	0.839822	1.73406	3.34002	4.10278	-5.301733e+001	-7.077275e+002	-7.607448e+002
31300	1.56961	1.52526	1.42249	1.56721	0.26131	0.523693	0.0106114	0.498327	0.382949	0.801816	0.867574	-2.96054	-6.07742	1.3524	-1.66457	2.62274	4.1661	4.36693	0.263656	0.0548966	1.15561	0.161497	0.866926	1.04829	3.70607	-3.3475	-6.04458	0.483497	-1.87734	1.63589	2.85599	1.03004	2.66629	3.88878	3.86068	2.23742	3.4033	2.98982	2.7291	3.55332	3.76903	1.60676	3.13568	4.38149	1.9845	3.25227	3.26165	2.36578	3.14345	2.64142	1.72701	3.24477	3.7769	-5.598460e+001	-7.084858e+002	-7.644704e+002
31350	1.45066	1.55598	1.4738	1.562	0.301983	0.613833	0.0116108	0.331507	0.40157	1.01023	0.874619	-3.33859	-5.99531	-0.182753	-2.38651	2.20199	4.54436	4.20512	0.310383	0.120949	0.259983	0.129101	1.77098	3.37366	0.648415	-3.27273	-6.26892	0.462546	-2.71214	1.80938	2.9799	4.1553	2.15015	3.5924	3.70036	2.2779	3.40157	4.05558	3.44415	3.92644	4.24578	1.57696	3.11295	3.35863	1.91712	3.41316	3.09498	3.21201	3.47344	3.66812	1.75616	3.25827	4.13803	-5.000276e+001	-7.123010e+002	-7.623037e+002
31400	1.48729	1.50837	1.58256	1.47154	0.358929	0.630116	0.0109049	0.577124	0.589058	0.71539	0.898366	-3.30193	-5.80137	0.274661	-3.23374	2.24704	4.25904	3.93504	0.113314	0.291784	0.162862	0.430259	1.26318	2.54288	1.59826	-3.05894	-5.97549	0.490239	-2.07933	1.41254	2.86753	3.53803	1.67322	3.5863	3.44458	2.4112	3.53922	3.57189	2.38097	3.58067	3.6061	1.25548	3.06538	1.86438	2.09303	3.09755	3.69775	3.08458	3.46576	4.0647	1.67484	3.31987	3.20689	-5.310403e+001	-7.105785e+002	-7.636826e+002
31450	1.56494	1.50431	1.45167	1.45257	0.174409	0.747562	0.0103334	0.362022	0.436304	0.769716	0.657405	-3.60201	-5.04942	0.427331	-2.35307	3.66149	4.58896	4.41268	0.303538	1.16769	0.0472991	0.0910731	2.23456	1.13501	1.29454	-3.26771	-5.77151	0.407081	-1.82957	1.39327	2.88067	3.07495	1.32935	3.27195	3.37955	2.37621	3.51258	3.93344	3.40707	3.86964	3.47031	1.38016	3.10055	3.20603	1.60672	3.25613	3.00927	2.89338	3.42303	2.27303	1.64229	3.30932	3.48038	-5.994933e+001	-7.021751e+002	-7.621244e+002
31500	1.58074	1.57355	1.56319	1.41459	0.198738	0.650587	0.0108404	0.611602	0.535747	0.649412	0.989193	-3.63384	-6.44289	0.649837	-3.38119	2.16333	3.86761	 3.35	0.163217	0.111046	0.154725	0.660794	1.52679	1.67561	1.7126	-3.40271	-6.03276	0.408115	-2.31901	1.50376	2.85709	3.24656	1.75178	3.30599	3.04828	2.48491	3.51943	3.66733	3.49705	3.94721	2.47595	1.55663	3.11695	3.01217	2.19852	3.41933	2.31109	2.68719	3.33497	3.45058	2.2153	3.48806	4.09449	-5.245108e+001	-7.078822e+002	-7.603333e+002
31550	1.51233	1.50239	1.46851	1.59844	0.251668	0.696943	0.0153628	0.312183	0.349977	0.940059	1.05779	-3.25789	-6.92943	0.539993	-1.19035	1.78263	4.00815	4.12221	0.215189	0.432957	0.10001	0.150457	1.61364	1.8415	3.34371	-3.36743	-6.21774	0.361971	-1.98614	1.49323	2.84671	2.86245	1.93655	3.56578	3.85361	2.98301	3.69124	4.36066	4.04102	4.11634	4.2887	1.40307	3.14823	4.09927	1.95717	3.35529	2.75821	2.77305	3.40828	4.01184	2.07588	3.44648	3.81674	-5.484440e+001	-7.093400e+002	-7.641844e+002
31600	1.5237	1.57163	1.53228	1.40521	0.252028	0.659802	0.0129138	0.590182	0.457545	0.647049	0.87987	-3.52444	-6.24577	0.856673	-3.81312	2.55487	3.56387	4.25049	0.119508	0.192987	0.132066	0.307058	2.52616	1.49455	1.38559	-3.32787	-6.54494	0.400154	-3.96765	1.67389	2.99767	4.49971	2.24481	3.90674	4.25886	2.8402	3.64047	4.30075	3.58101	3.96402	3.78091	1.10631	3.03906	4.18899	1.74445	3.27779	4.39057	3.15654	3.49762	3.06465	2.43478	3.58846	2.63994	-4.882967e+001	-7.121331e+002	-7.609628e+002
31650	1.48531	1.47314	1.48922	1.484	0.214242	0.782721	0.0108681	0.50957	0.621446	0.801222	0.918566	-3.06024	-6.50687	-0.41938	-3.70371	2.46066	3.94058	4.04931	0.138248	0.0629035	0.152788	0.557959	1.30063	0.979611	1.11738	-3.46837	-6.29272	0.374851	-3.10081	1.64916	2.91373	4.03304	1.92676	3.52386	4.51246	2.74035	3.59306	4.45436	3.1344	3.81027	2.65312	1.57123	3.16928	4.36786	2.4706	3.49212	4.50378	2.99224	3.48863	3.65828	2.28552	3.48722	4.47998	-4.932046e+001	-7.054655e+002	-7.547860e+002
31700	1.4878	1.6195	1.42442	1.59681	0.27204	0.593042	0.0101447	0.418302	0.464526	0.710347	1.02274	-5.06808	-6.02606	-0.134319	-2.07573	4.11884	2.9688	4.37139	1.06163	0.10649	0.207774	0.280337	5.48306	0.888467	1.62684	-3.50103	-6.00377	0.334949	-2.24523	1.59834	2.93591	2.9507	1.6417	3.56657	3.91568	3.08971	3.68009	4.35251	4.33525	4.10986	3.97022	1.71938	3.26219	4.298	1.59427	3.28153	2.38825	2.73332	3.42565	3.91951	2.47215	3.58647	3.46782	-5.938518e+001	-7.049536e+002	-7.643388e+002
31750	1.48612	1.61299	1.46336	1.45858	0.282687	0.700754	0.0100332	0.370723	0.435084	0.600469	0.906698	-3.49599	-6.34027	0.157241	-1.98976	2.86977	3.29149	4.08657	0.0897344	0.16474	0.182654	0.144283	1.58561	1.59913	1.3588	-3.19306	-6.09217	0.309819	-2.62815	1.24144	2.90176	3.20698	1.95419	3.70524	3.90882	2.59004	3.67504	4.28596	4.04876	4.05788	4.36968	1.31254	3.24647	4.54603	1.77481	3.51838	3.15918	2.42775	3.44025	3.29467	1.61736	3.42112	4.28233	-4.844817e+001	-7.032822e+002	-7.517303e+002
31800	1.4849	1.523	1.52293	1.46956	0.175435	0.708288	0.0101348	0.489305	0.534214	0.800288	0.923576	-3.2728	-5.95306	0.57999	-2.2368	1.95436	3.96164	4.1098	0.0833201	0.0811665	0.0880607	0.163898	1.10552	0.774767	2.22012	-3.22572	-6.22933	0.384124	-2.60049	1.21151	2.79992	3.52456	1.97656	3.79546	4.5877	2.49155	3.56711	4.51194	3.08942	3.91371	2.63957	1.3681	3.18005	3.27903	1.91676	3.45848	4.09065	2.63596	3.35456	2.83714	2.08146	3.47376	4.28787	-4.444730e+001	-7.018068e+002	-7.462541e+002
31850	1.49271	1.44034	1.53913	1.45064	0.236987	0.688934	0.0113803	0.659457	0.413598	0.721283	0.828139	-2.94582	-6.62044	0.538701	-2.46383	2.93302	4.10543	3.51084	0.596895	0.345251	0.420159	0.246837	3.11999	1.72565	2.2511	-3.24354	-6.0704	0.329073	-2.64613	1.27503	2.87206	3.12006	2.34096	4.16667	4.56748	2.44116	3.59766	3.9855	3.71885	4.08665	3.3697	0.805709	2.94071	4.52138	2.15671	3.439	3.16765	2.5255	3.35154	2.43844	2.33648	3.63508	3.48165	-5.960527e+001	-7.088210e+002	-7.684263e+002
31900	1.50386	1.58884	1.44496	1.55457	0.19367	0.703543	0.0128324	0.409435	0.409338	0.90481	0.698361	-3.22709	-6.09177	0.48217	-1.72936	3.96129	3.27552	4.27542	0.110072	0.36204	0.06046	0.0757913	4.06147	0.692299	1.10914	-3.34947	-5.91818	0.425844	-2.02635	1.70884	2.93546	4.1418	1.77279	3.12979	3.58849	2.50128	3.49871	4.29759	3.40435	3.80019	3.55556	1.04689	2.9114	3.66459	1.62399	3.21785	3.47434	2.94617	3.45065	2.17114	2.63551	3.68072	4.55181	-4.994825e+001	-7.065543e+002	-7.565025e+002
31950	1.46363	1.56851	1.41585	1.44395	0.228928	0.534761	0.011331	0.349115	0.465424	0.658151	0.900128	-3.53857	-6.24081	0.436513	-2.11051	2.72452	3.46337	4.35866	0.254114	0.236007	0.168628	0.335175	0.828965	1.01019	1.66241	-3.14746	-6.03278	0.440507	-2.19341	1.6921	3.00013	3.36121	1.33187	3.6747	3.72729	2.36598	3.52337	3.89874	3.53333	3.91464	4.20985	1.23851	3.07174	3.30465	1.87439	3.28759	3.41922	2.85688	3.46057	3.21955	2.88804	3.79751	1.91434	-5.062100e+001	-7.069217e+002	-7.575427e+002
32000	1.46045	1.61861	1.59755	1.45483	0.217482	0.601755	0.0130048	0.537224	0.596205	0.771065	1.14883	-2.97521	-5.3611	1.00203	-3.52762	2.16485	3.6499	4.49772	0.0921399	0.0483274	0.202463	0.149103	1.30775	0.694275	0.65568	-3.1765	-5.88844	0.422504	-3.11029	1.16244	2.78166	4.41251	1.75746	3.73825	3.71765	1.89794	3.34101	3.72327	3.18638	3.89998	4.12774	1.26505	3.15978	3.23485	2.16624	3.41649	2.5261	2.6616	3.3719	3.38743	2.31152	3.57997	4.56243	-5.108848e+001	-7.144494e+002	-7.655379e+002
32050	1.44585	1.52772	1.37798	1.48457	0.298018	0.628755	0.0136006	0.424688	0.551157	0.779757	1.02437	-0.858358	-5.54496	0.838452	-1.52528	2.18355	4.52307	2.88665	1.86879	0.190181	0.597473	0.0509406	1.58693	1.70753	5.07882	-3.57347	-5.55153	0.351539	-1.63158	0.912651	2.5495	1.93859	1.41164	3.54284	-3.50034	2.58061	3.55361	3.54008	3.19409	3.87645	3.50257	1.63266	3.19439	1.94154	2.01109	3.35812	3.41748	2.85841	3.32844	2.05561	2.05069	3.43312	1.68482	-7.076884e+001	-7.113428e+002	-7.821116e+002
32100	1.48373	1.59052	1.53652	1.52142	0.215436	0.682911	0.0112642	0.53054	0.623045	0.776642	0.983891	-2.64619	-5.42668	-0.392146	-0.235705	2.11276	3.25009	0.362054	0.175088	0.412005	0.413323	0.208935	2.67356	0.70093	1.74432	-3.54081	-5.917	0.406507	-0.699719	1.05343	2.56002	-1.18425	1.38036	3.41081	1.11125	2.52136	3.46192	2.27623	3.48701	3.8735	-2.12124	1.26195	3.01252	2.22182	2.12615	3.24087	0.734002	2.76638	3.26681	-1.14292	1.83011	3.26237	2.00272	-6.591250e+001	-7.061361e+002	-7.720486e+002
32150	1.43884	1.52883	1.41762	1.51764	0.176685	0.580899	0.0103456	0.373696	0.632946	0.910324	1.02708	-3.33182	-5.59581	0.782201	-0.764684	2.31857	4.43188	-0.520262	0.258757	0.127249	0.0859889	0.724868	2.56459	1.56237	1.17646	-3.58084	-5.62373	0.449487	-1.23079	1.07974	2.5071	-1.52734	1.53647	3.45943	-1.0266	2.15137	3.24261	1.26851	3.66119	3.85608	-0.474294	1.48363	2.97592	0.0363342	2.18583	3.28462	0.709326	2.32951	3.04876	-0.69516	2.9166	3.58772	1.52869	-5.850074e+001	-7.144913e+002	-7.729921e+002
32200	1.50017	1.53085	1.38472	1.42903	0.168664	0.555205	0.0101716	0.456202	0.543552	0.769849	0.757027	-3.79494	-5.81537	0.164606	0.792031	3.34931	4.24348	0.0498244	0.178035	0.169086	0.076195	0.0944353	2.80214	2.62121	1.02014	-3.41001	-5.6137	0.513955	0.665666	1.25633	2.63888	1.08874	2.16622	3.39827	0.857373	2.54212	3.37354	1.23045	3.53779	3.76683	0.929064	1.61337	3.07777	0.801192	1.60125	3.03287	0.901926	2.69752	3.19404	0.0421612	2.2272	3.41339	1.65142	-5.347616e+001	-7.052961e+002	-7.587722e+002
32250	1.45047	1.55787	1.40689	1.45206	0.212605	0.704599	0.0100884	0.349634	0.338674	0.816404	0.784926	-2.86572	-5.78807	0.570575	0.974836	2.55425	2.94214	1.65864	0.144442	0.638306	0.117296	0.0853914	0.941771	4.13475	0.940372	-3.26132	-5.6078	0.568479	0.795949	1.3008	2.67588	0.550136	1.22207	3.37886	0.266714	2.40109	3.29168	1.37323	2.56903	3.53969	0.932653	1.72599	3.12043	2.48354	1.91103	3.20879	0.950175	3.0548	3.3379	1.16693	1.60626	3.05993	0.184043	-5.738265e+001	-7.054843e+002	-7.628669e+002
32300	1.52256	1.49612	1.55229	1.54584	0.273276	0.656707	0.010251	0.633689	0.388262	0.823815	0.923348	-2.90865	-5.88013	0.364825	0.981146	2.0269	3.64669	-0.653166	0.116445	1.30613	0.28594	0.309139	1.35989	1.55622	1.01971	-3.33752	-6.3461	0.634816	1.83797	1.35803	2.60247	-1.56522	1.33898	3.18836	-1.73209	3.03759	3.43203	0.129268	3.2692	3.64886	-0.997361	1.70437	3.02695	0.372882	2.05678	3.16165	-0.92266	3.32096	3.37268	-1.57715	2.25267	3.33964	-2.78442	-6.234242e+001	-7.096104e+002	-7.719528e+002
