iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1.1)	lnkDCVCC(1.1.1)	lnkElimDCVCC(1.1.1)	lnkElimNDCVCC(1.1.1)	lnISkDCVG(1.1.1.1)	lnISkDCVC(1.1.1.1)	lnISkNDCVC(1.1.1.1)	lnISkDCVG(1.1.1.2)	lnISkDCVC(1.1.1.2)	lnISkNDCVC(1.1.1.2)	lnISkDCVG(1.1.1.3)	lnISkDCVC(1.1.1.3)	lnISkNDCVC(1.1.1.3)	lnISkDCVG(1.1.1.4)	lnISkDCVC(1.1.1.4)	lnISkNDCVC(1.1.1.4)	lnISkDCVG(1.1.1.5)	lnISkDCVC(1.1.1.5)	lnISkNDCVC(1.1.1.5)	lnISkDCVG(1.1.1.6)	lnISkDCVC(1.1.1.6)	lnISkNDCVC(1.1.1.6)	lnISkDCVG(1.1.1.7)	lnISkDCVC(1.1.1.7)	lnISkNDCVC(1.1.1.7)	lnISkDCVG(1.1.1.8)	lnISkDCVC(1.1.1.8)	lnISkNDCVC(1.1.1.8)	LnPrior	LnData	LnPosterior
4800	1.64755	1.52103	1.59384	1.46286	0.337744	0.761317	0.0112514	0.487272	0.468009	0.706324	0.805536	-5.29006	-7.17849	-1.07713	1.44243	4.56892	4.27104	-3.20469	0.347839	0.186166	0.302953	0.0995946	1.21491	0.991615	2.609	-5.11833	-7.1622	-0.291637	1.94472	3.37061	3.60749	-4.20445	4.10908	4.23223	-1.33092	4.33968	4.31091	-0.254816	3.91842	4.24838	-1.45883	3.04061	3.73641	-3.94651	3.97594	4.10574	-2.16368	3.98372	3.8696	-2.38685	3.34604	3.95477	-1.7897	-5.052275e+001	-7.193987e+002	-7.699215e+002
4850	1.48322	1.55766	1.49861	1.45878	0.275669	0.625011	0.0104833	0.520355	0.615576	0.842679	0.880264	-5.17939	-6.97458	0.259564	3.06861	4.29852	4.59468	-4.554	0.146202	1.19092	0.213144	0.133482	1.32639	2.37953	3.68935	-4.96249	-6.93971	-0.208663	2.67179	3.31557	3.58287	-3.4681	3.88868	4.49937	-1.23982	4.25218	4.17425	-1.33458	4.54753	4.38396	-2.33943	2.89247	3.68294	-2.73584	3.52537	3.89288	-1.24096	4.32732	3.98563	-1.37817	3.61821	4.03634	-3.91813	-5.602293e+001	-7.011567e+002	-7.571796e+002
4900	1.56328	1.5248	1.44542	1.3845	0.151447	0.641415	0.0100126	0.467993	0.620198	0.74551	0.837011	-5.09787	-6.73788	-0.0299669	2.31938	4.12392	4.018	-4.42352	0.183458	0.0747214	0.411048	0.274539	1.00794	1.31665	3.76139	-4.89524	-7.02733	-0.186843	1.9731	3.23765	3.57479	-4.45797	4.3393	4.32366	-0.871852	3.86219	4.00548	-3.12072	4.32855	4.29001	-2.56213	3.37318	3.84994	-2.73387	3.80331	4.02615	-2.44777	4.1922	3.89198	-3.79183	3.19157	3.81693	-4.4613	-4.803283e+001	-7.182516e+002	-7.662845e+002
4950	1.56282	1.57197	1.4681	1.48174	0.269386	0.619552	0.0148611	0.550002	0.55714	0.716123	0.832268	-4.02927	-7.48245	0.528779	0.0513527	4.45748	4.16411	-0.647893	0.118296	0.0829635	0.0818481	0.140263	2.03981	0.532902	1.98196	-4.90776	-7.29646	-0.116604	0.478422	3.50827	3.59264	-2.28155	3.21299	4.0681	-0.00586779	4.59281	4.15429	0.905511	4.23465	4.21058	-0.473114	3.4035	3.7879	-0.602639	3.47465	3.86744	-0.0284686	4.22853	3.90692	-2.56612	3.7695	4.12036	-0.544956	-5.084476e+001	-7.126159e+002	-7.634607e+002
5000	1.45477	1.63717	1.36932	1.43669	0.206829	0.66081	0.0119952	0.532013	0.392476	0.857319	0.912024	-4.77701	-6.95825	-0.985822	1.2951	4.4694	4.0078	-1.63366	0.116936	0.195584	2.29875	0.221786	0.986902	0.714942	3.91574	-4.81039	-7.03028	-0.20101	1.05565	3.41895	3.69247	-0.655349	3.69076	3.91204	0.536931	4.46384	4.30482	1.06549	4.51335	4.42681	-1.42811	3.2348	3.84733	-3.12527	3.51553	3.8925	-0.72657	4.09355	3.90998	-1.23715	4.00245	4.29506	-1.67529	-5.578441e+001	-7.156386e+002	-7.714230e+002
5050	1.52975	1.5795	1.48941	1.49507	0.324155	0.616072	0.012027	0.583632	0.600367	0.801852	1.16838	-4.51773	-6.9937	0.308401	1.28184	3.2502	4.58337	0.114755	0.0498291	0.25948	0.164643	0.15431	1.8689	0.516621	3.88091	-4.71498	-7.12908	-0.352415	0.797954	3.34867	3.84428	0.2628	3.16108	4.56442	-0.48179	4.27266	4.45611	0.144057	3.90516	4.49271	-3.46273	2.53134	3.75222	-0.252365	3.23333	3.9975	-1.61493	3.19674	3.75178	-1.05601	3.38284	4.20473	-1.19001	-5.520034e+001	-7.123310e+002	-7.675313e+002
5100	1.54169	1.55692	1.424	1.55462	0.344106	0.634619	0.0114852	0.428174	0.531826	0.947033	0.854874	-4.78232	-5.50916	-0.0527609	1.01159	3.94065	4.54158	0.323434	0.251537	1.02698	0.0995843	0.19857	1.83022	2.11665	1.50499	-4.75142	-7.0677	-0.298466	0.770622	3.35329	3.76834	0.194361	3.53215	4.57932	-0.0557519	4.01756	4.30775	0.744797	4.45835	4.53919	0.782262	2.68524	3.74184	-1.39293	3.43948	4.00666	1.03573	3.16623	3.65373	-1.16886	3.67038	4.164	-0.180127	-5.380481e+001	-7.071055e+002	-7.609103e+002
5150	1.45465	1.6471	1.47316	1.48207	0.212453	0.58541	0.0104038	0.523421	0.402283	0.78589	0.830653	-4.50825	-6.44587	-0.474488	1.73035	3.58221	4.39073	0.963534	0.109789	0.240905	0.370624	0.311557	2.78235	1.61089	0.651306	-4.66343	-6.62874	-0.250828	0.892223	3.1385	3.66112	0.989869	2.72762	4.13527	1.238	3.68488	4.11423	0.963353	4.49591	4.51456	0.821556	2.7627	3.76325	1.81345	3.48933	3.88099	0.930073	3.5047	3.80568	1.00938	3.561	4.09336	1.30808	-4.879956e+001	-7.077362e+002	-7.565358e+002
5200	1.53833	1.56571	1.38867	1.57439	0.22987	0.706181	0.0105032	0.524666	0.308725	0.755797	0.668735	-4.40044	-6.9115	-0.15422	-0.534238	3.90823	4.32981	2.28687	0.101443	0.080176	0.367468	0.120195	0.728781	1.02618	1.47037	-4.50375	-6.89915	-0.265228	0.227182	3.19639	3.81767	1.44865	2.79928	4.11621	1.13556	4.12649	4.29058	1.63967	4.28991	4.49623	0.0383644	2.37073	3.6437	1.97804	3.2804	4.10531	1.46776	4.04463	4.085	0.65397	2.905	3.96244	1.03162	-4.951280e+001	-7.071748e+002	-7.566876e+002
5250	1.60397	1.49211	1.38217	1.41821	0.270709	0.634203	0.0125971	0.402402	0.44787	0.864857	0.720818	-3.80867	-7.36341	-1.29893	0.140351	4.59467	4.15578	1.48335	0.201395	0.875635	1.19673	0.111928	1.35778	0.864459	1.4968	-4.67623	-7.01336	-0.241	0.190578	3.48001	3.79326	1.71853	3.71108	4.2626	1.24949	4.51474	4.35849	1.79608	4.51704	4.53844	0.780664	2.30825	3.59293	0.959575	2.91323	3.89467	1.51331	4.02923	3.94629	1.83999	3.3711	4.04894	1.97271	-5.528019e+001	-7.070496e+002	-7.623298e+002
5300	1.58527	1.53492	1.45541	1.50811	0.334806	0.629109	0.0105415	0.391853	0.465511	0.745278	0.953523	-4.52684	-5.96936	-0.834372	-0.846201	4.46608	4.46125	0.602268	0.272246	0.490929	0.126245	0.244252	3.3624	1.20298	2.14756	-4.65169	-7.16368	-0.303569	-0.992713	3.36313	3.7984	0.591207	3.11456	4.09198	-0.498328	3.87594	4.26675	1.77616	4.00231	4.47287	0.167952	2.44858	3.68074	-0.241011	3.30338	3.97321	-1.03783	3.81788	3.93157	-0.0324217	3.16116	4.03804	-1.08436	-5.467952e+001	-7.112610e+002	-7.659406e+002
5350	1.46285	1.54863	1.48914	1.42337	0.32386	0.616241	0.0113348	0.599488	0.486031	0.675808	1.00163	-4.75302	-7.54593	-0.323456	-0.840694	3.20145	4.59508	-0.0158747	0.215767	0.106053	0.0739206	0.490422	3.26833	1.06071	0.698644	-4.77547	-7.22347	-0.429548	-0.648173	2.90963	3.73104	-0.0721666	3.26713	4.28036	1.28634	4.33378	4.43753	0.174299	3.65438	4.34444	-0.0644252	2.75736	3.89935	0.161754	3.58636	4.0967	0.239879	4.36685	4.26645	0.73103	3.42544	4.19914	1.3762	-4.911645e+001	-7.126956e+002	-7.618120e+002
5400	1.52351	1.59162	1.38746	1.4838	0.290885	0.632021	0.0107606	0.394706	0.534007	0.787438	0.963256	-4.24416	-7.22032	-0.373999	0.380144	2.96004	4.54315	0.908216	0.29279	0.0891451	0.107342	0.125127	2.43105	1.20923	1.07787	-4.33223	-7.20542	-0.357584	-0.230365	2.91632	3.82226	0.837459	1.88161	3.94857	1.57749	3.76271	4.38712	1.82985	3.85683	4.41221	0.40205	2.87605	4.06263	-0.355207	2.94931	4.12628	1.29951	4.33976	4.37361	1.24529	3.2311	4.31481	-0.54321	-4.715506e+001	-7.073290e+002	-7.544841e+002
5450	1.52529	1.46431	1.41255	1.4639	0.260533	0.610905	0.0120975	0.513345	0.58026	0.673146	1.1408	-4.04838	-7.3461	0.104112	0.605401	4.42172	4.4879	-0.737805	0.134517	0.122151	0.141296	0.378091	1.73822	0.494777	3.60405	-4.26407	-7.32555	-0.27723	-0.383264	3.00452	3.77378	-0.37366	3.38229	4.3354	2.22747	3.84756	4.29904	2.01769	4.18022	4.45554	-2.3953	2.62974	3.98738	-1.12504	3.25254	4.18529	0.363735	3.96597	4.18719	-1.39646	3.67637	4.35686	0.670569	-5.232905e+001	-7.132916e+002	-7.656207e+002
5500	1.51622	1.60241	1.50434	1.44854	0.300806	0.652569	0.0107564	0.375663	0.560216	0.758908	0.760532	-4.19569	-7.16152	0.114224	1.15864	4.56467	4.59011	0.823539	0.177089	0.08054	0.108981	0.305237	0.937429	2.07472	0.792894	-4.13174	-7.57517	-0.184417	0.742053	3.15592	3.80288	0.717363	2.61119	4.07397	0.951625	3.88928	4.2731	0.62751	4.08434	4.51752	0.247232	2.78964	3.96051	0.405681	2.60604	3.92584	0.183781	4.35398	4.29132	1.00055	3.87182	4.46012	0.929929	-4.613655e+001	-7.095041e+002	-7.556406e+002
5550	1.49575	1.59942	1.54192	1.58521	0.231073	0.685502	0.0103709	0.418481	0.465698	0.810349	0.83664	-3.97566	-7.34885	0.797735	0.553982	4.37773	4.43824	0.00774569	0.12305	0.0598867	0.495952	0.280215	1.7715	1.75733	0.815812	-4.3872	-7.06027	-0.15177	1.34894	3.26873	3.75234	-0.68045	3.20424	4.01542	-0.165721	3.9502	4.22174	0.330773	4.03436	4.29859	-0.25618	3.12984	3.93922	-0.198373	2.9324	3.88216	-0.409623	4.54601	4.22104	0.884328	4.23579	4.30942	0.970708	-4.864360e+001	-7.080203e+002	-7.566639e+002
5600	1.53377	1.57991	1.42719	1.44163	0.365909	0.63164	0.0112823	0.501768	0.610731	0.906163	0.938988	-4.4541	-7.45642	0.421027	1.39382	4.35177	4.43763	-1.66114	0.176724	0.0986197	0.250618	0.11646	2.41646	1.21417	2.93635	-4.58863	-6.8829	-0.193081	0.826169	3.08027	3.63981	-1.97769	3.36094	4.05397	1.07073	4.13292	4.25609	1.03356	3.53697	4.15819	-1.86468	2.38913	3.58017	-2.48094	3.68235	4.11103	0.545102	4.47382	4.16056	-1.95879	4.14172	4.30303	-1.59633	-5.350300e+001	-7.114582e+002	-7.649612e+002
5650	1.57149	1.4882	1.5781	1.47196	0.352155	0.636171	0.0117457	0.522505	0.473365	0.81893	0.900544	-4.17426	-6.80529	-0.865656	1.24247	4.60385	4.39535	0.617719	0.0857246	0.225916	0.477374	0.279832	2.11386	1.36507	0.685366	-4.55038	-6.73611	-0.234725	1.15045	3.05205	3.64054	0.649314	2.75484	4.31743	0.130057	3.82354	4.19456	0.757063	4.16403	4.40656	0.918838	2.30979	3.62837	0.304483	3.18926	3.93297	-0.103119	4.34061	4.16853	0.0839462	3.1952	3.99732	0.255556	-4.853211e+001	-7.046300e+002	-7.531621e+002
5700	1.49276	1.50554	1.44511	1.41018	0.181996	0.655498	0.0104018	0.439445	0.554018	0.767493	0.991205	-4.61133	-6.65213	-0.480542	1.39024	3.40555	4.19571	0.0412897	0.288458	0.0786192	0.205489	0.0562224	1.02274	1.34437	1.26351	-4.3909	-6.82191	-0.166171	1.24095	2.92217	3.58061	0.531539	3.64502	4.48744	0.195679	3.78572	4.15169	-0.361361	4.30064	4.37436	-0.72725	2.46036	3.69302	1.06795	3.17181	3.936	0.432707	4.21292	4.11331	-1.88979	3.14793	3.97385	-0.634832	-4.644055e+001	-7.037669e+002	-7.502075e+002
5750	1.60186	1.54486	1.45492	1.5313	0.257221	0.781421	0.012625	0.799332	0.415242	0.718274	1.06628	-3.63564	-7.39511	-0.704199	1.1711	4.47632	4.59911	0.100896	0.110602	0.188814	0.149332	0.169764	1.9024	0.886057	0.888935	-4.53242	-6.95286	-0.258127	1.00502	2.75123	3.59984	-0.53281	4.08906	4.22353	0.581716	4.04959	4.33976	0.997615	4.5692	4.59126	1.10124	2.42614	3.65427	-0.40581	3.08794	3.88282	-0.798735	4.28975	4.17985	-0.70232	3.68224	4.23238	-0.207327	-4.756135e+001	-7.122277e+002	-7.597891e+002
5800	1.5623	1.55109	1.40266	1.52346	0.276447	0.645969	0.0102188	0.54372	0.597202	0.635762	1.08521	-5.55766	-6.64573	-0.369341	1.21863	3.48885	4.29034	-1.1524	0.320309	0.0988103	0.0910333	0.070422	0.928707	0.39921	2.11017	-4.50642	-6.94882	-0.239388	1.6255	3.13045	3.70552	-1.55923	4.17712	4.52351	-0.0128339	3.98998	4.24808	0.00455879	4.29439	4.37579	-0.344293	2.98664	3.89724	-1.53784	2.95402	3.91697	-2.01182	4.42952	4.23015	-0.812522	3.28247	4.03479	-0.795587	-5.061391e+001	-7.065697e+002	-7.571837e+002
5850	1.45002	1.5059	1.41557	1.55583	0.210255	0.517018	0.0100332	0.396915	0.553735	0.728479	0.815205	-4.81394	-7.58081	-0.0271882	1.92229	4.14929	4.38705	-1.3405	1.31722	0.121737	0.131065	0.124864	5.07426	0.782474	1.20311	-4.38582	-7.33082	-0.217323	2.01429	3.0365	3.75303	-1.01049	3.45694	4.44085	-0.509134	4.25141	4.32561	-0.246167	4.57167	4.47836	-1.19987	2.80384	3.8767	-2.40378	2.60159	3.76698	-0.742797	4.03185	4.07152	0.417949	3.52491	4.18163	-1.05415	-5.231082e+001	-7.099974e+002	-7.623082e+002
5900	1.48658	1.68594	1.42198	1.49754	0.318428	0.585828	0.0109522	0.456846	0.491628	0.869036	0.897966	-5.46998	-6.26719	-0.521234	1.03782	4.07945	4.5369	-0.321098	0.205073	0.200713	0.101249	0.676469	1.31025	1.15341	1.00333	-4.46697	-7.26118	-0.369219	1.91317	3.16339	3.85543	-0.843728	3.92409	4.55695	-0.615378	4.14881	4.42053	0.207054	4.39234	4.57698	0.194079	2.17361	3.68158	-0.582339	3.10945	4.1395	-0.301249	3.67696	4.1061	-1.17792	3.34936	4.29026	-0.245242	-5.088842e+001	-7.085120e+002	-7.594004e+002
5950	1.51247	1.48756	1.47804	1.50388	0.318155	0.607348	0.0135772	0.645328	0.44539	0.693007	0.86191	-5.47737	-6.17383	0.306908	0.465804	4.41305	3.65311	0.934576	0.123941	0.165565	0.11869	0.175016	1.74974	0.854965	1.14349	-4.91288	-6.5328	-0.309788	0.939167	3.14664	3.67964	0.811925	2.67643	3.84937	0.669663	4.09412	4.24642	0.923093	4.23337	4.49553	1.01756	1.8705	3.31574	-1.58207	3.65771	4.1361	0.699757	4.05364	3.99533	-0.0278032	3.8425	4.2324	1.03421	-5.151019e+001	-7.092583e+002	-7.607685e+002
6000	1.43718	1.49309	1.52199	1.52687	0.294465	0.642768	0.0123926	0.510948	0.577316	0.922122	1.04032	-4.99135	-5.55262	-0.253287	0.694045	4.2715	4.52182	-0.114093	0.0850492	2.0212	0.235624	0.156171	1.92839	1.10208	2.09389	-4.8416	-6.92659	-0.27054	0.813051	3.27384	3.6567	-2.42715	2.77544	4.07481	-2.75803	3.59501	4.06458	-0.274735	4.511	4.42757	0.161447	1.84047	3.3702	-1.76761	3.53576	4.00757	-0.0151667	4.60282	4.26719	-1.75514	3.69276	4.15465	-1.05901	-5.793010e+001	-7.192208e+002	-7.771509e+002
6050	1.45588	1.59281	1.45007	1.54518	0.199638	0.728943	0.0103473	0.565811	0.65825	0.620302	1.026	-5.05255	-6.9595	-0.226858	0.261883	4.39966	4.13182	-2.3982	0.141406	0.059893	0.130247	0.260033	1.43754	1.31705	4.86348	-4.66445	-6.75678	-0.343207	0.196918	2.90164	3.64642	-0.39926	2.33501	4.00446	-1.55103	4.2841	4.34057	1.42118	3.87936	4.39835	-3.46611	1.83569	3.42258	-3.69335	3.28043	4.04289	-2.15595	4.33509	4.17667	-0.174984	3.76122	4.37901	-4.32781	-5.413213e+001	-7.146512e+002	-7.687833e+002
6100	1.56722	1.58117	1.45905	1.5767	0.202478	0.547262	0.0103067	0.572586	0.701509	0.82538	1.22229	-4.64379	-6.84356	-0.127902	-0.477761	3.25259	4.43401	-0.305957	0.185395	0.190308	0.0844961	0.194507	1.07891	0.80484	3.31496	-4.77325	-7.33391	-0.351024	-0.969562	2.94316	3.6353	-2.20136	3.38063	4.24699	1.38692	4.10971	4.32782	-1.72656	4.43978	4.59398	2.84394	1.44905	3.15818	-0.904973	2.94726	3.96952	-2.96979	4.38519	4.27255	1.17674	3.50312	4.30725	-2.77088	-5.613773e+001	-7.214626e+002	-7.776004e+002
6150	1.5368	1.63104	1.52908	1.50879	0.341791	0.645201	0.0107442	0.356838	0.544594	0.871121	1.04659	-5.02471	-6.93955	-0.188019	-1.36016	3.55841	4.51336	1.08439	0.4491	0.130627	0.0962452	0.167258	2.49939	0.811851	1.70297	-4.66566	-6.92164	-0.289854	-1.33531	2.86326	3.57561	0.219444	2.76597	4.46195	2.21349	3.92794	4.20327	3.14236	4.31244	4.51921	2.56232	1.81755	3.32917	1.72718	3.47525	4.04154	2.87596	4.59195	4.2343	3.01231	3.59392	4.2299	1.84439	-5.187335e+001	-7.118716e+002	-7.637449e+002
6200	1.5599	1.53475	1.4092	1.50229	0.34659	0.622037	0.011042	0.578838	0.492421	0.708937	0.935258	-4.72517	-6.20584	0.0561888	-1.60147	3.1716	4.51694	3.86929	0.144816	0.210275	0.118328	0.141079	1.32764	0.733069	7.60847	-4.5716	-6.68721	-0.205948	-2.3016	2.90115	3.54588	0.280179	2.83676	4.19129	3.59192	4.08011	4.27231	4.50403	4.24387	4.3616	2.43546	1.63895	3.2096	3.80446	3.08776	3.84966	3.6243	3.95211	4.01622	4.3056	3.14385	4.04681	3.58848	-5.320296e+001	-7.086669e+002	-7.618698e+002
6250	1.50911	1.62293	1.46387	1.46047	0.219335	0.651464	0.0102981	0.465936	0.564766	0.918716	0.796846	-4.40831	-6.37365	-0.0787606	-2.31135	3.77351	4.44595	3.77222	0.140476	0.126368	0.188756	0.204553	2.86683	1.43725	1.07369	-4.57906	-7.21386	-0.27223	-2.37047	2.98497	3.63872	3.11439	3.82524	4.45918	3.74705	4.09275	4.26055	3.87978	4.21825	4.46705	3.58049	2.26526	3.57791	3.40612	2.98058	3.88506	3.14127	3.75144	3.96579	3.32316	3.40538	4.09718	3.48415	-4.524659e+001	-7.042027e+002	-7.494493e+002
6300	1.56561	1.4807	1.45232	1.47881	0.155944	0.674479	0.0119738	0.535181	0.58863	0.84832	0.770686	-4.5594	-7.5784	0.647619	-1.78005	3.65901	4.50999	4.08027	0.203729	0.307257	0.306429	0.119839	4.04096	0.744805	1.29978	-4.35747	-6.95373	-0.229273	-1.81613	2.52574	3.5345	3.06663	2.99707	3.99595	4.1288	3.82935	4.22343	4.05066	4.59797	4.52274	3.75932	2.0555	3.52085	3.7042	2.98882	3.92576	3.1773	3.50888	3.89843	0.591271	4.41937	4.5489	3.80349	-5.278956e+001	-7.065087e+002	-7.592983e+002
6350	1.53078	1.61927	1.51479	1.4256	0.190113	0.685688	0.0111129	0.40472	0.544983	0.755528	0.951514	-4.52554	-6.53144	-0.707674	-0.804803	4.09359	4.57043	2.45339	0.234259	0.129104	0.710075	0.0755009	1.90268	1.1075	3.57436	-4.27807	-7.05821	-0.236823	-1.10185	3.11489	3.82233	0.675067	2.80702	3.99653	2.81733	3.35677	4.16263	2.64253	4.12303	4.43367	2.70775	2.24758	3.73931	1.99706	2.82544	3.99119	1.55561	3.48994	3.90489	0.297516	4.02005	4.40684	0.75772	-5.292649e+001	-7.087194e+002	-7.616459e+002
6400	1.43436	1.54694	1.47257	1.4614	0.213437	0.603985	0.0107693	0.568111	0.69521	0.752573	1.02043	-4.11172	-6.4357	0.319211	-2.18333	4.03729	4.54253	1.24993	0.262221	0.153643	0.105259	0.153782	1.30571	1.05437	1.59099	-4.49337	-6.72795	-0.19669	-1.59471	3.29604	3.78545	0.128878	3.11359	4.26133	2.75821	3.54458	4.08055	2.86943	4.54179	4.40475	1.79176	2.72527	3.77695	4.12176	3.11054	3.87439	2.73073	3.39592	3.85006	1.23637	3.83848	4.23979	0.857403	-5.024636e+001	-7.119909e+002	-7.622373e+002
6450	1.5037	1.59409	1.37407	1.51667	0.237945	0.560691	0.0106879	0.559436	0.448419	0.764776	0.920097	-3.61209	-6.29328	0.494095	-0.0383953	3.67316	4.46284	2.54585	0.844443	0.167706	0.269242	0.215329	1.19992	1.21108	1.15816	-4.41553	-6.7607	-0.1894	-0.5571	3.0134	3.65551	2.00462	2.87343	4.28682	2.31811	3.76531	4.11388	2.66783	4.33013	4.38167	1.51106	2.29706	3.65018	1.8725	2.65016	3.75908	1.94527	3.99069	4.02932	1.50918	3.71401	4.19277	1.9034	-5.188147e+001	-7.062402e+002	-7.581217e+002
6500	1.50448	1.61775	1.4523	1.37165	0.20236	0.741835	0.0104108	0.384243	0.487165	0.767432	0.83136	-5.04321	-7.64895	-0.246306	-1.67376	4.10001	4.04083	3.63524	0.31057	0.116811	0.0568451	0.169578	0.650063	1.44254	1.58256	-4.41888	-7.07144	-0.0856166	-1.73361	2.77937	3.46838	2.55489	3.93268	4.22565	3.37113	3.53966	3.96396	2.80391	4.26981	4.31596	3.08423	3.08836	3.86733	4.15344	3.14787	3.88388	3.69296	4.06558	4.01754	0.721055	3.72648	4.21909	3.60826	-4.811110e+001	-7.119487e+002	-7.600598e+002
6550	1.55558	1.55982	1.51897	1.47364	0.207567	0.642356	0.0108556	0.758929	0.404208	0.810172	0.901153	-4.22711	-6.78805	-0.561955	-2.09012	4.44262	3.88681	2.02386	0.110258	0.227525	0.321151	0.247926	1.64038	0.579482	1.85063	-4.30769	-7.18915	-0.0841987	-2.2998	2.67417	3.42534	2.19865	3.41651	4.27447	3.02015	3.51997	4.06367	1.82195	4.57843	4.4367	1.50293	3.07819	3.93391	2.97471	3.2635	4.09525	1.78019	4.13722	3.96111	2.40383	3.43545	4.00247	3.14591	-4.921663e+001	-7.167925e+002	-7.660091e+002
6600	1.50688	1.52857	1.46677	1.46821	0.362886	0.66707	0.0102653	0.382371	0.524184	0.726926	0.983026	-4.06925	-6.86602	0.38207	-3.17718	4.21185	4.4202	4.43418	0.0824476	0.204716	0.1228	0.225419	2.13463	1.8649	1.42251	-4.09512	-6.47856	-0.105372	-2.13902	2.49599	3.55109	4.00728	3.0671	4.19327	3.75948	3.30234	4.16337	4.29683	4.55377	4.49997	3.50288	2.95744	3.91565	4.18266	2.55263	3.76296	3.41914	3.58719	3.90792	3.80213	2.63591	3.8828	2.91709	-4.604339e+001	-7.079675e+002	-7.540109e+002
6650	1.54115	1.60444	1.49388	1.40441	0.264769	0.649524	0.0217493	0.494355	0.474896	0.842001	0.827108	-4.5373	-6.06182	0.610907	-2.08812	4.52274	4.34919	3.40464	0.0454312	0.175663	0.195266	0.165137	2.04097	0.838698	1.77388	-4.43473	-6.58341	-0.038163	-2.0525	2.81696	3.38831	2.8712	3.66579	4.54503	3.85511	3.9122	4.03955	3.77681	4.43802	4.28279	4.37804	3.37759	3.95169	4.56163	2.98098	3.74378	3.40643	3.44612	3.71758	3.1772	3.8288	4.14135	4.126	-4.550560e+001	-7.131070e+002	-7.586126e+002
6700	1.50042	1.45602	1.51362	1.55401	0.259484	0.592374	0.011215	0.474994	0.592225	0.764549	1.07452	-4.11766	-7.55588	0.034625	-2.40127	4.47884	4.50383	1.17053	0.156964	0.144167	0.188026	0.158204	4.16794	1.11529	2.12558	-4.33485	-7.34627	-0.0524707	-2.66822	2.77328	3.49619	-0.683473	3.66352	4.40338	-0.139894	3.83902	4.03637	1.25024	4.53465	4.38035	2.79875	3.26311	3.95293	1.83472	2.56984	3.68105	-0.294218	3.8296	3.91053	1.49377	4.14909	4.27513	1.5697	-4.919293e+001	-7.155249e+002	-7.647178e+002
6750	1.53674	1.53318	1.52333	1.48128	0.202322	0.671583	0.0110412	0.70764	0.450692	0.730928	1.01222	-4.72686	-7.37566	-0.256064	-2.55502	4.26441	4.59857	-1.44762	0.327238	0.289187	0.184412	0.220559	2.68362	1.43216	5.46857	-4.51794	-7.35923	-0.0759473	-2.12845	3.06304	3.54657	1.90902	2.65079	3.95438	-0.919796	4.18997	4.1167	-2.44857	4.49554	4.44062	2.38194	3.26346	3.91424	3.46238	3.10151	3.78514	-3.28147	3.77836	3.75433	-1.51182	3.47728	3.99612	-0.854302	-5.923242e+001	-7.169542e+002	-7.761866e+002
6800	1.51232	1.52572	1.485	1.37943	0.253204	0.540087	0.0113114	0.449885	0.588359	0.605579	0.814051	-4.25237	-7.01846	-0.462997	-1.67343	4.35079	4.11722	3.2673	0.488419	0.154073	0.25543	0.206237	1.13315	0.441067	2.72195	-4.46959	-7.133	0.032612	-0.788108	3.3535	3.52034	0.34728	3.8678	4.49451	2.80446	4.26526	4.04685	2.47052	4.59787	4.25101	2.07898	3.94818	4.05236	3.30043	3.29811	3.69261	1.71701	3.91371	3.70671	0.760872	4.09393	4.10584	2.5053	-5.291220e+001	-7.120088e+002	-7.649210e+002
6850	1.50631	1.62085	1.43245	1.54305	0.265449	0.684888	0.0148412	0.497895	0.585521	0.831556	1.1515	-1.57499	-7.10659	0.185565	-1.18188	3.58073	3.56019	-0.349231	2.11408	0.273019	0.717761	0.109138	1.26833	1.19873	2.77583	-4.72806	-7.03968	-0.11968	-0.717128	2.98166	3.46286	0.449964	3.82944	4.35297	-1.63633	3.8914	4.03756	1.5138	4.04312	4.17377	-2.04999	3.48677	3.94869	0.483161	3.33807	3.84472	1.78503	3.87538	3.78522	-1.77254	3.224	3.90707	-0.170895	-6.718482e+001	-7.129721e+002	-7.801569e+002
