iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	LnPrior	LnData	LnPosterior
15800	2.23181	2.19319	0.611893	0.92513	0.550457	0.946305	0.165471	2.50338	0.519746	2.59589	1.97363	0.970109	1.16887	0.635198	0.599251	0.606433	0.632919	0.633197	0.376568	0.585632	1.2825	0.389025	-0.560419	0.453841	-0.824964	-0.236662	0.372177	1.16374	-1.22138	-2.0192	4.4842	-1.71111	0.219873	0.0454489	0.0603023	0.0542475	0.0992862	0.368515	1.06914	0.0902205	0.918381	1.46388	-2.39857	3.31026	-1.15099	-0.671181	0.890239	-0.655794	-0.459547	0.397333	1.50721	-1.60574	-1.54357	4.40334	-2.42955	-0.173565	0.309278	-0.74651	-0.385356	0.68616	1.22043	-1.9268	-2.35528	4.07434	-1.87005	-0.25535	0.425458	-0.969522	-0.359775	0.172206	1.19042	-0.304033	-1.9567	3.15523	-2.79514	-0.979959	0.231028	-0.728652	-0.212849	0.0778706	2.14092	-1.86518	-5.193066e+01	-3.203897e+02	-3.723204e+02
15900	2.40565	2.78438	0.683	2.36178	0.436161	1.65775	0.100319	2.58109	0.56004	1.84911	2.88216	1.00182	1.09585	0.631096	0.80441	0.612795	0.704266	0.720786	0.418604	0.54565	1.12489	0.601454	-0.81512	0.594765	-0.271686	0.444838	0.197029	1.21985	-2.22567	-2.36917	3.25383	-1.25603	0.0424408	0.0976003	0.282872	0.395361	0.123299	0.110469	0.0987259	0.067089	0.109121	0.867348	-2.36513	3.51643	-1.80204	-0.891137	0.519909	-0.841513	0.869053	0.107756	1.58975	-1.98528	-2.30483	2.97747	-2.49307	-0.739325	0.859033	-0.64031	-0.331697	0.671635	0.794543	-1.86902	-2.36562	3.46584	-1.92701	-0.954001	0.389467	-0.508351	0.537531	0.388567	0.746896	-1.84398	-2.21083	3.39399	-1.58252	-0.808366	0.61701	-0.272909	0.833674	0.198561	1.47194	-2.66329	-4.138017e+01	-3.201699e+02	-3.615500e+02
16000	2.92295	1.14342	0.597386	1.3322	0.569362	1.55706	0.18435	2.32159	0.902284	1.89805	2.23811	0.924092	1.1053	0.777209	0.632784	0.408371	0.891283	0.696002	0.397808	0.470017	0.923868	0.498301	0.382071	0.151372	-0.771128	-0.493534	0.104105	2.23588	-2.3069	-1.48985	3.4718	-1.72014	0.510604	0.0431329	0.0912582	0.0461442	0.363	0.250456	0.131145	0.292216	0.103526	1.1806	-2.09428	3.19794	-0.857318	0.155348	-0.0848754	-1.00294	-0.727465	0.246846	2.44232	-2.30333	-0.825423	3.88785	-1.38363	0.695454	0.358507	-0.970259	-0.376368	0.984099	2.15589	-2.15249	-2.12621	3.00904	-0.271684	0.28438	0.0768557	-0.468119	-0.645025	0.963852	1.62927	-3.09837	-1.1369	3.99118	-1.02432	-0.890845	0.208932	-0.930476	-0.393699	-0.348013	2.20296	-2.76556	-5.213450e+01	-3.225214e+02	-3.746559e+02
16100	3.03912	2.36313	0.504073	0.888786	0.332869	1.87761	0.129418	1.1072	0.950049	2.37696	2.86572	1.15597	1.3147	0.599119	0.598384	0.669277	0.724216	0.7754	0.439893	0.369841	0.829598	0.596721	-0.857173	0.472066	-0.714134	-0.126538	0.324377	1.60295	-1.60306	-1.61666	3.91974	-0.970308	0.0546074	0.219312	0.0428338	0.0812768	0.143573	0.153335	0.243713	0.243679	0.212908	0.804952	-1.96163	3.79496	-1.42847	-0.931335	0.946804	-0.581105	0.21368	0.104758	1.15302	-2.25108	-1.15841	3.9818	-1.5357	-0.999481	0.69364	-0.698079	-0.248188	0.362042	1.39892	-1.65161	-2.07972	3.64532	-0.856375	-0.651102	-0.078378	-0.838186	-0.111375	0.919311	0.877547	-1.12832	-1.36921	3.95488	-2.32026	-1.08153	0.725059	-0.807718	-0.493165	0.0420083	1.64743	-2.25791	-4.354184e+01	-3.198653e+02	-3.634072e+02
16200	2.87117	2.70449	0.705487	0.622934	0.744296	0.634007	0.109837	1.76754	0.615394	1.11171	2.96373	0.932883	1.04313	0.875215	0.556739	0.569233	0.78441	0.690851	0.378826	0.414741	0.893317	0.605218	-0.835406	0.280221	-0.638275	0.404954	0.5504	1.93054	-3.77119	-3.00769	2.57365	-2.46709	0.046313	0.0849585	0.0542161	0.10949	0.156598	0.0742313	0.0422935	0.161444	0.161096	1.15861	-2.86777	2.33099	-1.71934	-0.662449	0.7752	-0.330987	0.422292	0.615975	1.63837	-3.68191	-1.94859	3.59709	-2.69076	-0.927179	0.324602	-0.473156	0.378954	0.757117	2.02744	-3.6341	-3.18319	2.22215	-1.40967	-0.890135	0.430602	-0.474517	-0.408393	0.787665	1.51357	-3.89408	-2.12066	2.70659	-2.11673	-1.01199	0.722095	-0.64326	0.218297	0.431764	2.07679	-3.54617	-3.878925e+01	-3.217099e+02	-3.604991e+02
16300	2.85201	1.92822	0.346023	0.41732	0.989825	0.645357	0.212321	1.75476	0.622464	1.63812	3.14549	0.976267	0.958838	0.611332	0.611647	0.629734	0.802429	1.06136	0.400471	0.458417	1.08625	0.625769	0.38244	0.423252	-0.710468	0.0402617	0.213419	1.80291	-2.82083	-2.17353	2.82442	-2.15284	0.13713	0.0733649	0.101428	0.0714161	0.325498	0.190328	0.0389583	0.0845306	0.0945621	1.74495	-2.60291	2.52694	-0.773324	-0.331738	0.496168	-0.946174	-0.609092	0.6475	1.6906	-2.56798	-1.82777	2.19469	-1.1626	0.119511	0.656821	-0.939012	0.087499	0.367231	1.74523	-2.74885	-2.55521	2.98758	-0.163083	-0.302336	0.465202	-0.530764	-0.0351162	0.845894	1.81892	-2.4687	-2.23895	3.11319	-1.63436	0.153797	0.802478	-0.910944	0.139763	0.196256	1.16024	-3.06079	-4.387897e+01	-3.283303e+02	-3.722092e+02
16400	2.7283	1.09128	0.891828	2.6671	0.305587	1.15056	0.136614	1.87675	0.682889	1.3471	2.26892	0.979024	1.00096	0.716759	0.532807	0.549319	0.782331	0.8679	0.564194	0.601309	0.80207	0.400867	-0.681374	0.388236	-0.861631	0.295882	0.618695	1.33527	-4.14764	-2.53988	3.45472	-2.01306	0.0451839	0.0602084	0.0186352	0.0306753	0.0571216	0.407343	0.0759611	0.199694	0.122641	1.19643	-2.93362	3.25323	-1.59586	-0.924801	-0.0242594	-0.827057	0.618135	0.816154	2.3028	-4.06798	-1.75401	3.5336	-1.7078	-0.647817	0.268413	-0.743265	0.334745	0.95575	0.662774	-4.05077	-1.67712	4.03666	-1.07646	-0.48405	0.422001	-0.987271	0.406868	0.818128	1.15285	-4.06857	-2.2182	3.86671	-2.99597	-0.644152	0.660507	-0.870753	0.617784	0.400406	1.28621	-3.98885	-3.654642e+01	-3.163936e+02	-3.529400e+02
16500	3.26052	2.24192	0.883579	0.735704	0.347952	0.97893	0.348483	1.16038	0.837995	1.62971	3.22753	0.991444	1.07167	0.667627	0.690927	0.57559	0.730319	0.920817	0.470668	0.376639	0.89225	0.660303	-0.534938	0.0694877	0.0474598	0.363965	0.241746	1.15062	-3.80348	-2.48591	3.94565	-1.63101	0.0696346	0.542816	0.408587	0.0523166	0.0465535	0.0880315	0.110114	0.215147	0.189402	1.95587	-2.41033	3.7788	-1.94962	-0.46019	-0.25291	-0.0454739	0.630838	0.445461	1.33881	-4.02279	-1.58424	4.06285	-2.12786	-0.485391	-0.179841	0.51518	-0.0249491	0.511659	1.12625	-3.58303	-3.39674	3.97373	-2.00488	-0.286225	-0.246981	0.211806	0.465236	0.283197	1.42808	-3.79309	-1.56072	4.26533	-2.78979	-0.507429	0.388092	-0.767201	-0.0310684	0.0189583	1.62349	-3.89837	-4.581354e+01	-3.240400e+02	-3.698536e+02
16600	2.91495	1.4483	0.391043	1.4673	0.257529	0.832749	0.198754	2.87713	0.417418	2.10067	3.14123	1.1861	0.936487	0.87777	0.78745	0.823272	0.896519	0.732255	0.21236	0.435864	0.746393	0.984115	-0.0664953	1.17757	-0.750446	-0.335221	0.0985636	1.12656	-1.70681	-1.72977	4.60389	-1.44552	0.10061	0.0368267	0.104338	0.0369992	0.141254	0.626493	0.0877908	0.153534	0.311864	3.9136	-2.26908	4.1475	-2.39178	-0.0360565	0.837984	-0.478787	-0.348205	0.489308	2.97398	-1.32431	-1.60673	3.76567	-1.71699	-0.108617	0.989307	-0.951796	-0.250903	0.884552	0.293822	-1.84709	-1.75259	3.93385	-0.786673	0.240997	0.9357	-0.928968	-0.347695	0.179775	1.18668	-0.630032	-1.51651	4.56116	-2.31146	0.209128	0.76666	-0.483421	-0.69803	0.234057	2.12337	-1.8935	-5.213534e+01	-3.209958e+02	-3.731311e+02
16700	3.14932	2.6779	0.433264	1.40205	0.465012	0.587597	0.476961	1.91918	1.09389	1.5741	2.2913	0.969036	1.27262	0.656319	0.587748	0.50763	0.612216	0.783543	0.251009	0.361213	1.20103	0.69137	-0.442526	0.913481	-0.676564	0.122854	0.586695	2.1356	-0.91294	-1.72591	3.40944	0.348888	0.103795	0.113843	0.0513681	0.12932	0.0551367	0.369568	0.123094	0.112713	0.226321	4.11718	-2.16123	3.62563	-1.53184	-0.761777	0.95469	-0.848312	-0.0347706	0.641003	2.79342	-1.41268	-1.33965	2.9978	-0.597355	-0.310011	0.813777	-0.87843	0.155927	0.591311	1.50508	-0.658275	-1.66327	3.0011	0.294479	-0.262838	0.909399	-0.878263	0.756875	0.346019	0.346036	-0.978967	-1.33431	3.22422	-1.48167	-0.371474	0.945711	-0.820589	0.335227	0.206043	1.70264	-1.27019	-4.795695e+01	-3.176406e+02	-3.655976e+02
16800	2.46337	2.6289	1.12932	0.320459	1.06852	0.75776	0.359418	1.53396	0.665404	3.24586	2.95782	1.23549	1.09403	0.642682	0.704906	0.698551	0.839467	1.28943	0.616662	0.348949	0.855143	0.346248	-0.998559	0.487563	-0.490335	-0.306912	0.0159017	2.01278	-0.20937	-1.87837	3.9078	-1.9807	0.0549555	0.0552466	0.083077	0.0293237	0.118776	0.275286	0.115425	0.462586	0.176497	0.951511	-2.02289	3.51958	-1.18818	-0.585836	0.255533	-0.485746	-0.431133	0.0650941	2.26663	-0.959953	-2.23497	4.04706	-2.40935	-0.89011	0.586864	-0.676372	-0.32986	0.912563	1.03047	0.418696	-2.15245	4.03669	-1.2659	-0.659164	0.620297	-0.458056	-0.483463	0.244836	1.59468	-0.501376	-1.10804	3.7089	-1.59937	-0.764968	0.529584	-0.413253	-0.567435	-0.0805601	2.64994	-0.70643	-4.686458e+01	-3.304287e+02	-3.772933e+02
16900	3.02136	3.24184	0.441072	1.14524	0.327064	1.45557	0.428635	1.30844	0.491412	2.35181	2.62967	1.09481	1.02665	0.653979	0.662867	0.48018	0.85415	0.581399	0.499275	0.329517	0.808402	0.710842	-0.672293	0.295272	-0.836081	-0.458241	-0.00516337	1.56512	-0.646125	-1.71413	4.44807	-2.32756	0.122748	0.0603976	0.0399134	0.128395	0.0233723	0.204888	0.0705008	0.080644	0.16267	1.80568	-1.84752	4.07694	-1.91928	-0.624355	-0.0349966	-0.855843	-0.248412	-0.106378	2.01213	-0.684955	-1.28663	4.51528	-2.50312	-0.266718	-0.0428224	-0.76368	-0.525961	0.060135	0.90382	-0.532523	-2.27664	4.57736	-1.71141	-0.672403	0.103712	-0.566167	-0.532412	0.210644	1.10131	-0.507673	-1.76367	3.75204	-4.48361	-0.471761	0.281638	-0.906123	-0.676655	-0.137724	1.81535	-0.490804	-3.095871e+01	-3.152639e+02	-3.462226e+02
17000	3.10897	1.0894	0.469312	1.2201	1.09442	0.902397	0.105155	2.02162	0.835535	1.11078	3.10256	0.994207	1.21341	0.580687	0.86038	0.765935	0.636054	0.672422	0.436804	0.385206	0.750519	0.851012	-0.0743261	0.514743	-0.513254	-0.00398037	-0.159002	2.03394	-0.826939	-2.33406	4.06313	-3.72051	0.153287	0.0491379	0.192139	0.0857936	0.252629	0.0560872	0.269093	0.111446	0.200922	2.5316	-3.00548	4.11968	-3.49776	0.196131	0.833381	-0.971752	0.115462	0.388495	2.20565	-0.236331	-2.11013	3.95165	-3.24613	0.190659	0.819396	-0.325799	-0.386121	0.785939	1.45026	-0.800962	-2.48843	4.29654	-1.95326	0.0398303	0.690942	-0.606581	-0.576037	0.234061	1.89912	-0.75076	-2.4583	4.22259	-3.05173	-0.464291	0.575629	-0.723508	-0.413765	-0.349152	2.31762	-1.70297	-4.685544e+01	-3.230690e+02	-3.699245e+02
17100	2.80434	3.22867	0.487653	0.733764	0.421584	1.10532	0.101947	2.04814	0.628291	3.04248	2.69074	1.2326	1.11841	0.515271	0.80184	0.667629	0.850584	0.727188	0.341321	0.501632	0.741453	0.695266	-0.234625	0.437027	-0.356806	0.0355093	0.482302	1.41003	-2.26034	-2.11974	4.15293	-2.25292	0.298991	0.0344123	0.0571292	0.115125	0.0641889	0.0651952	0.183246	0.0502699	0.364889	1.24689	-2.09369	4.25606	-2.46113	-0.845173	0.470179	-0.226454	-0.591841	0.625866	1.44414	-1.43969	-1.88095	3.51368	-1.83629	-0.526361	0.261096	-0.424886	0.251569	0.919848	1.20819	-2.55003	-2.10585	4.37799	-1.46285	-0.602169	0.755897	-0.913413	0.121023	0.199531	1.39259	-1.62116	-2.15217	4.01687	-2.89921	-0.0592804	0.213533	-0.512726	0.0217981	0.203233	1.67765	-2.45144	-3.760238e+01	-3.194618e+02	-3.570641e+02
17200	2.84074	1.06226	0.64979	2.72743	0.315298	2.33694	0.0647754	1.55236	0.809416	3.2777	2.89964	1.04902	1.06563	0.632167	0.748579	0.693025	0.834252	0.80609	0.470949	0.534855	0.830823	0.544435	-0.113499	0.212727	-0.163938	-0.106492	0.242704	1.569	-3.68668	-2.55227	3.47293	-2.62489	0.441852	0.0161827	0.194798	0.041147	0.0710397	0.0790626	0.0424507	0.606357	0.361481	1.52835	-2.75462	3.00798	-1.00506	-0.14487	0.164663	-0.296659	-0.126711	0.462139	1.94799	-3.81032	-1.91796	3.83361	-2.27844	0.139918	0.223924	0.0103647	0.108118	0.817971	1.53542	-3.25054	-3.02752	2.38363	-1.3846	-0.356427	0.299502	-0.346468	-0.138006	0.774174	1.86622	-3.94783	-2.13341	3.5951	-1.57157	-0.151631	0.130998	-0.982558	-0.191902	0.2601	1.63255	-3.81993	-4.544012e+01	-3.189017e+02	-3.643419e+02
17300	3.25075	1.43704	0.370878	1.52862	0.488627	1.78483	0.0794552	1.89069	0.892173	2.44979	2.4926	1.03937	0.98073	0.790702	0.636756	0.478222	1.01346	0.743742	0.399667	0.462491	0.841715	0.738231	-0.836428	0.201605	-0.345986	-0.269679	0.686152	1.5296	-4.22135	-2.07432	4.34497	-1.44191	0.161283	0.0451471	0.144909	0.0595063	0.0935357	0.0653105	0.124692	0.0541745	0.282207	1.27743	-2.12251	4.5807	-2.58745	-0.929406	0.340777	-0.405755	-0.184656	0.723628	1.4822	-4.16472	-1.61082	4.15761	-2.01258	-0.899913	0.228795	-0.305067	-0.115826	0.923095	1.25488	-4.2766	-2.20507	4.25665	-1.27316	-1.10769	0.057059	-0.812581	-0.597698	0.92177	1.68185	-4.49704	-1.95247	3.38164	-1.5098	-0.508207	0.523742	-0.777847	-0.495434	0.10378	1.5898	-4.17116	-3.161711e+01	-3.139784e+02	-3.455956e+02
17400	3.14137	3.10034	0.704543	0.629353	0.279491	0.802295	0.10361	1.83987	0.752413	3.16303	2.62428	0.989187	1.11675	0.626634	0.834986	0.574437	0.8848	0.699316	0.296148	0.554074	1.00517	0.802595	-0.619531	0.373188	-0.421379	-0.226697	0.626794	1.8511	-3.64736	-2.1097	4.03117	-1.69912	0.215933	0.0623792	0.100243	0.350918	0.0438858	0.105431	0.123498	1.16675	0.231863	1.53477	-2.07008	4.18134	-2.20661	-0.904176	-0.0688325	-0.669505	0.685002	0.750079	2.30813	-4.20682	-1.52445	3.95308	-1.93571	-0.244683	0.651203	-0.281477	0.494066	0.871979	1.28734	-4.04886	-2.08329	4.31702	-1.69199	-0.375576	0.345281	-0.583511	-0.374244	0.974808	1.64567	-2.91672	-2.56128	3.57512	-1.51228	-0.467198	0.846464	-0.581466	-0.257795	0.560305	1.87055	-3.5083	-5.362460e+01	-3.136042e+02	-3.672288e+02
17500	3.23341	1.70127	0.426614	1.1483	2.49004	1.0092	0.216556	1.89917	0.425554	1.90158	2.43488	1.1481	0.979356	0.567546	0.817737	0.485309	0.784029	0.72762	0.486605	0.44667	0.741809	0.593724	-0.0815161	0.453934	-0.356031	-0.36907	0.419275	1.31079	-3.01533	-1.48874	4.46683	-1.19062	0.0519273	0.026601	0.29628	0.144388	0.0559018	0.112934	0.204108	0.1458	0.16424	2.16391	-2.06707	4.40035	-2.31334	-0.413426	0.40295	-0.857509	-0.416689	0.629284	2.08789	-2.12276	-1.35303	4.56474	-2.47776	-0.102554	0.598218	-0.0916109	-0.564478	0.534914	1.21137	-3.49577	-1.55442	4.47308	-1.13401	-0.288184	0.508319	0.0525053	0.0791992	0.523526	1.12566	-2.72634	-1.37728	4.40857	-1.82494	-0.0776965	0.351657	-0.539316	-0.277461	0.247539	1.99597	-2.89181	-3.711602e+01	-3.209657e+02	-3.580817e+02
17600	3.2703	2.7743	0.426018	1.47252	0.494454	0.55117	0.197861	1.26383	0.834366	2.62902	2.0577	1.0238	0.957816	0.751992	0.606633	0.675801	0.695415	0.685117	0.485817	0.496666	1.00321	0.349176	-0.325281	0.334667	-0.846051	-0.318277	-0.0328253	2.78771	-1.94731	-1.86736	4.44029	-2.53404	0.0742659	0.0478259	0.0612672	0.0402329	0.12392	5.07983	0.130889	0.151396	0.12873	1.6912	-2.40662	4.45552	-2.16171	-0.331976	0.500478	-0.868853	-0.510643	0.170687	2.81628	-1.99161	-1.23057	4.16882	-2.144	-0.127091	0.250258	-0.811439	-0.252921	0.777911	1.42679	-1.61548	-2.05952	4.44716	-2.38525	-0.770791	0.029978	-0.883805	-0.373341	0.949041	0.368936	-2.23311	-1.31918	4.18344	-2.5687	-0.765751	0.612059	-0.946937	-0.641616	-0.404664	2.12269	-2.00048	-5.016196e+01	-3.154791e+02	-3.656411e+02
17700	2.70257	2.70809	0.467818	1.22357	0.802261	1.94673	0.107587	1.05952	0.549975	1.38829	3.21653	1.07366	1.01024	0.720185	0.832906	0.551565	0.79116	0.843502	0.507568	0.335308	0.655319	0.478079	-0.535405	0.587115	-0.705051	-0.0880981	0.62883	3.13564	-1.6651	-1.61705	3.66168	-3.47958	0.241008	0.11916	0.106091	0.077203	0.126537	0.0696352	0.0832475	0.103652	0.217283	4.53237	-2.02298	4.17979	-1.89601	-0.56395	0.276767	-0.903136	-0.188108	0.654465	3.01999	-1.88143	-1.47695	4.2097	-2.18063	-0.184839	0.941952	-0.932946	0.265269	0.999364	3.01003	-1.78632	-1.84888	3.49808	-0.111584	-0.155869	0.0493231	-0.0828487	-0.24037	0.984643	2.69041	-1.09574	-1.76944	3.42524	-2.98593	-0.599395	0.817913	-0.70187	0.695707	0.289831	3.28548	-1.87271	-4.703958e+01	-3.155272e+02	-3.625668e+02
17800	3.11389	3.0856	0.607553	1.70493	2.44332	1.25419	0.340717	2.82861	0.597196	1.41801	2.58881	1.24048	1.21275	0.72947	0.638429	0.382614	0.789219	0.884339	0.392985	0.424525	0.821726	0.697523	-0.939223	0.451238	-0.76264	-0.0920285	0.480508	3.2529	-3.18877	-2.35758	2.71103	-2.89749	0.0892022	0.0783147	0.0362023	0.0974989	0.152873	0.208655	0.107939	0.258755	0.236666	6.41058	-2.76219	2.90481	-1.82577	-0.79542	0.412398	-0.727249	-0.159455	0.583967	3.77492	-3.99971	-1.52893	3.77415	-2.16668	-0.680069	0.761845	-0.869083	-0.0945856	0.9233	2.80938	-2.90217	-2.63418	2.33625	-0.331074	-0.931875	0.270405	-0.822872	-0.0108544	0.493166	3.98844	-2.70066	-1.94939	2.29612	-4.15239	-1.07813	0.654502	-0.632854	0.184546	0.29009	3.23366	-3.04842	-5.121520e+01	-3.249953e+02	-3.762105e+02
17900	3.00853	1.67373	0.518209	3.27619	0.345316	0.525052	0.0546235	2.59178	1.02487	1.17046	2.90929	1.02392	1.15325	0.645933	0.849882	0.464637	0.889359	0.89196	0.519256	0.405482	0.757632	0.919583	-0.297135	0.774552	-0.309457	-0.156452	0.540494	1.70323	-2.63485	-2.2216	3.41964	-2.55212	0.131995	0.0533196	0.0355426	0.0542041	0.0468366	0.437744	0.153921	0.230406	0.166776	2.14328	-2.81607	2.64369	-2.57483	-0.503246	0.988249	-0.50624	-0.529549	0.455788	3.00937	-3.1474	-1.28367	3.06017	-1.80089	-0.727581	0.783437	-0.398566	-0.117183	0.970178	1.0467	-2.90769	-2.74845	2.86053	-3.21829	-0.262534	0.615575	0.0208877	-0.351781	0.463793	0.0264338	-1.80924	-1.93166	2.60812	-4.22283	0.000715647	0.783655	-0.339114	-0.29281	0.225728	1.73378	-2.76234	-5.063165e+01	-3.159605e+02	-3.665921e+02
18000	3.18802	1.31116	1.18833	1.43091	0.495846	0.743563	0.261721	1.93612	0.63383	1.30778	2.79794	1.19725	1.07763	0.551929	0.768323	0.475412	0.762755	0.601194	0.498288	0.429077	0.841163	0.557568	-0.593155	0.776083	-0.403046	0.234531	0.385772	1.62283	-3.37468	-2.05922	2.89137	0.0165166	0.0707167	0.0818222	0.0616478	0.0612636	0.386414	0.121994	0.110875	0.11773	0.160927	1.35527	-2.4378	2.90902	-1.01167	-0.714173	0.613985	-0.522895	0.201784	0.181137	1.75209	-3.32732	-1.852	2.65092	-1.57402	-0.730046	0.484463	-0.494581	-0.332885	0.659405	1.38432	-3.34963	-2.00046	3.44368	-0.728337	-0.278356	0.461664	-0.546917	0.278826	0.767288	1.08421	-4.00362	-1.81103	3.22544	-1.21917	-1.01279	0.741757	-0.802508	0.492564	-0.0182272	1.82966	-3.5569	-3.971263e+01	-3.158865e+02	-3.555991e+02
18100	3.07916	2.44886	0.436623	0.513486	0.719123	1.40186	0.130867	1.16523	0.418044	1.75916	2.49487	1.08035	1.06358	0.699911	1.03611	0.466815	0.782166	0.751464	0.311566	0.394509	0.915151	0.46704	-0.821046	0.704806	-0.282273	0.444172	0.77049	1.87302	-2.63098	-1.67967	3.688	-3.19617	0.0357897	0.0615318	0.039225	0.0602326	0.0431733	0.105611	0.286087	0.625744	0.0769043	4.71413	-1.82837	3.36117	-0.957936	-0.763444	0.738597	-0.61125	0.451531	0.736798	2.39427	-1.91312	-2.18842	3.21349	-1.97753	-0.712718	0.922626	-0.504463	0.410249	0.938922	1.50267	-3.23837	-1.64098	3.24998	-0.206318	-0.864924	0.815183	-0.369707	0.816438	0.762241	1.65374	-2.66669	-1.41612	3.66059	-3.91162	-0.826707	0.407782	-0.08611	0.329085	0.585073	1.98783	-2.86613	-3.892694e+01	-3.178570e+02	-3.567840e+02
18200	3.24434	1.90406	0.709153	1.14634	0.607307	1.00796	0.0649022	1.82482	0.537616	1.60954	3.25558	1.18209	1.07551	0.603603	0.656056	0.591612	0.712883	0.977372	0.353415	0.31811	0.881562	0.255109	-0.362734	0.558194	-0.128175	-0.652586	-0.0661301	2.01908	-1.03796	-1.72932	3.18805	-0.285133	0.0364339	0.0422259	0.0540783	0.110748	0.124136	0.121641	0.0516463	0.121275	0.169275	1.80412	-1.93693	3.04065	-0.611613	-0.447031	0.410721	-0.380657	-0.396223	0.61571	1.87481	-1.4572	-1.37635	2.92219	-0.774434	-0.319011	0.431484	-0.196658	-0.659423	0.949477	1.65678	-1.11338	-1.81695	2.90982	-0.144725	-0.699615	0.639063	-0.280599	-0.643573	0.375052	1.92282	-0.905003	-1.40691	3.06679	-1.04854	-0.320289	0.627824	0.0418969	-0.574137	-0.170359	2.19444	-1.30247	-2.878641e+01	-3.185104e+02	-3.472968e+02
18300	2.98539	2.05173	0.264163	0.779887	0.843467	1.23653	0.18406	1.9242	0.531217	1.85248	1.81727	1.13255	1.05049	0.805832	0.722972	0.57263	0.736442	0.580272	0.437341	0.574623	0.599134	0.637842	-0.37925	0.369315	-0.334171	-0.218658	0.297284	3.43284	-1.119	-2.10886	3.10887	-2.62105	0.0238003	0.147734	0.128834	0.121914	0.156992	1.43226	0.0959473	0.573584	0.0829671	2.35982	-1.96375	3.44672	-1.54721	-0.324434	0.654301	-0.939479	-0.089489	0.970605	3.77009	-1.28538	-1.20985	3.38378	-1.73196	-0.478191	0.76479	0.290428	-0.239468	0.635415	2.55243	-1.66837	-2.8487	3.4814	-1.56879	-0.237985	0.763622	-0.413786	-0.708344	0.0713332	1.38826	-0.79463	-1.88983	3.33167	-1.40087	-0.463208	0.228681	-0.847595	-0.199023	-0.054896	2.98186	-1.07533	-5.669880e+01	-3.190718e+02	-3.757706e+02
