iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
600	1.1462	1.30599	0.638999	0.710659	0.862673	0.773203	0.693775	0.516019	0.643075	1.00585	1.16966	-2.75303	-4.30584	3.3077	0.332618	0.0661979	3.38854	-3.04895	-4.18535	2.26431	-2.41043	-4.44857	0.584501	-3.04094	-4.53297	-0.397564	-2.59246	-4.00961	2.16092	-2.781697e+001	-3.545460e+002	-3.823630e+002
650	1.20373	1.1964	0.710786	0.808534	0.86521	0.702056	0.365343	0.846115	0.641034	0.853364	1.02476	-2.71651	-3.72675	3.48714	0.622856	0.123263	1.96568	-3.28277	-3.96544	2.26099	-2.5325	-4.09293	2.55555	-1.91999	-3.65241	4.34286	-2.26936	-3.66055	3.09456	-2.709687e+001	-3.561571e+002	-3.832540e+002
700	1.02458	1.1024	0.631558	0.752693	1.06107	0.722292	0.425186	0.515654	0.414046	0.634148	0.768152	-2.27753	-2.42401	3.20159	0.17138	0.10832	2.48422	-2.58541	-1.94266	3.30147	-2.077	-2.76918	2.45171	-2.75893	-2.34557	4.1655	-1.79625	-1.707	3.32492	-2.405097e+001	-3.439916e+002	-3.680426e+002
750	0.997198	1.03411	0.637467	0.613335	1.04537	0.591777	0.629909	0.30835	0.471941	0.633101	0.868523	-1.75825	-1.48745	4.51602	0.141354	0.18952	1.16398	-2.11558	-1.86914	3.88102	-1.66707	-1.57072	3.38042	-1.40276	-0.983286	3.85393	-1.43869	-1.41616	2.68083	-2.003534e+001	-3.443731e+002	-3.644084e+002
800	0.931641	1.03219	0.82438	0.741659	0.888816	0.676706	0.454212	0.358135	0.532881	0.848275	1.12318	-2.29466	-1.24409	2.62821	0.440629	0.203022	1.43641	-1.82562	-1.96364	3.87942	-2.10887	-1.10235	1.6249	-2.95379	-0.512982	2.58095	-1.68319	-1.65722	1.82063	-2.885384e+001	-3.481899e+002	-3.770438e+002
850	1.09325	1.0215	0.792749	0.577626	1.07414	0.598582	0.431023	0.618507	0.569806	0.905304	0.986066	-1.64707	-1.66271	1.48977	0.3719	0.507197	2.22709	-2.65213	-1.17899	1.81517	-1.89747	-0.793921	1.23365	-1.62409	-0.61992	4.1727	-1.1204	-2.3078	2.32463	-3.429013e+001	-3.470337e+002	-3.813238e+002
900	0.989684	0.983582	0.956977	0.697615	1.0856	0.562345	0.679289	0.791922	0.502479	0.839696	1.04889	-2.92746	-2.32465	0.646459	0.266743	0.144573	2.23912	-2.92132	-2.53642	3.47436	-2.09343	-2.2727	0.191151	-2.55915	-2.81027	-1.20357	-2.48074	-2.44893	-1.04445	-2.877326e+001	-3.549109e+002	-3.836841e+002
950	0.975717	1.08017	0.688657	0.751343	1.08531	0.624789	0.603942	0.469448	0.613106	0.870966	0.700601	-3.06357	-2.72689	3.87446	0.194919	0.077989	2.00185	-3.10965	-2.63187	3.60465	-2.44235	-3.19456	3.37277	-2.85325	-2.68023	3.90613	-2.69401	-2.25218	3.77573	-2.179652e+001	-3.452391e+002	-3.670356e+002
1000	0.939556	1.07447	0.627114	0.611966	1.17264	0.760404	0.403126	0.398906	0.473897	0.730093	0.652462	-1.88169	-2.35401	3.40155	0.462451	0.446576	2.74151	-2.73512	-2.27792	3.7792	-1.97046	-2.44751	3.20325	-2.26343	-1.91874	3.74004	-1.89076	-2.55561	2.98804	-2.832507e+001	-3.446003e+002	-3.729254e+002
1050	1.09711	0.998157	0.673524	0.709418	0.984286	0.691032	0.69577	0.685345	0.483639	0.870332	0.852926	-2.72694	-1.93485	1.31134	0.428037	0.112168	1.02647	-2.65604	-2.18225	2.11301	-2.13876	-2.15365	2.47046	-2.74352	-1.98472	1.95087	-2.31997	-1.8018	1.97825	-2.458944e+001	-3.464385e+002	-3.710279e+002
1100	1.21899	1.04277	0.697396	1.09738	1.05873	0.596158	0.5603	0.50792	0.561312	0.676025	0.911317	-2.31546	-3.90387	4.20349	0.0782561	0.0763658	2.64964	-2.80491	-3.93663	3.52399	-1.9987	-3.73808	3.86338	-2.61927	-3.81434	4.28004	-2.0579	-3.63013	4.57706	-1.963588e+001	-3.497462e+002	-3.693821e+002
1150	1.07565	1.01328	0.668707	0.770578	0.990134	0.783574	0.491562	0.736012	0.737284	0.802397	0.885791	-2.65664	-3.10057	3.86885	0.0575333	0.0742355	3.59675	-2.68181	-3.10766	4.04176	-2.46638	-3.11587	1.92026	-2.66886	-3.20348	3.76026	-2.63431	-3.38047	4.09299	-1.860775e+001	-3.486839e+002	-3.672916e+002
1200	1.03542	1.12039	0.566934	0.700544	1.04011	0.776328	0.615529	0.651602	0.611592	0.823486	0.797299	-2.29086	-2.5358	2.54431	0.0962909	0.31841	3.29606	-2.1353	-2.63819	4.58264	-2.86175	-1.92818	1.40404	-3.05755	-2.65441	0.958447	-1.89029	-2.30336	3.05358	-3.024442e+001	-3.466693e+002	-3.769137e+002
1250	0.962249	1.02674	0.542523	0.618948	1.03196	0.614865	0.658027	0.471819	0.67367	0.804495	0.830376	-2.69232	-2.46031	3.0083	0.0840977	0.0532911	2.71956	-3.085	-2.88927	3.41201	-2.39188	-2.56043	3.60754	-2.5505	-2.17592	3.25952	-2.28447	-2.67216	2.11125	-2.208615e+001	-3.481772e+002	-3.702633e+002
1300	0.880442	1.10506	0.913137	0.620009	1.12343	0.81166	0.762	0.866552	0.509711	0.689159	0.694255	-2.3912	-2.46178	4.11399	0.0692318	0.312395	2.6614	-2.75043	-2.51307	4.04247	-2.15263	-2.64566	3.11377	-2.39661	-2.30467	4.50992	-2.37946	-3.08604	3.50198	-2.256376e+001	-3.524155e+002	-3.749793e+002
1350	1.08783	1.02662	0.691851	1.01188	0.936648	0.666484	0.613794	0.502185	0.558372	0.735655	0.787191	-2.44793	-1.74459	3.59409	0.122608	0.102755	2.72084	-2.74919	-1.71448	3.43942	-2.50863	-1.86008	1.17337	-2.50988	-1.6395	1.78723	-1.58685	-2.17299	3.60249	-2.380077e+001	-3.481554e+002	-3.719562e+002
1400	1.00796	1.10954	0.553709	0.655811	1.07449	0.723064	0.520238	0.595521	0.447062	0.911899	1.00022	-2.22617	-0.896947	1.16754	0.387972	1.41504	3.42926	-2.76489	-2.73434	1.29346	-1.50511	-0.913467	0.848684	-2.573	-2.92761	-3.53635	-1.72067	-2.07941	0.7346	-4.263673e+001	-3.487388e+002	-3.913756e+002
1450	1.1408	1.04461	0.615437	0.805894	1.28732	0.562176	0.432384	0.601111	0.456703	0.878729	0.877424	-1.79022	-2.12469	2.15203	0.0652327	0.274654	2.10308	-1.7741	-1.26543	3.40354	-1.6504	-1.76993	1.97114	-2.13604	-2.50352	3.9982	-1.72858	-1.67799	0.624123	-2.495038e+001	-3.501809e+002	-3.751313e+002
1500	0.982211	1.15859	0.620563	0.703818	0.94811	0.69314	0.518996	0.436347	0.54848	1.02077	0.560576	-2.77009	-2.00428	3.43669	0.111642	0.308536	1.4506	-2.55307	-1.99516	3.74682	-2.2087	-2.02126	2.72991	-2.91411	-2.47166	3.35052	-3.16669	-2.4463	3.0327	-2.263645e+001	-3.462051e+002	-3.688415e+002
1550	1.17738	1.05657	0.637013	0.597544	0.952797	0.826818	0.862646	0.272925	0.624177	0.725274	0.914573	-2.2504	-2.21678	3.00305	0.135038	0.109592	2.04248	-2.25304	-2.10071	4.24872	-2.00221	-2.20639	3.40194	-2.22926	-2.90008	4.19576	-1.97197	-2.49615	2.73732	-2.145920e+001	-3.494167e+002	-3.708759e+002
1600	0.994656	1.09144	0.78977	0.704217	1.13827	0.640647	0.491574	0.351177	0.386578	0.758935	0.938412	-1.79036	-1.04268	2.77509	0.0644335	0.237329	2.22825	-1.92365	-0.966799	3.11481	-1.7875	-0.827075	2.54699	-1.77689	-1.01844	4.01652	-1.38603	-0.539794	2.63801	-2.101873e+001	-3.428856e+002	-3.639043e+002
1650	1.10973	1.14859	0.581958	0.76767	0.975465	0.640002	0.634483	0.350727	0.458914	0.928033	0.476699	-1.96607	-1.03871	2.4098	0.211003	0.122023	2.53034	-2.05015	-0.79995	3.01389	-2.09235	-1.12052	1.68505	-2.12744	-0.635695	3.65442	-1.76163	-0.922017	1.54868	-2.126735e+001	-3.423756e+002	-3.636429e+002
1700	1.1257	1.03856	0.754202	0.538302	1.05846	0.787083	0.618946	0.527839	0.434958	0.657229	1.06195	-1.85542	-2.39879	3.03996	0.131465	0.056926	1.25172	-2.24496	-2.42016	2.61209	-1.65269	-2.48278	3.08187	-2.85339	-2.27556	4.3372	-1.38119	-2.42847	3.74918	-2.253821e+001	-3.476690e+002	-3.702072e+002
1750	1.0943	1.08616	0.668926	0.674902	0.95839	0.831091	0.808009	0.336172	0.604938	0.931824	0.731266	-2.36352	-1.29996	4.38386	0.168035	0.210937	2.48568	-2.20691	-1.35501	3.1123	-2.14565	-1.27748	0.773655	-2.12048	-1.09951	3.55576	-2.10424	-1.77647	2.08647	-2.483132e+001	-3.462902e+002	-3.711216e+002
1800	0.898846	1.08195	0.800178	0.629719	1.16836	0.762173	0.579034	0.526871	0.426769	0.624696	0.707613	-3.24787	-0.788628	-1.60734	0.992558	0.154352	1.9232	-3.01433	-1.39609	-2.196	-1.8271	-1.01121	1.58509	-2.57115	-0.772492	-2.56266	-1.31852	-0.3441	0.368138	-3.615896e+001	-3.501607e+002	-3.863197e+002
1850	0.947108	0.961019	0.651538	0.773423	0.89884	0.712748	0.624619	0.607038	0.675847	0.913362	1.10458	-2.37105	-1.10868	-1.64225	0.198773	0.109728	1.83443	-2.61792	-1.52771	0.0453579	-2.57751	-1.63479	-3.15501	-2.5194	-0.799503	-2.77721	-2.09228	-1.34907	0.479176	-2.610488e+001	-3.511374e+002	-3.772423e+002
1900	1.03527	0.952185	0.71609	0.528416	0.906038	0.767851	0.384596	0.453193	0.411106	0.705885	0.962047	-1.90611	-1.1342	3.09389	0.202018	0.0938093	1.34789	-2.30781	-1.35784	3.32459	-1.51939	-0.885141	2.79536	-2.45267	-0.985615	3.42122	-1.7513	-1.51346	2.34843	-2.014720e+001	-3.456923e+002	-3.658395e+002
1950	1.04293	1.1095	0.662799	0.64086	1.09955	0.77394	0.727278	0.458691	0.497214	0.823966	0.58096	-1.73483	-0.864579	3.12514	0.178331	0.299038	1.07174	-2.04258	-0.556958	2.54363	-2.03716	-0.934727	1.60383	-1.83197	-1.0324	4.12957	-1.41068	-0.826953	3.02739	-2.372830e+001	-3.414945e+002	-3.652228e+002
2000	1.06716	1.1107	0.712293	0.71187	0.820693	0.850872	0.333885	0.446814	1.06116	0.766925	0.622989	-2.78428	-1.42653	-0.966323	0.0681474	0.145827	2.91039	-2.92143	-1.10258	-1.44242	-2.52622	-1.32914	1.92347	-3.13905	-1.90276	-1.32673	-2.62571	-1.83218	-0.338968	-2.360145e+001	-3.578531e+002	-3.814546e+002
2050	1.01377	1.13682	0.574565	0.60785	0.861013	0.563764	0.558815	0.580872	0.732211	0.887932	0.845219	-2.68563	-1.03092	-4.49975	0.215044	0.180531	1.24639	-3.02506	-1.92331	-3.99949	-2.32639	-0.794722	-3.14699	-3.33635	-0.808929	-2.9743	-2.70389	-0.856824	-2.95014	-2.456429e+001	-3.515979e+002	-3.761622e+002
2100	1.00993	1.12424	0.587411	0.655989	0.942647	0.760636	0.697283	0.397181	0.743465	0.791106	0.815341	-2.71053	-2.49185	-2.94207	0.141011	0.110819	1.32112	-2.77165	-2.68626	-2.29577	-2.65339	-2.52479	-3.72479	-2.19038	-2.48281	-3.00752	-2.95024	-2.47936	-2.11647	-1.922023e+001	-3.527737e+002	-3.719939e+002
2150	1.00776	1.09922	0.518016	0.816518	1.09747	0.800831	0.549343	0.539377	0.471631	1.15905	0.879504	-2.4316	-2.81185	-2.95062	0.590116	0.153351	1.51234	-3.16597	-3.3432	-2.51514	-1.78541	-2.68688	-3.78226	-2.98781	-1.68947	-0.564449	-2.63722	-2.2796	-2.41927	-3.384334e+001	-3.539782e+002	-3.878216e+002
2200	0.996865	1.04196	0.589579	0.686909	0.932054	0.623915	0.482639	0.402009	0.766662	0.660545	0.904333	-2.86401	-2.38814	1.36384	0.123207	0.121616	3.02033	-2.69372	-2.59121	-1.46175	-2.24061	-1.6148	1.48328	-2.83467	-2.09741	4.41099	-2.66892	-2.50612	0.24015	-2.675288e+001	-3.485642e+002	-3.753170e+002
2250	1.09576	1.12477	0.717411	0.645833	1.15573	0.638118	0.647341	0.322086	0.493606	0.657252	0.704622	-2.43604	-1.48136	2.46961	0.120963	0.156247	1.25143	-2.67618	-1.39717	2.59108	-2.12166	-1.46863	1.04526	-2.69245	-1.82579	1.84151	-2.43353	-1.7218	1.99335	-1.971270e+001	-3.480354e+002	-3.677481e+002
2300	1.1155	0.872474	0.648663	0.767233	1.23502	0.640286	0.535653	0.843868	0.589356	0.907448	0.812164	-2.91209	-1.81972	3.63554	0.133469	0.105601	2.68357	-2.32264	-1.41773	3.32014	-1.95732	-2.46323	1.66074	-2.95104	-2.12569	3.18583	-2.28992	-1.58553	3.25424	-2.873979e+001	-3.532228e+002	-3.819626e+002
2350	1.00099	1.18191	0.727868	0.623171	0.978292	0.756095	1.00549	0.652872	0.567558	0.89819	0.625226	-2.11416	-1.19243	3.71615	0.166022	0.134513	2.46546	-2.05316	-1.09902	3.26532	-2.25424	-1.22452	1.97381	-2.5745	-1.30195	4.03601	-2.22002	-1.13349	3.20573	-2.098719e+001	-3.479137e+002	-3.689009e+002
2400	0.93648	1.03731	0.657571	0.55085	1.03506	0.750117	0.329607	0.624296	0.467272	0.741565	0.697858	-2.22986	-2.55048	2.93606	0.0569836	0.134509	0.722648	-2.03863	-1.64064	3.74249	-2.37305	-2.18661	2.19221	-2.37703	-1.77918	3.43689	-1.94437	-2.63413	2.08711	-2.400945e+001	-3.479161e+002	-3.719256e+002
2450	0.999337	1.16904	0.742973	0.704366	0.941399	0.634916	0.449953	0.512829	0.499774	0.999133	1.15219	-2.42035	-2.88221	2.52714	0.102803	0.597847	2.85939	-2.2262	-1.8068	3.80172	-2.33354	-2.09706	2.00621	-2.46845	-2.6369	4.50989	-2.7002	-1.69218	0.589327	-2.994044e+001	-3.486380e+002	-3.785784e+002
2500	1.03802	0.960662	0.594364	0.894467	0.832856	0.781141	0.666079	0.371499	0.608396	1.058	1.10109	-2.04253	-1.58737	1.29578	0.110805	0.550784	3.43706	-2.28048	-1.51859	3.16683	-2.3091	-2.13721	-0.264244	-2.23879	-2.17199	1.12579	-1.55751	-2.14147	2.09376	-2.956539e+001	-3.533124e+002	-3.828778e+002
2550	1.03736	1.13708	0.699427	0.863717	1.02873	0.849073	0.463199	0.430501	0.511763	1.02046	0.77549	-2.94893	-2.58059	4.21679	0.248038	0.194407	1.90091	-2.99531	-3.3704	3.97516	-2.11803	-2.91989	3.46317	-3.1937	-2.85782	2.15396	-2.43971	-2.64635	2.93358	-2.609869e+001	-3.460942e+002	-3.721929e+002
2600	1.1382	1.09613	0.756006	0.88561	1.16162	0.752321	0.43667	0.747426	0.402833	0.838235	0.889383	-2.4315	-2.24375	4.25664	0.0743584	0.0523017	5.70145	-2.05493	-1.99099	4.17258	-1.88451	-2.15936	1.71493	-2.881	-2.32836	4.09076	-2.29784	-2.20863	0.276598	-2.549099e+001	-3.478009e+002	-3.732919e+002
2650	1.09526	1.08244	0.790868	0.613701	1.03455	0.792306	0.707811	0.441257	0.591002	0.731233	0.791085	-2.90549	-2.10615	3.54021	0.205166	0.0991966	5.65451	-2.84694	-2.24257	0.828514	-1.7983	-2.76627	3.87809	-3.12309	-1.74339	2.58101	-2.44911	-2.36737	3.78541	-2.953723e+001	-3.466615e+002	-3.761987e+002
2700	0.910798	1.12534	0.661244	0.486407	0.920465	0.671097	0.850638	0.717571	0.489654	0.797965	0.792981	-2.42542	-1.89439	2.68177	0.0905375	0.118166	2.27314	-2.59434	-2.02266	3.00671	-2.22368	-1.49937	2.82538	-2.65945	-2.58857	3.70628	-2.28956	-1.79985	0.538546	-2.220652e+001	-3.516879e+002	-3.738944e+002
2750	1.13488	1.12421	0.57346	0.786477	1.0184	0.50766	0.494499	0.335462	0.408519	0.799039	0.544483	-2.10354	-1.93143	4.22857	0.270115	0.116444	2.20251	-1.84934	-1.80588	3.99282	-1.98415	-2.38708	3.20156	-2.92039	-2.32616	3.7962	-2.19975	-2.02406	2.51919	-2.158005e+001	-3.463721e+002	-3.679521e+002
2800	0.965784	0.963752	0.683157	0.957461	0.89293	0.746334	1.01615	0.491538	0.390324	0.770543	1.06203	-1.83978	-1.70931	2.83865	0.0999025	0.0948509	2.19307	-1.95349	-1.97272	3.98242	-1.31168	-1.57827	3.51677	-2.26668	-1.84718	4.23826	-1.34962	-1.93626	2.23618	-2.271099e+001	-3.482508e+002	-3.709618e+002
2850	1.04746	0.984411	0.550951	0.990179	1.09501	0.706461	0.420124	0.601088	0.3747	1.11289	0.864686	-2.26635	-3.03086	3.31866	0.173198	0.235488	18.4512	-2.44507	-2.59344	4.26321	-1.52569	-2.20855	3.05875	-2.85471	-3.43939	2.75032	-2.08398	-3.43612	-0.652675	-3.455916e+001	-3.502553e+002	-3.848145e+002
2900	0.972819	1.10447	0.667567	0.608694	1.03873	0.751172	0.484575	0.568936	0.381464	0.841227	0.513372	-1.68847	-1.68021	3.69298	0.268713	0.197072	11.7909	-2.83243	-0.907707	1.72493	-1.75463	-1.44582	2.07665	-1.96382	-1.53278	4.00233	-1.31205	-1.77161	1.34446	-3.180072e+001	-3.464994e+002	-3.783001e+002
2950	0.982286	1.05825	0.57695	0.709406	1.15266	0.642773	0.590627	0.657905	0.642648	0.786262	1.04308	-2.09472	-1.2241	2.6842	0.0752149	0.194876	1.50394	-2.66836	-0.982452	2.54892	-2.04303	-0.502334	1.07993	-2.48984	-1.16445	1.64826	-2.41486	-1.15823	3.77415	-2.536104e+001	-3.481859e+002	-3.735469e+002
3000	0.898658	1.04502	0.889894	0.813168	1.13831	0.702556	0.426449	0.262203	0.32867	0.683419	0.853798	-2.01336	0.13374	1.37191	0.155296	0.141876	1.51627	-2.65277	0.0665045	1.43912	-1.5767	0.0159736	1.48065	-1.89361	0.157152	2.61266	-1.58612	-0.449123	2.04951	-2.193375e+001	-3.481841e+002	-3.701179e+002
3050	1.21875	0.948124	0.697731	0.604909	1.12528	0.772736	0.386387	0.553739	0.5706	0.678914	1.00523	-1.98339	0.442519	-2.67584	0.11345	0.12774	9.04185	-2.44148	1.19029	0.423378	-1.50108	1.27984	-0.0788022	-2.34517	0.00492264	2.2876	-2.65228	0.612647	-3.18492	-3.530986e+001	-3.498308e+002	-3.851406e+002
3100	1.10386	0.964369	0.729654	0.726861	1.10555	0.788849	1.14729	0.735215	0.567521	0.754008	0.915996	-2.42506	1.15286	-0.686477	0.436005	0.507476	1.58044	-3.03316	0.620863	-0.993885	-1.33311	1.32843	-0.689284	-2.17714	1.64122	1.17059	-1.65604	0.147312	-0.573952	-3.460925e+001	-3.507026e+002	-3.853119e+002
3150	1.0728	1.01038	0.616609	0.873431	0.912573	0.686453	0.443974	0.436441	0.769599	0.76732	0.850011	-2.55721	1.86034	-4.21738	0.0981655	0.165995	1.25224	-3.12909	1.15592	-4.04893	-2.41383	1.46417	-2.30473	-2.45637	1.47497	-4.36783	-2.28506	1.23359	-4.01987	-2.301305e+001	-3.490832e+002	-3.720963e+002
3200	0.872713	1.16089	0.697142	0.731923	0.978335	0.611042	0.708215	0.423652	0.762615	0.749692	0.762036	-2.42075	2.02601	-2.652	0.415232	0.0599322	4.13169	-2.52451	1.94452	-2.44476	-1.93045	2.33564	-1.2073	-2.9995	2.12976	-1.52817	-2.60969	1.65364	-1.60388	-2.692419e+001	-3.502471e+002	-3.771713e+002
3250	0.978873	1.08515	0.722786	0.66272	1.12355	0.628274	0.461719	0.325645	0.432732	0.852928	0.569226	-1.68137	2.58707	-0.295554	0.148739	0.100679	5.70358	-2.17907	2.35409	-0.518718	-1.47857	2.43806	-0.36877	-1.65239	2.56806	0.539037	-1.38024	2.39052	-1.14068	-2.268037e+001	-3.432648e+002	-3.659452e+002
3300	0.935252	1.07578	0.675993	0.66268	0.942414	0.679348	0.816552	0.302952	0.573537	0.741843	0.775495	-2.28377	1.5932	-0.0997879	0.0984716	0.122576	2.18062	-2.32446	1.79748	0.124486	-2.30024	1.52125	-2.61626	-2.63232	2.1514	-0.786942	-1.93369	2.54506	-1.26651	-2.569723e+001	-3.466500e+002	-3.723472e+002
3350	1.12864	1.27789	0.565077	0.755601	0.935022	0.627522	0.81282	0.389917	0.577044	0.745747	0.823452	-2.1389	1.64834	-2.32083	0.429134	0.0475418	2.10893	-2.69308	1.98915	-1.09892	-2.28487	1.52686	-0.919893	-2.91425	1.4686	0.825618	-1.80348	1.64545	0.429952	-2.984708e+001	-3.479519e+002	-3.777990e+002
3400	0.951176	1.11486	0.643738	0.915013	0.938458	0.62869	0.448627	0.340583	0.53125	0.837174	0.886705	-2.22187	2.54611	-1.96843	0.0549526	0.105503	0.826427	-2.5749	2.31254	-1.52522	-2.35778	2.27387	-2.31801	-2.13433	2.33573	0.26003	-2.27638	2.3213	-2.35101	-2.083051e+001	-3.460373e+002	-3.668678e+002
3450	1.03879	1.10235	0.54564	0.688632	0.910458	0.743887	0.404007	0.516105	0.699287	0.684839	0.912937	-2.84776	1.54448	-2.521	0.105171	0.228911	2.3637	-2.6325	1.80556	-3.56931	-2.08628	1.83023	-2.26448	-3.19173	1.14138	-2.70199	-2.08185	1.54643	-3.26753	-2.703285e+001	-3.483424e+002	-3.753753e+002
