iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPKidDCVGC(1)	M_lnPBrnDCVGC(1)	M_lnPBodDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPKidDCVCC(1)	M_lnPBrnDCVCC(1)	M_lnPBodDCVCC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPKidDCVGC(1)	V_lnPBrnDCVGC(1)	V_lnPBodDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPKidDCVCC(1)	V_lnPBrnDCVCC(1)	V_lnPBodDCVCC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPKidDCVGC(1.1)	lnPBrnDCVGC(1.1)	lnPBodDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPKidDCVCC(1.1)	lnPBrnDCVCC(1.1)	lnPBodDCVCC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPKidDCVGC(1.2)	lnPBrnDCVGC(1.2)	lnPBodDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPKidDCVCC(1.2)	lnPBrnDCVCC(1.2)	lnPBodDCVCC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPKidDCVGC(1.3)	lnPBrnDCVGC(1.3)	lnPBodDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPKidDCVCC(1.3)	lnPBrnDCVCC(1.3)	lnPBodDCVCC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPKidDCVGC(1.4)	lnPBrnDCVGC(1.4)	lnPBodDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPKidDCVCC(1.4)	lnPBrnDCVCC(1.4)	lnPBodDCVCC(1.4)	LnPrior	LnData	LnPosterior
24300	3.0299	2.55245	0.492115	1.73427	1.21609	0.891895	0.365158	2.83306	0.816588	3.10987	2.20871	0.344715	0.988164	0.664684	0.636995	0.414419	0.836588	0.0128498	0.338166	0.339748	0.867238	0.332994	-2.4488	1.33601	1.94652	1.4931	4.28622	-3.40829	-0.586658	-0.484201	-2.11781	1.23094	0.432343	1.76396	0.114367	0.0588051	0.0440983	0.143724	0.0489672	0.0526333	0.0419847	1.63251	0.0515279	0.0769335	0.15925	2.12958	1.37735	0.0230447	2.12645	-2.33603	1.05045	2.02351	1.95307	4.59947	-3.43934	-0.200385	0.224382	-1.86796	1.4662	0.744049	0.760317	-2.76593	1.07947	2.03741	1.6002	4.22322	-3.19249	-0.533845	-1.74218	-2.7636	0.964982	-0.0033635	2.82996	-2.62896	1.66351	1.97366	1.69519	4.15089	-3.40939	-0.450214	-0.802621	-1.905	1.54204	0.564925	0.0802578	-2.27729	0.93249	1.93487	0.917237	4.30645	-3.15517	-0.377704	0.591179	-2.10582	-4.980921e+01	-2.777477e+02	-3.275569e+02
24400	2.53932	1.81766	0.303687	1.12715	0.778996	0.958298	0.207263	2.20973	1.46824	1.58461	1.75974	0.402307	1.06741	0.739754	0.664234	0.644985	1.04227	0.0111748	0.231411	0.217035	0.902824	0.562205	-1.42449	1.40817	1.58837	0.818338	4.32498	-2.33113	1.38817	-0.504741	-1.62229	0.617025	1.57305	-0.61402	0.103414	0.0514958	0.0420927	0.0701169	0.061701	0.0735528	0.065703	0.722287	0.285721	0.101374	0.575633	3.15163	0.231219	0.650826	1.7203	-1.7864	1.55386	1.48848	1.5155	4.51748	-2.31884	1.677	0.164013	-1.67395	0.952174	3.03389	-0.9751	-1.39024	1.21788	1.98039	1.48075	4.6015	-2.46049	1.4218	-1.78697	-2.31348	0.211387	2.4258	0.349049	-1.25271	1.36908	1.6605	1.28367	4.35962	-2.49024	1.35633	-0.672663	-1.61865	0.303089	2.41592	-2.93948	-1.36466	1.25193	1.54599	0.803728	4.37831	-2.47786	1.37708	0.51569	-1.81995	-5.832228e+01	-2.861736e+02	-3.444958e+02
24500	3.18226	2.95899	1.59667	1.64641	1.65005	0.695723	0.397745	2.45482	1.55412	1.88385	3.12569	0.288264	0.968601	0.798776	0.7248	0.542526	1.11814	0.0186584	0.209338	0.367002	0.872606	0.556648	-1.56426	1.03384	2.71273	1.88661	4.57587	-2.1262	0.708923	-0.517695	-3.68318	0.621924	0.941021	-1.5435	0.117631	0.0925721	0.0484914	0.120392	0.0611662	0.171676	0.292214	0.605176	0.213847	0.341822	0.591612	4.72214	0.803382	0.538585	1.84878	-1.41504	1.19025	2.48762	1.6134	4.33084	-2.76939	0.186967	0.251454	-3.21431	0.9445	1.7104	0.506038	-2.13983	1.21715	2.5025	2.01662	4.5664	-2.19568	0.627414	-1.80079	-3.08189	0.447193	1.02019	1.73851	-1.53599	1.07561	2.75663	1.54054	4.26877	-2.44909	0.773285	-0.618186	-4.12435	0.027213	-0.78847	-3.76852	-1.07206	0.705474	2.91067	2.2249	4.35112	-1.79834	0.257895	0.694131	-4.07492	-7.486050e+01	-2.851108e+02	-3.599713e+02
24600	3.28167	2.10813	0.453436	1.54285	0.578124	0.74075	0.115431	1.66629	0.853006	2.29009	3.28577	0.290602	1.12251	0.770415	0.91711	0.381739	0.793066	0.0133319	0.359649	0.395366	0.962958	0.624822	-1.17807	1.13128	2.17132	1.13728	4.57803	-2.51695	0.974764	-0.536812	-2.47936	0.869411	0.310405	3.02565	0.135956	0.0354298	0.101628	0.0838912	0.0928383	0.185981	0.0333573	0.2149	0.0569334	0.63809	0.199435	0.903313	0.782085	0.421219	1.73928	-1.08839	1.07556	1.84426	1.54272	4.18836	-2.42828	0.702001	0.294324	-2.33703	1.35862	0.69726	1.47211	-0.699197	0.842595	2.04156	1.09015	4.58185	-2.42367	0.990353	-1.74389	-2.50336	0.628865	-0.0751495	2.62657	-0.723275	1.03925	2.05276	0.880591	4.60442	-2.74793	1.45686	-0.558367	-2.53885	1.09792	0.374096	1.98573	-2.09118	1.01609	2.06735	1.33658	4.36317	-2.61573	0.879708	0.398352	-2.8837	-5.443683e+01	-2.757056e+02	-3.301424e+02
24700	3.21527	1.69507	1.32324	0.862562	0.63526	2.37305	0.157327	2.24183	0.895281	2.61198	3.08726	0.324767	0.868261	1.0025	0.742781	0.488033	0.834095	0.014027	0.308599	0.373596	0.695641	0.189166	-1.23185	1.05507	1.50904	1.38451	4.50763	-2.17251	-0.178512	-0.865479	-3.41974	0.261841	-0.235394	1.97866	0.181271	0.0290012	0.039589	0.121705	0.0578537	0.0981905	0.0619644	0.353631	0.0829904	0.0955986	0.476138	2.29488	0.42014	-0.490325	2.5613	-0.551224	1.07032	1.23227	1.94079	4.4086	-2.40862	-0.440335	0.408934	-3.38046	0.138463	0.0149229	1.87678	-1.20484	0.670117	1.69054	1.0264	4.45508	-1.56834	-0.306836	-1.70693	-3.08387	-0.229784	0.710481	0.978461	-1.64787	0.886382	1.50441	1.77448	4.22756	-2.7508	0.273144	-0.678088	-3.55507	0.521685	-0.563343	-0.632347	-2.0366	0.976474	1.55053	1.63103	4.56349	-2.25643	-0.12123	0.406852	-3.50249	-5.658774e+01	-2.838215e+02	-3.404092e+02
24800	2.245	2.63958	0.708692	0.951795	0.561452	1.10108	0.216159	1.20005	0.448912	1.84324	3.12396	0.396734	1.05937	0.624801	0.736119	0.447653	0.822013	0.203672	0.220652	0.278202	0.74105	0.507019	-1.30194	1.32949	1.95321	1.31077	4.5487	-2.28645	0.00760187	-0.720874	-4.49483	0.814613	0.807273	1.02258	0.0886828	0.0970093	0.135513	0.562122	0.0992531	0.19211	0.0699194	0.951449	0.12694	0.0976209	0.0490649	1.16929	0.239991	0.962829	0.396095	-1.12712	1.31702	2.55834	0.868007	4.01296	-2.81215	-0.21778	0.176548	-3.80015	1.17945	0.785051	1.21501	-1.02656	1.30314	1.97991	1.38174	4.20712	-2.75597	0.202535	-2.16419	-4.60472	0.639281	0.873392	2.67375	-1.17498	1.04547	2.5198	0.751992	4.55069	-1.952	0.0659269	-0.372199	-4.57184	0.733596	0.616717	1.16238	-1.53517	0.800319	1.81527	1.23205	4.34337	-2.34573	0.31061	0.718899	-4.17015	-5.750166e+01	-2.920212e+02	-3.495229e+02
24900	3.17066	3.10438	0.499438	2.0586	0.684944	1.27776	0.189566	2.63677	0.968753	1.91681	2.91859	0.391235	0.941841	0.801521	0.759757	0.467204	0.754227	0.52102	0.295335	0.311218	0.750127	0.470259	-1.16194	1.27694	1.80785	1.11705	4.51223	-2.65001	0.0939975	-0.466405	-2.64715	1.23204	0.766258	2.38108	0.0923591	0.0910077	0.110104	0.0324221	0.0469705	0.0555508	0.14738	0.145741	0.0769602	0.211127	0.176879	3.66565	0.210577	0.904934	0.281506	-1.68614	0.963005	1.68777	1.15735	4.56103	-2.98459	-0.177599	-0.230381	-2.39937	1.10285	1.14565	1.18015	-0.71822	1.08082	1.78517	1.51337	4.12199	-2.5947	0.505901	-0.419325	-2.79916	0.751862	1.20673	1.5583	-1.37603	1.25656	1.69412	1.2649	4.44417	-3.13594	0.146164	-0.983993	-1.95353	0.591841	0.673125	0.470601	-2.10195	0.972729	1.80146	1.26266	4.49806	-2.45857	0.278901	-0.236091	-2.95479	-5.712223e+01	-2.913593e+02	-3.484815e+02
25000	3.14497	2.03569	0.730265	1.06606	0.578883	1.35908	0.205487	1.44027	0.489848	2.33001	2.67578	0.390078	1.20551	0.819786	0.7745	0.527166	0.692191	0.681077	0.248401	0.388296	0.920937	0.245252	-1.51287	0.940835	2.30898	1.98123	4.18576	-2.74413	0.00537746	-0.435546	-2.0884	0.665133	1.66049	0.870609	0.0998895	0.0373445	0.0322083	0.0850385	0.190761	0.0452487	0.242217	0.0738893	0.115173	0.103606	0.248827	2.14902	-0.0527381	1.21937	0.501345	-1.85284	1.12571	2.39328	1.82203	4.13757	-2.44649	0.202687	-0.363379	-2.67385	1.11494	1.352	0.923981	-1.4003	0.709708	2.84244	1.85665	4.43528	-2.39135	0.553744	-0.618886	-2.0301	1.20728	1.65363	1.42545	-0.934578	1.01902	2.31348	2.07043	4.60444	-2.59355	-0.377545	-0.488145	-2.52161	0.776043	1.68453	0.00488713	-1.70654	0.946415	2.74074	2.19617	4.47403	-2.9528	-0.0669076	-0.490473	-1.91641	-5.190941e+01	-2.936714e+02	-3.455808e+02
25100	3.02036	2.56843	0.787427	2.81293	0.746823	1.56411	0.193967	1.1795	0.680722	2.196	3.28099	0.544842	1.13454	0.899496	0.68543	0.494585	0.912848	0.342035	0.215567	0.425016	0.989347	0.437857	-1.14339	0.806933	1.41098	1.53086	4.35783	-2.96737	0.317739	-0.404882	-1.37614	1.2728	1.78715	0.160982	0.0688506	0.0597839	0.120858	0.0527516	0.0738226	0.0748757	0.0944361	0.0738893	0.127973	0.178298	0.183874	1.18591	0.71326	1.31758	0.807261	-1.15721	1.12091	1.0679	1.37034	4.29784	-2.71272	0.157774	-0.327492	-1.15234	1.48575	1.2692	0.976791	-0.68639	0.895163	1.82913	1.48512	4.53812	-2.8468	0.294756	-1.113	-0.823791	0.649099	1.74747	-0.141046	-0.832882	1.00514	2.02631	1.59206	4.08588	-3.29845	0.359651	-0.294427	-1.94981	0.815981	2.19769	-1.52113	-1.66656	1.06619	1.46895	1.49001	4.60071	-2.42953	0.241762	0.0865974	-1.42283	-5.068987e+01	-2.900562e+02	-3.407460e+02
25200	3.19944	1.60476	0.373385	2.15687	0.403137	1.03519	0.0915614	3.10065	0.670324	1.64366	2.97513	0.269663	0.983047	0.671295	0.628535	0.527757	0.749467	0.546248	0.141302	0.443416	1.13038	0.0118151	-1.08803	1.16531	1.98147	0.902297	4.51573	-3.27535	-0.294549	0.217732	-1.5017	0.325096	1.18335	-0.296866	0.213994	0.0476473	0.102397	0.163366	0.0483816	0.122153	0.104766	0.494254	0.117364	1.28523	0.0876708	3.27703	0.701192	1.63908	1.05868	-0.510474	0.932286	1.99787	1.83918	4.59107	-2.10823	-0.162135	0.511275	-1.15823	2.11185	1.4202	1.03086	-0.311209	0.871115	2.5871	1.32261	4.49735	-3.31327	-0.539345	-1.07362	-1.00701	-0.0720895	1.27592	-0.131333	-0.487886	1.24697	1.73525	0.676143	4.39131	-3.19141	-0.401938	-0.291986	-1.01242	1.699	0.895714	0.97212	-2.03346	0.874231	1.96194	0.544037	4.39929	-3.27713	-0.07611	0.0756779	-0.946054	-7.003856e+01	-2.816873e+02	-3.517259e+02
25300	2.77378	2.05272	1.36091	2.52102	0.540626	0.809539	0.239382	2.91642	0.618132	2.57992	3.21409	0.5046	1.06221	0.812495	0.831057	0.642942	0.832206	0.623465	0.33302	0.66184	0.796227	0.0115973	-0.257058	0.949648	1.08226	0.0555944	4.07063	-3.04953	-0.640113	-0.0534861	-2.85305	0.795685	1.24464	-1.14261	0.145431	0.274027	0.069308	0.109501	0.0536649	0.0570198	0.075226	0.102956	0.187327	0.714797	0.122206	1.18043	-0.0627579	1.40573	0.603076	-0.326674	1.04427	1.38964	-0.319788	4.37602	-2.62078	-1.00542	-0.254189	-2.38477	1.87331	1.30951	1.14991	-0.301402	0.323299	1.36615	0.138169	4.50004	-2.90987	-0.420158	0.124726	-3.0687	0.170932	1.54458	-0.776805	-0.228869	0.700111	1.25787	-0.0859178	4.51341	-3.34748	0.0536384	-0.273771	-2.6296	0.319192	1.28512	-0.61826	-0.93691	0.969802	0.903598	0.122435	4.21923	-2.84708	-0.542175	0.126191	-2.71505	-5.967251e+01	-2.974720e+02	-3.571445e+02
25400	2.76098	1.80688	0.31123	1.87003	0.316299	1.97785	0.18531	1.55821	1.52647	1.7489	2.78481	0.234807	0.863415	0.765308	0.742983	0.448102	0.820099	0.729021	0.461063	0.441124	1.09502	0.146597	-1.12486	1.07993	2.61875	1.06258	4.31276	-2.80556	-0.188324	-0.931348	-2.08702	1.15033	1.12921	1.30352	0.121831	0.0428344	0.0585049	0.038362	0.197219	0.175824	0.0772488	0.383618	0.152703	0.375652	0.221306	4.4134	0.382571	1.39124	1.0243	-0.969444	1.01117	2.33758	0.996695	3.98164	-2.29515	0.075851	-1.3531	-1.96915	1.92115	1.02287	1.49974	-1.0792	0.901732	2.54262	1.02189	4.60366	-2.85455	-0.2582	-1.53298	-1.88063	-0.0412996	1.02531	0.586107	-1.32767	1.2695	3.05453	1.23717	4.07929	-3.26009	-0.0585365	-0.765309	-1.95772	1.84919	0.856483	0.192636	-1.50804	0.972371	2.16807	0.975994	4.22861	-3.23508	0.0818215	-0.864324	-2.59049	-5.593911e+01	-3.021290e+02	-3.580681e+02
25500	2.54036	1.90392	0.543762	2.42521	0.634597	1.38202	0.12952	2.68149	1.02094	2.82474	3.00694	0.370681	1.15263	0.971167	0.783863	0.535536	0.68259	0.82928	0.294816	0.296326	0.76096	0.561694	-1.02344	0.600682	1.94142	0.507563	4.45705	-2.78669	-0.347612	0.0693436	-3.54084	1.40727	-0.562312	1.41865	0.179407	0.115405	0.0709328	0.889515	0.0841498	0.138463	0.0797049	0.25057	0.0415296	0.149535	0.110455	7.6606	1.01739	-0.464373	2.51635	-1.3366	0.100795	1.98993	1.14999	4.4824	-2.85394	-0.23252	-0.131798	-3.56348	1.76709	-0.374614	2.75847	-0.785488	0.272553	1.65852	0.879687	4.00964	-2.45667	0.319074	-0.948844	-3.41161	1.1755	-0.45233	3.23602	-0.341951	0.646402	2.45188	0.203089	4.43303	-2.9536	-0.237309	0.597018	-3.33751	1.22668	-0.642212	0.346981	-1.5293	0.453602	2.06257	-0.664712	4.18029	-2.86382	-0.669981	0.280582	-3.54748	-6.354035e+01	-3.052880e+02	-3.688284e+02
25600	3.01535	2.36986	0.400373	2.78531	0.77004	0.965034	0.0891614	1.51969	0.507005	2.05998	2.78489	0.266033	1.0067	0.721812	0.807125	0.41499	0.671267	0.516841	0.416414	0.243899	1.03953	0.360157	-1.5019	0.999104	1.65552	0.64679	4.26393	-2.83812	-0.972831	-1.06317	-2.33646	1.19911	0.156791	3.16576	1.30589	0.0875648	0.0503976	0.0395679	0.0473122	0.254262	0.0915509	0.36413	0.418478	0.181274	0.116686	2.0978	0.762146	0.000940444	2.71999	-1.59259	0.866174	1.61828	0.350382	4.56433	-2.41806	-0.691649	-0.5529	-2.60838	1.38645	0.0539229	2.32527	-1.296	1.2741	1.98829	1.06729	3.90226	-2.40591	-1.29568	-0.879207	-2.98615	0.291553	-0.119756	2.86145	-0.723407	1.32366	1.54686	0.341405	4.47495	-2.59551	-1.01617	-0.72651	-2.93369	1.28332	0.250224	2.15038	-1.83086	0.881362	1.68993	0.843001	4.28546	-2.96996	-1.20172	0.0682657	-1.19485	-6.709450e+01	-2.996056e+02	-3.667002e+02
25700	3.04738	1.90199	0.676484	0.876338	0.536475	1.20957	0.394392	2.04165	0.598274	1.43261	2.79971	0.426002	1.01483	0.864546	0.619772	0.525953	0.907897	0.0168705	0.148503	0.447093	1.11396	0.0141674	-1.92293	0.434533	1.31478	1.57829	4.47619	-2.49012	0.0540353	-0.436982	-3.98902	1.07841	-0.149981	2.7336	0.112954	0.0520076	0.0849344	0.0294536	0.122286	0.48911	0.0485415	0.418723	0.0606605	0.236126	0.125024	0.686505	0.468342	-0.546875	2.75049	-2.20351	0.646805	1.55581	1.43784	4.46743	-2.65943	-0.0424587	0.302891	-3.78484	1.00851	0.160459	2.4461	-1.76909	0.408629	1.35077	1.78734	4.45308	-1.86793	-0.240113	-1.42099	-3.7308	0.953358	-0.243102	2.88083	-2.08164	0.779798	0.789911	1.73274	4.23566	-2.93116	0.255874	-0.517152	-3.53971	1.82308	-0.0293866	2.04602	-2.11844	0.642466	1.4029	1.39211	4.5708	-2.7988	-0.400397	0.741252	-4.22146	-4.708052e+01	-2.743473e+02	-3.214278e+02
25800	2.56322	1.23138	0.384213	1.29095	1.14763	0.635371	0.139979	1.44404	0.458525	1.70019	3.26663	0.395007	1.01328	0.752709	0.727985	0.593795	0.942089	0.0149768	0.164093	0.45648	0.923402	0.0103268	-1.1996	0.710406	1.78329	1.08093	4.51718	-2.54028	-0.570748	-0.425583	-2.97145	0.705733	-0.00324823	2.85691	0.545544	0.0992487	0.190924	0.107732	0.0498352	0.0865067	0.0929482	0.865681	0.097965	0.203518	0.0930245	1.38949	0.955271	-0.23764	2.68417	-0.85382	0.666125	1.40715	0.801884	4.46117	-2.65864	-0.726028	0.410272	-2.9166	0.719022	0.211781	2.19041	-1.18155	0.688572	1.55157	0.625668	4.32148	-1.96268	-1.0273	-1.77933	-2.50005	0.989091	0.00665862	2.82433	-0.942511	0.735297	1.39506	1.67156	4.33217	-2.62808	0.093459	-0.522755	-3.38188	0.195755	0.628986	1.37476	-4.00165	0.925766	2.15364	1.30399	4.4569	-2.10501	-0.432682	0.61011	-3.06558	-6.042838e+01	-2.713715e+02	-3.317999e+02
25900	3.02269	3.11443	0.503144	1.04303	0.741337	1.07193	0.0792307	1.41289	0.797506	1.99902	3.062	0.271312	1.0224	0.807271	0.715474	0.727384	0.72334	0.0135549	0.222319	0.383178	1.37342	0.0160638	-1.13213	1.1584	2.20368	1.38416	4.54716	-1.93024	-0.531387	-0.00355203	-1.63843	0.88239	0.556638	4.11895	0.0801705	0.0892142	0.0777134	0.0513776	0.0683129	0.154148	0.0583834	0.272199	0.0370226	0.0860013	0.45972	4.36396	1.05618	0.283582	2.75539	-0.790024	1.56122	2.06897	1.56628	4.10676	-1.87753	-0.461093	0.280445	-1.78849	1.2825	0.277852	2.37086	-0.999913	0.967798	1.66978	1.37141	4.4667	-2.15675	-0.497823	-1.71632	-1.62961	0.465502	0.237274	2.64345	-0.819711	1.3188	2.42999	1.24002	4.44977	-2.13582	-0.432126	-0.675434	-1.79225	0.626085	0.198038	3.07514	-1.65661	1.49538	2.66912	2.0066	4.47654	-1.81707	-1.05546	0.524905	-1.50061	-4.815460e+01	-2.798777e+02	-3.280324e+02
26000	3.18362	1.13776	0.305845	0.86783	0.589336	1.17812	0.336871	2.47746	0.710061	2.99296	3.14037	0.290715	1.04326	0.648012	0.760366	0.60922	0.877187	0.0105049	0.170077	0.270706	0.983869	0.010015	-1.97445	0.836874	1.69615	1.26768	4.54396	-2.58053	0.141135	-0.121485	-1.48841	0.319808	-0.278506	3.76904	0.212146	0.0392089	0.0580497	0.131811	0.200898	0.108736	0.310133	0.300183	0.0680151	0.235656	0.0893248	1.38877	0.313929	-0.53708	2.72616	-1.52688	0.798467	1.45057	0.852458	4.53878	-2.72403	0.717024	0.435482	-1.33391	0.644101	0.334381	1.97857	-2.23732	0.931801	2.1749	1.43615	4.59972	-2.01381	0.278158	-1.56856	-1.83669	-0.0379625	-0.0981131	2.57342	-1.27598	0.917132	1.97666	1.79934	4.33666	-2.05876	-0.282061	-0.535512	-1.38352	0.53597	-0.0337439	2.49037	-2.53172	0.945668	1.64137	1.09906	4.57082	-2.55103	-0.589308	0.593774	-1.5453	-5.118027e+01	-2.724451e+02	-3.236254e+02
26100	2.78691	1.13055	0.495766	1.32008	0.587883	1.35267	0.353403	1.36698	0.614227	2.53066	3.18419	0.166222	0.989331	0.7132	0.817438	0.437906	0.936115	0.0120478	0.247399	0.420452	0.813016	0.374668	-1.84076	0.791064	2.13762	1.84651	4.54594	-1.8414	-0.236122	-1.28569	-1.77834	0.782971	-0.0964504	1.76197	0.131278	0.238098	0.136822	0.124911	0.0395563	0.13012	0.0630914	0.56151	0.126106	0.941702	0.89811	1.77333	-0.300428	-1.0474	3.34788	-2.2769	1.1317	2.0108	1.4782	4.51619	-1.4866	-0.131634	0.335037	-2.22431	0.335201	-0.175555	2.15703	-1.43983	0.947964	2.71674	1.46132	4.52855	-1.80113	-0.562591	-1.76552	-2.24226	-0.314886	-0.394716	2.52871	-1.53459	1.00937	1.21654	1.53566	4.42211	-2.16255	-0.402451	-0.599091	-2.1517	-0.144514	-0.35636	1.19805	-2.24183	1.12686	1.76251	2.18076	4.42127	-1.75124	-0.326437	0.51083	-1.84722	-7.149247e+01	-2.727328e+02	-3.442253e+02
26200	2.48991	1.97078	0.270364	0.577706	0.498052	1.11233	0.511042	2.69708	0.951656	2.33705	3.16579	0.325521	1.11073	0.974689	0.62568	0.61257	0.940816	0.0118441	0.456735	0.387045	0.747679	0.493337	-1.72001	0.811464	1.83788	1.56489	4.44659	-1.40608	0.753732	-0.754946	-2.80801	-0.760237	-0.785473	2.77797	0.571626	0.0655135	0.0567096	0.0732205	0.032287	0.0356171	0.174787	0.362913	0.143607	0.0682558	0.251398	3.51778	-0.928045	-0.896761	2.7867	-2.70094	1.11365	1.65551	1.75238	4.25294	-1.60509	1.51372	0.319899	-2.27302	-0.69978	-1.36746	2.14108	-0.974315	1.07536	1.7441	1.66362	4.30387	-1.21369	0.459132	-1.68678	-2.65648	-0.959876	-0.109727	2.53336	-1.87893	0.714288	1.95775	1.1843	4.58017	-1.53668	0.803154	-0.593268	-2.59252	-0.830983	-0.439411	0.334569	-1.08882	1.10973	1.85659	1.75943	4.29288	-1.36976	0.818625	0.628163	-3.25204	-5.496004e+01	-2.848876e+02	-3.398476e+02
26300	2.92263	1.51378	0.260365	0.833804	0.653878	2.09421	0.337586	1.73964	1.93236	2.67077	3.03038	0.443036	1.03618	0.759439	0.619392	0.53842	0.888144	0.0109027	0.281545	0.395597	0.636054	1.04603	-0.655454	0.934337	1.72646	1.65886	4.22002	-1.35249	-0.268031	-0.678233	-3.22907	-0.934903	0.335035	2.26489	0.127316	0.0556098	0.0950358	0.129949	0.068495	0.0521228	0.0376124	0.428589	0.339158	0.264623	0.281851	12.6393	-1.59431	-0.287191	1.88463	-0.685138	1.2255	1.64038	1.31461	4.23026	-0.906725	-0.338373	0.354478	-3.86475	-0.284181	0.684084	1.31405	-0.593283	0.738017	1.76084	1.97939	4.20975	-1.19977	-0.5419	-1.62883	-3.06741	-0.544663	-0.391183	3.40076	-0.223608	0.792451	1.40602	2.10551	4.49053	-1.36394	-0.411047	-0.57057	-2.38436	-0.349809	0.715971	-0.654224	-1.19265	0.6634	1.65685	1.56917	4.20115	-1.64017	-0.365226	0.761107	-2.34711	-6.571062e+01	-2.823351e+02	-3.480457e+02
26400	3.00481	1.75817	0.276042	2.25858	0.319841	1.4701	0.0811026	1.7993	0.702426	2.61347	3.28779	0.311707	1.06762	0.989407	0.937134	0.723267	0.980204	0.0260526	0.24815	0.472387	0.98765	0.930161	-0.621844	1.19637	2.32999	2.91948	4.21791	-0.977432	-0.637354	-0.383089	-3.1476	-0.729932	-0.732935	2.72869	0.373173	0.082683	0.0686071	0.235824	0.118334	0.223632	0.102552	0.309356	0.170902	0.203773	0.0889994	0.645898	-1.07013	-0.91314	3.10941	-0.621069	1.21654	2.30406	2.74862	4.24161	-0.845866	-0.718033	0.383617	-3.31783	-0.641516	-0.592237	2.6396	-0.0947081	1.19011	2.94139	2.8814	4.10199	-0.759624	-0.819603	-1.96434	-3.19425	-1.13909	-0.425996	1.96553	-0.402539	1.10283	2.15769	2.2352	4.27225	-1.35836	-0.505535	-0.587602	-2.81739	-0.379072	-0.776395	2.09017	-2.21358	1.26817	2.45605	3.02786	4.4016	-1.55626	-0.525781	0.557465	-3.60144	-6.079777e+01	-2.874789e+02	-3.482767e+02
26500	2.69322	1.59032	0.7716	1.52055	1.28547	1.52376	0.0940355	1.87839	0.744202	3.03053	3.19786	0.281776	1.00264	0.822231	0.880046	0.625678	0.876164	0.010514	0.204423	0.375628	0.622411	0.458717	-2.0862	0.925904	2.62805	1.36315	4.36171	-1.22616	0.187288	-0.429125	-3.33855	-0.779066	-0.808976	2.72143	0.902024	0.0752594	0.0990036	0.176982	0.0774628	0.0333681	0.132853	0.360738	0.221006	0.264736	0.140116	1.73445	-0.924107	-1.03927	3.04033	-2.23473	1.01602	2.90119	0.658455	4.54589	-1.26939	0.444746	0.320191	-2.9501	-0.55394	-0.492924	2.62163	-0.259997	1.21738	2.79927	1.10865	4.50148	-0.793387	-0.00518295	-1.91383	-3.63675	-1.58098	-0.940759	2.49781	-0.540438	0.594192	1.95185	1.40012	4.57539	-1.25904	-0.0883052	-0.530692	-2.83097	-0.905788	-0.906085	2.44248	-2.75975	0.982406	2.59697	1.24705	4.38023	-1.08005	0.0210884	0.644323	-2.93565	-6.488830e+01	-2.712790e+02	-3.361672e+02
