iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
27600	0.616752	0.948393	0.785565	0.954115	0.417431	0.876695	0.532789	0.297927	0.381832	0.859737	0.237168	0.867679	-5.76874	-6.08986	-2.35669	3.58783	1.56771	3.29542	0.104247	0.124779	0.134506	0.146615	3.30141	2.36952	1.89684	0.813221	-5.63575	-6.20705	-2.02165	3.95482	2.48816	4.12207	0.959761	-6.02909	-6.21035	-2.20499	3.39254	3.26099	3.89571	1.09429	-5.17269	-5.53672	-1.94807	4.34727	1.12954	3.83239	1.23334	-5.6426	-6.14277	-1.9525	4.17861	2.48921	1.16973	-4.199494e+01	-3.341010e+02	-3.760960e+02
27700	0.713582	0.992372	0.801853	0.811058	0.687426	0.934114	0.832904	0.193508	0.432641	0.823599	0.51163	0.962282	-6.07839	-7.29588	-2.15945	3.77114	3.68333	4.12587	0.080548	0.043408	0.199486	0.107089	1.02011	1.90747	1.91747	0.655909	-6.25736	-6.66616	-2.36968	3.8409	2.94343	4.22588	1.11466	-6.33613	-7.79812	-1.76651	3.20316	4.47137	4.08261	0.887808	-6.15956	-7.4195	-2.16557	3.90746	2.0248	3.07853	1.12556	-6.26203	-7.2243	-2.01423	4.17871	3.45517	4.31679	-3.603009e+01	-3.309013e+02	-3.669314e+02
27800	0.775954	1.15532	0.520118	0.874942	0.474228	0.78234	0.763646	0.301763	0.383185	0.883244	0.500792	1.24915	-5.55424	-6.2574	-1.3662	1.02318	3.18932	4.2521	0.17311	0.106867	0.045108	0.195729	2.39643	1.45256	3.63143	0.988005	-5.64894	-6.3347	-1.37305	3.17884	2.48653	3.02311	1.99987	-5.99007	-5.90236	-1.73746	1.00771	4.4689	4.2881	1.8356	-6.11053	-6.37842	-1.89918	2.60934	2.55137	3.89618	0.560318	-5.80539	-6.13662	-0.637762	4.45419	3.31638	3.0826	-5.124671e+01	-3.317560e+02	-3.830027e+02
27900	0.971422	1.00652	0.552718	0.724265	0.580239	0.798601	0.833926	0.444773	0.412041	0.820942	0.630873	0.46402	-5.87066	-1.7239	-3.71493	2.93729	4.28644	4.47014	0.152859	0.107166	0.379935	0.244813	1.31706	3.74272	5.09748	0.701692	-6.01031	-1.87473	-3.31888	3.34948	2.28482	3.87371	0.891485	-6.02949	-2.11576	-2.8063	1.86872	3.80072	4.51927	0.638234	-5.9921	-2.58946	-3.75896	3.52671	1.99517	2.92564	-0.0179558	-6.10806	-0.953676	-5.07703	3.98592	4.10483	3.31129	-5.445892e+01	-3.324139e+02	-3.868728e+02
28000	0.804415	1.00173	0.667265	0.965345	0.457564	0.771286	0.784556	0.372655	0.458548	0.65957	0.537467	-0.677371	-6.74429	-1.47803	-1.73676	3.88438	4.34373	2.23789	2.5682	0.128959	0.108793	0.267281	1.26486	4.45748	4.97132	-0.164478	-6.72983	-1.75837	-1.76838	4.36244	3.44908	3.66736	0.62576	-6.50196	-1.29816	-1.58215	3.55839	3.59797	2.88976	0.618003	-6.86183	-1.77165	-2.0836	3.72928	2.47701	1.23589	1.95969	-6.88724	-0.898324	-2.16678	2.79257	4.06191	3.93698	-5.923760e+01	-3.311360e+02	-3.903736e+02
28100	0.846028	0.856928	0.907488	1.06549	0.535646	0.954387	0.902614	0.819189	0.405234	0.484766	0.888687	1.50554	-6.55218	-5.06681	-1.73876	4.11881	2.97625	4.19419	0.138143	0.151558	0.134689	0.0368758	5.1325	4.0868	1.48853	1.43136	-6.50297	-5.23098	-1.79551	3.36209	3.00515	1.81841	1.36292	-6.12551	-5.36877	-1.23773	2.54929	4.34281	3.20474	1.26601	-6.25917	-5.04069	-1.70021	4.06505	3.15985	4.20713	1.42836	-6.33103	-5.25555	-1.54871	4.13299	3.69149	2.88215	-4.702258e+01	-3.367231e+02	-3.837456e+02
28200	0.962014	0.904915	0.829241	0.911462	0.495448	0.642825	0.721316	0.588254	0.422605	0.648252	0.556247	0.845139	-5.93466	-5.70459	-2.20221	3.86478	2.88054	3.17028	0.148469	0.0445977	0.110909	0.0528556	1.1862	1.34302	1.92528	1.35633	-5.96257	-5.858	-2.06718	3.71406	3.16071	3.99182	1.34297	-5.807	-5.14465	-2.17471	2.91267	3.90977	4.16378	1.15077	-6.07221	-5.41384	-2.17899	2.28275	2.57598	3.82881	1.06614	-5.72929	-5.34962	-2.3963	3.70443	3.31058	2.38777	-3.845559e+01	-3.323307e+02	-3.707863e+02
28300	0.658557	0.838103	1.09232	1.10924	0.636224	0.742787	0.646249	0.381389	0.593118	0.861223	0.537909	1.29208	-4.83153	-4.05811	-2.89406	4.59532	1.57706	1.78495	0.256769	0.0625233	0.0883853	0.21589	0.62928	14.6787	1.69734	0.501507	-4.68251	-4.00578	-2.82996	4.60264	0.620545	2.33927	0.608548	-4.56176	-4.05529	-2.09087	4.38504	1.67964	3.15613	0.93631	-5.2069	-3.99312	-2.99131	4.08588	1.31321	2.7315	2.07354	-5.16293	-3.76453	-2.26731	4.43234	2.67033	2.74574	-5.245155e+01	-3.344336e+02	-3.868852e+02
28400	0.853516	0.979091	0.556416	0.798034	0.63491	0.719499	0.7032	0.557368	0.465086	0.793341	0.382628	1.28303	-5.19485	-3.30381	-2.74847	3.75412	1.20414	1.58393	0.099074	0.305962	0.324256	0.0574381	1.38378	5.15122	3.26319	1.26101	-4.89242	-3.4111	-3.08261	3.07054	1.30204	4.59679	0.879931	-5.05868	-3.6149	-2.35369	2.48618	2.78417	4.27861	1.03586	-4.76329	-3.16878	-2.67512	3.78849	0.755777	3.67687	1.22646	-5.00159	-3.44221	-2.50006	4.17658	2.36651	1.9332	-5.207560e+01	-3.280740e+02	-3.801496e+02
28500	0.856072	0.79894	0.766117	0.859989	0.759191	1.07092	0.858915	0.554888	0.457547	0.568709	0.511389	0.51598	-5.53344	-2.79582	-3.32762	3.37264	1.37981	3.73014	0.112387	0.295678	0.242337	0.258275	3.84733	1.04141	2.23616	0.579108	-5.98099	-3.11891	-3.73011	4.60324	2.25227	4.3711	0.312433	-4.99118	-2.97052	-3.09649	3.80673	1.96645	3.92842	0.200464	-5.18544	-3.11816	-3.09642	4.03729	1.2434	2.74177	0.935689	-5.86268	-3.16822	-2.71915	4.25777	2.63976	4.03394	-4.927796e+01	-3.408665e+02	-3.901444e+02
28600	1.00904	1.03695	0.672811	0.884201	0.581078	0.905097	1.03289	0.71142	0.653868	0.795237	1.0251	0.142267	-4.86525	-2.78785	-3.61084	4.32636	0.888919	-3.68124	0.357681	0.249325	0.310703	3.16505	5.57975	2.92824	11.3054	0.770159	-5.59515	-2.79369	-4.01672	3.78514	2.44855	-3.69359	-0.240346	-4.95626	-3.43968	-8.01602	3.21116	2.19068	-2.05044	-0.0389135	-5.20024	-2.79118	-4.62159	3.85334	0.602165	-4.15288	1.14439	-4.43057	-2.83817	-4.3919	3.93681	1.37818	-1.60934	-7.863909e+01	-3.406528e+02	-4.192918e+02
28700	0.817128	0.917555	0.483215	0.689395	0.609861	0.765711	0.860903	0.614313	0.516547	0.597632	0.811774	0.7381	-5.56731	-4.52933	-4.29592	3.99748	1.82137	-2.43238	0.319752	0.421425	0.382495	0.0945249	4.49601	1.88945	10.5063	0.230291	-5.08458	-3.67298	-4.59312	4.02616	1.06084	4.55013	1.56975	-5.97058	-5.69614	-4.4119	2.25665	2.84436	-3.44498	0.59992	-6.49891	-3.80703	-4.6954	3.82479	2.6965	-3.97601	0.810767	-4.91841	-4.40508	-4.26744	3.96975	2.61079	-3.28169	-6.538251e+01	-3.419378e+02	-4.073204e+02
28800	0.934191	0.897447	0.741944	0.83674	0.62708	0.914585	0.68482	0.619354	0.588899	0.707586	0.938683	1.51465	-5.84003	-4.66324	-4.64771	2.61319	3.38879	4.58003	1.18708	0.143768	0.0866931	0.148672	1.2914	2.17272	2.24318	1.33507	-6.07665	-4.49732	-4.80626	3.21591	2.43454	4.41229	1.13714	-6.05411	-4.77773	-4.39079	2.3427	3.40769	3.03852	1.10074	-5.92068	-4.61418	-4.66502	3.50365	1.1899	3.9263	1.61046	-5.97934	-5.00895	-3.94449	4.32595	3.34434	4.57867	-4.946047e+01	-3.360704e+02	-3.855309e+02
28900	0.823404	1.0256	0.772995	0.825102	0.577606	0.797001	0.689383	0.376783	0.548877	0.767576	0.554357	2.62971	-5.8524	-4.88206	-3.24106	0.046961	3.51655	4.54621	0.109197	0.105101	0.0783614	0.262032	7.05589	1.31527	2.85034	2.87867	-5.69417	-4.80139	-2.75286	1.72036	1.44866	3.79605	2.69278	-5.46423	-4.71369	-2.72349	1.43546	3.03829	4.46426	2.2464	-5.96849	-5.46446	-2.06503	1.8995	2.75505	3.64203	2.99012	-5.98336	-4.70328	-3.42037	2.82185	3.23158	4.20082	-4.995244e+01	-3.316116e+02	-3.815640e+02
29000	1.04462	1.14107	0.469541	0.724212	0.514996	0.863569	0.625471	0.559288	0.48035	0.762281	0.6901	1.1132	-5.25832	-5.20485	-2.33994	1.69694	2.30573	4.50245	0.255054	0.118065	0.119015	0.241696	5.99355	1.14554	1.99011	1.14796	-5.14758	-4.88071	-3.02559	3.28198	1.78838	4.19793	1.54056	-4.91879	-5.07041	-1.93541	1.38045	2.98633	4.18211	1.78492	-5.49567	-5.33341	-1.44964	2.60682	2.37851	4.55951	0.779828	-5.34788	-5.51105	-3.0766	4.18404	2.22285	2.51344	-4.956666e+01	-3.301853e+02	-3.797520e+02
29100	0.775203	0.970493	0.708935	0.786485	0.66058	0.733286	0.554619	0.334054	0.400423	0.709123	1.02006	2.25499	-4.61471	-7.32504	-1.73262	1.96485	1.59406	2.46903	0.0813538	0.867001	0.275327	0.512636	1.94494	1.35787	1.75614	2.18298	-4.49643	-7.40427	-1.94232	2.15351	1.3737	3.81007	2.47443	-5.01291	-7.46579	-1.87189	1.15189	2.54721	3.87656	1.97362	-5.42735	-7.4996	-2.46429	2.72677	1.3317	3.64947	2.3297	-4.07975	-6.86691	-2.71593	3.08549	1.40382	3.15621	-5.530696e+01	-3.317629e+02	-3.870698e+02
29200	0.806311	0.872437	0.930916	0.980365	0.881339	0.697679	0.706674	0.342793	0.437532	0.96275	0.503587	2.00936	-5.11329	-8.97107	-0.885995	4.12241	2.85204	3.58069	0.0854961	0.0578125	0.071885	0.0936413	4.25423	0.7131	2.2517	2.59309	-5.69912	-8.75683	-0.623328	3.70374	2.13729	2.07703	1.65267	-5.01015	-8.85285	-0.881271	2.88146	2.78702	3.02415	2.01635	-5.35565	-9.12501	-1.11304	2.62441	0.911887	1.40259	1.7334	-4.89842	-8.81248	-0.893899	4.21886	1.93761	1.91871	-4.504822e+01	-3.331778e+02	-3.782260e+02
29300	0.910761	0.902977	0.519723	0.688537	0.627886	0.723253	0.70495	0.577957	0.739879	0.988046	0.722625	1.64532	-5.06899	-9.14219	-0.0709449	3.24584	3.41226	3.29606	0.0813503	0.102202	0.128108	0.14046	2.72727	2.19618	2.96622	1.75488	-4.81781	-8.89392	-0.599666	3.0236	1.30129	0.941484	1.5805	-5.22548	-8.1913	0.0780974	1.8915	2.99767	1.87806	2.00262	-5.3301	-9.03863	0.298979	2.34909	1.60147	1.50282	2.10376	-5.3443	-8.1053	-0.404385	3.09213	2.08334	2.88884	-5.053293e+01	-3.357280e+02	-3.862610e+02
29400	0.837651	1.05365	0.676624	0.763923	0.696992	0.960142	0.67414	0.331074	0.718708	0.930098	0.441191	1.55591	-4.79736	-7.75856	-2.056	3.22225	2.964	1.7773	0.330903	0.205257	0.431868	0.545018	3.73934	3.20562	6.04151	1.18796	-5.0401	-6.84959	-1.92884	3.68652	1.71714	3.50316	1.93602	-4.5567	-5.84772	-2.07779	1.43753	2.84056	4.52824	1.52732	-4.97064	-7.95368	-2.11097	2.53515	1.92613	4.32308	0.850009	-4.91186	-7.28662	-2.44496	3.77867	1.40793	-1.06869	-6.763149e+01	-3.333054e+02	-4.009369e+02
29500	0.848965	0.807049	0.891538	0.966135	0.602138	0.685644	0.680808	0.467797	0.384582	0.605064	0.627516	2.43706	-5.34806	-8.2822	-2.40241	3.16005	1.34245	4.13832	0.0554043	0.144835	1.23243	0.0960497	4.06596	2.64946	3.00927	2.67866	-5.31784	-7.92869	-2.57744	2.10591	1.81463	3.76323	2.43622	-5.09107	-6.50023	-2.15477	1.76795	2.54675	3.47327	2.26922	-5.22738	-6.98603	-2.64595	2.56911	0.650643	4.40014	2.12079	-5.55416	-8.51627	-2.22565	3.51209	2.57282	1.35988	-5.200345e+01	-3.330284e+02	-3.850319e+02
29600	0.785772	1.10524	0.678366	0.550859	0.472	0.755905	0.558265	0.452509	0.373513	0.812718	0.591004	2.19792	-5.88067	-9.17172	-1.73212	2.41723	3.18712	3.97919	0.136808	0.140647	0.342824	0.141204	1.14341	0.65783	1.52807	1.85563	-5.73134	-9.01622	-1.13628	2.04416	2.75823	2.85738	1.97306	-5.44862	-9.0108	-1.9882	2.08759	3.59372	4.20223	1.8645	-5.7292	-8.01316	-1.22634	2.56981	2.87893	4.05166	2.56327	-5.23813	-8.12644	-2.19954	2.06296	2.47479	4.29816	-4.452102e+01	-3.341611e+02	-3.786821e+02
29700	0.445814	1.01328	0.865927	1.10611	0.467226	0.931288	0.693001	0.408861	0.422143	0.670966	0.582254	2.10621	-6.40036	-6.13965	-0.799297	4.1142	3.33074	1.39802	0.095855	0.11675	0.207797	0.126259	2.11151	2.21398	2.62068	2.43294	-5.70093	-5.88956	-1.78422	3.40034	2.15607	3.03349	1.85455	-5.98695	-5.7242	-0.410038	3.35347	3.54788	2.17426	2.69033	-6.20589	-6.16981	-1.26112	2.60851	2.38229	2.97505	1.95678	-6.03956	-6.34834	-0.818206	4.23778	3.53442	1.75137	-4.924481e+01	-3.303689e+02	-3.796137e+02
29800	1.03954	1.07439	0.487603	0.561435	0.646212	0.855858	0.723677	0.269197	0.555501	0.835183	0.446152	1.63044	-5.69122	-5.99461	0.400738	1.70815	3.26865	1.32553	0.083384	0.0711712	0.162786	0.0525686	3.86383	4.86816	2.16557	1.59737	-5.97339	-6.07585	0.868046	2.59848	2.82295	1.12014	1.22778	-5.61765	-5.96597	0.0915346	2.07303	3.86271	2.40804	1.71162	-5.68316	-6.27468	0.610237	2.71256	1.91667	-1.72116	1.38464	-5.73765	-6.17399	0.544522	3.4788	2.36213	2.61401	-4.645325e+01	-3.335088e+02	-3.799621e+02
29900	0.49998	0.794408	0.988267	1.05379	0.656769	0.808329	0.742572	0.356231	0.606138	0.610026	0.458469	2.32299	-7.6903	-6.27759	-1.44735	2.89017	3.29751	1.66735	0.252385	0.376316	0.0883359	0.102685	0.95322	2.7328	4.39092	2.97863	-7.30255	-6.16429	-1.17168	2.40715	3.68796	2.61028	2.20455	-6.76024	-6.41129	-1.40311	2.72635	4.21297	3.14987	1.66844	-7.89079	-6.03405	-1.63741	3.43748	4.08512	1.60494	2.39418	-6.44212	-6.48355	-1.52894	3.86565	3.3098	-0.122137	-4.997458e+01	-3.306119e+02	-3.805865e+02
30000	0.819175	0.823162	1.02214	0.999133	0.562375	1.10342	0.575206	0.237016	0.264219	0.702035	0.282662	2.76811	-6.54945	-7.77582	-1.50954	0.0772629	4.3001	3.32842	0.196428	0.350428	0.232995	0.246029	3.68533	3.5016	1.94822	3.61566	-6.91169	-8.01173	-1.02246	1.08795	3.6415	2.83816	2.33112	-6.46215	-7.36572	-1.62255	1.8035	4.08491	3.65307	2.21969	-6.05295	-7.89707	-0.97618	3.03785	3.05966	3.80917	2.82147	-6.56264	-8.19101	-1.18365	2.42726	3.52589	2.82512	-5.338883e+01	-3.371563e+02	-3.905452e+02
30100	0.830027	0.8666	0.779549	0.942053	0.503256	0.812676	0.855991	0.317093	0.473867	0.794582	0.869057	2.13758	-6.20807	-9.10921	-1.46853	2.62939	4.05432	3.04858	0.141112	0.0665288	0.300068	0.101636	1.56588	1.02063	3.39365	1.91396	-6.16041	-8.84443	-1.42127	2.49361	2.61893	2.47283	2.38138	-6.3307	-8.9787	-1.55582	1.03774	4.15514	3.49201	2.40532	-6.33582	-7.97956	-1.3687	2.49398	3.27682	3.71348	1.95071	-5.84365	-9.17474	-1.65276	3.63542	3.97718	3.85927	-4.033292e+01	-3.311881e+02	-3.715210e+02
30200	0.825613	0.821274	0.942444	1.09506	0.680837	0.851171	1.03978	0.361085	0.370795	0.946392	0.32618	2.0171	-6.35131	-8.72088	-1.81568	3.1891	4.26397	3.21875	0.0580842	0.129118	0.119193	0.313749	1.21924	1.48672	0.903262	1.92113	-6.4816	-8.30187	-1.26957	3.42033	3.02315	3.28042	2.23277	-6.22791	-8.43763	-1.55359	2.77067	3.81997	3.49661	2.09163	-6.80946	-8.11974	-1.92539	2.47219	3.34599	4.51278	1.8426	-6.36688	-8.3768	-2.16305	3.95827	3.55976	3.89144	-4.053551e+01	-3.296414e+02	-3.701769e+02
30300	0.691475	0.919132	0.952365	1.0451	0.464741	0.83009	0.678301	0.216478	0.361685	0.682612	0.46485	1.86271	-7.12463	-8.16753	-1.10548	4.05354	4.30793	4.23423	0.0980196	0.174012	0.105676	0.640328	2.14542	1.3257	2.26358	1.72066	-7.16296	-8.62726	-2.65355	3.09534	3.77214	4.29055	1.28741	-6.62053	-8.13423	-2.14588	3.83055	4.31673	4.44812	1.90983	-7.05423	-8.17339	-0.570699	2.65775	3.20633	2.56015	2.29368	-7.10985	-8.03872	-2.22303	3.74858	4.0775	3.59086	-4.530754e+01	-3.286351e+02	-3.739427e+02
30400	0.794362	0.867602	0.836081	0.961511	0.499145	0.847338	0.928013	0.323662	0.496398	0.897153	0.37425	2.15291	-7.13368	-8.71582	-0.469553	3.65278	4.55634	1.8806	0.565486	0.0470363	0.102297	0.0905355	1.34126	1.91546	2.99961	0.51565	-7.26993	-9.10527	-0.530015	4.32452	4.36727	2.86289	0.862058	-7.10971	-8.68408	-0.0914575	3.18824	4.15255	1.41151	2.71828	-7.39014	-8.90716	-0.389909	2.36411	3.30108	0.673821	1.39844	-7.14615	-8.78097	-0.309832	3.9642	4.59444	1.42789	-4.472288e+01	-3.296506e+02	-3.743735e+02
30500	1.06637	0.967126	0.766858	1.16695	0.57936	0.770833	0.842594	0.331843	0.409422	1.20467	0.410365	0.619367	-6.18292	-6.62146	-0.480318	3.92084	4.14818	3.81581	0.0701745	0.0867206	0.331811	0.0881307	2.5213	1.68744	1.69425	0.654248	-6.66724	-6.2153	-1.21155	3.39876	3.87088	3.55241	0.687197	-6.16243	-6.75993	-0.351185	4.06854	3.46661	2.4039	0.917909	-6.39616	-6.60573	-0.391927	3.75247	3.41107	3.01729	0.950045	-6.20081	-7.18234	-0.816062	3.4366	3.89915	2.99725	-4.124423e+01	-3.378833e+02	-3.791275e+02
30600	0.91207	1.02266	0.592335	0.749956	0.792749	0.7779	1.01151	0.344258	0.421264	0.653369	0.496168	0.805377	-5.34474	-8.91338	-1.32301	2.65356	3.14736	4.02297	0.150595	0.370978	0.310265	0.250155	1.09407	1.30909	3.07101	0.255602	-5.51409	-8.72256	-2.02698	4.30957	2.5218	4.1439	0.654329	-5.53706	-8.49647	-0.643335	3.13132	3.18081	2.76449	0.664055	-5.39099	-8.47834	-0.403288	3.2991	2.70438	3.55687	1.29007	-6.08399	-8.91518	-1.12016	4.27158	2.85325	0.959	-5.322165e+01	-3.312069e+02	-3.844286e+02
30700	1.01328	1.10494	0.48222	0.830648	0.793483	0.845334	0.593054	0.338659	0.30395	0.838569	0.554439	0.852614	-5.39317	-7.77952	-0.984894	3.64305	2.47305	3.93979	0.129512	0.216956	0.194833	0.0570231	1.42333	3.00163	3.91728	0.66824	-5.0431	-7.40804	-0.81877	3.60709	2.19882	3.03945	1.08587	-4.76537	-7.03783	-0.644956	1.87911	2.30352	2.33741	1.26349	-6.05694	-8.39421	-0.997828	2.50243	2.394	3.42361	0.744595	-5.01658	-7.95252	-1.09863	4.29957	2.41757	0.749586	-4.816497e+01	-3.310443e+02	-3.792093e+02
30800	0.739153	0.96385	0.87114	0.954096	0.603819	0.875971	0.740752	0.440896	0.41438	0.808681	0.250239	1.67009	-6.73775	-7.62721	0.441333	3.21282	4.55226	3.13443	0.165439	0.113961	0.29221	0.414042	1.45206	5.13509	2.44393	1.51397	-6.45068	-8.23113	0.0892716	3.65076	3.29581	1.90443	1.87859	-6.73974	-7.95419	0.124486	3.00674	4.5438	2.06457	1.53762	-6.69596	-7.19416	0.523489	2.56047	2.75828	0.767082	1.46096	-6.34234	-6.22474	0.0671343	3.85421	3.99611	2.16944	-5.172793e+01	-3.282892e+02	-3.800171e+02
30900	0.62618	1.01738	0.766159	1.00212	0.480431	0.967143	0.769389	0.252684	0.456026	0.841617	0.471539	1.88957	-6.64175	-8.17124	0.0624419	3.55324	3.57795	3.41749	0.202994	0.168508	0.224071	0.21249	6.92146	2.24624	2.13908	1.1129	-5.93388	-7.44371	-0.475791	4.39412	2.70466	2.61275	1.94056	-6.39593	-8.22018	0.324022	2.5833	4.27126	2.06378	1.67419	-6.55131	-8.51121	-0.140999	2.52659	4.1166	3.13252	1.1871	-7.08319	-8.24176	-0.181643	4.32974	4.37517	0.625607	-5.348554e+01	-3.306172e+02	-3.841028e+02
31000	0.753708	0.915973	0.915238	0.87865	0.576309	0.923997	0.551839	0.521283	0.400387	0.647539	0.615813	0.983642	-5.81325	-7.91963	-1.42236	4.5358	4.41998	  4.6	0.0985187	0.143665	0.0976741	0.198134	1.48475	1.5881	2.5157	0.585716	-6.11191	-7.73219	-0.84175	3.987	3.57864	3.16384	0.867945	-5.91457	-8.41613	-1.63638	3.34724	4.02531	3.84991	0.725583	-6.02875	-7.67169	-2.21996	4.00343	1.81124	2.28083	0.962225	-4.68088	-7.91663	-1.50243	4.24433	2.35002	2.57164	-4.545052e+01	-3.329308e+02	-3.783813e+02
31100	0.885195	1.02187	0.657437	0.891152	0.50925	0.793729	0.687389	0.322488	0.500992	0.796447	1.06902	0.177549	-6.57377	-7.91136	-0.819937	4.19417	4.53343	1.82993	0.584584	0.178276	0.0914703	0.274513	0.651609	6.06194	0.725844	0.169206	-5.99113	-7.64548	-1.33432	4.08771	2.48901	1.9046	0.913715	-6.4909	-8.01598	-1.18185	2.70411	4.27778	3.27222	0.400296	-6.7508	-8.10328	-0.532634	4.30857	3.61396	2.8146	0.29802	-6.22693	-7.69012	-0.721286	4.49946	3.95413	1.72232	-5.170444e+01	-3.306069e+02	-3.823114e+02
31200	0.793903	1.19584	0.703836	0.822586	0.606795	0.871816	0.98745	0.35921	0.309114	0.774734	0.459747	0.882065	-5.68819	-6.46473	-1.61179	3.69315	2.92264	2.90284	0.650434	0.0633136	0.0602062	0.252324	2.77848	1.35056	1.46893	2.28814	-5.87822	-6.49424	-1.34014	2.72506	2.40529	2.88632	0.172504	-5.13086	-6.21799	-1.33177	3.54337	3.09459	3.48949	0.543644	-5.33604	-6.30224	-1.65672	3.40463	1.97094	4.17078	1.56594	-5.79034	-6.35071	-2.81758	4.03142	2.80557	0.61714	-5.289445e+01	-3.302208e+02	-3.831153e+02
31300	0.772764	0.87333	0.734013	0.766064	0.432851	1.002	0.694191	0.37066	0.555306	0.778505	0.669176	3.27153	-5.75076	-6.74991	-2.9201	2.92801	2.7834	2.53074	0.453529	0.154626	0.111818	0.0568642	2.04034	2.79393	2.18306	3.45134	-6.11167	-7.1765	-2.92139	0.934365	2.37802	3.54396	2.64343	-5.92123	-6.42225	-2.9071	2.01681	3.19028	3.9131	3.19773	-5.59798	-6.4902	-2.74263	2.46695	1.11332	1.04579	2.90488	-6.2642	-6.34336	-2.43663	2.97421	3.86326	1.5764	-4.957150e+01	-3.367716e+02	-3.863431e+02
31400	0.680384	0.904258	0.866765	1.0682	0.559086	0.829232	0.684527	0.31057	0.343193	0.676883	0.574969	3.28948	-5.81678	-5.52017	-2.52337	2.30993	3.66597	4.10109	0.188305	0.104735	0.160032	0.115827	1.63309	1.04748	0.923161	3.98002	-5.74705	-5.64343	-2.59278	1.48794	2.30484	3.90394	2.36664	-6.06701	-4.80378	-2.06643	1.76531	3.7283	3.97322	2.85615	-5.30667	-5.46388	-2.08734	1.95452	1.55433	3.97346	3.46491	-6.42759	-5.82283	-2.35695	2.63229	3.26619	2.94294	-4.674805e+01	-3.269703e+02	-3.737183e+02
31500	0.848302	0.881567	1.09239	1.12395	0.739007	0.641629	0.718485	0.534228	0.503674	0.916091	0.532938	2.97586	-5.7558	-6.3474	-1.97535	2.14753	1.61552	4.59619	0.207504	0.295672	0.926841	0.146382	1.59816	2.78458	2.00835	3.14557	-5.48134	-6.29231	-2.27282	2.8023	2.64331	4.4247	3.21642	-5.20048	-6.46962	-2.2246	1.25619	3.25398	4.3254	3.10782	-4.79115	-6.54639	-1.76519	1.58633	1.23251	4.13521	3.47036	-5.04295	-7.20391	-1.96908	2.73981	1.62062	3.96985	-5.420953e+01	-3.356370e+02	-3.898466e+02
31600	0.642182	1.03724	0.83451	0.984836	0.509933	0.870395	0.656168	0.249533	0.418072	1.00281	0.378206	4.30074	-5.55399	-7.96914	-1.89104	-0.406547	2.77102	3.22548	0.133095	0.753593	0.270892	0.0679723	1.76803	1.27001	1.43922	4.09319	-5.10618	-7.54769	-1.41955	1.28057	1.86341	3.43891	4.25448	-5.72164	-7.80462	-2.09789	0.585925	3.60507	4.46857	3.73896	-5.42637	-8.73768	-1.81316	1.66603	2.50715	4.04518	4.02924	-5.92983	-7.15799	-1.56502	1.50995	3.5868	3.31148	-5.260122e+01	-3.291893e+02	-3.817905e+02
31700	1.12641	1.11619	0.691797	0.623835	0.588759	0.793335	0.89176	0.560975	0.467144	1.05484	0.361555	3.23507	-5.1005	-6.54565	-1.6455	1.55357	1.28881	3.86175	0.0842569	0.115194	0.271994	0.45525	1.01534	4.11116	2.27687	3.37414	-5.26404	-7.15026	-1.91792	1.14329	1.85883	3.7821	3.30285	-5.16905	-5.86742	-2.02745	-0.145788	2.69332	3.8058	3.17271	-3.9933	-6.0302	-1.53367	0.867453	1.57393	4.56014	2.28098	-5.10776	-6.87638	-1.80682	1.18127	2.34885	3.7613	-5.859889e+01	-3.348273e+02	-3.934262e+02
