iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
52300	0.935123	0.971333	0.524468	0.763336	0.558884	0.837748	0.738829	0.462124	0.453441	1.33678	0.379941	2.78924	-4.05961	2.09662	3.18538	2.25493	2.03957	-1.09647	0.14229	0.174884	0.106043	0.158444	3.02941	3.94673	1.22174	2.52372	-3.44645	1.88524	3.27107	1.92655	-0.106075	-1.35658	3.41962	-4.0645	2.27577	2.87057	0.238996	2.00038	-0.950267	3.15092	-4.41546	2.18624	3.02035	0.449055	1.0466	-1.01041	2.94525	-4.32222	2.32108	3.11449	2.39069	1.66285	-1.50341	-4.613386e+01	-3.327772e+02	-3.789111e+02
52400	0.681366	0.888335	0.902006	0.744658	0.539019	0.753581	0.785332	0.354237	0.406273	0.66058	0.307851	2.95909	-3.79171	1.65403	3.32356	1.71789	0.787832	-1.39349	0.0509771	0.201497	0.212344	0.146879	0.792588	4.16082	1.07712	3.17231	-3.96889	0.990464	3.43958	2.28943	1.22134	-1.13329	2.78375	-3.93872	1.22621	3.13404	1.31798	1.93066	-0.995157	3.19242	-3.88772	2.4791	3.20338	1.47174	0.714126	-0.859588	3.0792	-3.44304	1.56946	2.98413	3.45994	0.559983	-2.69958	-4.630237e+01	-3.301596e+02	-3.764620e+02
52500	0.675774	0.914792	0.919023	0.992137	0.56957	0.758533	0.614892	0.28739	0.617683	1.18151	0.464099	2.92901	-3.48272	3.06821	3.55774	2.78655	0.0462884	-3.49119	0.291798	0.101341	0.132389	0.0884779	1.41676	2.2666	1.66462	3.00294	-3.80123	2.76294	4.15762	3.54067	-0.280189	-3.32299	2.94643	-3.50363	3.0947	3.64421	2.15129	0.445052	-2.38725	3.03321	-3.8454	2.97177	3.31106	1.94216	-0.837217	-3.60947	2.75387	-3.32436	3.70031	3.30796	2.88491	0.507422	-3.74124	-4.281793e+01	-3.383247e+02	-3.811426e+02
52600	0.816619	0.985703	0.986377	0.969219	0.477	0.757032	0.456523	0.347467	0.390427	0.788337	0.614863	2.78817	-3.12544	4.32109	3.42273	2.98681	-0.0160467	-1.65331	0.0509647	0.147828	0.0416033	0.375108	0.540101	2.11675	2.05345	2.53712	-3.17751	4.08749	2.65727	3.41699	0.16125	-0.490182	3.27401	-2.88698	4.134	3.89237	1.4681	0.279608	-2.39498	3.03889	-3.1864	4.33752	3.661	2.50942	-0.54023	-1.10788	2.85668	-2.89031	3.80613	3.24866	3.14888	-0.387788	-3.72444	-5.107455e+01	-3.314513e+02	-3.825259e+02
52700	0.942918	0.868301	0.737966	0.697478	0.530912	0.854941	0.558987	0.366935	0.433372	0.830888	0.646621	2.87469	-3.78038	4.36475	2.21097	2.2972	-0.0816965	-2.16382	0.0596246	0.058057	0.191638	0.222286	1.61073	2.91074	6.74898	3.05176	-3.86089	4.32347	2.3425	1.59509	0.136294	-1.0349	2.65904	-3.67978	4.31074	2.34694	0.892251	1.2311	-1.54321	2.55716	-3.64904	4.19872	3.32037	1.82972	-0.191643	-1.56752	2.4704	-3.77827	4.40582	1.82272	2.74931	0.856847	-3.19067	-4.716354e+01	-3.308758e+02	-3.780394e+02
52800	0.530774	0.886162	0.99935	0.863281	0.486209	0.788102	0.776094	0.522181	0.658516	0.787014	0.754997	2.51177	-2.50758	2.67828	3.22993	3.75377	-2.86098	-3.31373	0.162392	0.0861028	1.3461	0.133271	1.52457	7.66633	1.50716	2.38791	-2.62519	2.36996	3.18372	3.31382	-0.831352	-1.58443	2.5752	-2.34667	2.90193	3.61707	2.83031	-0.751326	-1.97566	2.40753	-2.97756	3.16889	3.407	2.76232	-1.8352	-3.34785	2.43268	-2.45487	3.20526	3.07639	4.5832	0.613877	-1.62918	-5.472352e+01	-3.360286e+02	-3.907521e+02
52900	0.93338	0.945896	0.739396	0.839514	0.677446	0.799801	0.878548	0.362106	0.715712	0.962839	0.476469	1.68068	-1.68884	1.79199	4.45548	3.0063	-1.08024	-2.28603	0.22537	0.269489	0.117832	0.0676044	1.33894	2.03061	2.34216	1.63672	-1.35765	1.80369	4.28081	2.75637	-2.05861	-2.52668	1.3857	-1.41755	1.7785	4.53837	2.6307	-0.953714	-2.37369	1.75559	-1.3099	1.88028	4.32337	2.62361	-2.48759	-2.25772	2.08936	-0.536985	2.07992	4.17297	3.615	-1.34304	-3.83254	-4.404557e+01	-3.298790e+02	-3.739246e+02
53000	0.940444	0.862057	0.660381	0.857526	0.466767	0.888386	0.651116	0.366898	0.396651	0.925794	0.369627	1.51211	-2.25734	1.75837	4.34235	2.61911	-1.31582	-0.923801	0.0910684	0.0655265	0.299794	0.100408	2.92203	0.940593	2.95582	1.58972	-2.01118	2.11733	3.5678	4.12352	-1.07647	-1.65039	1.4677	-2.39126	1.94309	4.46153	2.45916	0.284248	-2.28436	1.23366	-2.35402	1.39076	3.99458	3.57305	-1.65706	-2.13414	1.31855	-1.96917	1.98905	3.81573	4.30072	-1.3467	-2.81598	-4.667836e+01	-3.319495e+02	-3.786278e+02
53100	1.05087	1.03455	0.576138	0.98417	0.583268	0.800253	0.858666	0.24884	0.367924	0.863612	0.75127	0.900956	-1.23763	-0.0261979	3.25118	2.24636	-1.80836	-2.17595	0.140627	0.37552	0.264666	0.699311	7.27388	2.05137	5.13982	1.21389	-2.14459	0.154185	2.91308	2.88658	-0.888866	-1.05737	0.98767	-1.38182	0.378527	4.16264	2.69718	-0.519902	-1.78316	0.472181	-0.947117	0.404377	3.50359	3.40787	-2.23567	-0.410729	0.482128	-1.31994	-0.105725	4.32502	4.36464	-1.5957	-4.1289	-6.345613e+01	-3.289112e+02	-3.923673e+02
53200	0.846874	0.887435	0.479326	1.0032	0.56247	0.694321	0.511935	0.365715	0.669919	0.633631	0.777265	-0.00232872	-1.92595	-0.761915	3.02901	4.24373	-0.424362	-3.00927	0.171184	0.0551182	0.146078	1.7271	1.29203	3.7623	2.33557	0.113242	-2.00925	-1.20936	3.45691	4.11622	-1.5375	-2.06955	-0.621235	-1.95167	-1.05777	3.74887	3.7882	0.0542295	-1.72891	0.00816753	-1.78315	-0.363453	4.0177	4.43401	-2.50831	-4.29573	0.378382	-2.1387	-0.141378	2.95214	4.16552	-0.502728	-2.92333	-5.284068e+01	-3.365559e+02	-3.893965e+02
53300	0.768895	1.02096	0.674733	0.761141	0.56862	0.630049	0.681019	0.298516	0.341139	0.917493	0.461801	0.849185	-1.02165	-2.11569	2.75448	3.79365	-0.914422	-2.13954	0.348821	0.220678	0.0598821	0.149272	1.94569	2.31097	1.68622	1.5446	-1.262	-1.71194	3.85223	3.22601	-1.70226	-1.60012	0.798242	-1.34262	-2.30264	2.86671	3.53868	-0.902225	-0.865859	0.181781	-1.53831	-2.20691	3.01656	4.16513	-2.60291	-3.67524	2.02607	-0.996775	-2.03236	2.6868	3.78257	-1.8416	-0.3862	-5.157813e+01	-3.304029e+02	-3.819810e+02
53400	0.894146	0.910011	0.601198	0.573145	0.692241	1.00761	0.756683	0.559741	0.340332	0.906494	0.511529	0.497835	-0.0597021	-0.318912	2.63537	4.08138	-3.52032	-0.360675	0.407795	0.822784	0.312634	0.0972339	4.49912	4.59999	1.97398	-0.365472	-0.332721	0.78905	2.29641	4.33715	-2.76736	-0.369655	1.00436	0.128287	-0.609888	2.49288	2.69081	-1.80976	-0.43983	0.299824	0.177645	0.0794955	3.05559	4.07566	-3.24926	-0.984548	1.30773	-1.28959	-0.105402	2.59442	3.87786	-1.80207	-2.35874	-6.194098e+01	-3.346188e+02	-3.965597e+02
53500	0.850099	0.980976	0.96625	0.704078	0.534171	0.799899	0.708058	0.389911	0.430551	0.725696	0.376436	1.95039	-1.28533	0.558599	2.59684	2.69015	-1.9387	-3.60849	0.0764933	0.0726228	0.179084	0.15712	2.38889	0.871423	3.51126	1.98868	-1.62832	0.477225	2.91638	2.91116	-1.43294	-1.06211	2.01293	-1.46089	0.670561	2.76506	2.69092	-1.28747	-0.789555	1.77495	-1.11627	0.870487	1.99466	3.20674	-2.1587	0.422359	2.39163	-1.10692	0.762801	2.44358	3.77857	-1.3328	-2.93595	-4.462670e+01	-3.321340e+02	-3.767607e+02
53600	0.846234	0.947714	0.767979	0.953057	0.613907	0.805795	0.656952	0.236218	0.49848	0.736945	0.480468	1.12381	-0.764148	-0.0777997	2.25482	3.87418	-3.3197	-0.0926457	0.121905	0.0827914	0.195458	0.157594	4.53181	3.46305	1.34508	1.59336	-0.518147	0.216082	1.89248	3.89263	-3.02265	-0.129085	1.15763	-0.818826	-0.0814864	1.97273	3.22659	-1.56953	-0.0293449	0.305398	-1.21146	-0.583206	2.14898	4.17224	-3.36827	-1.93486	1.26428	-1.1461	-0.356005	3.07828	4.38427	-1.8604	-0.765374	-4.956343e+01	-3.289506e+02	-3.785140e+02
53700	0.944475	0.938068	0.68122	1.03536	0.62652	0.740879	0.782516	0.429833	0.418283	0.968875	0.434068	0.645849	-1.39568	-0.479667	0.620876	4.28572	-1.82572	1.89935	0.0749949	0.144201	0.243598	0.0960105	2.50072	1.89902	2.63901	0.663783	-2.15116	-0.930846	0.584067	4.08057	-1.12939	1.72279	0.591648	-0.946987	0.0603867	0.141538	2.87393	-1.22239	1.82712	0.352231	-1.08083	0.398527	0.9118	3.72788	-1.49958	2.09583	0.703368	-1.36542	-1.1773	0.580412	4.50723	-0.38632	2.40984	-4.602344e+01	-3.298956e+02	-3.759191e+02
53800	0.933479	0.991786	0.566015	0.971308	0.46148	0.747173	0.690096	0.375511	0.452462	0.691449	0.425706	1.55269	-0.432476	-1.98292	2.31889	3.41905	-3.04028	-0.848181	0.185153	0.0860657	0.101279	0.205943	2.00608	2.76535	0.732929	1.03224	-0.456076	-1.91899	2.62759	3.21608	-2.84572	-0.608839	1.43611	-0.553451	-2.08367	2.42239	2.55595	-2.10741	-0.636368	1.26604	-0.416252	-2.1309	2.16978	3.06541	-4.07614	-2.17875	1.26846	-0.264547	-1.89374	2.4993	3.89231	-2.45223	-1.47833	-3.904362e+01	-3.296819e+02	-3.687255e+02
53900	0.919106	0.904776	0.744307	0.796889	0.481846	0.962562	0.697599	0.320154	0.407108	1.08608	0.778424	0.74913	0.357761	1.89635	1.61779	4.34259	-2.50103	2.16705	0.139947	0.229982	0.300959	0.0725349	1.35078	2.3896	1.56343	0.596183	-0.156629	1.85085	1.15805	3.75648	-2.86309	0.880336	1.05372	0.627492	1.40358	1.53903	2.77236	-2.53334	0.910637	0.741733	0.307084	0.689404	1.56871	4.11844	-3.18739	1.2451	0.748765	0.430684	2.487	1.51087	4.23152	-2.29682	1.09418	-4.585603e+01	-3.292233e+02	-3.750794e+02
54000	1.0428	0.938015	0.681952	0.895551	0.569811	0.778235	0.607812	0.31955	0.466524	0.870622	0.462323	1.6161	0.533886	2.25835	1.06949	0.276702	-4.51133	3.36813	0.348061	0.274665	0.306408	0.101596	5.38902	3.17323	3.99479	2.02239	-0.0958605	1.99946	1.45033	2.45322	-3.16258	0.300462	1.20314	0.309197	1.68573	1.32437	2.81786	-2.64329	0.723593	2.0555	0.0488216	1.80214	0.702812	1.67136	-4.53493	-1.03353	2.33475	1.23559	2.59336	0.786186	2.39216	-3.44784	1.49756	-6.241806e+01	-3.294434e+02	-3.918615e+02
54100	0.917077	0.900279	0.852867	0.783117	0.470284	0.758737	0.755064	0.474708	0.446924	0.806691	0.687881	1.62651	0.204164	3.59172	1.57752	2.8462	-3.7093	0.0527579	0.272472	0.176202	0.187139	0.376597	1.4503	0.774677	1.52873	2.12593	0.646565	3.15636	1.64462	2.3491	-3.82468	0.366134	1.61296	1.07541	3.80835	1.76753	2.74568	-3.07805	0.468275	1.2859	0.341267	3.88971	0.38137	2.80319	-4.25705	-0.314194	1.807	0.00954833	3.52099	2.95598	3.84698	-2.72685	-0.498154	-5.234801e+01	-3.287827e+02	-3.811307e+02
54200	0.880647	1.20546	0.477373	0.797295	0.624309	0.865336	0.597943	0.258964	0.304218	1.06588	0.465798	1.61241	1.36724	3.93421	1.41269	2.86868	-4.14125	-0.0902155	0.257493	0.30903	0.342171	0.146632	2.39849	0.586208	0.958134	2.08349	1.26619	3.70566	1.48734	2.32745	-4.26422	0.835609	2.29379	2.27963	4.36955	1.72565	0.739251	-3.93064	0.629146	1.77547	1.69545	4.34473	1.38847	2.13531	-4.42081	1.65146	1.52405	1.87955	4.3153	1.54556	3.57581	-4.2996	0.0695721	-4.941236e+01	-3.289578e+02	-3.783702e+02
54300	1.00177	1.04751	0.915424	0.89958	0.623385	0.902229	0.900215	0.489679	0.33096	0.665154	0.567342	2.55833	1.11727	3.96843	0.515366	3.06798	-3.93061	0.936066	0.124421	0.165433	0.116279	0.191081	1.75396	0.727734	1.82347	2.30341	0.528224	3.65067	1.17286	2.9738	-3.72269	0.52219	2.7471	1.17545	4.28849	0.499867	2.50673	-3.21191	1.49063	2.18026	0.216678	3.53179	0.719352	1.92945	-4.28236	0.65129	2.19958	1.16964	4.21506	0.653669	2.58091	-3.68082	0.422603	-4.465629e+01	-3.343729e+02	-3.790291e+02
54400	0.667723	0.888564	0.900241	1.02858	0.550215	0.894719	0.778923	0.227378	0.355752	0.808993	0.364644	2.16218	-0.276039	4.23468	-0.46451	3.52942	-1.47609	2.87816	0.27371	0.0998564	0.111669	0.169529	2.50802	2.11306	2.94594	2.20163	-0.351643	3.85572	-0.557334	3.08268	-3.05304	2.44219	2.00602	0.102875	4.29955	-0.770933	3.23241	-2.57049	2.62212	1.72202	-0.532493	4.15629	-0.770377	3.16669	-2.53539	3.41055	2.83012	-0.342326	3.62131	-0.823569	3.72129	-2.78767	-0.384217	-4.622420e+01	-3.253084e+02	-3.715326e+02
54500	0.8387	1.0152	0.601578	0.759354	0.517771	0.704983	1.03161	0.499579	0.621029	0.797697	0.191895	1.06465	-0.686858	4.29145	-0.0589168	3.79325	-3.82435	0.832295	0.113004	0.100121	0.273914	0.273209	1.19798	4.59411	1.17754	0.573387	-0.506351	3.75072	0.385779	4.17224	-3.20657	1.41742	0.579666	-0.287104	4.04549	0.0855876	3.31973	-1.81679	2.31659	0.65323	-1.00136	3.90891	0.305347	3.31293	-3.20578	-0.108166	1.26651	-0.374911	3.80291	-0.411929	3.81728	-3.08609	0.427299	-4.596812e+01	-3.354395e+02	-3.814076e+02
54600	0.913561	0.973625	0.639875	0.781646	0.369109	0.812101	0.463967	0.311233	0.33827	0.86193	0.906223	1.13955	0.441693	4.55906	-1.1134	3.72633	-3.94351	1.95988	0.171198	0.209721	0.169876	0.207938	0.948108	0.852456	1.60879	1.79759	0.629767	4.37031	-1.35936	2.61344	-4.32372	2.61229	1.56423	0.530317	4.27221	-0.60593	2.27741	-2.5835	2.91079	0.673307	0.283323	4.48386	-0.455597	3.30969	-3.43011	2.28745	1.57719	-0.00222894	4.25937	-1.66279	3.48113	-2.79908	1.6269	-4.394882e+01	-3.356530e+02	-3.796018e+02
54700	0.984576	1.05663	0.609371	0.831376	0.478178	1.00806	0.97957	0.304958	0.3012	0.701421	0.529899	0.512189	0.741572	4.0761	-1.81925	3.60236	-3.40764	3.86665	0.107377	0.118206	0.158758	0.107851	7.50428	0.927156	0.805609	0.181729	0.651841	3.49762	-1.81038	4.44644	-3.94783	3.82486	-0.148732	0.552574	4.00711	-2.09373	3.30786	-2.4464	4.15813	0.726238	0.372635	3.87438	-1.76393	3.36051	-3.54752	4.12249	0.889979	1.01176	3.72458	-1.07789	4.30177	-3.7413	2.80193	-4.488460e+01	-3.291450e+02	-3.740296e+02
54800	1.00226	0.936303	0.62015	0.881041	0.502522	0.694587	0.587324	0.332748	0.466361	0.618146	0.482741	1.12564	-0.851538	4.40025	-1.94082	2.90739	-2.32801	3.11601	0.0783367	0.99168	0.243772	0.0758529	2.51167	3.1302	2.15692	1.03407	-0.692211	4.39067	-1.60005	4.18656	-2.24625	3.42426	1.11062	-1.54165	4.18775	-1.86244	2.80241	-0.871485	3.71208	0.940989	0.144004	4.16317	-1.84202	2.54322	-3.24333	4.42731	1.67084	0.194601	4.28927	-2.28119	2.74477	-3.00992	1.85358	-4.967210e+01	-3.320992e+02	-3.817713e+02
54900	0.739557	0.901279	0.855125	0.917999	0.660429	0.748977	0.891515	0.545893	0.447715	0.774447	0.440446	0.762286	-0.785136	4.16688	-2.96927	4.52621	-2.49611	4.21874	0.123066	0.103697	0.0810918	0.280526	1.37496	1.908	12.5301	0.532337	-1.00448	4.04516	-2.51237	4.47928	-2.69348	4.18649	0.782256	-1.20318	4.07833	-2.55539	3.48565	-1.08297	4.44775	0.71507	-1.01331	3.99237	-2.11354	4.33221	-2.8155	3.81612	0.8809	-0.534137	4.20657	-2.46217	4.47474	-2.05926	1.7641	-4.432253e+01	-3.271696e+02	-3.714921e+02
55000	0.838445	1.07586	0.786181	1.00924	0.549768	0.910354	0.841168	0.192831	0.42672	0.903487	0.422765	1.29257	-1.32202	4.08411	-1.9588	3.78026	-3.15042	4.49129	0.125434	0.0654192	0.110101	0.129064	1.06498	0.716814	5.78833	1.56044	-1.54433	3.94432	-1.55316	3.92742	-1.45562	3.86244	0.914394	-0.711994	3.88589	-1.88394	3.29829	-1.7614	4.00087	1.44744	-1.2947	4.1607	-1.75666	3.57416	-2.41436	3.24841	1.60042	-1.18784	3.94422	-2.14472	3.99664	-1.38437	4.21881	-4.407785e+01	-3.295377e+02	-3.736156e+02
55100	0.734952	0.899556	0.816798	1.01004	0.508541	1.08062	0.768018	0.494127	0.431908	1.04542	0.405463	1.47804	-2.05396	1.09585	-3.06711	4.33392	-1.91892	4.37826	0.320392	0.172685	0.126301	0.205031	2.0346	2.36433	3.0601	1.86567	-1.87756	2.09004	-2.29778	3.48049	-2.24367	3.05801	0.709693	-2.10597	0.688742	-3.02813	4.02272	-0.895608	4.55485	1.5623	-2.54462	1.22136	-2.86923	3.74079	-1.68824	3.30497	2.07079	-2.23877	1.322	-2.88381	4.41537	-0.225244	4.44911	-4.993083e+01	-3.369057e+02	-3.868365e+02
55200	1.1234	0.828507	0.572018	0.644455	0.670847	0.90347	0.7788	0.436023	0.459897	1.05322	0.371547	2.50274	-1.22997	0.365509	-2.34844	2.52078	-1.60438	3.37051	1.71447	0.0875323	0.183943	0.0487077	3.30036	0.705526	1.75725	3.5668	-0.978331	-0.341011	-2.25768	1.47641	-2.24197	4.15575	0.709881	-1.3564	0.724493	-2.24425	2.58854	-1.33654	4.15185	3.2335	-1.26538	0.987903	-2.81188	1.14675	-2.99658	2.48022	3.92084	-1.58725	0.903014	-2.22449	0.959106	-1.28284	2.52127	-5.791940e+01	-3.367946e+02	-3.947140e+02
55300	0.750142	0.965176	0.829301	0.878249	0.508537	0.820412	0.640278	0.572577	0.531072	0.624218	0.634214	4.00903	-0.557586	2.58203	-1.23343	2.03013	-4.54477	3.56742	0.367945	0.138234	0.0627516	0.0795486	1.74812	4.09457	1.51809	2.95884	-0.647778	2.83758	-0.723366	2.17783	-2.51579	2.45192	2.93894	0.456603	2.31873	-1.14219	0.939987	-2.72931	2.97461	2.76251	-0.292197	2.62589	-0.989266	2.12024	-2.87503	3.65087	4.12848	0.0587246	2.86444	-1.2766	2.12426	-3.97898	2.61123	-5.194758e+01	-3.322742e+02	-3.842217e+02
55400	0.955056	1.03622	0.622353	0.584803	0.825664	0.968946	0.861343	0.652092	0.64272	0.923187	0.578263	4.03933	-0.792748	1.39025	-0.94662	0.836078	-1.8871	3.91654	0.0899788	0.0933539	0.163253	0.0537217	1.82361	1.71497	4.82715	4.04885	-0.879409	1.00023	-0.781971	0.36028	-2.36602	2.09997	4.21235	-1.17526	1.09755	-0.641298	-0.960318	-1.80209	2.00405	3.9857	-0.653393	0.820094	-0.940069	1.07288	-2.70345	2.98585	4.52455	-1.12356	1.16794	-0.865609	0.679025	-2.32246	3.73826	-4.383762e+01	-3.396682e+02	-3.835058e+02
55500	0.990046	1.02726	0.584289	0.766288	0.638962	0.891585	0.732073	0.475941	0.515365	0.722945	0.443877	4.23756	0.516732	-0.130334	-0.399605	-1.33217	-4.15319	1.35072	0.216493	0.131066	0.12224	0.181535	2.06896	2.7899	1.32499	4.03306	0.418871	-0.0665756	-0.292638	0.463124	-3.4871	2.32202	4.09674	0.840632	-0.125088	-0.509831	-0.321851	-3.79216	1.55959	3.33307	0.47866	-0.073034	-0.033538	0.283779	-3.65652	2.43942	3.92072	1.10983	0.175987	-0.922871	1.48273	-3.85489	0.700297	-4.634216e+01	-3.296054e+02	-3.759475e+02
55600	0.879345	0.980039	0.9048	0.870761	0.622272	0.717317	0.719054	0.454796	0.485729	0.613723	0.613849	3.7735	0.407209	1.9821	-0.140614	0.746935	-3.60473	1.41516	0.252149	0.259714	0.0698837	0.0942628	1.37335	4.73584	1.08963	3.30041	0.350099	2.30421	-0.107332	0.488144	-4.03295	0.823928	3.95144	0.11591	1.98716	-0.183103	0.217623	-2.09803	2.33766	3.58217	0.752231	2.03516	0.441556	1.30646	-4.50213	1.39452	3.48978	0.610962	2.27007	-0.204866	2.69717	-3.00424	0.315309	-4.599008e+01	-3.315602e+02	-3.775503e+02
55700	0.915724	1.03067	0.632623	0.875761	0.546224	0.799739	0.671557	0.454392	0.489829	0.795816	0.463762	4.44167	0.028996	1.59691	0.100281	0.158237	-3.62859	1.89969	0.124672	0.226666	0.0745474	0.0882077	2.19482	1.25053	1.78819	4.24118	0.401398	1.59503	0.180442	0.151033	-3.83157	1.04912	4.35182	0.228882	1.79576	-0.154504	-0.256777	-2.56059	2.31323	4.37179	0.304926	2.09312	0.191241	1.04001	-2.97988	2.66379	4.20319	0.175917	1.67626	0.160134	1.41742	-2.5715	1.82531	-3.776196e+01	-3.314461e+02	-3.692081e+02
55800	0.895343	0.992945	0.816913	0.87858	0.513058	0.709572	0.808727	0.302017	0.3468	0.917744	0.499648	3.33386	-0.343834	4.11025	0.167592	2.44201	-3.70825	2.44321	0.549122	0.0757291	0.195851	0.0857495	2.1467	1.83894	1.81483	4.32912	-0.205807	4.47499	0.26864	1.24684	-3.15036	1.78523	2.78115	-0.644257	3.63757	-0.0489874	1.56367	-2.07417	1.50295	1.93735	-0.388563	4.35627	0.210592	2.30891	-2.93502	2.21051	3.36478	-0.771881	3.76362	-0.0584512	2.22144	-2.20518	1.86603	-4.741828e+01	-3.289106e+02	-3.763288e+02
55900	0.609964	0.76713	1.0633	1.10512	0.572171	0.669946	0.672035	0.305097	0.685502	0.935297	0.806663	1.89898	0.202297	4.24537	-0.495377	4.34652	-2.48621	3.13651	0.114638	0.0908091	0.0607607	0.320121	4.22055	2.62176	1.84247	1.14547	0.21978	3.82313	-1.23455	4.43229	-3.83089	3.34941	2.24714	0.3508	4.52886	-0.362399	2.95238	-2.07198	2.51976	1.61639	-0.406682	4.42719	-0.0307057	3.42915	-2.86887	2.60152	2.5949	0.187405	4.00866	-1.03143	3.87558	0.0574149	2.4393	-5.138683e+01	-3.426028e+02	-3.939896e+02
56000	0.671778	0.69153	1.00622	0.939329	0.734279	0.644224	0.582549	0.378144	0.439776	0.726051	0.432129	3.11628	1.36276	3.83984	-0.640453	2.50648	-3.71007	2.77442	0.0577922	0.20892	0.0486095	0.0789361	3.11446	1.4599	3.83933	2.7246	1.43638	3.99682	-0.680202	2.66548	-3.8527	3.02247	2.99912	1.20961	4.04413	-1.06988	1.48723	-3.30635	3.36654	3.33224	0.824475	3.58387	-0.722696	1.62634	-3.77208	3.6597	2.82128	1.65524	3.83397	-0.766828	3.11228	-3.86917	0.60379	-4.143957e+01	-3.353095e+02	-3.767491e+02
56100	0.542659	0.904629	0.91867	0.824272	0.48206	0.820176	0.590227	0.601749	0.42797	0.746921	0.528032	1.5277	0.359117	3.64698	-0.507573	2.93359	-4.46292	3.22312	0.460219	0.642329	0.0938748	0.188662	3.57346	1.49776	3.8455	1.6555	0.827212	4.26444	0.0396033	4.52059	-3.70103	2.20391	1.82347	1.53781	3.9785	-0.465193	2.52827	-4.18787	1.75476	2.09658	0.254032	3.67258	-0.564361	3.32468	-3.39403	3.45728	2.14924	1.34447	3.65812	-0.786764	3.73549	-3.61782	2.86826	-5.483022e+01	-3.335987e+02	-3.884289e+02
56200	0.670712	0.887423	0.716353	0.776069	0.536658	1.04301	0.760751	0.511512	0.338514	0.696156	0.848684	1.6207	1.11827	1.23756	-0.657817	4.07955	-3.76831	3.04822	0.291616	0.0943513	0.0752927	0.0940188	4.08292	0.643681	5.17468	2.32795	1.43694	1.4822	-0.680698	2.55698	-4.26562	2.77648	1.57735	1.1682	1.35627	-0.630552	2.21375	-3.84592	0.654052	1.79349	0.981611	1.08337	-0.993767	2.56102	-3.82359	4.23729	2.51674	1.16523	1.18024	-0.723824	3.7302	-3.85564	0.70317	-4.444233e+01	-3.359511e+02	-3.803934e+02
56300	0.951425	1.05114	0.655401	0.808692	0.497077	0.802424	0.606987	0.558667	0.620899	0.789039	0.37921	3.47878	1.56394	0.335502	-0.995937	2.54299	-4.54778	4.09683	0.280276	0.115103	0.223318	0.0978952	1.04898	2.07997	2.26103	2.93018	1.50481	0.612978	-1.31381	1.55497	-4.16079	3.48845	2.72095	1.3483	0.393662	-0.837268	0.559332	-3.87335	2.42909	3.10359	1.35388	0.104288	-0.490652	1.94564	-4.56815	3.34658	2.69711	1.25032	0.593845	-0.874908	1.29479	-4.19568	1.95853	-4.572849e+01	-3.341571e+02	-3.798856e+02
56400	0.61109	0.964958	1.14469	1.14566	0.438651	0.779227	0.762034	0.378824	0.31318	0.733059	0.838622	4.25421	0.352073	-1.99833	-1.08518	1.81372	-3.95294	3.00772	0.366983	0.547398	0.167038	0.51991	3.16785	4.06889	4.07811	3.95409	1.25835	-2.20748	-0.361667	2.50434	-4.2467	2.35786	3.65178	-0.0887657	-1.8976	-1.02802	1.83691	-2.49308	2.97217	3.66033	-0.683532	-1.97697	-1.06761	1.22791	-3.39015	1.42113	3.67869	0.765695	-2.27852	-0.272788	2.54891	-3.64893	1.5992	-6.027720e+01	-3.343765e+02	-3.946537e+02
