iter	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnkDCVCC(1.5)	lnkElimNDCVCC(1.5)	lnISkNDCVC(1.5)	lnkDCVCC(1.6)	lnkElimNDCVCC(1.6)	lnISkNDCVC(1.6)	lnkDCVCC(1.7)	lnkElimNDCVCC(1.7)	lnISkNDCVC(1.7)	lnkDCVCC(1.8)	lnkElimNDCVCC(1.8)	lnISkNDCVC(1.8)	lnkDCVCC(1.9)	lnkElimNDCVCC(1.9)	lnISkNDCVC(1.9)	lnkDCVCC(1.10)	lnkElimNDCVCC(1.10)	lnISkNDCVC(1.10)	lnkDCVCC(1.11)	lnkElimNDCVCC(1.11)	lnISkNDCVC(1.11)	lnkDCVCC(1.12)	lnkElimNDCVCC(1.12)	lnISkNDCVC(1.12)	lnkDCVCC(1.13)	lnkElimNDCVCC(1.13)	lnISkNDCVC(1.13)	lnkDCVCC(1.14)	lnkElimNDCVCC(1.14)	lnISkNDCVC(1.14)	lnkDCVCC(1.15)	lnkElimNDCVCC(1.15)	lnISkNDCVC(1.15)	lnkDCVCC(1.16)	lnkElimNDCVCC(1.16)	lnISkNDCVC(1.16)	lnkDCVCC(1.17)	lnkElimNDCVCC(1.17)	lnISkNDCVC(1.17)	lnkDCVCC(1.18)	lnkElimNDCVCC(1.18)	lnISkNDCVC(1.18)	lnkDCVCC(1.19)	lnkElimNDCVCC(1.19)	lnISkNDCVC(1.19)	lnkDCVCC(1.20)	lnkElimNDCVCC(1.20)	lnISkNDCVC(1.20)	lnkDCVCC(1.21)	lnkElimNDCVCC(1.21)	lnISkNDCVC(1.21)	LnPrior	LnData	LnPosterior
52000	0.668836	1.00752	1.84635	1.78316	1.11782	3.23862	3.23719	1.13639	1.09845	0.702287	0.833639	1.00879	0.861962	1.15492	0.318521	1.17494	1.58049	1.2115	4.48843	0.385328	4.18219	0.120746	0.0752167	2.93071	3.50025	0.360517	3.15297	3.90753	0.63128	3.0095	4.16563	0.766565	2.32183	4.30659	-0.0183871	3.57016	4.44268	0.66692	3.21685	4.22019	-0.591487	3.86947	4.5754	0.0354277	3.42699	4.37258	0.237924	4.22266	4.42751	0.558058	4.25798	4.42303	0.60475	3.20813	4.43451	0.95313	3.73379	4.00983	0.57863	2.78939	4.46569	0.0642422	4.34492	4.58394	0.884922	3.86819	4.21068	1.09831	4.07502	4.55174	0.579189	3.75218	4.39973	0.916305	1.81349	4.4753	0.249708	1.48385	4.54931	0.256712	2.69907	4.54973	0.575749	4.09567	4.48822	0.212053	0.407031	-6.466219e+01	-1.619477e+03	-1.684139e+03
52100	0.991569	0.605076	0.623868	1.42345	1.64593	2.634	3.28771	1.12687	1.04871	0.798049	0.445371	0.991655	0.966683	1.01361	0.358133	1.13349	1.53019	0.94357	4.55646	-0.0326357	3.71733	0.184105	0.204065	1.52997	4.54923	0.179143	3.31071	4.4103	0.383129	3.30717	4.08955	-0.955269	4.5383	4.07815	-0.578805	3.88264	4.35375	0.39227	4.09253	4.58033	-0.742303	3.46239	4.58606	-0.77479	3.32379	4.33411	0.319792	2.9523	4.52918	0.277648	1.85901	4.17673	-0.058766	4.10506	4.56697	-0.881921	3.63691	4.52434	1.28846	3.40783	4.38971	0.123119	4.49988	4.4949	-0.113162	2.31165	4.55361	-0.720474	3.91379	4.57544	0.035264	4.42027	4.23151	-0.526523	2.96887	4.17856	1.14077	2.03147	4.29691	0.310378	1.74999	4.39062	-1.11472	4.56103	4.22407	-0.464847	4.21235	-6.745162e+01	-1.624628e+03	-1.692080e+03
52200	0.946167	2.50142	1.66549	2.16573	1.20379	2.89627	3.23936	1.1512	1.1093	0.615047	0.747017	0.987072	0.934203	1.16668	0.266499	1.14146	1.4358	1.09714	4.51197	0.654306	1.54094	0.110407	0.167197	3.22242	4.17473	0.0893899	3.4182	4.20159	0.208558	3.47858	4.14269	1.35791	3.07817	4.59847	0.345433	1.70596	4.39577	0.0461528	0.255268	3.94624	0.635451	2.14045	4.59071	0.264158	-0.557534	4.22959	1.02821	0.73878	4.40132	0.12818	4.24832	4.57188	0.817195	-2.26152	4.55028	0.772931	-1.46664	4.2367	0.785024	0.406995	4.3469	0.150581	3.92537	4.53924	0.541361	3.58727	4.52846	0.720939	-3.48477	4.24423	0.554933	3.48223	4.44321	1.19728	2.20837	4.59018	0.338414	0.374971	4.18928	0.943367	0.218582	4.27793	0.451414	-0.306546	4.57861	0.293365	1.82417	-7.589592e+01	-1.619432e+03	-1.695328e+03
52300	0.582334	0.538957	1.21269	2.27467	1.17822	2.23792	2.15378	1.14534	1.17319	0.725482	0.76134	1.01105	0.960894	1.03982	0.184925	1.12586	1.30342	1.03637	4.58964	0.169331	4.11373	0.073675	0.193294	1.8698	4.19611	0.163938	3.36055	4.44072	0.124674	3.56794	4.59475	0.219236	4.43293	4.17236	-0.367628	4.5447	4.33595	0.780988	2.05361	4.2539	0.0782057	1.76746	4.50445	0.216537	3.0076	4.57467	0.680876	4.06275	4.38992	-0.125333	2.75168	4.32406	0.899568	3.51967	4.52913	-1.16244	2.57471	4.36066	0.46503	4.31646	4.25671	0.258909	4.4844	4.36429	1.10869	3.23931	4.51397	0.733348	4.40262	4.59393	-0.265702	3.69699	4.30534	0.351026	4.58846	4.45651	0.763447	4.51045	4.38869	-0.625305	2.95727	4.58219	0.163012	2.13114	4.51074	-0.471755	3.77743	-5.254192e+01	-1.619189e+03	-1.671731e+03
52400	0.787745	0.555967	0.910019	1.8429	1.45628	1.07763	2.8458	1.19392	1.03847	0.898043	0.78787	0.995472	1.03242	0.699764	0.109645	1.28085	1.26725	1.02263	4.34524	0.0528236	3.96413	0.0531587	0.0623657	2.13881	4.40504	0.166803	3.35196	4.43015	0.00370578	3.69654	4.57613	0.350888	3.3499	4.19774	0.349095	4.57001	4.52471	0.0760034	2.27471	4.27687	0.0777633	3.76392	4.20855	-0.176239	3.3655	4.52499	-0.0826061	3.28477	4.32262	-0.364478	1.95842	4.57605	-0.146211	1.37039	4.45432	-0.47933	2.66722	4.42055	0.0261087	1.82539	4.60359	-0.0151252	3.80148	4.36205	0.0126862	3.03808	4.37094	0.429588	1.61823	4.168	0.0768719	3.81052	4.2755	-0.0503729	3.62133	4.32252	-0.0210989	2.8342	3.90772	-0.016159	4.4044	4.37416	0.390931	3.1251	4.5331	0.644923	4.29777	-4.409927e+01	-1.627645e+03	-1.671745e+03
52500	1.40048	2.23722	1.10204	2.92188	1.55037	3.02865	2.93066	1.14712	1.12406	0.565967	0.639212	0.990198	1.00313	0.76098	0.267165	1.08067	1.18659	0.743225	4.59331	0.370244	3.90866	0.0528312	0.113325	1.66247	4.18148	0.153435	3.36089	4.16327	0.057351	3.64431	3.92814	0.56387	4.25878	4.49237	0.117399	3.59417	4.59855	-0.277507	2.55294	4.44055	0.290325	4.07744	4.22208	0.198743	3.4481	4.58092	0.479284	3.34367	4.59569	0.746587	2.52537	4.5664	1.22312	4.00181	4.306	-0.183086	3.66048	4.48821	0.405834	4.2354	4.58657	0.0997002	3.39555	4.24639	0.640266	1.02131	4.47635	0.574913	3.7526	4.57929	0.40441	2.65066	4.17899	0.444829	4.46672	4.51533	0.658175	2.28045	4.49827	0.299264	3.16693	4.55289	0.761653	4.22174	4.09759	0.101207	4.22968	-4.894784e+01	-1.619988e+03	-1.668936e+03
52600	0.736973	0.720199	0.635089	2.65231	0.928328	2.08156	3.17603	1.19407	1.05391	0.675001	0.68042	0.994527	1.1129	1.2127	0.217081	1.09554	1.36058	1.18742	4.58776	0.643082	3.30788	0.0774768	0.073995	1.55169	4.50362	0.153073	3.36578	4.16217	0.0625864	3.63534	4.40998	0.396059	4.08998	4.33516	0.970408	3.16271	4.58857	0.823252	2.94847	4.46035	0.548935	3.33016	4.28567	0.648972	3.58597	4.42504	0.913679	2.10817	4.52769	0.726899	2.15178	4.40457	0.271165	4.1714	4.56765	0.631384	1.48238	4.49109	0.437529	2.8004	4.56316	0.822949	2.6148	4.50313	0.816647	1.97405	4.28252	0.632406	3.6443	4.41058	0.630463	3.221	4.53385	0.610203	2.55183	4.5017	0.716907	1.89595	4.46521	0.707724	3.85913	4.3211	0.854767	4.04537	4.56062	0.643349	2.62684	-3.452753e+01	-1.613880e+03	-1.648407e+03
52700	0.753251	0.979639	0.865316	1.69075	1.73304	1.64532	2.98329	1.14755	1.19409	0.589454	0.580993	1.03852	1.05749	1.0075	0.233163	1.13615	1.15468	1.12881	4.58814	0.656595	2.61458	0.045535	0.650669	2.56846	4.51623	0.175184	3.34882	4.53523	-0.0687817	3.75221	3.97646	0.409331	3.94162	4.40479	1.05764	1.68302	4.2393	0.547932	3.31437	4.57417	0.246151	3.19438	4.46375	1.60138	3.25879	4.55333	0.568565	-0.428006	4.37729	0.0513646	1.89851	4.35705	1.61409	-0.0880286	4.41888	1.67133	1.79304	4.56023	2.94017	2.83341	4.56331	2.6355	0.858293	4.28855	-0.156268	3.56442	4.60074	-0.365258	4.25509	4.55085	0.552961	0.621796	4.58248	2.06007	-0.211266	4.4276	0.0792457	4.19802	4.54764	0.3061	3.34734	4.56816	1.31242	2.87672	4.58037	0.8413	3.15159	-7.774496e+01	-1.619693e+03	-1.697438e+03
52800	0.71109	0.503147	0.854116	2.14075	0.711058	3.07025	2.82948	1.1998	1.32832	0.736309	0.734874	1.01331	0.917936	0.942495	0.691932	0.988022	1.27207	0.744961	4.59402	0.401723	2.46872	0.329137	0.292445	12.0681	3.45337	0.140618	3.36628	3.13331	-0.0676172	3.6601	3.75835	-0.345957	3.92815	3.63518	1.3709	-4.50475	4.50847	0.634759	-2.02275	4.14194	-0.121328	4.32307	4.52465	0.346995	4.12268	4.50374	0.448279	3.85022	4.52504	0.100329	2.22697	4.2242	0.784933	2.15095	4.39503	1.2636	-0.433553	4.48923	-0.900919	-0.248779	4.45077	-0.606086	1.28931	4.59478	0.467408	4.22182	4.50157	-0.0926287	0.495304	4.52248	-0.0532888	3.29193	3.66025	0.795574	3.32972	4.44873	0.494566	1.48567	4.49735	-0.238396	1.38842	4.39849	-0.651285	0.618904	4.427	0.56197	0.894081	-9.941979e+01	-1.617064e+03	-1.716484e+03
52900	0.547665	0.984568	0.4247	2.00535	0.723388	3.02288	3.07386	1.18554	1.21819	0.689516	0.865628	1.01729	0.905301	1.06364	0.233817	1.11687	1.37299	1.08629	4.44861	0.0951856	1.76771	0.0827962	0.40142	4.61719	4.15908	0.154816	3.36987	3.83424	-0.0220939	3.73021	4.13838	-0.176165	1.452	4.03059	0.752521	-0.919167	4.12889	-1.24785	1.49278	4.36384	0.0941171	0.854935	4.46873	0.401629	1.03736	4.2725	1.37903	0.68355	4.53032	-0.55166	0.51039	4.5183	0.815055	-0.0679307	4.41715	0.1268	1.95266	4.36934	-0.780349	2.8887	3.95086	0.533939	4.29326	4.24956	0.615955	-1.15976	4.57502	-0.418291	3.71025	4.26925	0.88021	2.62374	4.34329	-0.246769	-0.604216	4.19024	0.458985	1.10944	4.39341	0.897163	2.82208	4.49278	-0.546073	-3.25669	4.46933	-0.33376	2.89382	-8.477178e+01	-1.622582e+03	-1.707354e+03
53000	0.670418	0.624292	0.850632	2.97021	0.790225	2.18013	3.03562	1.13477	0.913547	0.592624	0.636173	1.03826	0.887454	0.757248	0.13546	1.10791	1.31168	0.648465	4.55508	0.253636	3.17081	0.101174	0.0469988	2.23237	4.11532	0.109735	3.40925	3.46456	-0.000489902	3.69258	4.5443	0.171811	3.43901	4.31823	0.412718	4.50038	4.19146	-0.0733569	2.90691	4.46431	0.347083	3.10469	4.48251	0.202927	3.02078	4.4628	0.133021	2.91607	4.54305	0.247664	2.10356	4.2522	0.305774	3.04851	4.59032	0.578481	3.20432	4.4204	-0.0115629	0.679621	4.60462	0.0827712	1.44481	4.35951	0.221805	1.54821	4.43891	0.361953	3.81569	4.17869	0.494812	4.28584	4.43894	0.520067	3.91568	4.59265	0.15546	3.86658	4.42904	0.336145	1.07658	4.58474	0.645673	0.627227	4.30293	0.587713	1.8792	-4.538639e+01	-1.612822e+03	-1.658208e+03
53100	0.763992	0.968142	0.839325	1.87782	0.791001	2.5644	2.93824	1.14851	1.04844	0.714504	0.679625	1.08043	1.04054	0.8276	0.796533	1.06576	1.55702	1.2025	4.35056	-0.0370846	3.20674	0.124022	0.105788	1.87235	3.97685	0.0343702	3.48125	3.68564	-0.240424	3.91379	3.99364	-0.310105	3.66886	4.06806	-0.0314133	3.95185	4.15137	0.391779	2.2437	4.42869	-0.259704	4.56777	4.51281	-0.0485152	2.30657	4.33276	0.341448	4.43223	4.28537	-0.496397	3.45272	4.56343	-0.0872358	3.81488	4.11488	-0.151086	1.94745	4.11674	0.0165591	3.54441	4.07776	-0.127901	3.51895	4.13122	-0.573415	3.51401	4.25074	-0.736527	2.67057	4.25555	0.0166553	3.95137	3.96855	-0.369148	3.76794	4.39382	-0.0670101	1.71022	3.8983	0.244022	1.87465	4.51343	0.357177	0.527618	4.40402	0.000736322	4.51261	-5.841633e+01	-1.626121e+03	-1.684537e+03
53200	0.87857	0.716031	1.59445	1.6631	0.95161	3.19304	3.06873	1.13033	1.31764	0.581671	0.539936	1.01481	0.908757	1.09115	1.09175	1.18238	1.52324	1.12876	4.55823	-0.288549	4.0683	0.0998673	0.0878031	0.812494	4.19351	-0.228259	2.89962	4.52471	-1.00338	4.1589	4.14513	-0.399568	4.22696	4.25051	-0.08393	3.11504	4.16567	0.224246	4.46037	4.36196	0.0261674	4.30852	4.4906	-0.0855113	3.34362	4.52924	-0.211915	4.1128	4.4995	-0.352679	3.01284	4.51982	-0.852598	2.81794	4.48398	0.140076	4.06387	4.14228	-0.30881	3.58626	4.45051	-0.363075	3.40564	4.56889	-0.00532471	3.84938	4.24731	-0.748013	4.12185	4.40896	-0.0046705	3.77243	4.44111	-0.401021	3.33354	4.48807	-0.0942982	3.36768	4.46061	-0.345092	3.04127	4.30349	-0.0220028	2.94975	4.52784	-0.816987	3.5263	-4.028744e+01	-1.635214e+03	-1.675502e+03
53300	1.10687	0.631602	0.868211	1.61325	0.812907	2.91978	3.04758	1.15903	1.03458	0.780184	0.41448	1.00088	0.929032	0.943634	0.114636	1.20865	1.22034	1.03015	4.49096	-0.241349	4.46913	0.0394758	0.6082	1.35734	4.5448	0.21161	3.30592	3.86147	-0.820269	4.50929	4.385	-0.0870868	3.68973	4.07129	0.123143	3.06733	4.55734	-0.17005	3.24426	4.59949	-0.0592055	2.24411	4.35762	0.652964	3.75811	4.58209	0.835916	3.98035	4.57846	-1.09227	3.20427	4.42176	0.0954618	3.60688	4.52541	-0.41702	4.26846	4.41604	-0.419803	2.23018	4.32715	-0.00740895	3.58865	4.2818	0.264949	3.19763	4.58956	0.353589	4.19876	4.38798	0.397716	2.58515	4.40713	-0.64819	4.27774	4.5122	0.02088	3.53379	4.44688	-1.63997	3.56307	4.23069	-0.80495	3.64448	4.42182	1.24532	2.91886	-6.086143e+01	-1.615588e+03	-1.676449e+03
53400	0.641137	0.507726	0.772035	2.84638	0.967511	2.53547	3.16643	1.1488	1.17275	0.661561	0.893975	0.99793	0.968476	1.22357	0.246727	1.00742	1.32913	1.08553	4.57321	-0.354786	4.01605	0.0749624	0.204707	2.54794	4.50398	0.2454	3.27607	4.32246	-0.750399	4.44592	4.34373	-0.291344	4.2417	4.36156	-1.04508	3.61871	4.44915	-0.414364	2.01223	4.5239	-0.763607	4.54575	4.34098	-0.428826	3.78184	4.58826	-0.279596	1.76629	4.32425	-1.0794	2.76961	4.28673	-0.758157	4.0556	4.39639	-0.466254	0.468137	4.43902	0.758266	4.49629	4.49156	-0.174601	2.34393	4.51779	-0.0394449	1.06858	4.39825	-0.137083	3.37398	4.42491	-0.327344	-0.378026	4.52794	-0.376085	4.09015	4.45394	-0.378063	3.85651	4.58756	-1.14698	1.7854	4.58241	-1.28201	3.89784	4.12069	0.0630617	-0.453557	-6.197845e+01	-1.616459e+03	-1.678437e+03
53500	0.627058	0.567054	0.766284	2.2234	0.705057	2.02061	2.94858	1.16473	1.11681	0.713213	0.709203	1.01411	1.13924	0.880837	0.44374	1.02069	1.36053	0.725813	4.42897	-0.662001	4.53921	0.112315	0.0771928	9.2796	4.59601	0.226211	3.30042	4.45463	-0.700236	 4.41	3.91434	-0.596164	4.13319	4.40809	-0.778213	3.63161	4.21113	-0.469636	1.59812	4.12932	-0.907654	2.11879	4.32127	-0.382153	2.59357	4.14511	-0.69393	3.20748	4.31896	-0.264065	2.45092	4.45477	-0.868398	1.5356	4.6037	-0.527992	0.221467	4.4354	-0.413233	3.4492	4.08366	-0.741028	3.52244	4.42487	-0.83558	3.68764	4.26345	-0.797316	-2.95571	4.46188	-0.727266	2.62311	4.32363	-0.308121	-1.58784	4.60479	-0.948713	-0.185612	4.38805	-0.894613	1.56647	4.51931	-1.0522	2.29451	4.34177	-0.380687	3.87966	-6.369894e+01	-1.621301e+03	-1.685000e+03
53600	0.762033	0.936972	0.359523	2.09533	0.973764	1.68544	3.26375	1.14342	1.15171	0.766863	0.671012	1.05655	0.98389	0.990594	0.141135	1.07465	1.12136	0.963876	4.59994	-0.0914822	4.21954	0.041764	0.187165	2.25019	4.50499	0.219834	3.30309	4.22462	-0.807	4.50055	4.17752	-0.571655	3.91778	4.35103	0.03571	1.42515	4.60259	0.175697	2.42709	4.57551	-0.0746822	4.20721	4.59593	0.162105	2.78666	4.4279	0.277991	2.79493	4.43764	0.65342	4.38495	4.5443	0.19706	3.72989	4.49536	-0.175146	3.13736	4.4918	0.168473	3.19691	4.50851	-0.37062	3.09328	4.54975	0.744395	3.19496	4.31759	-0.0164944	3.65985	4.54963	-0.353632	3.83728	4.35403	-0.68573	2.84332	4.48802	0.392646	0.760868	4.37461	-0.156587	4.17378	4.41293	-0.116987	3.97826	4.54843	-0.540752	3.98118	-4.320099e+01	-1.616231e+03	-1.659432e+03
53700	1.41947	0.624881	1.15068	1.95899	0.709632	2.08683	2.88755	1.2009	1.12032	0.6199	0.663707	1.0008	1.09244	0.978813	0.120962	1.02007	1.4143	1.04766	4.55162	0.973298	4.42853	0.103325	1.49039	1.78096	4.29847	0.238776	3.28295	4.34556	-0.863404	4.55551	4.40767	1.44248	2.7387	4.45958	1.36689	1.21191	4.49044	1.37971	3.85476	4.56977	-0.718288	3.65954	4.35812	2.93283	2.06422	4.5012	0.915848	2.84273	4.59149	0.0980158	4.29062	4.58495	1.58297	2.1546	4.4958	-2.5964	3.82266	4.54738	2.93239	3.01775	4.46299	1.44547	4.20993	4.41724	0.22669	3.94237	4.42485	-0.707493	3.38476	4.34528	0.373786	3.48473	4.14705	0.557637	3.78724	4.5361	0.596834	2.49056	4.52323	1.36574	4.5073	4.43868	-0.832337	2.17964	4.39537	0.0124368	3.58405	-7.820290e+01	-1.615685e+03	-1.693888e+03
53800	0.803784	1.47824	1.76951	2.17241	0.860802	2.25543	3.20605	1.1654	1.17349	0.597203	0.755736	1.02171	0.842211	1.15538	0.211956	1.16138	1.38873	1.05502	4.53501	1.13173	3.82401	0.0842812	0.843837	1.81157	4.26976	0.266494	3.25601	4.43506	-0.878949	4.57662	4.34775	2.71355	4.59771	4.49023	0.432632	3.74914	4.55558	0.392843	4.3763	3.92608	-0.600865	2.9193	4.39381	1.24621	1.76976	4.59562	1.81279	4.49519	4.51665	2.68915	2.43844	4.50734	0.712878	1.24598	4.50519	0.269987	4.30791	4.49847	2.36846	1.93745	4.13764	2.19893	2.78451	4.57596	1.13998	2.25174	4.51997	-0.318596	3.24086	4.58665	0.116068	3.00166	4.21561	1.15237	3.51563	4.50171	0.745924	4.36838	4.4918	1.00534	1.70929	4.46849	1.50792	2.00708	4.54529	1.76959	4.29328	-7.663511e+01	-1.616318e+03	-1.692953e+03
53900	1.00868	0.534301	1.36031	1.841	1.26266	2.14702	3.0554	1.20136	1.18855	0.768981	0.995218	1.03848	0.997455	0.987465	1.03944	1.29636	1.2546	1.16567	4.53537	-0.267749	2.9531	0.0838586	0.28289	2.08482	4.56742	0.515052	2.86513	4.2258	-1.32423	4.58182	4.38116	0.266199	3.58865	4.06626	-0.195489	3.6243	4.41328	0.180873	1.57284	4.49856	-1.04769	4.2028	4.57314	0.075394	1.46015	4.53397	-0.730086	3.48064	4.38316	0.311689	2.46236	4.38586	0.0219534	1.35328	4.56619	-0.465695	3.94879	4.40203	0.0894665	0.782841	4.54394	-0.0284923	1.478	3.99807	-0.309416	0.442623	4.25174	-0.436146	2.61529	4.38492	-0.800625	1.31835	4.60134	0.0120701	3.07413	4.5899	-0.963758	3.94532	4.35999	0.125879	1.49704	4.28679	-0.778916	1.24464	4.34427	0.428681	2.87306	-6.680030e+01	-1.630948e+03	-1.697748e+03
54000	0.814586	1.0518	0.925418	2.15372	0.716773	2.86792	3.1858	1.1937	1.16608	0.683287	0.915405	0.995938	0.944569	1.0006	1.03872	1.2138	0.938308	1.35853	4.59404	-0.281689	3.66718	0.0577677	0.0971666	4.43822	4.51529	-0.330831	2.73709	4.30242	-1.21938	3.64092	4.54675	-0.561547	2.64667	4.16865	-0.469563	3.13388	4.36973	-0.001669	1.85427	4.36001	-0.3216	2.28143	4.24154	-0.555717	2.76242	4.31824	-0.277229	1.74083	4.12845	-0.33909	2.54087	4.35462	-0.326616	3.33951	4.45705	0.297778	0.844822	4.48282	-0.589823	1.0432	4.50128	-0.34304	0.0991193	4.47775	-0.0798659	1.98519	4.46425	-0.199268	3.23746	4.47198	-0.259795	1.66911	4.60438	-0.15486	1.50346	4.39362	-0.376039	4.31136	4.44839	-0.0844435	3.15327	4.4695	-0.106752	2.89124	4.48796	-0.305023	3.80148	-5.083760e+01	-1.627281e+03	-1.678119e+03
54100	0.791162	0.691603	0.91751	2.86636	0.78056	2.38239	3.24083	1.15126	1.01257	0.645818	0.652466	0.972145	0.965354	1.15502	1.28507	1.26984	0.887419	1.32038	4.47704	-0.732832	3.90608	0.0479849	0.116061	2.6263	4.47844	-0.342427	2.24097	4.28143	-0.629829	2.70048	4.22958	-0.75148	1.6279	4.54593	-0.703524	3.0427	4.51283	-1.22416	2.39048	4.35364	-0.473157	3.9302	4.28374	-1.17928	1.77535	4.41233	-0.759015	3.7019	4.52001	-0.248374	3.43548	4.52328	-1.21114	1.27579	4.56548	-0.781546	-0.253983	4.43142	-0.783461	4.3992	4.48445	-0.713681	4.29441	4.52778	-0.728873	2.63402	4.4014	-0.996984	3.90521	4.26491	-0.915742	4.15791	4.11403	-0.849581	3.52269	4.56858	-0.856789	3.05645	4.55747	-0.908985	2.38772	4.54185	-0.938923	3.33889	4.29744	-1.11644	1.81972	-4.777138e+01	-1.629899e+03	-1.677671e+03
54200	1.04317	0.563256	1.04672	2.67626	0.666201	2.41279	3.28757	1.15758	1.06365	0.664972	0.790649	1.01862	1.06681	0.617576	1.2731	1.17804	0.900218	1.35859	4.57951	-0.268777	2.27801	0.0563071	0.0710679	2.25282	4.39085	-0.259353	2.56875	4.5674	-0.654649	3.13782	3.98476	-0.404195	4.16496	4.57875	-0.128473	2.98199	4.19626	-0.524725	2.36601	4.41916	-0.677939	2.4423	4.44718	-0.299182	0.266662	4.38278	-0.424567	2.25585	4.38286	-0.276601	1.91647	4.53748	-0.405149	2.3473	4.57988	-0.152049	2.5464	4.58159	-0.166599	3.15599	4.58442	0.188416	3.74937	4.48878	-0.416769	1.33158	4.38605	-0.55028	3.30407	4.47784	0.0867711	0.153411	4.50457	-0.241234	2.49552	4.01548	0.0188479	1.63966	4.47001	-0.297244	1.32044	4.4171	-0.302826	2.90216	4.43297	-0.600252	2.51438	-4.481187e+01	-1.627844e+03	-1.672655e+03
54300	0.818228	0.910006	0.996077	1.30769	0.705447	3.01412	3.19893	1.13733	0.966702	0.617924	0.698369	1.01667	0.983047	0.892273	1.33032	1.24192	1.09204	1.43605	4.51968	-0.341319	1.88973	0.0628043	0.19857	4.20167	4.10313	-0.878161	2.98998	4.09266	-0.667545	2.54794	4.00747	-0.700381	-1.13327	4.18179	-0.171766	2.00408	4.2466	-0.276898	-0.941652	4.33988	-0.453307	0.270711	4.27069	-0.0261206	-1.04123	4.39235	-0.814508	2.20345	4.57596	-0.285366	3.13624	4.54395	-0.181898	-0.691217	4.5116	-0.362801	3.66028	4.59828	-1.09886	3.37245	4.52221	-0.0299308	1.95227	4.59515	-0.377561	2.29389	4.55845	-0.278031	-0.229804	4.55508	-0.152355	-1.27805	4.25196	-0.719584	1.21375	4.35493	-0.290755	1.62317	4.47149	-0.776645	1.31199	4.58791	-1.02631	3.80943	4.49516	-0.404087	0.394191	-6.716024e+01	-1.626326e+03	-1.693487e+03
54400	0.894418	0.69484	1.32796	2.0404	1.13002	2.27775	3.28074	1.16516	1.00863	0.552285	0.922583	0.951967	1.04852	0.970845	1.08838	1.11454	1.03887	0.889996	4.58892	-0.42612	2.72685	0.0886757	0.069656	0.708253	4.44996	-0.299747	2.67766	4.3387	-0.515281	3.13729	4.24959	-0.131058	2.84215	4.45255	-0.38817	2.6921	4.60268	-0.0554112	2.19232	4.14997	-0.762264	2.15401	4.54942	-0.468792	2.05276	4.44077	-0.116596	2.51461	4.21496	-0.658782	2.82909	4.50783	-0.399574	2.56975	4.08375	-0.299945	3.49653	4.47917	-0.423561	3.74273	4.59916	-0.130813	2.25378	4.58827	-0.467739	4.57325	4.55091	-0.219514	2.71407	4.49614	-0.206305	3.36571	4.15615	-0.0535644	3.17961	4.53375	-0.326114	2.57614	4.5798	-0.193264	1.14026	4.54545	-0.589613	3.23171	4.56364	-0.5232	2.92101	-3.593077e+01	-1.629485e+03	-1.665416e+03
54500	0.659285	1.30671	0.671103	1.21009	0.93284	2.22858	2.8654	1.14772	1.22273	0.836982	0.658449	1.04481	0.992129	1.21301	1.01345	1.39165	1.40223	1.18092	4.48682	-0.280965	2.35045	0.0847365	0.0575115	2.59658	4.56245	-0.312432	2.65749	4.00991	-0.512726	2.399	4.27349	0.157799	-2.31798	4.14243	-0.190975	3.33106	4.28144	0.0269493	2.42179	4.17436	-0.0787793	0.113861	4.5898	-0.39522	3.48769	4.49749	-0.578528	-2.268	4.49632	0.085311	2.46021	4.54498	-0.574271	3.1015	4.21318	0.0435181	3.19167	4.47958	-0.397088	0.0524876	4.42114	-0.358322	2.64077	4.21346	-0.336438	0.7687	4.55409	0.0205358	1.09729	4.56263	0.0490214	0.764632	3.89037	-0.199944	2.84418	4.32816	0.0164491	2.14794	4.37953	-0.152421	2.28252	4.531	-0.164823	1.62587	4.47778	-0.313353	3.7932	-5.960064e+01	-1.638995e+03	-1.698596e+03
