iter	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnkDCVCC(1.5)	lnkElimNDCVCC(1.5)	lnISkNDCVC(1.5)	lnkDCVCC(1.6)	lnkElimNDCVCC(1.6)	lnISkNDCVC(1.6)	lnkDCVCC(1.7)	lnkElimNDCVCC(1.7)	lnISkNDCVC(1.7)	lnkDCVCC(1.8)	lnkElimNDCVCC(1.8)	lnISkNDCVC(1.8)	lnkDCVCC(1.9)	lnkElimNDCVCC(1.9)	lnISkNDCVC(1.9)	lnkDCVCC(1.10)	lnkElimNDCVCC(1.10)	lnISkNDCVC(1.10)	lnkDCVCC(1.11)	lnkElimNDCVCC(1.11)	lnISkNDCVC(1.11)	lnkDCVCC(1.12)	lnkElimNDCVCC(1.12)	lnISkNDCVC(1.12)	lnkDCVCC(1.13)	lnkElimNDCVCC(1.13)	lnISkNDCVC(1.13)	lnkDCVCC(1.14)	lnkElimNDCVCC(1.14)	lnISkNDCVC(1.14)	lnkDCVCC(1.15)	lnkElimNDCVCC(1.15)	lnISkNDCVC(1.15)	lnkDCVCC(1.16)	lnkElimNDCVCC(1.16)	lnISkNDCVC(1.16)	lnkDCVCC(1.17)	lnkElimNDCVCC(1.17)	lnISkNDCVC(1.17)	lnkDCVCC(1.18)	lnkElimNDCVCC(1.18)	lnISkNDCVC(1.18)	lnkDCVCC(1.19)	lnkElimNDCVCC(1.19)	lnISkNDCVC(1.19)	lnkDCVCC(1.20)	lnkElimNDCVCC(1.20)	lnISkNDCVC(1.20)	lnkDCVCC(1.21)	lnkElimNDCVCC(1.21)	lnISkNDCVC(1.21)	LnPrior	LnData	LnPosterior
15300	0.935154	0.593058	0.661173	2.10727	1.14421	2.21931	2.92078	1.1353	1.05384	0.729373	0.791853	1.01337	0.961873	1.06811	0.249525	1.19007	1.43669	0.918293	4.54645	0.605952	4.53082	0.0678665	0.153557	2.17153	4.28044	0.0952455	3.42292	4.01826	1.36068	2.32596	4.39874	0.185686	3.10098	4.37324	0.743508	4.19255	4.41646	0.211138	4.48356	4.29335	0.208058	4.13298	4.51695	0.545415	3.87455	4.12697	0.785913	1.04983	4.52958	0.876787	3.99182	4.43247	0.745488	2.75346	4.38206	0.673932	3.35358	4.43012	0.391137	3.85943	4.25208	0.447409	3.66579	4.37695	0.952528	1.46107	4.37625	0.982001	4.42672	4.585	1.1979	4.42904	4.00789	0.44582	3.82693	4.58792	0.495003	3.13601	4.43014	0.592086	4.0635	4.51634	0.976231	2.90792	4.37494	0.805313	4.34379	-4.606735e+01	-1.613979e+03	-1.660046e+03
15400	0.578498	0.99442	1.37765	2.20501	0.7857	2.31223	3.13405	1.17866	0.990265	0.696736	0.651527	1.0212	0.917185	1.07571	0.162181	1.18681	1.51504	0.940382	4.43214	0.852055	1.21156	0.150737	0.182516	5.33521	3.28439	0.0952455	3.42292	3.86855	1.36068	2.32596	3.94321	0.897296	2.18477	3.57284	0.636144	-3.12852	4.25626	1.49803	3.29606	4.28981	0.61821	3.07191	4.45876	0.3335	3.28419	3.98291	0.685226	-2.49897	4.60398	0.697277	1.12425	4.52695	0.821973	2.16659	4.48771	1.00809	-0.639959	4.46736	0.768881	-2.75576	4.40475	0.721727	-2.15268	4.38255	0.629727	2.87988	4.57968	0.344053	2.10672	4.40502	1.08506	1.84207	4.29478	0.722845	1.00103	4.24308	0.963081	0.682792	4.15522	0.246411	0.528781	4.50142	0.441134	-0.350756	3.80999	0.334456	-1.06177	-8.454765e+01	-1.613358e+03	-1.697906e+03
15500	0.873762	0.741508	0.735997	1.76894	1.11073	2.78957	3.06865	1.18418	1.0751	0.623015	0.776809	1.01054	0.928829	1.01103	0.306473	1.24132	1.32406	0.831497	4.51705	0.828266	3.92852	0.0671621	0.336618	1.30993	4.07103	0.0952455	3.41789	4.59739	1.30954	2.35971	4.56214	0.634072	2.93339	4.45238	0.978344	4.40872	4.38681	0.207675	3.70218	4.58097	0.835564	3.76433	4.40491	0.406364	3.10867	4.47615	0.786297	3.17108	4.55029	0.677541	2.55651	4.59275	1.22425	3.81646	4.50549	0.176572	3.77686	4.35867	0.487137	4.40154	4.53446	1.31811	2.5628	4.35128	-0.209785	2.91213	 4.57	0.647908	2.72261	4.52883	0.212795	3.13858	4.50301	0.49477	3.95285	4.47405	1.07328	3.32444	4.37275	1.3027	3.53804	4.16584	0.55824	2.65266	4.24102	0.994834	2.88281	-4.907093e+01	-1.613446e+03	-1.662517e+03
15600	0.96073	1.06948	0.877391	2.48821	1.3276	1.84547	3.06103	1.18846	1.24483	0.723206	0.654116	1.04489	1.08737	0.883397	0.170128	1.15312	1.40907	0.93175	4.47165	0.95696	2.91675	0.0516475	0.245797	1.38881	4.25897	0.0952455	3.41789	4.33427	1.3336	2.35971	4.54235	1.2028	1.69447	4.06946	1.42339	1.4729	4.35772	2.30929	0.450109	4.30668	0.441901	2.68194	4.50436	1.30886	1.64341	4.22484	0.38034	4.59877	4.34517	0.287399	2.1659	4.5677	1.99489	1.64715	4.56427	0.757013	1.43372	4.42755	1.46303	4.1159	4.14624	1.48319	0.998577	4.37522	0.719568	1.77345	4.53937	0.984225	1.8338	4.49885	1.52772	2.77501	4.32046	1.00604	1.55439	4.59975	0.528617	3.10026	4.60338	1.92995	-0.684629	4.30803	1.6503	3.18142	4.23574	0.861568	3.17517	-7.243972e+01	-1.618041e+03	-1.690481e+03
15700	1.16709	0.742046	1.35466	2.61681	1.68814	2.09657	2.86265	1.1942	1.07878	0.524628	0.805964	1.01457	1.03694	0.957207	0.21265	1.0991	1.25582	0.858329	4.59946	0.730816	1.81659	0.195821	0.875579	2.20805	4.18431	0.104175	3.41709	4.13885	1.32191	2.35971	4.21995	1.78853	1.86839	4.3645	-0.229731	0.956341	4.58907	-1.09546	2.67233	4.58005	1.39147	3.37489	4.46557	1.26461	4.23962	4.33216	0.150163	3.10528	4.32255	-0.945633	1.16609	4.40273	-0.0433605	-0.20644	4.33717	1.61749	1.3873	4.33063	-0.0829836	2.50379	4.11855	0.989529	-0.0312038	4.09624	0.64568	-1.033	4.06495	0.30564	3.45141	4.41139	0.26205	0.189016	4.01477	1.13283	3.34374	4.17781	1.70273	3.05756	4.56981	0.0180961	3.76689	4.55067	2.64565	4.48049	4.03599	0.245827	1.11631	-9.332295e+01	-1.621969e+03	-1.715292e+03
15800	0.685473	0.464923	1.55595	2.36699	1.04946	3.27423	3.25907	1.17024	1.05106	0.630907	0.69228	0.98357	0.948612	0.896847	0.247438	1.2522	1.55475	0.663034	4.42236	0.894571	1.76703	0.0649848	0.134566	2.09682	3.79537	0.103598	3.41709	4.02637	1.32191	2.35971	4.42918	1.24725	2.24906	3.99038	1.25841	2.45828	4.44988	0.602722	0.408117	4.50547	1.54244	1.61598	4.27537	1.48702	0.854294	4.33816	0.769832	2.30791	4.18382	1.34546	1.40356	4.15956	1.07735	3.614	4.13948	0.994709	2.47815	4.24612	0.494327	0.103067	4.45599	1.25571	3.65219	4.03762	0.997977	1.29206	4.34392	0.514928	0.323487	4.33041	1.2655	1.53627	4.40234	0.106664	0.83982	4.35986	0.926779	0.934358	4.25406	1.32497	1.52018	4.57777	1.16945	1.36135	4.20347	0.657147	3.31415	-6.565453e+01	-1.619645e+03	-1.685300e+03
15900	1.31884	0.795087	1.94008	3.03892	1.23729	3.04194	3.01056	1.16038	0.972665	0.696353	0.599959	0.990703	1.02635	1.23549	0.288051	1.05189	1.40762	0.79096	4.37574	0.654891	3.22743	0.0590061	0.152307	2.30955	4.27741	0.103598	3.41709	4.30804	1.3216	2.35971	4.36541	0.870907	2.43977	4.04781	0.370437	4.56038	4.44334	0.637415	3.09941	4.18482	0.823226	2.49484	4.51583	0.231083	2.03035	4.56939	0.572641	3.22793	4.57744	0.294684	2.72207	4.52229	1.02906	4.309	4.50613	0.471214	1.38257	4.21482	1.06429	3.82986	4.26171	1.17053	3.70565	4.55258	0.643576	4.187	4.48635	0.221514	3.71654	4.40847	1.07011	3.23407	4.21749	0.0816712	3.80063	4.11888	0.283168	2.49777	4.29999	0.300755	2.80182	4.44972	0.174029	2.0768	4.51758	0.710053	4.3767	-5.562810e+01	-1.619571e+03	-1.675199e+03
16000	1.1782	2.86927	0.418181	2.22032	2.13682	2.53616	2.92084	1.14337	1.18854	0.854322	0.937513	1.0492	1.14023	0.945687	0.26063	1.3104	1.2917	1.1183	4.47893	0.58427	4.536	0.0364515	0.106893	9.95483	4.51556	0.103598	3.41709	4.51811	1.32371	2.35971	4.41516	-0.240847	2.33947	4.40716	0.55277	2.31161	4.47652	0.721421	0.950602	4.5769	0.281198	0.556931	4.31124	0.860463	2.95903	4.59304	-0.171444	3.16763	4.45516	0.107829	3.69662	4.5166	0.0563933	3.08105	4.47025	1.20796	2.34855	4.33468	1.05789	0.627404	4.49269	0.637908	3.36094	4.28899	0.44787	3.97421	4.35506	0.334187	1.86966	4.48768	0.254461	4.19509	4.27989	0.452515	3.19866	4.35162	0.758287	3.7194	4.49477	0.387686	2.14994	4.3891	0.898885	4.12654	4.30683	0.296688	4.35342	-6.313095e+01	-1.627970e+03	-1.691101e+03
16100	0.371286	1.09332	0.544833	3.15912	0.986007	1.68769	2.7507	1.18433	1.1622	0.643012	0.836096	0.973223	1.07624	1.4077	0.208682	1.22345	1.60633	0.618392	4.58238	0.925594	2.51031	0.0581369	0.131326	0.932456	4.11622	0.103598	3.41709	4.3786	1.34399	2.35971	4.59564	1.10081	2.52004	4.38491	1.51153	3.22547	4.56496	1.25359	2.55658	4.41393	1.23725	3.52415	4.5414	1.23534	2.80638	4.48678	1.15544	2.78477	4.53381	0.982019	1.93291	4.51492	0.581783	1.20268	4.30218	0.705695	2.30091	4.4136	1.23024	2.32126	4.30807	0.864487	3.11991	4.44519	0.983788	1.56049	4.26944	0.693487	1.28555	3.95554	1.52365	2.5587	4.60351	1.11789	0.743145	4.30548	0.96233	3.84542	4.56449	1.01365	1.39225	4.29321	0.91084	2.13212	4.52377	1.27707	1.194	-4.696320e+01	-1.625660e+03	-1.672624e+03
16200	1.0821	1.79105	0.686621	1.59862	1.43263	2.91625	2.44837	1.16541	1.09189	0.644587	1.07874	1.06019	0.868313	0.88642	0.100152	1.19211	1.45895	1.02436	4.54634	0.641926	3.18953	0.0589073	0.652979	0.946232	4.2598	0.103598	3.41709	4.52215	1.34399	2.34703	4.50867	-1.47803	3.45836	4.40827	1.15047	4.11138	4.56553	0.751621	2.00444	4.39379	-0.454244	4.18616	4.29064	-0.888823	3.57008	4.35072	0.601644	3.4802	4.44714	-0.617279	4.15508	4.50494	2.04061	2.51526	4.41247	0.478998	3.06792	4.13958	1.41207	3.08945	4.33903	0.0690381	2.41421	4.58157	1.72726	3.05765	4.42077	1.05884	1.62377	4.42767	-0.136735	2.96668	4.35227	-0.141971	3.83276	4.42013	-0.169982	2.61653	4.28812	-0.297951	3.12557	4.5795	-0.934493	3.22872	4.56728	1.78072	1.25861	-7.027162e+01	-1.624743e+03	-1.695015e+03
16300	1.31032	1.40758	1.19866	2.68346	0.949849	2.94469	2.71036	1.17772	1.16111	0.804262	0.508903	1.01712	0.890275	1.05034	0.0916259	1.08215	1.46597	0.906657	4.45528	0.929431	4.2505	0.072554	0.250505	0.934342	3.92156	0.103598	3.41709	3.99894	1.34399	2.34703	4.34428	1.54619	3.74144	4.30335	0.697998	4.48847	4.31032	2.1374	4.14164	4.37932	1.03071	2.60911	4.13621	0.572942	4.57372	4.59412	-0.0400996	4.38772	4.48726	0.649497	2.71533	4.5162	0.233749	3.797	4.40774	1.0653	3.03575	4.35101	0.779863	4.32181	4.18714	1.35112	4.1206	4.52298	1.11355	4.55129	4.50937	1.6167	2.3524	4.37155	1.90482	3.68346	4.02662	1.34934	2.87638	4.32995	1.86015	4.21286	4.57156	1.38649	4.18738	4.33301	0.64146	4.40368	4.53062	0.121161	2.75705	-6.061466e+01	-1.618924e+03	-1.679538e+03
16400	0.86626	0.862373	0.99591	1.72695	1.05596	2.25512	2.86127	1.15968	1.1105	0.81651	0.851137	1.0007	1.09102	1.17212	0.106095	1.16627	1.20181	1.3294	4.58872	1.37379	1.82937	0.0865657	0.186058	2.81185	4.13526	0.099169	3.4172	4.10898	1.34008	2.34703	4.54213	1.49821	2.99909	4.42644	1.10155	2.09082	4.47399	0.900858	2.91681	4.13757	1.17574	4.04044	4.57569	1.52919	1.24756	4.45574	1.82411	2.02776	4.34981	1.38275	1.79216	4.42505	1.42419	3.26398	4.38578	1.22291	0.586393	4.33297	1.28107	2.76144	4.58029	1.07603	2.90701	4.28264	1.38038	2.6735	4.31035	1.21739	1.07665	4.15034	0.934027	-1.88831	4.43323	2.29649	0.692238	4.58387	1.45037	0.728289	4.40159	1.19654	2.0945	4.23582	1.18584	1.09014	4.37539	1.73321	3.85231	-6.303966e+01	-1.620752e+03	-1.683792e+03
16500	0.798289	0.619407	0.754443	2.42389	1.16993	2.85773	2.99697	1.13992	1.08394	0.503986	0.675724	1.01211	0.981898	0.705549	0.122741	1.05025	1.35343	1.01828	4.55797	0.50488	4.58182	0.0986326	0.299187	2.77846	3.93651	0.099169	3.4172	4.28165	1.33444	2.36037	4.46011	0.534629	2.83925	4.42439	-0.219789	3.98967	4.55804	0.203695	2.08372	4.54564	-0.441115	4.10241	3.99046	0.552692	2.21547	4.51579	1.47318	4.59169	3.93228	0.952372	4.42575	4.50071	0.554822	3.4387	4.06244	0.234302	4.46966	4.39752	-0.0422559	2.74513	4.47318	0.0591017	2.7753	4.52096	-0.318146	4.42449	4.2306	0.401629	0.941738	4.43544	0.338989	2.90286	4.35504	-0.185779	2.33846	4.59182	0.677043	2.90653	4.27284	-0.0483008	0.55652	4.17306	-0.334678	0.963123	4.43427	0.384626	2.77822	-6.751046e+01	-1.618023e+03	-1.685533e+03
16600	0.935319	0.512095	0.868225	1.51856	1.24496	2.95352	2.88014	1.18864	1.28277	0.59686	0.719616	1.00649	0.92762	1.02863	0.120806	1.10746	1.30109	0.861777	4.59862	0.550017	3.28569	0.06328	0.343951	2.10165	4.2121	0.099169	3.4172	4.12811	1.33444	2.35686	4.39315	1.31767	3.86359	4.59033	0.69982	1.9679	4.5968	0.105776	3.20802	4.1005	0.803622	1.9895	4.46256	0.714288	4.13823	4.57271	0.599124	1.49773	4.43202	0.234579	2.94828	4.59396	0.943734	1.97758	4.40514	0.131003	2.85083	4.56781	-0.305847	2.44561	4.44458	-0.111256	2.9143	4.35181	1.21117	3.24029	4.43275	0.846308	2.80703	4.51939	0.49945	1.88733	4.56563	0.916896	3.1553	4.48609	0.89346	1.60355	4.57686	0.966787	3.33039	4.46144	0.558117	1.4629	4.51213	2.14022	2.68553	-5.629248e+01	-1.614918e+03	-1.671211e+03
16700	0.823736	1.09533	1.1057	2.00474	1.05674	2.22112	3.24389	1.18755	1.17682	0.727343	0.611671	1.02824	0.975234	1.03281	0.159907	0.924432	1.33343	0.956982	4.55354	0.431438	4.54861	0.113176	0.128206	2.97481	4.52653	0.099169	3.4172	4.22099	1.33859	2.35686	4.37764	0.450861	2.76192	3.93479	0.365142	3.70215	4.2426	0.242464	4.36578	4.212	0.659439	3.92084	4.10157	0.117029	4.39679	4.52703	0.310363	2.45524	4.53402	0.872111	4.52753	4.16596	0.220351	2.7522	4.46374	0.454489	4.23569	4.17954	0.181033	3.65889	4.29072	0.466729	4.35479	4.40028	0.578558	2.40675	4.42023	0.120413	1.78575	4.47488	0.658265	3.86919	4.47309	0.593238	3.38236	4.03269	0.230509	3.20692	4.57172	0.881046	2.56331	4.50608	0.672386	2.79586	4.49756	0.349566	4.40934	-4.744220e+01	-1.619913e+03	-1.667355e+03
16800	0.752324	0.552826	1.74297	3.01578	1.30975	2.80702	3.2228	1.20158	1.04466	0.565885	0.628289	1.03134	1.02637	1.21681	0.0928943	1.14208	1.36816	0.956094	  4.3	0.6435	2.55793	0.124279	0.181382	2.00545	3.06181	0.106872	3.4074	4.07329	1.34106	2.35686	4.15901	0.775766	3.07167	4.55748	0.788867	1.70507	4.39864	0.881521	2.15898	4.50056	1.16399	3.59145	4.446	0.0511618	0.628831	4.49041	1.23895	3.24165	4.32981	0.452914	4.58545	4.24744	0.71585	2.2434	4.22685	0.966036	1.91791	4.19031	0.832185	4.09691	4.36571	0.119858	1.91216	4.00915	1.14701	1.11095	4.58011	1.10585	2.82707	4.37065	0.399443	1.95207	4.18262	0.0443955	3.7552	4.47359	0.684635	2.65623	4.20981	0.793235	-0.682201	4.46529	0.200878	2.79622	4.29691	0.801264	1.40437	-7.149228e+01	-1.616831e+03	-1.688324e+03
16900	0.493899	0.756918	0.843812	2.45229	1.56964	2.43029	3.17439	1.172	1.13042	0.618642	0.694285	1.01059	0.904884	1.04934	0.182015	1.17129	1.26781	0.705558	4.54753	1.14828	3.0822	0.066546	0.556192	1.63861	4.44288	0.112663	3.4074	4.21835	1.31278	2.39041	4.46825	1.07332	2.53529	4.40478	1.13757	1.76538	4.50454	0.354987	2.30004	4.25458	2.15245	0.53912	4.46421	1.0448	2.8923	4.50109	3.38789	1.57028	4.47237	1.93305	3.13902	4.35401	0.743773	3.20251	4.53158	0.914363	4.09777	4.23044	1.63813	3.45114	4.53725	0.716758	4.39899	4.45365	0.584733	2.14623	4.44405	0.931607	0.932614	4.39947	0.488851	2.57712	4.58257	0.694321	3.09697	4.37115	1.98973	4.59223	4.51136	0.461958	4.32872	4.3736	2.48701	0.352908	4.5029	0.260253	3.96534	-6.953878e+01	-1.610823e+03	-1.680362e+03
17000	0.622513	0.862863	0.807388	1.6996	1.57069	2.88115	2.94961	1.18582	1.22672	0.653125	0.882761	0.987663	1.05433	1.1456	0.130495	0.937203	1.52156	0.948683	4.54669	1.14329	1.9517	0.0475229	0.511036	5.21034	4.23908	0.112663	3.4074	4.42228	1.30686	2.38194	4.2955	0.824122	2.74629	4.28129	1.84094	0.774321	4.58672	-0.0642889	1.18419	4.51513	2.12328	4.51931	4.3704	1.96042	2.86627	4.23802	0.895257	-2.0478	4.56601	1.48323	0.601471	4.57293	-0.37154	0.128397	4.36433	1.92881	3.54376	4.58699	0.93856	2.6311	4.57047	1.47654	1.50454	4.41239	1.4436	-0.0406243	4.23613	2.02626	1.54081	4.51978	1.68836	0.355638	4.29789	1.38656	4.39021	4.46782	1.20195	-1.34205	4.39195	1.1122	3.16998	4.40051	1.77018	4.27983	4.52253	1.64503	-0.244684	-7.767086e+01	-1.618488e+03	-1.696159e+03
17100	0.548231	0.806596	1.02385	1.4611	1.05279	1.53043	3.29428	1.13687	1.00653	0.580875	0.576532	1.0294	1.00563	1.13841	0.137092	1.11584	1.19622	1.2619	4.49555	1.20304	3.71872	0.0589936	0.178756	5.0247	4.36908	0.112663	3.4074	4.30316	1.31026	2.38128	4.58989	0.827469	3.85281	4.46683	1.17301	4.3486	4.42652	0.733275	4.14684	4.38067	1.82688	4.51935	4.36354	1.39792	0.215908	4.5638	1.19159	3.1365	4.46743	1.32031	0.856056	4.58327	1.50372	1.89256	4.16637	0.873894	3.56056	4.5889	1.92238	3.69086	4.57807	1.9794	-2.66698	4.51574	1.64887	4.28411	4.05808	0.740132	2.08354	4.47479	1.41908	4.33114	4.12094	1.28988	3.45603	4.31761	1.19537	3.81252	4.08366	1.2618	2.92336	4.23832	 1.33	1.94335	4.13472	1.57086	3.66692	-6.357854e+01	-1.621251e+03	-1.684830e+03
17200	0.861463	0.804496	0.769095	2.81189	1.83899	2.53182	2.9069	1.18303	1.06775	0.586607	0.495161	1.04709	0.770989	1.10328	0.122408	1.13594	1.44916	0.903491	4.48546	1.04586	3.14147	0.0454781	0.2285	1.55766	4.59956	0.113732	3.4074	4.27515	1.3189	2.38128	4.42237	1.54371	3.65053	4.49797	1.1455	2.41889	4.41214	1.33601	3.46508	4.44105	1.34082	4.32093	4.34103	0.763943	2.24892	4.44424	1.20037	2.21989	4.41422	0.989886	2.60099	4.50885	0.895852	4.04575	4.53023	1.19173	4.44259	4.57568	1.26428	1.50342	4.14849	0.633292	1.98223	4.52975	1.85008	4.22839	4.53093	1.21866	3.22425	4.46208	-0.129751	3.02532	4.47664	0.788509	2.48661	4.58432	0.245554	2.20569	4.57435	0.793271	2.12019	4.29986	2.00465	3.76482	4.59189	1.16265	3.61694	-5.277867e+01	-1.621123e+03	-1.673902e+03
17300	0.76052	0.53071	0.52133	2.34238	1.844	2.45548	3.18121	1.15989	1.02643	0.790023	0.591709	1.05336	1.22208	0.942096	0.176822	0.970959	1.29864	0.992232	4.46569	0.456255	3.92063	0.0712483	0.28178	1.35677	4.42786	0.113732	3.40299	4.04846	1.30766	2.39467	4.01857	0.808585	4.2713	4.21398	-0.0368063	3.14443	4.5207	-0.13411	3.60126	4.4928	0.477523	3.44592	4.48423	0.924876	2.43698	4.48814	0.678733	3.15935	4.48634	0.258628	2.5101	4.14782	0.831739	2.5041	4.34034	0.923071	2.82005	4.56131	0.165981	3.95742	4.5575	0.0822638	4.42345	4.38362	0.861758	3.93169	4.56548	0.30857	2.57322	4.60034	0.494439	4.25534	4.47573	1.07512	3.37754	4.05901	0.963011	3.3983	4.3645	-0.350233	3.40889	4.56491	0.834297	2.19759	4.45123	0.100813	4.11701	-5.233117e+01	-1.619765e+03	-1.672096e+03
17400	0.807121	1.07043	1.0272	2.24887	1.06708	1.25537	3.21618	1.19717	1.08854	0.767524	0.863441	1.04903	0.932848	1.0066	0.123311	1.35574	1.28631	1.21457	4.58057	0.360417	2.21763	0.159746	0.247298	4.526	4.27115	0.108983	3.40665	4.35589	1.29397	2.39467	4.12571	1.49638	0.798564	3.48502	-0.339606	0.63496	4.39781	1.01737	1.39715	4.44441	0.176282	4.52461	4.53082	-0.416001	3.30001	4.5611	1.05051	-0.425044	4.40785	0.216096	0.127997	4.20078	0.764988	1.87194	4.35151	0.201751	3.46054	4.22669	-0.510948	-1.36558	4.33886	-0.270019	1.88924	4.60371	-0.350368	3.73461	4.14641	-0.757184	3.20007	4.35134	0.0662051	2.73928	4.16563	0.132954	2.33093	4.3494	0.0575654	1.88452	4.49309	-0.886196	1.99566	4.54096	0.57005	0.720537	4.58495	-0.252275	0.894123	-8.458266e+01	-1.621325e+03	-1.705908e+03
17500	0.90319	1.01958	2.31033	2.63241	1.01852	2.06043	3.25431	1.16027	1.11491	0.710413	0.733351	0.988451	1.07333	1.18138	0.185947	1.15558	1.33156	0.883938	4.52655	1.16089	3.01558	0.155866	0.356279	2.14134	3.95058	0.112679	3.40665	4.41202	1.31436	2.39467	4.35404	1.93598	3.55758	4.14446	1.65844	3.11705	4.58176	0.544374	4.07301	3.96897	2.59315	2.57525	4.52985	0.510189	2.86068	4.56973	0.813033	3.29007	4.48974	1.13706	4.23028	4.55384	0.911707	1.04942	4.39173	1.19603	3.53486	4.58086	1.51472	2.73506	4.38305	1.412	2.22741	4.4764	0.72635	0.659191	4.49269	1.22905	1.62465	3.89567	1.46111	-0.566149	4.08564	1.40278	2.06392	4.5873	2.41301	3.28393	3.86198	1.42857	3.17043	4.41555	0.734783	3.66114	4.0681	1.09984	3.21341	-7.516253e+01	-1.617660e+03	-1.692822e+03
17600	0.615232	0.882792	1.20364	1.9221	0.908978	2.64088	3.22967	1.17047	1.15364	0.530809	0.959414	1.0162	1.18023	0.697627	0.219594	1.12973	1.34458	0.881936	4.60354	0.833272	3.35255	0.121882	0.156383	4.01017	4.56279	0.138269	3.3777	3.72532	1.31747	2.37196	3.71657	1.00186	2.4859	4.60084	0.757037	1.5923	4.45587	0.558992	2.87286	4.52496	1.03098	0.387813	4.33853	1.22262	3.09044	4.36918	0.372497	3.54293	4.48053	0.602368	3.28812	4.51061	0.702161	3.54523	4.20152	0.666918	3.29634	4.45481	0.490906	3.38189	4.38697	1.01335	4.25544	4.56132	1.04839	4.32474	4.35895	0.318519	3.83365	4.53792	0.334517	3.26377	4.59486	0.775066	3.83873	4.48095	0.366798	1.64626	4.60187	0.863105	3.04762	4.57661	1.01493	4.2266	4.56402	0.538712	4.25286	-5.603402e+01	-1.615323e+03	-1.671357e+03
17700	0.685524	1.01279	0.621624	1.528	1.00546	2.80433	3.01738	1.17327	1.18597	0.732574	0.636183	1.0385	1.19244	0.923198	0.0937069	1.17001	1.39671	0.85055	4.3083	0.779981	2.59163	0.0842883	0.0941852	1.35245	4.37296	0.134899	3.38283	4.03325	1.31747	 2.38	4.25026	0.756692	2.8912	4.01212	0.824825	1.26874	4.59753	0.71693	3.39108	3.76393	1.10944	1.82856	4.17228	0.156673	0.981552	4.45783	0.850207	2.05486	4.06772	0.746627	0.908221	4.43987	0.840746	3.22055	4.50679	1.29915	1.99152	4.53071	0.863803	1.40983	4.51074	1.04546	2.80514	4.34267	0.954272	3.61055	4.04585	1.06094	2.16629	4.5454	0.662503	0.264424	4.32577	0.173549	2.70873	4.32725	0.100419	4.30765	4.35106	0.942445	2.64287	4.43512	1.20225	1.76259	4.30609	0.904632	0.412843	-6.080346e+01	-1.616184e+03	-1.676988e+03
17800	0.519282	0.782793	0.596288	2.5411	0.902604	3.04574	2.97244	1.12754	1.28852	0.626253	0.740733	1.00997	0.913911	0.877773	0.28632	1.35353	1.26933	1.04839	4.55926	0.884506	-0.724015	0.125803	0.21713	5.73473	4.57367	0.134899	3.38784	4.41654	1.32759	2.38525	4.22766	0.549887	-0.259483	3.7744	0.845124	-1.55633	4.48154	0.184962	-1.71889	4.5663	1.25691	4.28771	4.5403	0.754821	-0.736398	4.24395	-0.435527	-1.12086	4.57061	1.50346	-4.35463	4.5878	0.527843	-2.8578	4.37336	0.894386	-2.61475	4.31083	0.971489	-3.87322	4.35087	0.969579	2.5563	4.40748	0.843886	-0.652762	4.44951	0.220251	2.22236	3.80213	0.804042	-2.56924	4.44095	1.14429	-2.03137	4.33318	0.539301	3.67544	4.19981	1.35614	-1.81648	4.57741	0.916843	-4.29804	4.44657	0.860292	-0.769116	-8.350985e+01	-1.622944e+03	-1.706454e+03
