iter	M_lnTg(1)	M_lnUGT_VmaxC(1)	M_lnUGT_Km(1)	M_lnSULT_VmaxC(1)	M_lnSULT_Km_apap(1)	M_lnVmax_AS(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AS(1)	M_lnCLC_AG(1)	Var_lnfa(1)	Var_lnkSG_Vm(1)	Var_lnkSG_Km(1)	Var_lnTg(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AS(1)	Var_lnCLC_AG(1)	Var_lnkGA(1)	Var_lnkPAPS(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnkPAPS_syn(1)	Var_lnVmax_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	Verr_lnCU_APAP_mcg_samp(1)	Verr_lnCU_AG_mcg_samp(1)	Verr_lnCU_AS_mcg_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnCLC_APAP(1.1)	lnCLC_AS(1.1)	lnSULT_VmaxC(1.1)	lnCLC_AG(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnkPAPS_syn(1.1)	lnVmax_AS(1.1)	lnTg(1.1.1)	lnSULT_Km_apap(1.1.1)	lnCLC_APAP(1.1.1)	lnCLC_AS(1.1.1)	lnSULT_VmaxC(1.1.1)	lnCLC_AG(1.1.1)	lnUGT_Km(1.1.1)	lnUGT_VmaxC(1.1.1)	lnkPAPS_syn(1.1.1)	lnVmax_AS(1.1.1)	lnTg(1.1.2)	lnSULT_Km_apap(1.1.2)	lnCLC_APAP(1.1.2)	lnCLC_AS(1.1.2)	lnSULT_VmaxC(1.1.2)	lnCLC_AG(1.1.2)	lnUGT_Km(1.1.2)	lnUGT_VmaxC(1.1.2)	lnkPAPS_syn(1.1.2)	lnVmax_AS(1.1.2)	lnTg(1.1.3)	lnSULT_Km_apap(1.1.3)	lnCLC_APAP(1.1.3)	lnCLC_AS(1.1.3)	lnSULT_VmaxC(1.1.3)	lnCLC_AG(1.1.3)	lnUGT_Km(1.1.3)	lnUGT_VmaxC(1.1.3)	lnkPAPS_syn(1.1.3)	lnVmax_AS(1.1.3)	lnTg(1.1.4)	lnSULT_Km_apap(1.1.4)	lnCLC_APAP(1.1.4)	lnCLC_AS(1.1.4)	lnSULT_VmaxC(1.1.4)	lnCLC_AG(1.1.4)	lnUGT_Km(1.1.4)	lnUGT_VmaxC(1.1.4)	lnkPAPS_syn(1.1.4)	lnVmax_AS(1.1.4)	lnTg(1.1.5)	lnSULT_Km_apap(1.1.5)	lnCLC_APAP(1.1.5)	lnCLC_AS(1.1.5)	lnSULT_VmaxC(1.1.5)	lnCLC_AG(1.1.5)	lnUGT_Km(1.1.5)	lnUGT_VmaxC(1.1.5)	lnkPAPS_syn(1.1.5)	lnVmax_AS(1.1.5)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnCLC_APAP(1.2)	lnCLC_AS(1.2)	lnSULT_VmaxC(1.2)	lnCLC_AG(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnkPAPS_syn(1.2)	lnVmax_AS(1.2)	lnTg(1.2.1)	lnSULT_Km_apap(1.2.1)	lnCLC_APAP(1.2.1)	lnCLC_AS(1.2.1)	lnSULT_VmaxC(1.2.1)	lnCLC_AG(1.2.1)	lnUGT_Km(1.2.1)	lnUGT_VmaxC(1.2.1)	lnkPAPS_syn(1.2.1)	lnVmax_AS(1.2.1)	lnTg(1.2.2)	lnSULT_Km_apap(1.2.2)	lnCLC_APAP(1.2.2)	lnCLC_AS(1.2.2)	lnSULT_VmaxC(1.2.2)	lnCLC_AG(1.2.2)	lnUGT_Km(1.2.2)	lnUGT_VmaxC(1.2.2)	lnkPAPS_syn(1.2.2)	lnVmax_AS(1.2.2)	lnTg(1.2.3)	lnSULT_Km_apap(1.2.3)	lnCLC_APAP(1.2.3)	lnCLC_AS(1.2.3)	lnSULT_VmaxC(1.2.3)	lnCLC_AG(1.2.3)	lnUGT_Km(1.2.3)	lnUGT_VmaxC(1.2.3)	lnkPAPS_syn(1.2.3)	lnVmax_AS(1.2.3)	lnTg(1.2.4)	lnSULT_Km_apap(1.2.4)	lnCLC_APAP(1.2.4)	lnCLC_AS(1.2.4)	lnSULT_VmaxC(1.2.4)	lnCLC_AG(1.2.4)	lnUGT_Km(1.2.4)	lnUGT_VmaxC(1.2.4)	lnkPAPS_syn(1.2.4)	lnVmax_AS(1.2.4)	lnTg(1.2.5)	lnSULT_Km_apap(1.2.5)	lnCLC_APAP(1.2.5)	lnCLC_AS(1.2.5)	lnSULT_VmaxC(1.2.5)	lnCLC_AG(1.2.5)	lnUGT_Km(1.2.5)	lnUGT_VmaxC(1.2.5)	lnkPAPS_syn(1.2.5)	lnVmax_AS(1.2.5)	LnPrior	LnData	LnPosterior
2900	-2.44235	8.24841	8.67339	3.12939	5.56021	17.5877	0.686906	-4.78773	-4.65403	-4.95528	0.112643	0.316148	0.347367	0.0163138	1.28874	1.93637	2.26265	0.268154	0.135868	0.274689	0.550865	0.0538567	1.86186	0.0761437	0.119234	0.499844	0.499856	0.499874	0.496381	0.499641	0.497185	-2.44929	5.49113	-5.07674	-3.86988	5.25868	-5.33637	7.86205	7.94018	3.0542	17.6988	-2.49156	5.6577	-5.49294	-5.77033	6.0892	-5.70077	8.33751	8.79652	3.61988	16.9383	-2.47263	5.45619	-1.42811	-1.70659	6.663	-1.58054	7.71961	8.93453	3.46237	17.6696	-2.43194	5.36749	-4.22937	-5.91349	5.76109	-5.49836	8.08106	8.71831	3.06909	17.9382	-2.49771	5.11437	-5.23652	-5.17964	1.58999	-4.1644	9.19373	6.69554	3.38554	18.0231	-2.49403	5.26253	-5.89253	-5.37944	5.8649	-5.30862	8.39727	8.98228	3.13905	17.3345	-2.45199	5.43146	-3.50465	-5.51233	4.50402	-5.75498	9.21117	9.39311	3.09281	17.7555	-2.37143	5.35296	-3.63951	-4.45788	5.52494	-4.42913	8.54152	8.8949	3.21808	17.9299	-2.44393	5.34205	-4.83804	-5.66622	5.82106	-4.95361	9.0686	9.74543	3.06531	17.6456	-2.47433	5.73093	-5.50484	-5.67732	5.8886	-5.57626	9.11743	9.5862	3.18571	17.8065	-2.43596	5.7705	-2.15872	-5.0512	2.15093	-2.12744	8.85821	9.65035	3.05897	17.4584	-2.48725	5.66238	-5.19953	-5.78976	6.13172	-5.69905	9.06974	9.78485	3.03934	17.7471	inf	-7.236184e+03	inf
2910	-2.45938	8.93412	8.91557	5.35965	5.49703	17.5337	0.686906	-5.26517	-5.36092	-3.76878	0.213037	0.264008	0.600704	0.0873277	2.09773	0.516369	3.26753	0.499136	0.477876	0.274689	0.375828	0.0681011	2.14846	0.0761437	0.0345258	0.499836	0.499568	0.499021	0.498026	0.499174	0.496183	-2.48574	5.59565	-5.35183	-4.5921	5.066	-4.81068	8.36828	8.40025	3.0542	17.3983	-2.49845	5.8848	-5.29238	-5.62098	6.68194	-5.91956	8.31105	8.78412	3.14064	17.1944	-2.48598	5.514	-1.46729	-1.70915	6.663	-1.50276	7.75398	8.80893	3.1512	17.2876	-2.47602	5.31286	-4.92583	-5.01694	5.84173	-5.09477	8.26016	8.62074	3.30956	17.4759	-2.47008	6.16008	-5.74541	-4.97498	0.823126	-2.99224	9.2956	6.50746	3.02221	17.3766	-2.41328	5.40906	-5.43442	-5.98729	5.8649	-4.99423	8.53296	9.07652	3.36923	17.5305	-2.4956	5.38085	-4.3038	-5.71475	4.94275	-5.41389	8.89146	9.79034	3.09281	17.7038	-2.47145	5.35111	-4.36939	-5.29858	5.85294	-4.44483	8.42407	9.04041	3.02104	17.5853	-2.48878	5.33448	-5.42394	-4.94475	5.51354	-5.00968	9.23398	9.8549	3.24164	17.5393	-2.48976	5.5595	-5.39547	-5.47089	5.85318	-5.62861	9.28845	9.8674	3.03484	17.8065	-2.41101	5.14523	-2.09977	-5.82924	1.37791	-2.14217	9.3038	10.1855	3.04147	17.6769	-2.48528	5.20084	-4.65464	-5.88792	6.00501	-5.28601	8.65314	9.60009	3.1382	17.7471	inf	-7.241963e+03	inf
2920	-2.33091	8.74033	9.21964	3.77401	5.34992	17.3745	0.686906	-5.48914	-2.7258	-4.14455	0.172316	0.688669	0.271559	0.04861	2.09773	1.94029	1.90506	0.112231	0.125615	0.263986	0.375828	0.0385014	2.14846	0.0761437	0.111329	0.499918	0.499809	0.499772	0.493669	0.498729	0.49656	-2.45455	5.58375	-4.66178	-4.66186	3.83128	-5.27429	8.00813	8.6902	3.0542	17.1977	-2.40505	5.74896	-5.91733	-5.20343	6.77321	-5.64331	8.40078	8.90405	3.2295	17.1944	-2.49144	5.53996	-1.39769	-1.6758	6.62235	-1.40731	7.75243	8.81526	3.00103	17.3212	-2.33172	5.19073	-5.80956	-5.35998	5.40272	-5.11707	7.94522	8.70016	3.37076	17.2405	-2.48752	5.62278	-5.89688	-5.94916	0.739644	-4.83829	9.16992	7.03256	3.1356	17.1428	-2.49997	5.43246	-5.08907	-5.56134	5.71123	-5.67269	8.08982	8.60115	3.31808	17.5305	-2.44452	5.31232	-4.70675	-5.0384	5.13572	-5.53653	9.1003	9.33862	3.09281	17.3633	-2.44577	5.35706	-4.29663	-4.37827	5.79018	-3.84014	8.66146	8.96815	3.00558	17.0367	-2.49884	5.3107	-4.87089	-5.72132	5.74468	-5.95746	9.29857	9.79424	3.20299	17.6246	-2.44827	5.40889	-4.98093	-5.01533	5.68372	-4.59619	9.27735	9.66535	3.35577	17.1363	-2.45669	5.24057	-2.02228	-5.29154	1.49373	-2.21832	9.31703	10.0148	3.03338	17.7423	-2.43184	5.2936	-5.38429	-5.88792	5.88328	-5.44208	8.64198	9.13329	3.08959	17.7471	inf	-7.245187e+03	inf
2930	-2.48747	9.4797	9.3526	4.5188	5.2828	17.3462	0.686906	-4.45619	-5.06174	-5.62713	0.372242	0.139376	0.0920124	0.0488765	1.24572	1.846	2.07959	0.107052	0.370854	0.581986	0.801	0.0999552	3.70492	0.0761437	0.088035	0.499999	0.499819	0.499955	0.496588	0.499919	0.494244	-2.46529	5.19086	-3.65314	-3.98185	6.97438	-5.17616	8.28912	9.33284	3.0542	17.0632	-2.48143	5.53582	-5.08209	-5.09751	6.532	-4.95565	8.17851	8.64003	3.27264	17.3294	-2.47761	5.37105	-1.55376	-1.66536	6.46045	-1.51971	7.75243	8.86459	3.08337	17.288	-2.4864	5.22687	-4.5257	-4.95653	5.71956	-5.62298	7.8045	8.48405	3.47428	17.5364	-2.48461	5.73518	-5.636	-3.0643	3.51366	-3.89689	9.03701	6.51481	3.06307	17.6204	-2.48986	5.17488	-5.81185	-4.17915	5.55395	-5.91403	8.28622	8.76177	3.18046	16.9867	-2.47659	5.11904	-4.39742	-5.96444	5.20966	-5.95068	8.31615	9.69861	3.09281	17.352	-2.4185	5.05897	-4.30962	-4.43543	5.52878	-4.35974	8.36287	9.04649	3.12767	17.7101	-2.49884	5.39973	-5.70803	-4.66666	5.66179	-5.60691	8.93309	9.25874	3.13178	16.9902	-2.43936	5.09951	-5.43286	-5.5872	5.54974	-5.305	9.14761	9.76703	3.45771	17.1363	-2.43378	5.6961	-2.12891	-3.17068	0.953853	-2.05124	8.56027	9.51159	3.248	17.3192	-2.46176	4.81851	-5.78711	-5.59276	5.56643	-5.7775	8.63547	9.53418	3.03387	17.4103	inf	-7.244429e+03	inf
2940	-2.37766	8.59004	8.76831	2.70774	5.38063	17.2737	0.686906	-5.1316	-5.60577	-3.41796	0.675645	0.139376	0.219036	0.0522455	1.24572	2.10147	2.17019	0.211265	0.217034	0.243837	0.405675	0.0742815	2.42312	0.0761437	0.113546	0.499982	0.49978	0.499741	0.494546	0.499872	0.496029	-2.44356	5.39123	-4.06655	-5.39723	4.72033	-4.35296	8.27827	8.57185	3.0542	17.5071	-2.47822	5.46876	-5.48626	-5.80514	6.29958	-5.85829	8.13094	8.52077	3.05836	17.1911	-2.49251	5.22579	-1.55935	-1.69278	6.31607	-1.39265	7.86336	8.92278	3.08337	17.1654	-2.41962	5.42939	-4.86411	-5.99414	5.67377	-4.7299	8.09393	8.77621	3.11032	17.0395	-2.48842	5.4156	-5.27697	-2.10573	2.21931	-4.07247	8.88898	6.27776	3.10434	17.7446	-2.41689	5.31127	-5.50842	-5.71739	5.53351	-5.80198	8.44187	8.81312	3.5474	17.9691	-2.49847	5.17247	-4.74997	-5.08381	3.68536	-5.14285	8.91446	9.31489	3.09281	17.2994	-2.48402	5.24031	-4.37737	-5.00282	5.73485	-4.09909	8.57169	9.04649	3.00636	17.2105	-2.49884	4.76332	-5.28532	-5.41864	5.25811	-5.64552	8.34592	8.95871	3.17672	17.6747	-2.49162	5.17438	-5.16557	-5.33016	5.45247	-5.24344	9.34374	9.82024	3.42128	16.8182	-2.44507	4.79584	-2.01548	-2.94823	1.12821	-2.12248	8.2757	9.18774	3.38189	17.443	-2.49026	5.7482	-4.28951	-5.62191	6.25946	-5.01538	8.04938	9.00664	3.21563	17.7844	inf	-7.237108e+03	inf
2950	-2.4671	8.68385	8.05546	2.87744	5.08084	17.146	0.686906	-5.63195	-5.05542	-2.10429	0.0793777	0.139376	0.119798	0.0568188	2.0962	0.693565	3.18193	0.0531445	0.278947	0.248897	0.405675	0.0960917	1.13891	0.0761437	0.110086	0.499932	0.499905	0.49927	0.499484	0.496849	0.498253	-2.44356	5.4984	-5.25766	-5.04065	4.20079	-4.61834	7.63103	8.6288	3.0542	17.6342	-2.46971	5.50197	-5.08373	-5.64677	6.39234	-4.60563	7.74847	8.40996	3.139	17.3413	-2.49485	5.19218	-1.47241	-1.51888	6.08513	-1.39265	7.84138	8.8642	3.24931	17.353	-2.49066	5.42939	-5.19867	-5.81315	5.87128	-5.1568	8.1853	8.88394	3.12925	17.0395	-2.49409	5.11724	-5.50901	-5.87119	0.169815	-4.62921	9.0816	6.53528	3.43536	17.3403	-2.20288	5.27508	-5.83983	-5.64367	5.74723	-5.36773	7.90958	8.32453	3.49946	17.6909	-2.46439	5.16533	-5.49247	-5.95	3.89124	-4.76745	8.26507	9.21458	3.09281	17.1265	-2.36245	4.95507	-4.41844	-4.8021	5.08701	-4.12552	8.75627	9.04649	3.04257	16.873	-2.48292	4.79039	-5.08103	-5.24227	5.22499	-5.43212	7.83615	8.58296	3.17672	17.4281	-2.47055	5.17998	-5.53216	-5.64912	5.36655	-5.31832	9.16578	9.65442	3.00767	17.0869	-2.4977	5.4922	-2.17544	-5.49375	1.47792	-2.39832	8.25094	9.1069	3.25103	17.2939	-2.49026	5.42474	-5.73859	-4.82041	6.37524	-5.25313	8.56319	9.49174	3.31437	16.6481	inf	-7.241274e+03	inf
2960	-2.47843	7.20134	7.82009	2.01091	5.13543	16.9501	0.686906	-5.66857	-5.06887	-3.88557	0.208524	0.208714	0.119798	0.028499	3.53815	0.946049	2.49165	0.105479	0.49454	0.203416	0.809968	0.0960917	4.91651	0.0761437	0.119796	0.499963	0.499621	0.499641	0.498946	0.499652	0.499024	-2.44069	5.35102	-4.6334	-5.39695	3.3947	-5.67409	7.67862	7.38405	3.0542	17.0134	-2.48075	5.63848	-5.62006	-5.53072	6.455	-5.69428	7.66951	8.36265	3.30556	16.8549	-2.49816	5.36798	-1.59182	-1.56571	6.29589	-1.68685	7.63216	8.5392	3.0407	17.332	-2.40114	5.61648	-5.7703	-5.58643	6.16271	-5.52809	8.30782	8.93533	3.26066	17.1138	-2.49956	5.69848	-5.62855	-5.11454	0.764181	-4.33085	7.91212	5.65157	3.10098	17.3842	-2.32072	5.41415	-3.94592	-5.52754	5.74595	-5.60832	7.733	8.23822	3.13698	16.901	-2.49548	4.9001	-5.49504	-5.74101	5.76384	-4.32845	8.23209	8.29569	3.09281	16.5899	-2.49824	4.92984	-3.42621	-4.59351	5.19872	-4.54286	8.406	8.75201	3.08105	16.9618	-2.48292	4.79498	-5.93389	-5.44131	5.22499	-5.98219	7.636	8.12584	3.02604	16.4037	-2.4299	5.0465	-5.38272	-5.16081	5.36174	-5.04478	8.73153	9.33883	3.43797	16.7466	-2.43823	4.75146	-2.5408	-5.02496	0.673664	-2.38415	7.96537	8.88951	3.08471	16.5731	-2.45496	5.7326	-4.21139	-5.8532	6.69433	-5.16638	8.65719	9.6474	3.06131	16.6221	inf	-7.245305e+03	inf
2970	-2.33271	8.59185	8.29603	4.02666	5.2673	16.5821	0.686906	-4.98965	-4.24131	-3.89058	0.12832	0.787094	0.15036	0.0672468	1.6389	1.36235	2.08894	0.807705	 1.08	0.252368	0.657213	0.0771687	2.19616	0.0761437	0.119796	0.499795	0.499325	0.499529	0.499191	0.49852	0.495901	-2.26542	5.21297	-5.06269	-4.27141	4.35931	-4.65507	7.96332	8.05829	3.0542	16.8961	-2.49932	4.92659	-5.73175	-4.70113	5.6624	-5.10037	7.61815	8.02688	3.36899	16.8106	-2.41443	5.04739	-1.59182	-1.80785	6.246	-1.68685	7.64043	8.75938	3.39514	16.9198	-2.40445	5.31627	-5.07381	-4.57309	5.83673	-5.74388	7.98155	8.66245	3.15628	17.1242	-2.49709	5.37075	-4.87858	-4.69799	1.94702	-2.29644	8.04575	5.22562	3.03034	17.3635	-2.37741	5.28209	-4.77677	-5.69117	5.78336	-5.60832	7.85365	8.41272	3.30503	17.0272	-2.48849	5.011	-5.35135	-5.58962	4.34444	-5.85981	8.02862	8.49441	3.09281	16.3861	-2.46632	4.3739	-4.38227	-4.8687	4.63663	-4.27062	8.62869	9.12989	3.11903	16.9618	-2.44537	4.60323	-5.63309	-5.87412	4.98516	-5.25146	7.67632	8.27808	3.04614	16.7856	-2.39076	4.77932	-5.47759	-4.72098	5.02778	-5.56566	8.55878	9.14189	3.22348	16.7098	-2.45616	4.75234	-2.20282	-4.58584	0.536033	-2.28493	7.97889	8.80756	3.29623	16.7354	-2.47284	5.20086	-5.62686	-5.69148	5.72401	-4.7453	8.89412	9.59879	3.01838	16.5408	inf	-7.249952e+03	inf
2980	-2.47659	9.45314	7.69012	4.14441	5.14793	16.6701	0.686906	-5.59647	-5.25818	-5.35471	0.578905	0.183893	0.277345	0.0505332	1.6389	1.19764	2.29249	0.259522	0.149178	0.184317	0.754554	0.0771687	7.825	0.0761437	0.108813	0.499727	0.499851	0.498963	0.499864	0.499414	0.49418	-2.49331	5.3176	-4.07464	-4.29608	5.26458	-4.82943	7.81185	8.03739	3.0542	16.8289	-2.49932	5.2974	-5.28507	-5.82311	5.96027	-5.46902	7.64403	8.09365	3.20243	17.2802	-2.48313	5.18929	-1.58283	-1.86805	6.23774	-1.34414	7.61548	8.72744	3.43136	17.0977	-2.41619	5.57253	-5.98871	-5.91724	6.10941	-5.74388	7.98927	8.69788	3.03882	17.064	-2.4998	5.43652	-5.54494	-3.10362	0.966452	-4.25914	8.379	5.19649	3.01585	16.5703	-2.47532	5.27646	-5.51653	-4.85535	5.78336	-5.80008	7.66985	8.41922	3.30136	17.0517	-2.39941	5.011	-4.76658	-4.17299	2.92752	-5.41748	8.0059	8.99211	3.09281	16.5435	-2.32287	4.85326	-3.92424	-4.69891	5.19124	-4.03722	8.45412	8.94722	3.36558	16.9618	-2.44537	4.67036	-5.77378	-4.80769	5.10879	-5.15614	7.67732	8.26513	3.07154	16.5008	-2.45881	4.80078	-5.27549	-5.838	5.18273	-5.26853	9.079	9.70829	3.0267	16.5048	-2.47118	5.44922	-2.10611	-3.69918	0.900967	-2.22612	7.91212	8.82217	3.11251	17.0415	-2.49963	5.20606	-5.12914	-5.78514	5.7706	-4.90842	8.6216	9.6009	3.0558	16.4415	inf	-7.233444e+03	inf
2990	-2.34827	8.49051	8.11062	0.717544	5.37611	16.618	0.686906	-4.47786	-4.84115	-5.42724	0.266611	0.22845	0.462214	0.0395286	1.4891	0.634371	3.33454	0.204995	0.211173	0.0990772	1.44399	0.0802321	3.01149	0.0761437	0.0507356	0.499972	0.499731	0.499802	0.495196	0.499903	0.496765	-2.47787	5.26715	-4.29539	-4.42749	3.8077	-3.90859	7.62642	8.58853	3.0542	16.9564	-2.49932	4.992	-5.23065	-4.81074	6.45512	-5.21587	7.66645	8.14577	3.01277	16.846	-2.49983	5.37727	-1.18209	-1.57455	6.51876	-1.58563	7.77095	8.8301	3.31651	17.1128	-2.49551	5.11169	-4.72652	-5.25839	5.68494	-5.8897	7.87558	8.67071	3.68312	17.064	-2.4968	5.50732	-5.13658	-3.46855	1.60765	-4.03094	8.00789	4.37794	3.01005	17.081	-2.49033	5.30488	-5.18031	-5.6994	5.69371	-5.89407	7.63683	8.12303	3.22802	16.9003	-2.45947	4.96583	-5.21253	-5.02851	5.93639	-5.92769	8.32068	8.68046	3.09281	16.6282	-2.49386	5.28867	-3.80203	-4.32195	5.66636	-4.20998	8.41574	8.94722	3.6044	16.9618	-2.45275	4.26118	-5.55484	-5.64461	5.02168	-5.56016	7.81811	8.51909	3.06112	16.5191	-2.43994	4.92946	-5.68414	-5.70322	5.33678	-4.41049	8.94731	9.49328	3.02339	16.5048	-2.48918	4.98642	-2.25839	-3.224	1.09618	-2.30773	8.22504	9.30379	3.45047	17.0415	-2.49963	4.61263	-5.15596	-5.14826	5.33007	-5.98883	8.77356	9.6009	3.24337	16.5486	inf	-7.232949e+03	inf
3000	-2.45942	8.71199	8.62242	2.68427	5.084	16.9676	0.686906	-5.03878	-5.35026	-3.78676	0.276591	0.215275	0.141132	0.0305366	1.43589	1.05382	2.10792	0.127175	0.172575	0.105808	1.15079	0.383245	3.67808	0.0761437	0.110199	0.499921	0.49985	0.499417	0.498329	0.497245	0.496709	-2.37886	5.19891	-4.29014	-4.03839	4.20397	-4.36421	7.89355	7.47117	3.0542	16.7298	-2.49932	4.69305	-5.36808	-4.99894	5.005	-5.11362	8.10832	8.64419	3.58139	16.7245	-2.46904	5.39377	-1.63266	-1.66887	6.31334	-1.58563	7.6593	8.70594	3.24111	16.4127	-2.4988	4.61415	-4.76704	-5.72575	4.9751	-5.00452	8.31186	8.89051	3.33807	16.8567	-2.48987	4.95157	-4.76818	-4.74134	0.818413	-2.52025	8.54015	5.53559	3.18986	17.1362	-2.44494	5.28909	-5.65572	-5.21886	5.69371	-5.43744	8.0026	8.4965	3.20095	16.7842	-2.44978	4.7366	-4.74556	-5.31696	4.2111	-4.817	8.70136	8.86331	3.09281	16.8865	-2.41945	5.08295	-3.86516	-4.28363	5.52181	-4.69355	8.33017	8.61952	3.37718	17.6362	-2.45275	4.71723	-5.12525	-5.75645	5.21074	-5.89009	8.20058	8.59054	3.10206	17.4091	-2.4193	5.20961	-5.0808	-5.94208	5.49199	-5.62026	8.71701	9.26735	3.29666	16.5048	-2.46382	5.16664	-2.12361	-4.19009	1.08153	-2.37198	8.22504	9.10043	3.2239	17.2665	-2.47934	4.61263	-5.79564	-5.53761	5.18484	-4.92977	8.71917	9.38056	3.05547	16.7626	inf	-7.240633e+03	inf
3010	-2.39748	9.49916	8.38861	2.89418	4.35939	16.8745	0.686906	-5.44374	-5.5497	-5.19009	0.0954829	0.147099	0.0867473	0.0380046	1.87087	2.00198	1.50103	0.245783	0.150813	0.105808	3.32947	0.211926	2.51405	0.0761437	0.236063	0.499913	0.49847	0.499036	0.498072	0.499944	0.499386	-2.37789	4.60953	-5.61751	-4.68678	3.84379	-4.90828	7.81081	7.2979	3.0542	17.0769	-2.46908	4.40637	-5.00453	-5.89289	5.0219	-5.42063	8.16037	8.68814	3.2587	16.7245	-2.4906	5.25325	-1.63266	-1.6934	6.45773	-1.71968	7.70074	8.82117	3.33687	16.6384	-2.47665	4.97307	-5.5112	-5.94189	5.24027	-4.82351	8.29088	8.85813	3.58972	15.9893	-2.37346	4.80118	-5.26368	-4.51419	0.996047	-4.80833	7.74677	2.21334	3.15765	16.8829	-2.4591	5.23143	-5.93812	-5.80252	5.69371	-5.80725	7.64067	8.33539	3.16538	16.9573	-2.46889	4.77027	-5.13433	-4.5046	3.78074	-5.4248	8.18461	9.4957	3.09281	16.4139	-2.45438	5.24836	-4.3194	-4.95185	5.48131	-4.68227	8.30756	8.68372	3.16032	16.6848	-2.48991	4.71377	-5.91041	-5.14975	5.23013	-4.71775	7.80041	8.55518	3.15646	17.0394	-2.44253	5.16554	-5.53569	-5.42119	5.44573	-5.24955	8.23964	8.59391	3.05566	16.3798	-2.49262	4.92247	-2.27516	-5.34493	2.21117	-2.33979	8.14754	9.10333	3.18662	15.8008	-2.44247	4.30934	-5.54664	-5.47741	5.08794	-5.50768	8.55482	9.38463	3.19338	16.0267	inf	-7.245947e+03	inf
3020	-2.49194	8.80355	8.11725	2.33183	4.81739	16.4019	0.686906	-5.94942	-4.56743	-5.04009	0.147762	0.208988	0.0827273	0.0856943	3.44117	2.00198	1.66654	0.0800387	0.0621201	0.134866	3.16881	0.105166	3.4045	0.0761437	0.0938729	0.499936	0.49961	0.49952	0.499907	0.499275	0.499528	-2.38203	5.00241	-5.1858	-4.53555	5.46551	-4.62479	7.65625	9.24347	3.0542	16.5735	-2.45482	4.5482	-4.19354	-5.65387	6.63449	-5.68316	7.93723	8.56453	3.05425	17.3331	-2.47664	5.64829	-1.02613	-1.78647	6.73005	-1.45234	7.71896	8.84898	3.19587	16.9337	-2.45829	4.91267	-5.42814	-4.90172	5.34276	-5.38421	7.85867	8.71253	3.55361	16.3085	-2.44484	5.06425	-4.37754	-1.60136	1.7895	-3.0555	7.6707	2.3979	3.09832	17.3542	-2.49803	5.23143	-4.75728	-5.06047	5.74191	-5.34277	7.72574	8.18521	3.01208	16.4345	-2.4169	4.71372	-5.3961	-5.47322	4.95782	-4.43237	8.50443	9.92276	3.09281	16.8895	-2.48107	4.78712	-3.60975	-4.29013	5.07151	-4.38283	8.33389	8.86805	3.22783	17.6673	-2.49329	4.71517	-5.40335	-5.17027	5.18187	-4.99046	7.91631	8.4884	3.19365	16.6729	-2.37782	4.59102	-5.96106	-5.93462	5.06344	-4.55064	8.27232	8.59195	3.06396	16.8591	-2.46557	5.27368	-2.08469	-3.2625	1.52821	-2.37012	8.35305	9.17688	3.22155	16.2131	-2.49866	4.39446	-5.89171	-5.8114	5.08794	-5.89992	8.34168	9.36283	3.08063	16.8978	inf	-7.244038e+03	inf
