Level	Simulation	Output_Var	Time	Data	Prediction
1_1_1	1	lnCPL_APAP_mcgL	0.5	11.1496	11.1036
1_1_1	1	lnCPL_APAP_mcgL	0.75	11.357	11.2055
1_1_1	1	lnCPL_APAP_mcgL	1	11.1583	11.2403
1_1_1	1	lnCPL_APAP_mcgL	1.5	10.9794	11.2169
1_1_1	1	lnCPL_APAP_mcgL	2	10.9794	11.1351
1_1_1	1	lnCPL_APAP_mcgL	3	10.8735	10.9061
1_1_1	1	lnCPL_APAP_mcgL	4	10.6532	10.6468
1_1_1	1	lnCPL_APAP_mcgL	6	10.1775	10.1034
1_1_1	1	lnCPL_APAP_mcgL	8	9.6145	9.54752
1_1_1	1	lnCPL_APAP_mcgL	10	-1	8.98553

1_1_1	1	lnCPL_AG_mcgL	0.5	9.3288	9.53628
1_1_1	1	lnCPL_AG_mcgL	0.75	10.1109	10.1574
1_1_1	1	lnCPL_AG_mcgL	1	10.5093	10.5489
1_1_1	1	lnCPL_AG_mcgL	1.5	11.0057	11.0191
1_1_1	1	lnCPL_AG_mcgL	2	11.2879	11.2833
1_1_1	1	lnCPL_AG_mcgL	3	11.5434	11.5335
1_1_1	1	lnCPL_AG_mcgL	4	11.5929	11.6044
1_1_1	1	lnCPL_AG_mcgL	6	11.4362	11.5087
1_1_1	1	lnCPL_AG_mcgL	8	11.0941	11.2577
1_1_1	1	lnCPL_AG_mcgL	10	10.7324	10.9246
1_1_1	1	lnCPL_AG_mcgL	12	10.3191	10.5404

1_1_1	1	lnCPL_AS_mcgL	0.5	8.6702	8.69893
1_1_1	1	lnCPL_AS_mcgL	0.75	9.1882	9.06798
1_1_1	1	lnCPL_AS_mcgL	1	9.3634	9.30722
1_1_1	1	lnCPL_AS_mcgL	1.5	9.577	9.60399
1_1_1	1	lnCPL_AS_mcgL	2	9.7297	9.77716
1_1_1	1	lnCPL_AS_mcgL	3	9.8477	9.94648
1_1_1	1	lnCPL_AS_mcgL	4	9.9619	9.9915
1_1_1	1	lnCPL_AS_mcgL	6	9.8872	9.8953
1_1_1	1	lnCPL_AS_mcgL	8	9.689	9.66412
1_1_1	1	lnCPL_AS_mcgL	10	9.4287	9.35628
1_1_1	1	lnCPL_AS_mcgL	12	9.0757	8.99924

1_1_1	1	lnCU_APAP_mcg	0	-1	-20

1_1_1	1	lnCU_AG_mcg	0	-1	-20

1_1_1	1	lnCU_AS_mcg	0	-1	-20


