Level	Simulation	Output_Var	Time	Data	Prediction
1_1_1	1	lnCPL_APAP_mcgL	0.5	11.1496	10.9579
1_1_1	1	lnCPL_APAP_mcgL	0.75	11.357	11.1064
1_1_1	1	lnCPL_APAP_mcgL	1	11.1583	11.1767
1_1_1	1	lnCPL_APAP_mcgL	1.5	10.9794	11.2065
1_1_1	1	lnCPL_APAP_mcgL	2	10.9794	11.1624
1_1_1	1	lnCPL_APAP_mcgL	3	10.8735	10.9797
1_1_1	1	lnCPL_APAP_mcgL	4	10.6532	10.7429
1_1_1	1	lnCPL_APAP_mcgL	6	10.1775	10.205
1_1_1	1	lnCPL_APAP_mcgL	8	9.6145	9.62251
1_1_1	1	lnCPL_APAP_mcgL	10	-1	9.01324

1_1_1	1	lnCPL_AG_mcgL	0.5	9.3288	9.32813
1_1_1	1	lnCPL_AG_mcgL	0.75	10.1109	9.98598
1_1_1	1	lnCPL_AG_mcgL	1	10.5093	10.4012
1_1_1	1	lnCPL_AG_mcgL	1.5	11.0057	10.9034
1_1_1	1	lnCPL_AG_mcgL	2	11.2879	11.1893
1_1_1	1	lnCPL_AG_mcgL	3	11.5434	11.4666
1_1_1	1	lnCPL_AG_mcgL	4	11.5929	11.5509
1_1_1	1	lnCPL_AG_mcgL	6	11.4362	11.4574
1_1_1	1	lnCPL_AG_mcgL	8	11.0941	11.1882
1_1_1	1	lnCPL_AG_mcgL	10	10.7324	10.8232
1_1_1	1	lnCPL_AG_mcgL	12	10.3191	10.3974

1_1_1	1	lnCPL_AS_mcgL	0.5	8.6702	8.64534
1_1_1	1	lnCPL_AS_mcgL	0.75	9.1882	8.9951
1_1_1	1	lnCPL_AS_mcgL	1	9.3634	9.22908
1_1_1	1	lnCPL_AS_mcgL	1.5	9.577	9.53048
1_1_1	1	lnCPL_AS_mcgL	2	9.7297	9.71669
1_1_1	1	lnCPL_AS_mcgL	3	9.8477	9.92181
1_1_1	1	lnCPL_AS_mcgL	4	9.9619	10.0064
1_1_1	1	lnCPL_AS_mcgL	6	9.8872	9.9763
1_1_1	1	lnCPL_AS_mcgL	8	9.689	9.77083
1_1_1	1	lnCPL_AS_mcgL	10	9.4287	9.44144
1_1_1	1	lnCPL_AS_mcgL	12	9.0757	9.02235

1_1_1	1	lnCU_APAP_mcg	0	-1	-20

1_1_1	1	lnCU_AG_mcg	0	-1	-20

1_1_1	1	lnCU_AS_mcg	0	-1	-20


1_1_2	2	lnCPL_APAP_mcgL	0.25	9.6486	10.2467
1_1_2	2	lnCPL_APAP_mcgL	0.5	9.8363	10.0662
1_1_2	2	lnCPL_APAP_mcgL	0.75	9.8416	9.94416
1_1_2	2	lnCPL_APAP_mcgL	1	9.7981	9.85286
1_1_2	2	lnCPL_APAP_mcgL	1.5	9.655	9.69198
1_1_2	2	lnCPL_APAP_mcgL	2	9.5178	9.535
1_1_2	2	lnCPL_APAP_mcgL	3	9.2203	9.219
1_1_2	2	lnCPL_APAP_mcgL	4	8.9187	8.89976
1_1_2	2	lnCPL_APAP_mcgL	6	8.294	8.25455
1_1_2	2	lnCPL_APAP_mcgL	8	7.836	7.60397

1_1_2	2	lnCPL_AG_mcgL	0.25	8.0722	8.17222
1_1_2	2	lnCPL_AG_mcgL	0.5	8.9804	9.08053
1_1_2	2	lnCPL_AG_mcgL	0.75	9.5047	9.47988
1_1_2	2	lnCPL_AG_mcgL	1	9.806	9.70796
1_1_2	2	lnCPL_AG_mcgL	1.5	10.1138	9.94934
1_1_2	2	lnCPL_AG_mcgL	2	10.2139	10.0577
1_1_2	2	lnCPL_AG_mcgL	3	10.1567	10.1001
1_1_2	2	lnCPL_AG_mcgL	4	10.0871	10.0267
1_1_2	2	lnCPL_AG_mcgL	6	9.6304	9.71376
1_1_2	2	lnCPL_AG_mcgL	8	9.2425	9.28448

1_1_2	2	lnCPL_AS_mcgL	0.25	8.1743	8.28422
1_1_2	2	lnCPL_AS_mcgL	0.5	8.8166	8.70947
1_1_2	2	lnCPL_AS_mcgL	0.75	9.0136	8.88033
1_1_2	2	lnCPL_AS_mcgL	1	9.1653	8.97512
1_1_2	2	lnCPL_AS_mcgL	1.5	9.1427	9.06668
1_1_2	2	lnCPL_AS_mcgL	2	9.0802	9.08646
1_1_2	2	lnCPL_AS_mcgL	3	8.9097	9.01003
1_1_2	2	lnCPL_AS_mcgL	4	8.8052	8.84618
1_1_2	2	lnCPL_AS_mcgL	6	8.394	8.38563
1_1_2	2	lnCPL_AS_mcgL	8	7.9587	7.83362

1_1_2	2	lnCU_APAP_mcg	0.6	8.6878	9.09277
1_1_2	2	lnCU_APAP_mcg	1.6	9.7585	9.9379
1_1_2	2	lnCU_APAP_mcg	2.6	10.1999	10.284
1_1_2	2	lnCU_APAP_mcg	3.6	10.44	10.4772
1_1_2	2	lnCU_APAP_mcg	4.6	10.5739	10.5974
1_1_2	2	lnCU_APAP_mcg	5.6	10.669	10.6763
1_1_2	2	lnCU_APAP_mcg	6.5	10.7277	10.7252
1_1_2	2	lnCU_APAP_mcg	7.5	10.7893	10.7635
1_1_2	2	lnCU_APAP_mcg	8.5	10.8198	10.7903
1_1_2	2	lnCU_APAP_mcg	9.6	10.8532	10.8107
1_1_2	2	lnCU_APAP_mcg	10.5	10.8799	10.8225
1_1_2	2	lnCU_APAP_mcg	11.5	10.9041	10.8321

1_1_2	2	lnCU_AG_mcg	0.6	10.7199	10.1689
1_1_2	2	lnCU_AG_mcg	1.6	12.3436	12.1275
1_1_2	2	lnCU_AG_mcg	2.6	12.9835	12.9071
1_1_2	2	lnCU_AG_mcg	3.6	13.3256	13.3512
1_1_2	2	lnCU_AG_mcg	4.6	13.5523	13.6375
1_1_2	2	lnCU_AG_mcg	5.6	13.7181	13.8335
1_1_2	2	lnCU_AG_mcg	6.5	13.8157	13.9604
1_1_2	2	lnCU_AG_mcg	7.5	13.8928	14.0639
1_1_2	2	lnCU_AG_mcg	8.5	13.9512	14.1395
1_1_2	2	lnCU_AG_mcg	9.6	14.0045	14.1999
1_1_2	2	lnCU_AG_mcg	10.5	14.038	14.2365
1_1_2	2	lnCU_AG_mcg	11.5	14.0671	14.2671

1_1_2	2	lnCU_AS_mcg	0.6	10.5596	10.1319
1_1_2	2	lnCU_AS_mcg	1.6	11.7824	11.5923
1_1_2	2	lnCU_AS_mcg	2.6	12.2527	12.2048
1_1_2	2	lnCU_AS_mcg	3.6	12.5145	12.5565
1_1_2	2	lnCU_AS_mcg	4.6	12.6987	12.7802
1_1_2	2	lnCU_AS_mcg	5.6	12.8421	12.9298
1_1_2	2	lnCU_AS_mcg	6.5	12.9312	13.0241
1_1_2	2	lnCU_AS_mcg	7.5	13.0026	13.0988
1_1_2	2	lnCU_AS_mcg	8.5	13.0563	13.1516
1_1_2	2	lnCU_AS_mcg	9.6	13.1042	13.1923
1_1_2	2	lnCU_AS_mcg	10.5	13.1349	13.216
1_1_2	2	lnCU_AS_mcg	11.5	13.1646	13.2353


1_1_3	3	lnCPL_APAP_mcgL	0.5	9.2797	9.50366
1_1_3	3	lnCPL_APAP_mcgL	1	9.4681	9.45598
1_1_3	3	lnCPL_APAP_mcgL	1.5	9.2923	9.31005
1_1_3	3	lnCPL_APAP_mcgL	2	9.0719	9.14095
1_1_3	3	lnCPL_APAP_mcgL	3	8.7246	8.78617
1_1_3	3	lnCPL_APAP_mcgL	4	8.3994	8.426
1_1_3	3	lnCPL_APAP_mcgL	5	8.1881	8.06393
1_1_3	3	lnCPL_APAP_mcgL	6	7.892	7.70072
1_1_3	3	lnCPL_APAP_mcgL	8	7.3309	6.97216
1_1_3	3	lnCPL_APAP_mcgL	10	-1	6.24203
1_1_3	3	lnCPL_APAP_mcgL	12	-1	5.51114

1_1_3	3	lnCPL_AG_mcgL	0.5	8.3935	8.40489
1_1_3	3	lnCPL_AG_mcgL	1	9.3632	9.30975
1_1_3	3	lnCPL_AG_mcgL	1.5	9.8072	9.66669
1_1_3	3	lnCPL_AG_mcgL	2	9.982	9.83215
1_1_3	3	lnCPL_AG_mcgL	3	10.0493	9.92611
1_1_3	3	lnCPL_AG_mcgL	4	9.926	9.87584
1_1_3	3	lnCPL_AG_mcgL	5	9.7817	9.75287
1_1_3	3	lnCPL_AG_mcgL	6	9.552	9.58529
1_1_3	3	lnCPL_AG_mcgL	8	9.1014	9.16725
1_1_3	3	lnCPL_AG_mcgL	10	8.6473	8.68036
1_1_3	3	lnCPL_AG_mcgL	12	-1	8.1503

1_1_3	3	lnCPL_AS_mcgL	0.5	8.317	8.28165
1_1_3	3	lnCPL_AS_mcgL	1	8.7968	8.70967
