Level	Simulation	Output_Var	Time	Data	Prediction
1_2_2	7	lnCU_AG_mcg	0	-1	-20

1_2_2	7	lnCU_AS_mcg	0	-1	-20


1_2_3	8	lnCPL_APAP_mcgL	0.5	9.9184	9.9128
1_2_3	8	lnCPL_APAP_mcgL	1	9.8934	9.87497
1_2_3	8	lnCPL_APAP_mcgL	1.5	9.8092	9.74849
1_2_3	8	lnCPL_APAP_mcgL	2	9.6486	9.60351
1_2_3	8	lnCPL_APAP_mcgL	3	9.3147	9.30171
1_2_3	8	lnCPL_APAP_mcgL	4	9.0131	8.99625
1_2_3	8	lnCPL_APAP_mcgL	5	8.7323	8.68933
1_2_3	8	lnCPL_APAP_mcgL	6	8.4949	8.38146
1_2_3	8	lnCPL_APAP_mcgL	7	8.1719	8.07289
1_2_3	8	lnCPL_APAP_mcgL	8	8.0678	7.76381

1_2_3	8	lnCPL_AG_mcgL	0.5	8.8496	9.13325
1_2_3	8	lnCPL_AG_mcgL	1	9.6346	9.75091
1_2_3	8	lnCPL_AG_mcgL	1.5	9.9605	9.94477
1_2_3	8	lnCPL_AG_mcgL	2	10.0689	10.015
1_2_3	8	lnCPL_AG_mcgL	3	10.0689	10.0069
1_2_3	8	lnCPL_AG_mcgL	4	9.9585	9.90021
1_2_3	8	lnCPL_AG_mcgL	5	9.8012	9.73862
1_2_3	8	lnCPL_AG_mcgL	6	9.6501	9.54174
1_2_3	8	lnCPL_AG_mcgL	7	9.4602	9.32041
1_2_3	8	lnCPL_AG_mcgL	8	9.3075	9.08128

1_2_3	8	lnCPL_AS_mcgL	0.5	8.5855	8.53192
1_2_3	8	lnCPL_AS_mcgL	1	8.9833	8.94407
1_2_3	8	lnCPL_AS_mcgL	1.5	9.1311	9.06263
1_2_3	8	lnCPL_AS_mcgL	2	9.1195	9.08527
1_2_3	8	lnCPL_AS_mcgL	3	8.9737	9.00572
1_2_3	8	lnCPL_AS_mcgL	4	8.8098	8.84089
1_2_3	8	lnCPL_AS_mcgL	5	8.6137	8.62898
1_2_3	8	lnCPL_AS_mcgL	6	8.4609	8.38769
1_2_3	8	lnCPL_AS_mcgL	7	8.253	8.12688
1_2_3	8	lnCPL_AS_mcgL	8	8.0158	7.85258

