Level	Simulation	Output_Var	Time	Data	Prediction
1_1_1	1	lnCPL_APAP_mcgL	0.5	11.1496	10.9276
1_1_1	1	lnCPL_APAP_mcgL	0.75	11.357	11.0654
1_1_1	1	lnCPL_APAP_mcgL	1	11.1583	11.13
1_1_1	1	lnCPL_APAP_mcgL	1.5	10.9794	11.1518
1_1_1	1	lnCPL_APAP_mcgL	2	10.9794	11.1015
1_1_1	1	lnCPL_APAP_mcgL	3	10.8735	10.9094
1_1_1	1	lnCPL_APAP_mcgL	4	10.6532	10.6687
1_1_1	1	lnCPL_APAP_mcgL	6	10.1775	10.1452
1_1_1	1	lnCPL_APAP_mcgL	8	9.6145	9.60622
1_1_1	1	lnCPL_APAP_mcgL	10	-1	9.06247

1_1_1	1	lnCPL_AG_mcgL	0.5	9.3288	9.39777
1_1_1	1	lnCPL_AG_mcgL	0.75	10.1109	10.034
1_1_1	1	lnCPL_AG_mcgL	1	10.5093	10.4391
1_1_1	1	lnCPL_AG_mcgL	1.5	11.0057	10.9337
1_1_1	1	lnCPL_AG_mcgL	2	11.2879	11.2172
1_1_1	1	lnCPL_AG_mcgL	3	11.5434	11.4883
1_1_1	1	lnCPL_AG_mcgL	4	11.5929	11.5585
1_1_1	1	lnCPL_AG_mcgL	6	11.4362	11.4229
1_1_1	1	lnCPL_AG_mcgL	8	11.0941	11.1142
1_1_1	1	lnCPL_AG_mcgL	10	10.7324	10.7224
1_1_1	1	lnCPL_AG_mcgL	12	10.3191	10.2831

1_1_1	1	lnCPL_AS_mcgL	0.5	8.6702	8.64339
1_1_1	1	lnCPL_AS_mcgL	0.75	9.1882	9.02055
1_1_1	1	lnCPL_AS_mcgL	1	9.3634	9.26904
1_1_1	1	lnCPL_AS_mcgL	1.5	9.577	9.58297
1_1_1	1	lnCPL_AS_mcgL	2	9.7297	9.77018
1_1_1	1	lnCPL_AS_mcgL	3	9.8477	9.95935
1_1_1	1	lnCPL_AS_mcgL	4	9.9619	10.0166
1_1_1	1	lnCPL_AS_mcgL	6	9.8872	9.93199
1_1_1	1	lnCPL_AS_mcgL	8	9.689	9.70342
1_1_1	1	lnCPL_AS_mcgL	10	9.4287	9.39347
1_1_1	1	lnCPL_AS_mcgL	12	9.0757	9.03157

1_1_1	1	lnCU_APAP_mcg	0	-1	-20

1_1_1	1	lnCU_AG_mcg	0	-1	-20

1_1_1	1	lnCU_AS_mcg	0	-1	-20


1_1_2	2	lnCPL_APAP_mcgL	0.25	9.6486	9.71504
1_1_2	2	lnCPL_APAP_mcgL	0.5	9.8363	9.85936
1_1_2	2	lnCPL_APAP_mcgL	0.75	9.8416	9.85538
1_1_2	2	lnCPL_APAP_mcgL	1	9.7981	9.80905
1_1_2	2	lnCPL_APAP_mcgL	1.5	9.655	9.67015
1_1_2	2	lnCPL_APAP_mcgL	2	9.5178	9.51
1_1_2	2	lnCPL_APAP_mcgL	3	9.2203	9.17504
1_1_2	2	lnCPL_APAP_mcgL	4	8.9187	8.83578
1_1_2	2	lnCPL_APAP_mcgL	6	8.294	8.15387
1_1_2	2	lnCPL_APAP_mcgL	8	7.836	7.46977

1_1_2	2	lnCPL_AG_mcgL	0.25	8.0722	8.13801
1_1_2	2	lnCPL_AG_mcgL	0.5	8.9804	9.17471
1_1_2	2	lnCPL_AG_mcgL	0.75	9.5047	9.60937
1_1_2	2	lnCPL_AG_mcgL	1	9.806	9.84237
1_1_2	2	lnCPL_AG_mcgL	1.5	10.1138	10.0674
1_1_2	2	lnCPL_AG_mcgL	2	10.2139	10.1558
