Level	Simulation	Output_Var	Time	Data	Prediction
1_1_1	1	lnCPL_APAP_mcgL	0.5	11.1496	11.2791
1_1_1	1	lnCPL_APAP_mcgL	0.75	11.357	11.3416
1_1_1	1	lnCPL_APAP_mcgL	1	11.1583	11.3476
1_1_1	1	lnCPL_APAP_mcgL	1.5	10.9794	11.2908
1_1_1	1	lnCPL_APAP_mcgL	2	10.9794	11.1973
1_1_1	1	lnCPL_APAP_mcgL	3	10.8735	10.977
1_1_1	1	lnCPL_APAP_mcgL	4	10.6532	10.7414
1_1_1	1	lnCPL_APAP_mcgL	6	10.1775	10.2476
1_1_1	1	lnCPL_APAP_mcgL	8	9.6145	9.73167
1_1_1	1	lnCPL_APAP_mcgL	10	-1	9.20124

1_1_1	1	lnCPL_AG_mcgL	0.5	9.3288	9.57069
1_1_1	1	lnCPL_AG_mcgL	0.75	10.1109	10.1742
1_1_1	1	lnCPL_AG_mcgL	1	10.5093	10.5498
1_1_1	1	lnCPL_AG_mcgL	1.5	11.0057	10.9957
1_1_1	1	lnCPL_AG_mcgL	2	11.2879	11.2424
1_1_1	1	lnCPL_AG_mcgL	3	11.5434	11.4674
1_1_1	1	lnCPL_AG_mcgL	4	11.5929	11.5183
1_1_1	1	lnCPL_AG_mcgL	6	11.4362	11.387
1_1_1	1	lnCPL_AG_mcgL	8	11.0941	11.1031
1_1_1	1	lnCPL_AG_mcgL	10	10.7324	10.7387
1_1_1	1	lnCPL_AG_mcgL	12	10.3191	10.3248

1_1_1	1	lnCPL_AS_mcgL	0.5	8.6702	8.71912
1_1_1	1	lnCPL_AS_mcgL	0.75	9.1882	9.0643
1_1_1	1	lnCPL_AS_mcgL	1	9.3634	9.28938
1_1_1	1	lnCPL_AS_mcgL	1.5	9.577	9.56938
1_1_1	1	lnCPL_AS_mcgL	2	9.7297	9.73398
1_1_1	1	lnCPL_AS_mcgL	3	9.8477	9.90049
1_1_1	1	lnCPL_AS_mcgL	4	9.9619	9.95382
1_1_1	1	lnCPL_AS_mcgL	6	9.8872	9.88269
1_1_1	1	lnCPL_AS_mcgL	8	9.689	9.66258
1_1_1	1	lnCPL_AS_mcgL	10	9.4287	9.34157
1_1_1	1	lnCPL_AS_mcgL	12	9.0757	8.95017

1_1_1	1	lnCU_APAP_mcg	0	-1	-20

1_1_1	1	lnCU_AG_mcg	0	-1	-20

1_1_1	1	lnCU_AS_mcg	0	-1	-20


1_1_2	2	lnCPL_APAP_mcgL	0.25	9.6486	9.82838
1_1_2	2	lnCPL_APAP_mcgL	0.5	9.8363	9.94846
1_1_2	2	lnCPL_APAP_mcgL	0.75	9.8416	9.93176
1_1_2	2	lnCPL_APAP_mcgL	1	9.7981	9.8816
1_1_2	2	lnCPL_APAP_mcgL	1.5	9.655	9.75013
1_1_2	2	lnCPL_APAP_mcgL	2	9.5178	9.60674
1_1_2	2	lnCPL_APAP_mcgL	3	9.2203	9.31347
1_1_2	2	lnCPL_APAP_mcgL	4	8.9187	9.01834
1_1_2	2	lnCPL_APAP_mcgL	6	8.294	8.42594
1_1_2	2	lnCPL_APAP_mcgL	8	7.836	7.83184

1_1_2	2	lnCPL_AG_mcgL	0.25	8.0722	8.13383
1_1_2	2	lnCPL_AG_mcgL	0.5	8.9804	9.12743
1_1_2	2	lnCPL_AG_mcgL	0.75	9.5047	9.53051
1_1_2	2	lnCPL_AG_mcgL	1	9.806	9.74215
1_1_2	2	lnCPL_AG_mcgL	1.5	10.1138	9.94565
1_1_2	2	lnCPL_AG_mcgL	2	10.2139	10.028
1_1_2	2	lnCPL_AG_mcgL	3	10.1567	10.0468
